TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,1.0020e+30,1.5050e+29,8.4380e+29,8.7000e+26,6.7900e+27,9.2760e+28,5.7740e+28,4.4786e+29,3.9594e+29,5.0000e+26,3.7000e+26,3.5500e+27,3.2400e+27,2.6870e+28,3.0100e+27,1.4886e+08,3.7434e+06,1.6784e+09,4.4147e-06,4.6658e+06,6.0258e+04,6.6625e+05,6.6622e+05,15.0,84.2,0.1,0.7,1.0034e+30,9.7668e+29,2.6590e+28,1.0000e+26,2.4894e+28,0.0000e+00,97.3,2.7,0.0
1,9.9532e+29,1.4737e+29,8.4046e+29,7.1000e+26,6.7800e+27,9.1060e+28,5.6310e+28,4.4830e+29,3.9216e+29,3.8000e+26,3.3000e+26,3.2300e+27,3.5500e+27,2.6330e+28,3.2500e+27,1.4769e+08,3.3295e+06,1.8843e+09,4.1673e-06,4.5513e+06,6.4362e+04,6.6622e+05,6.6612e+05,14.8,84.4,0.1,0.7,9.9550e+29,9.6916e+29,2.6150e+28,1.9000e+26,2.4887e+28,0.0000e+00,97.4,2.6,0.0
2,1.0066e+30,1.4760e+29,8.5146e+29,7.4000e+26,6.7900e+27,9.0240e+28,5.7360e+28,4.6035e+29,3.9111e+29,2.8000e+26,4.6000e+26,3.3500e+27,3.4400e+27,2.5820e+28,3.6000e+27,1.4673e+08,3.1407e+06,1.8601e+09,3.6116e-06,4.5795e+06,5.0755e+04,6.6611e+05,6.6595e+05,14.7,84.6,0.1,0.7,1.0067e+30,9.8201e+29,2.4540e+28,1.3000e+26,2.4871e+28,0.0000e+00,97.5,2.4,0.0
3,1.0129e+30,1.4666e+29,8.5870e+29,7.6000e+26,6.8100e+27,8.9930e+28,5.6730e+28,4.5429e+29,4.0441e+29,4.5000e+26,3.1000e+26,3.6100e+27,3.2000e+27,2.5690e+28,3.2300e+27,1.4601e+08,3.3582e+06,2.0787e+09,3.1215e-06,4.5882e+06,5.7663e+04,6.6595e+05,6.6572e+05,14.5,84.8,0.1,0.7,1.0121e+30,9.8620e+29,2.5770e+28,1.1000e+26,2.5031e+28,0.0000e+00,97.4,2.5,0.0
4,9.9397e+29,1.4439e+29,8.4200e+29,8.0000e+26,6.7800e+27,8.8780e+28,5.5610e+28,4.3738e+29,4.0462e+29,4.2000e+26,3.8000e+26,3.2200e+27,3.5600e+27,2.5490e+28,2.6300e+27,1.4526e+08,3.3863e+06,1.9187e+09,2.6974e-06,4.3559e+06,5.7790e+04,6.6572e+05,6.6543e+05,14.5,84.7,0.1,0.7,9.9476e+29,9.7010e+29,2.4560e+28,1.0000e+26,2.4818e+28,0.0000e+00,97.5,2.5,0.0
5,1.0066e+30,1.4447e+29,8.5451e+29,8.1000e+26,6.7800e+27,8.6720e+28,5.7750e+28,4.4277e+29,4.1174e+29,3.9000e+26,4.2000e+26,3.5100e+27,3.2700e+27,2.5000e+28,2.7900e+27,1.4449e+08,3.5568e+06,1.8895e+09,2.3293e-06,4.4331e+06,5.7890e+04,6.6542e+05,6.6507e+05,14.4,84.9,0.1,0.7,1.0048e+30,9.7940e+29,2.5280e+28,1.0000e+26,2.4779e+28,0.0000e+00,97.5,2.5,0.0
6,1.0274e+30,1.4315e+29,8.7649e+29,9.0000e+26,6.8100e+27,8.5840e+28,5.7310e+28,4.5957e+29,4.1692e+29,4.6000e+26,4.4000e+26,3.3800e+27,3.4300e+27,2.5420e+28,3.2800e+27,1.4322e+08,3.8442e+06,1.8598e+09,2.0088e-06,4.4038e+06,4.7051e+04,6.6506e+05,6.6464e+05,13.9,85.3,0.1,0.7,1.0296e+30,1.0037e+30,2.5780e+28,1.8000e+26,2.4915e+28,0.0000e+00,97.5,2.5,0.0
7,1.0094e+30,1.4184e+29,8.6009e+29,7.6000e+26,6.7500e+27,8.4320e+28,5.7520e+28,4.4412e+29,4.1597e+29,3.8000e+26,3.8000e+26,3.2800e+27,3.4700e+27,2.3610e+28,2.4400e+27,1.4247e+08,3.6493e+06,1.7535e+09,1.7349e-06,4.3144e+06,5.8485e+04,6.6464e+05,6.6415e+05,14.1,85.2,0.1,0.7,1.0076e+30,9.8155e+29,2.5900e+28,1.4000e+26,2.4680e+28,0.0000e+00,97.4,2.6,0.0
8,1.0103e+30,1.4377e+29,8.5886e+29,8.3000e+26,6.8100e+27,8.6410e+28,5.7360e+28,4.4200e+29,4.1686e+29,3.9000e+26,4.4000e+26,3.2400e+27,3.5700e+27,2.4380e+28,2.4500e+27,1.4103e+08,3.9714e+06,1.8868e+09,1.4981e-06,4.4010e+06,5.7848e+04,6.6415e+05,6.6359e+05,14.2,85.0,0.1,0.7,1.0106e+30,9.8503e+29,2.5410e+28,1.5000e+26,2.4800e+28,0.0000e+00,97.5,2.5,0.0
9,1.0090e+30,1.4222e+29,8.5915e+29,8.3000e+26,6.8000e+27,8.4680e+28,5.7540e+28,4.4732e+29,4.1183e+29,3.6000e+26,4.7000e+26,3.4400e+27,3.3600e+27,2.4080e+28,2.8200e+27,1.4012e+08,3.8493e+06,1.8689e+09,1.2956e-06,4.2664e+06,5.1874e+04,6.6359e+05,6.6297e+05,14.1,85.1,0.1,0.7,1.0098e+30,9.8420e+29,2.5470e+28,1.7000e+26,2.4731e+28,0.0000e+00,97.5,2.5,0.0
