# Wavelength Flux(MR)
5.89097364e+02 -1.30084542e+31
5.89100659e+02 -1.12244878e+32
5.89103954e+02 -6.96146775e+31
5.89107249e+02 1.04626452e+32
5.89110544e+02 -9.51946222e+29
5.89113839e+02 9.07107535e+31
5.89117135e+02 7.39118941e+31
5.89120430e+02 1.60670207e+32
5.89123725e+02 -2.46799525e+31
5.89127020e+02 -1.20660197e+32
5.89130315e+02 -1.59932121e+31
5.89133610e+02 3.88968110e+31
5.89136905e+02 -1.69873763e+32
5.89140200e+02 1.64435565e+31
5.89143496e+02 1.12178442e+32
5.89146791e+02 -3.17274453e+30
5.89150086e+02 3.93451613e+31
5.89153381e+02 -6.83505488e+31
5.89156676e+02 -1.66235225e+32
5.89159971e+02 1.23601368e+32
5.89163266e+02 5.90546240e+30
5.89166561e+02 -7.40061537e+31
5.89169856e+02 -1.35697253e+30
5.89173152e+02 2.58691666e+32
5.89176447e+02 8.67194958e+31
5.89179742e+02 -2.19156057e+31
5.89183037e+02 1.47865362e+31
5.89186332e+02 4.77963222e+31
5.89189627e+02 -8.09779473e+30
5.89192922e+02 -1.90741364e+31
5.89196217e+02 5.01217878e+31
5.89199513e+02 7.07851218e+31
5.89202808e+02 -1.00678905e+30
5.89206103e+02 1.81624977e+31
5.89209398e+02 1.02497767e+32
5.89212693e+02 -1.87130420e+31
5.89215988e+02 -4.37075393e+31
5.89219283e+02 -5.51279242e+31
5.89222578e+02 3.88314834e+31
5.89225873e+02 5.67191451e+30
5.89229169e+02 7.41590384e+31
5.89232464e+02 3.72640658e+31
5.89235759e+02 -8.92914353e+31
5.89239054e+02 -1.33529031e+30
5.89242349e+02 5.00042640e+31
5.89245644e+02 9.89454479e+31
5.89248939e+02 1.32795384e+31
5.89252234e+02 4.46469131e+30
5.89255530e+02 2.15143070e+30
5.89258825e+02 -8.55440139e+31
5.89262120e+02 -1.23989489e+32
5.89265415e+02 -5.02406581e+31
5.89268710e+02 5.42127225e+31
5.89272005e+02 -4.48083569e+31
5.89275300e+02 -6.87167086e+31
5.89278595e+02 -2.15164941e+32
5.89281890e+02 4.17965965e+31
5.89285186e+02 -1.49742946e+31
5.89288481e+02 -5.23950883e+30
5.89291776e+02 4.03218922e+30
5.89295071e+02 -8.20438922e+31
5.89298366e+02 -3.97932751e+31
5.89301661e+02 2.53497331e+29
5.89304956e+02 6.66452294e+31
5.89308251e+02 9.76585664e+31
5.89311547e+02 -7.18010106e+31
5.89314842e+02 -2.71375957e+31
5.89318137e+02 1.74860615e+31
5.89321432e+02 -3.47607244e+31
5.89324727e+02 -6.27019415e+31
5.89328022e+02 3.31871714e+31
5.89331317e+02 3.72727304e+31
5.89334612e+02 -3.12401714e+31
5.89337907e+02 1.95989453e+31
5.89341203e+02 8.32313399e+31
5.89344498e+02 1.15282700e+32
5.89347793e+02 1.30341651e+32
5.89351088e+02 5.69938250e+30
5.89354383e+02 -6.45351419e+30
5.89357678e+02 1.91440520e+31
5.89360973e+02 -1.27027371e+32
5.89364268e+02 -8.67790418e+32
5.89367564e+02 -4.80955239e+32
5.89370859e+02 -3.70126017e+31
5.89374154e+02 5.89649551e+31
5.89377449e+02 -3.46044250e+31
5.89380744e+02 -1.33056285e+32
5.89384039e+02 1.32863287e+32
5.89387334e+02 -1.07102818e+32
5.89390629e+02 -7.48195113e+31
5.89393924e+02 -3.75976986e+30
5.89397220e+02 9.84935837e+31
5.89400515e+02 8.74099895e+31
5.89403810e+02 5.20328118e+30
5.89407105e+02 -6.77618129e+31
5.89410400e+02 3.31015722e+31
5.89413695e+02 5.30883827e+31
5.89416990e+02 2.30970696e+31
5.89420285e+02 -4.33196987e+31
5.89423581e+02 -2.58326791e+31
5.89426876e+02 2.43517188e+30
5.89430171e+02 -4.02269432e+31
5.89433466e+02 -1.78912937e+31
5.89436761e+02 9.84028914e+31
5.89440056e+02 6.63392071e+31
5.89443351e+02 -1.26108363e+32
5.89446646e+02 -8.17869341e+31
5.89449941e+02 7.22514941e+31
5.89453237e+02 3.29849742e+31
5.89456532e+02 6.21305086e+31
5.89459827e+02 3.80796125e+31
5.89463122e+02 9.75515518e+31
5.89466417e+02 -3.94671691e+31
5.89469712e+02 -8.67711919e+31
5.89473007e+02 6.02932316e+31
5.89476302e+02 3.78722436e+31
5.89479598e+02 1.69005432e+31
5.89482893e+02 5.77609055e+31
5.89486188e+02 -7.86950448e+31
5.89489483e+02 1.07842978e+32
5.89492778e+02 4.18118104e+31
5.89496073e+02 -3.71552578e+31
5.89499368e+02 -1.88844976e+32
5.89502663e+02 -6.82484735e+31
5.89505959e+02 4.86839435e+31
5.89509254e+02 5.00891729e+31
5.89512549e+02 2.16013273e+31
5.89515844e+02 -1.14260108e+32
5.89519139e+02 -3.61823269e+31
5.89522434e+02 4.55054693e+31
5.89525729e+02 7.10883132e+31
5.89529024e+02 4.79747570e+31
5.89532319e+02 -3.83442514e+31
5.89535615e+02 -8.72246578e+31
5.89538910e+02 1.54560715e+31
5.89542205e+02 -3.05421601e+31
5.89545500e+02 -2.01692882e+31
5.89548795e+02 -1.28358272e+32
5.89552090e+02 4.67108921e+31
5.89555385e+02 8.72883849e+31
5.89558680e+02 -2.95797918e+31
5.89561976e+02 1.45859399e+32
5.89565271e+02 5.39145824e+31
5.89568566e+02 -9.05553853e+31
5.89571861e+02 9.36269768e+31
5.89575156e+02 7.74433628e+31
5.89578451e+02 -7.03148996e+31
5.89581746e+02 2.11919315e+32
5.89585041e+02 -6.60737460e+31
5.89588336e+02 -1.20056614e+32
5.89591632e+02 -5.96170193e+31
5.89594927e+02 -4.18581224e+31
5.89598222e+02 -1.26168903e+31
5.89601517e+02 8.86541460e+31
5.89604812e+02 1.01963854e+32
5.89608107e+02 -6.65630273e+31
5.89611402e+02 -8.07953996e+31
5.89614697e+02 2.03107639e+31
5.89617993e+02 2.32687616e+31
5.89621288e+02 -1.48273923e+32
5.89624583e+02 1.45791479e+32
5.89627878e+02 3.43107400e+31
5.89631173e+02 -1.04370215e+32
5.89634468e+02 -7.53727507e+30
5.89637763e+02 -8.41233269e+31
5.89641058e+02 3.75344117e+30
5.89644353e+02 -2.72796910e+31
5.89647649e+02 -1.48210116e+32
5.89650944e+02 4.13705560e+31
5.89654239e+02 -5.02719270e+31
5.89657534e+02 3.97676751e+31
5.89660829e+02 1.01711966e+32
5.89664124e+02 -2.45682887e+31
5.89667419e+02 -6.27699583e+31
5.89670714e+02 5.75289151e+31
5.89674010e+02 3.76761045e+31
5.89677305e+02 -1.14241134e+32
5.89680600e+02 -5.62054893e+30
5.89683895e+02 2.82424576e+31
5.89687190e+02 -3.23042064e+31
5.89690485e+02 -1.01649713e+32
5.89693780e+02 -3.81005852e+30
5.89697075e+02 4.81706718e+31
5.89700370e+02 9.42007827e+31
5.89703666e+02 -2.44038564e+32
5.89706961e+02 -1.10598660e+32
5.89710256e+02 -4.63141071e+31
5.89713551e+02 -1.33104824e+32
5.89716846e+02 -1.07385231e+32
5.89720141e+02 1.72965441e+31
5.89723436e+02 -4.76848623e+30
5.89726731e+02 6.34857274e+31
5.89730027e+02 3.80536039e+31
5.89733322e+02 3.04384213e+31
5.89736617e+02 3.03374508e+31
5.89739912e+02 1.33334672e+31
5.89743207e+02 -1.41170786e+32
5.89746502e+02 -5.92155954e+31
5.89749797e+02 -3.21209930e+31
5.89753092e+02 -3.99772919e+31
5.89756387e+02 -3.94757568e+31
5.89759683e+02 -4.80837375e+31
5.89762978e+02 -1.02285262e+32
5.89766273e+02 4.05790546e+31
5.89769568e+02 2.49847494e+32
5.89772863e+02 4.26407004e+31
5.89776158e+02 -5.06248754e+31
5.89779453e+02 5.02662187e+29
5.89782748e+02 5.28680398e+31
5.89786044e+02 -1.91338584e+32
5.89789339e+02 -1.61224687e+31
5.89792634e+02 1.10381549e+32
5.89795929e+02 -1.08651920e+30
5.89799224e+02 -8.45763408e+31
5.89802519e+02 1.68248374e+32
5.89805814e+02 1.27807694e+32
5.89809109e+02 7.23057084e+31
5.89812404e+02 1.15744827e+32
5.89815700e+02 -9.56665183e+31
5.89818995e+02 1.51142147e+31
5.89822290e+02 -2.71494000e+31
5.89825585e+02 1.03653161e+30
5.89828880e+02 5.74308398e+31
5.89832175e+02 1.50626722e+32
5.89835470e+02 -2.95623477e+31
5.89838765e+02 5.19622603e+31
5.89842061e+02 1.40211542e+32
5.89845356e+02 8.63889363e+31
5.89848651e+02 7.38988899e+31
5.89851946e+02 7.18855123e+31
5.89855241e+02 -1.95676828e+31
5.89858536e+02 4.67702874e+31
5.89861831e+02 1.93536950e+32
5.89865126e+02 3.67177319e+31
5.89868421e+02 -8.34126932e+31
5.89871717e+02 1.13254119e+31
5.89875012e+02 -2.53740863e+31
5.89878307e+02 -3.42206420e+31
5.89881602e+02 2.88169564e+31
5.89884897e+02 -8.98850810e+30
5.89888192e+02 -1.30186181e+32
5.89891487e+02 -1.43348786e+31
5.89894782e+02 5.40315783e+31
5.89898078e+02 -1.67816847e+31
5.89901373e+02 -4.56421546e+31
5.89904668e+02 8.94451164e+31
5.89907963e+02 1.06455432e+31
5.89911258e+02 -3.73624427e+31
5.89914553e+02 -6.07357062e+31
5.89917848e+02 5.14263689e+31
5.89921143e+02 4.16080792e+31
5.89924438e+02 1.83906014e+31
5.89927734e+02 -9.82879354e+30
5.89931029e+02 -1.46383677e+32
5.89934324e+02 -5.83749922e+31
5.89937619e+02 -6.61376328e+31
5.89940914e+02 2.46481118e+31
5.89944209e+02 -1.90726563e+31
5.89947504e+02 5.51031906e+31
5.89950799e+02 9.29947014e+31
5.89954095e+02 3.48346093e+31
5.89957390e+02 1.63484135e+31
5.89960685e+02 -1.45918754e+31
5.89963980e+02 2.70860736e+31
5.89967275e+02 3.74644612e+31
5.89970570e+02 -6.21070291e+31
5.89973865e+02 -2.74169150e+31
5.89977160e+02 -1.64016683e+31
5.89980455e+02 -1.88693958e+31
5.89983751e+02 -2.28007040e+31
5.89987046e+02 3.54132691e+31
5.89990341e+02 8.84675703e+31
5.89993636e+02 -3.98238569e+30
5.89996931e+02 1.88480091e+31
5.90000226e+02 -9.01989195e+31
5.90003521e+02 -5.14374534e+31
5.90006816e+02 3.01717345e+31
5.90010112e+02 2.98186700e+31
5.90013407e+02 6.61740619e+31
5.90016702e+02 -3.71177052e+31
5.90019997e+02 1.14313682e+31
5.90023292e+02 2.75436651e+31
5.90026587e+02 1.66077280e+31
5.90029882e+02 2.80125713e+29
5.90033177e+02 5.17289163e+30
