# Wavelength Flux(MR)
5.89097364e+02 -1.41170022e+27
5.89100659e+02 -5.33510359e+26
5.89103954e+02 -2.02668014e+27
5.89107249e+02 3.26879342e+26
5.89110544e+02 9.72140200e+26
5.89113839e+02 1.62476685e+27
5.89117135e+02 1.38895375e+27
5.89120430e+02 -1.15090795e+27
5.89123725e+02 -4.01641892e+27
5.89127020e+02 -5.47535945e+27
5.89130315e+02 -2.60523916e+27
5.89133610e+02 4.38824614e+26
5.89136905e+02 5.68500964e+27
5.89140200e+02 4.74461182e+27
5.89143496e+02 4.43657719e+27
5.89146791e+02 1.51143090e+27
5.89150086e+02 1.14210080e+27
5.89153381e+02 9.66996124e+26
5.89156676e+02 -2.22644316e+27
5.89159971e+02 1.75190169e+26
5.89163266e+02 6.51982513e+26
5.89166561e+02 -1.42731812e+27
5.89169856e+02 -3.16968097e+27
5.89173152e+02 -2.50005304e+27
5.89176447e+02 -1.01514565e+27
5.89179742e+02 1.13546468e+27
5.89183037e+02 2.65060857e+27
5.89186332e+02 7.99750728e+26
5.89189627e+02 4.13506339e+26
5.89192922e+02 1.34772882e+27
5.89196217e+02 -6.69800458e+26
5.89199513e+02 2.32069982e+26
5.89202808e+02 8.60096064e+26
5.89206103e+02 -4.74323699e+26
5.89209398e+02 -1.31335214e+27
5.89212693e+02 -1.30875754e+27
5.89215988e+02 1.86265286e+26
5.89219283e+02 -2.68531534e+27
5.89222578e+02 -4.34089911e+27
5.89225873e+02 -9.15846808e+27
5.89229169e+02 -1.32310634e+28
5.89232464e+02 -1.33856876e+28
5.89235759e+02 -7.21001341e+27
5.89239054e+02 9.97436808e+27
5.89242349e+02 4.53241283e+28
5.89245644e+02 8.73674079e+28
5.89248939e+02 9.84692877e+28
5.89252234e+02 7.31558534e+28
5.89255530e+02 3.53147655e+28
5.89258825e+02 1.08304898e+28
5.89262120e+02 6.13365230e+27
5.89265415e+02 6.62810500e+27
5.89268710e+02 4.25607937e+27
5.89272005e+02 2.18495521e+27
5.89275300e+02 1.93006413e+27
5.89278595e+02 2.45473489e+26
5.89281890e+02 1.96360590e+26
5.89285186e+02 1.78089465e+27
5.89288481e+02 6.65721946e+26
5.89291776e+02 1.05721500e+27
5.89295071e+02 1.32888096e+27
5.89298366e+02 2.55937626e+27
5.89301661e+02 3.17320329e+27
5.89304956e+02 1.20079108e+27
5.89308251e+02 1.93033650e+27
5.89311547e+02 2.86867321e+27
5.89314842e+02 2.78437634e+27
5.89318137e+02 2.05381207e+27
5.89321432e+02 2.30556811e+27
5.89324727e+02 9.55586126e+26
5.89328022e+02 -2.28134105e+27
5.89331317e+02 -9.13842867e+26
5.89334612e+02 1.29420670e+27
5.89337907e+02 5.49275733e+27
5.89341203e+02 4.36644572e+27
5.89344498e+02 4.35802048e+27
5.89347793e+02 -2.46080457e+25
5.89351088e+02 -1.99829543e+27
5.89354383e+02 -2.26490677e+27
5.89357678e+02 -4.91761249e+27
5.89360973e+02 -2.88057936e+27
5.89364268e+02 -3.62145845e+27
5.89367564e+02 -7.61359771e+26
5.89370859e+02 3.87594481e+27
5.89374154e+02 1.62533615e+27
5.89377449e+02 1.20759774e+27
5.89380744e+02 1.61798507e+27
5.89384039e+02 -4.58964591e+24
5.89387334e+02 1.80161429e+27
5.89390629e+02 7.50160931e+26
5.89393924e+02 -3.50007093e+26
5.89397220e+02 -2.09481371e+27
5.89400515e+02 -4.05698594e+27
5.89403810e+02 -2.87584278e+27
5.89407105e+02 -4.26142003e+27
5.89410400e+02 -3.55487722e+25
5.89413695e+02 4.56788514e+27
5.89416990e+02 1.09656346e+27
5.89420285e+02 1.52833884e+27
5.89423581e+02 -9.35166773e+26
5.89426876e+02 -1.16488309e+27
5.89430171e+02 -3.22619175e+27
5.89433466e+02 -2.43060228e+27
5.89436761e+02 3.34068450e+26
5.89440056e+02 -6.59890310e+26
5.89443351e+02 -9.72354601e+26
5.89446646e+02 -2.26637304e+27
5.89449941e+02 -2.86405043e+27
5.89453237e+02 2.37148129e+26
5.89456532e+02 1.62916418e+27
5.89459827e+02 -2.70888627e+26
5.89463122e+02 -1.71039979e+27
5.89466417e+02 -3.18171090e+27
5.89469712e+02 -5.00987466e+27
5.89473007e+02 -3.44746489e+27
5.89476302e+02 -4.10632959e+27
5.89479598e+02 -1.04495566e+27
5.89482893e+02 1.67493360e+27
5.89486188e+02 -1.14436281e+27
5.89489483e+02 1.00110407e+27
5.89492778e+02 1.91874677e+27
5.89496073e+02 2.83958786e+27
5.89499368e+02 3.17352978e+27
5.89502663e+02 2.06059789e+27
5.89505959e+02 5.43665205e+25
5.89509254e+02 -1.49189473e+27
5.89512549e+02 -2.59224069e+27
5.89515844e+02 -5.39804230e+27
5.89519139e+02 -7.18363121e+27
5.89522434e+02 -1.39751006e+28
5.89525729e+02 -1.32338038e+28
5.89529024e+02 -1.48871127e+28
5.89532319e+02 -9.31674250e+27
5.89535615e+02 -1.40531502e+27
5.89538910e+02 4.92718926e+27
5.89542205e+02 5.59257798e+27
5.89545500e+02 5.25137112e+27
5.89548795e+02 2.71726871e+27
5.89552090e+02 1.58154076e+27
5.89555385e+02 -4.80823852e+26
5.89558680e+02 -1.22150100e+27
5.89561976e+02 -6.49758300e+26
5.89565271e+02 -9.01731247e+25
5.89568566e+02 -1.07298990e+27
5.89571861e+02 -9.61178165e+26
5.89575156e+02 -6.01323525e+26
5.89578451e+02 -3.15189941e+26
5.89581746e+02 -2.88860784e+27
5.89585041e+02 -2.65283152e+27
5.89588336e+02 -2.88991937e+26
5.89591632e+02 -7.81277198e+26
5.89594927e+02 -1.37578023e+27
5.89598222e+02 -2.33618891e+27
5.89601517e+02 -3.51741906e+27
5.89604812e+02 -4.19001672e+27
5.89608107e+02 -6.81043010e+26
5.89611402e+02 -1.39412882e+27
5.89614697e+02 -6.57406727e+26
5.89617993e+02 -3.05015673e+27
5.89621288e+02 -1.95869498e+27
