Wavelength(nm) Intensity
5.89097364e+02 1.82628806e+04
5.89100659e+02 1.83999192e+04
5.89103954e+02 1.82916222e+04
5.89107249e+02 1.84110175e+04
5.89110544e+02 1.77911109e+04
5.89113839e+02 1.80992325e+04
5.89117135e+02 1.79935115e+04
5.89120430e+02 1.68350573e+04
5.89123725e+02 1.63416401e+04
5.89127020e+02 1.58494015e+04
5.89130315e+02 1.60444410e+04
5.89133610e+02 1.66545931e+04
5.89136905e+02 1.71022303e+04
5.89140200e+02 1.74721272e+04
5.89143496e+02 1.72166296e+04
5.89146791e+02 1.68375072e+04
5.89150086e+02 1.68066250e+04
5.89153381e+02 1.63342867e+04
5.89156676e+02 1.63476215e+04
5.89159971e+02 1.57645815e+04
5.89163266e+02 1.53610237e+04
5.89166561e+02 1.44864682e+04
5.89169856e+02 1.43075725e+04
5.89173152e+02 1.37493241e+04
5.89176447e+02 1.44024800e+04
5.89179742e+02 1.42250405e+04
5.89183037e+02 1.36909335e+04
5.89186332e+02 1.36545159e+04
5.89189627e+02 1.32448234e+04
5.89192922e+02 1.28604287e+04
5.89196217e+02 1.21197737e+04
5.89199513e+02 1.17407269e+04
5.89202808e+02 1.09177964e+04
5.89206103e+02 1.02722980e+04
5.89209398e+02 9.46794992e+03
5.89212693e+02 8.57277718e+03
5.89215988e+02 7.76559795e+03
5.89219283e+02 6.76642785e+03
5.89222578e+02 5.09866971e+03
5.89225873e+02 3.41374220e+03
5.89229169e+02 2.01817179e+03
5.89232464e+02 1.77958533e+03
5.89235759e+02 2.68831186e+03
5.89239054e+02 6.95696861e+03
5.89242349e+02 1.52312061e+04
5.89245644e+02 2.46163398e+04
5.89248939e+02 2.85033484e+04
5.89252234e+02 2.44053068e+04
5.89255530e+02 1.66863132e+04
5.89258825e+02 1.22114590e+04
5.89262120e+02 1.11087787e+04
5.89265415e+02 1.12600531e+04
5.89268710e+02 1.23674669e+04
5.89272005e+02 1.28685000e+04
5.89275300e+02 1.28417014e+04
5.89278595e+02 1.31254495e+04
5.89281890e+02 1.33109543e+04
5.89285186e+02 1.42054491e+04
5.89288481e+02 1.44173172e+04
5.89291776e+02 1.52476013e+04
5.89295071e+02 1.54831782e+04
5.89298366e+02 1.56293112e+04
5.89301661e+02 1.59149982e+04
5.89304956e+02 1.64982626e+04
5.89308251e+02 1.59788633e+04
5.89311547e+02 1.56941252e+04
5.89314842e+02 1.60129783e+04
5.89318137e+02 1.57916194e+04
5.89321432e+02 1.59160223e+04
5.89324727e+02 1.56118382e+04
5.89328022e+02 1.52090665e+04
5.89331317e+02 1.51725012e+04
5.89334612e+02 1.62604820e+04
5.89337907e+02 1.72423982e+04
5.89341203e+02 1.68584891e+04
5.89344498e+02 1.74917964e+04
5.89347793e+02 1.72716832e+04
5.89351088e+02 1.67237838e+04
5.89354383e+02 1.68380628e+04
5.89357678e+02 1.63907757e+04
5.89360973e+02 1.68493342e+04
5.89364268e+02 1.73563393e+04
5.89367564e+02 1.82336937e+04
5.89370859e+02 1.81717300e+04
5.89374154e+02 1.85055389e+04
5.89377449e+02 1.86409738e+04
5.89380744e+02 1.84711060e+04
5.89384039e+02 1.83830517e+04
5.89387334e+02 1.85497650e+04
5.89390629e+02 1.79788939e+04
5.89393924e+02 1.79970224e+04
5.89397220e+02 1.76866505e+04
5.89400515e+02 1.74418779e+04
5.89403810e+02 1.64011494e+04
5.89407105e+02 1.70151200e+04
5.89410400e+02 1.78108196e+04
5.89413695e+02 1.81926961e+04
5.89416990e+02 1.82215016e+04
5.89420285e+02 1.81013421e+04
5.89423581e+02 1.82442520e+04
5.89426876e+02 1.84563312e+04
5.89430171e+02 1.87128103e+04
5.89433466e+02 1.86099873e+04
5.89436761e+02 1.88718891e+04
5.89440056e+02 1.88673209e+04
5.89443351e+02 1.88578132e+04
5.89446646e+02 1.87628408e+04
5.89449941e+02 1.92660466e+04
5.89453237e+02 1.87876206e+04
5.89456532e+02 1.88441067e+04
5.89459827e+02 1.85151796e+04
5.89463122e+02 1.82613756e+04
5.89466417e+02 1.80296186e+04
5.89469712e+02 1.78865413e+04
5.89473007e+02 1.81984440e+04
5.89476302e+02 1.82838574e+04
5.89479598e+02 1.84381662e+04
5.89482893e+02 1.83459612e+04
5.89486188e+02 1.87006684e+04
5.89489483e+02 1.87120602e+04
5.89492778e+02 1.87316869e+04
5.89496073e+02 1.86301963e+04
5.89499368e+02 1.82211723e+04
5.89502663e+02 1.77013510e+04
5.89505959e+02 1.66378718e+04
5.89509254e+02 1.54162129e+04
5.89512549e+02 1.42870109e+04
5.89515844e+02 1.35729498e+04
5.89519139e+02 1.26624010e+04
5.89522434e+02 1.17782627e+04
5.89525729e+02 1.12741976e+04
5.89529024e+02 1.19240090e+04
