TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,7.1823e+29,1.4849e+29,5.5862e+29,4.3300e+27,6.7900e+27,1.0431e+29,4.4180e+28,3.0688e+29,2.5174e+29,2.2900e+27,2.0400e+27,3.5500e+27,3.2400e+27,3.2773e+08,1.7891e+06,1.4730e+09,1.6617e-05,4.2210e+07,2.4876e+05,6.6625e+05,6.6621e+05,20.7,77.8,0.6,0.9,7.1841e+29,6.9614e+29,2.1620e+28,6.5000e+26,2.4895e+28,0.0000e+00,96.9,3.0,0.1
1,7.3254e+29,1.4931e+29,5.7231e+29,4.1400e+27,6.7800e+27,1.0514e+29,4.4170e+28,3.1823e+29,2.5408e+29,2.1300e+27,2.0100e+27,3.2300e+27,3.5500e+27,3.2581e+08,1.9496e+06,1.4843e+09,1.4438e-05,4.1353e+07,2.0705e+05,6.6621e+05,6.6612e+05,20.4,78.1,0.6,0.9,7.3191e+29,7.0822e+29,2.2930e+28,7.6000e+26,2.4887e+28,0.0000e+00,96.8,3.1,0.1
2,7.3120e+29,1.4988e+29,5.7045e+29,4.0800e+27,6.7900e+27,1.0383e+29,4.6050e+28,3.0746e+29,2.6299e+29,2.2800e+27,1.8000e+27,3.3500e+27,3.4400e+27,3.2509e+08,1.6608e+06,1.5521e+09,1.2518e-05,4.0217e+07,2.6062e+05,6.6611e+05,6.6595e+05,20.5,78.0,0.6,0.9,7.3146e+29,7.0855e+29,2.2110e+28,8.0000e+26,2.4871e+28,0.0000e+00,96.9,3.0,0.1
3,7.2187e+29,1.4842e+29,5.6239e+29,4.2500e+27,6.8100e+27,1.0327e+29,4.5150e+28,3.0862e+29,2.5377e+29,2.7000e+27,1.5500e+27,3.6100e+27,3.2000e+27,3.2360e+08,1.9967e+06,1.5246e+09,1.0823e-05,3.9777e+07,3.1613e+05,6.6595e+05,6.6572e+05,20.6,77.9,0.6,0.9,7.2226e+29,6.9925e+29,2.2070e+28,9.4000e+26,2.5031e+28,0.0000e+00,96.8,3.1,0.1
4,7.2729e+29,1.4904e+29,5.6735e+29,4.1200e+27,6.7800e+27,1.0267e+29,4.6370e+28,3.0879e+29,2.5856e+29,2.1600e+27,1.9600e+27,3.2200e+27,3.5600e+27,3.2159e+08,1.5683e+06,1.2970e+09,9.3562e-06,3.9146e+07,2.8909e+05,6.6572e+05,6.6543e+05,20.5,78.0,0.6,0.9,7.2671e+29,7.0379e+29,2.2130e+28,7.9000e+26,2.4818e+28,0.0000e+00,96.8,3.0,0.1
5,7.2114e+29,1.4843e+29,5.6175e+29,4.1800e+27,6.7800e+27,1.0154e+29,4.6890e+28,3.0050e+29,2.6125e+29,2.3300e+27,1.8500e+27,3.5100e+27,3.2700e+27,3.2002e+08,1.7748e+06,1.4446e+09,8.0822e-06,3.8897e+07,2.5832e+05,6.6542e+05,6.6507e+05,20.6,77.9,0.6,0.9,7.2191e+29,6.9956e+29,2.1600e+28,7.5000e+26,2.4779e+28,0.0000e+00,96.9,3.0,0.1
6,7.2564e+29,1.4731e+29,5.6736e+29,4.1600e+27,6.8100e+27,1.0171e+29,4.5600e+28,3.0257e+29,2.6479e+29,2.2400e+27,1.9200e+27,3.3800e+27,3.4300e+27,3.1800e+08,1.9293e+06,1.3083e+09,6.9728e-06,3.8955e+07,2.4917e+05,6.6506e+05,6.6464e+05,20.3,78.2,0.6,0.9,7.2533e+29,7.0220e+29,2.2260e+28,8.7000e+26,2.4915e+28,0.0000e+00,96.8,3.1,0.1
7,7.1814e+29,1.4445e+29,5.6265e+29,4.2900e+27,6.7500e+27,9.9660e+28,4.4790e+28,2.9951e+29,2.6314e+29,2.3500e+27,1.9400e+27,3.2800e+27,3.4700e+27,3.1638e+08,1.6909e+06,1.5762e+09,6.0240e-06,3.8711e+07,2.7986e+05,6.6464e+05,6.6415e+05,20.1,78.3,0.6,0.9,7.1779e+29,6.9474e+29,2.2220e+28,8.3000e+26,2.4680e+28,0.0000e+00,96.8,3.1,0.1
8,7.2189e+29,1.4632e+29,5.6425e+29,4.5100e+27,6.8100e+27,1.0069e+29,4.5630e+28,2.9832e+29,2.6593e+29,2.4600e+27,2.0500e+27,3.2400e+27,3.5700e+27,3.1478e+08,1.9845e+06,1.3823e+09,5.2035e-06,3.7784e+07,2.5357e+05,6.6415e+05,6.6359e+05,20.3,78.2,0.6,0.9,7.2184e+29,6.9902e+29,2.1870e+28,9.5000e+26,2.4800e+28,0.0000e+00,96.8,3.0,0.1
9,7.2783e+29,1.4532e+29,5.7120e+29,4.5100e+27,6.8000e+27,9.9930e+28,4.5390e+28,3.0758e+29,2.6362e+29,2.5700e+27,1.9400e+27,3.4400e+27,3.3600e+27,3.1347e+08,1.9093e+06,1.5001e+09,4.5018e-06,3.7314e+07,2.8270e+05,6.6359e+05,6.6297e+05,20.0,78.5,0.6,0.9,7.2743e+29,7.0399e+29,2.2540e+28,9.0000e+26,2.4731e+28,0.0000e+00,96.8,3.1,0.1
10,7.1396e+29,1.4307e+29,5.5976e+29,4.3000e+27,6.8300e+27,9.7710e+28,4.5360e+28,2.9827e+29,2.6149e+29,2.4200e+27,1.8800e+27,3.3000e+27,3.5300e+27,3.1186e+08,2.4299e+06,1.4152e+09,3.9029e-06,3.7094e+07,2.8262e+05,6.6297e+05,6.6229e+05,20.0,78.4,0.6,1.0,7.1434e+29,6.9162e+29,2.1800e+28,9.2000e+26,2.4655e+28,0.0000e+00,96.8,3.1,0.1
11,7.1095e+29,1.4517e+29,5.5494e+29,4.0600e+27,6.7800e+27,9.8530e+28,4.6640e+28,2.9694e+29,2.5800e+29,2.4300e+27,1.6300e+27,3.3700e+27,3.4100e+27,3.1063e+08,2.4722e+06,1.3993e+09,3.3934e-06,3.7025e+07,2.5565e+05,6.6228e+05,6.6154e+05,20.4,78.1,0.6,1.0,7.1265e+29,6.8966e+29,2.2070e+28,9.2000e+26,2.4572e+28,0.0000e+00,96.8,3.1,0.1
12,7.0360e+29,1.4532e+29,5.4700e+29,4.5600e+27,6.7200e+27,9.9350e+28,4.5970e+28,2.9225e+29,2.5475e+29,2.6300e+27,1.9300e+27,3.5300e+27,3.1900e+27,3.0863e+08,1.9280e+06,1.4325e+09,2.9608e-06,3.7434e+07,2.0964e+05,6.6153e+05,6.6073e+05,20.7,77.7,0.6,1.0,7.0181e+29,6.7983e+29,2.0930e+28,1.0500e+27,2.4481e+28,0.0000e+00,96.9,3.0,0.1
13,7.0926e+29,1.4344e+29,5.5448e+29,4.5900e+27,6.7500e+27,9.7460e+28,4.5980e+28,2.9682e+29,2.5766e+29,2.4700e+27,2.1200e+27,3.4000e+27,3.3500e+27,3.0694e+08,1.7993e+06,1.4137e+09,2.5941e-06,3.7101e+07,2.0711e+05,6.6072e+05,6.5985e+05,20.2,78.2,0.6,1.0,7.1071e+29,6.8869e+29,2.0790e+28,1.2300e+27,2.4383e+28,0.0000e+00,96.9,2.9,0.2
14,7.0464e+29,1.4327e+29,5.4995e+29,4.5700e+27,6.8500e+27,9.6910e+28,4.6360e+28,2.9672e+29,2.5323e+29,2.4400e+27,2.1300e+27,3.4300e+27,3.4200e+27,3.0555e+08,2.3796e+06,1.5034e+09,2.2820e-06,3.6884e+07,2.5244e+05,6.5985e+05,6.5891e+05,20.3,78.0,0.6,1.0,7.0654e+29,6.8400e+29,2.1370e+28,1.1700e+27,2.4456e+28,0.0000e+00,96.8,3.0,0.2
15,7.0329e+29,1.4309e+29,5.4958e+29,3.8900e+27,6.7300e+27,9.6240e+28,4.6850e+28,2.9518e+29,2.5440e+29,2.2900e+27,1.6000e+27,3.3200e+27,3.4100e+27,3.0362e+08,2.0476e+06,1.9061e+09,2.0190e-06,3.6458e+07,2.2878e+05,6.5891e+05,6.5791e+05,20.3,78.1,0.6,1.0,7.0135e+29,6.7944e+29,2.0720e+28,1.1900e+27,2.4343e+28,0.0000e+00,96.9,3.0,0.2
