Wavelength(nm) Intensity
5.89097364e+02 2.46625046e+04
5.89100659e+02 2.41301751e+04
5.89103954e+02 2.41196193e+04
5.89107249e+02 2.45023099e+04
5.89110544e+02 2.40858950e+04
5.89113839e+02 2.37846776e+04
5.89117135e+02 2.38509307e+04
5.89120430e+02 2.27736339e+04
5.89123725e+02 2.15698460e+04
5.89127020e+02 2.08055867e+04
5.89130315e+02 2.09809973e+04
5.89133610e+02 2.19284282e+04
5.89136905e+02 2.21779062e+04
5.89140200e+02 2.24435171e+04
5.89143496e+02 2.31112455e+04
5.89146791e+02 2.27340976e+04
5.89150086e+02 2.21161641e+04
5.89153381e+02 2.22877618e+04
5.89156676e+02 2.24745903e+04
5.89159971e+02 2.22769814e+04
5.89163266e+02 2.14930698e+04
5.89166561e+02 2.05206961e+04
5.89169856e+02 1.98120747e+04
5.89173152e+02 1.93098374e+04
5.89176447e+02 1.98341948e+04
5.89179742e+02 1.99126732e+04
5.89183037e+02 1.98593405e+04
5.89186332e+02 1.90634552e+04
5.89189627e+02 1.88810503e+04
5.89192922e+02 1.89402455e+04
5.89196217e+02 1.79902463e+04
5.89199513e+02 1.77740557e+04
5.89202808e+02 1.73447487e+04
5.89206103e+02 1.60214035e+04
5.89209398e+02 1.51052597e+04
5.89212693e+02 1.44036987e+04
5.89215988e+02 1.35972083e+04
5.89219283e+02 1.26091636e+04
5.89222578e+02 1.13058764e+04
5.89225873e+02 9.67007990e+03
5.89229169e+02 7.77602096e+03
5.89232464e+02 5.72561135e+03
5.89235759e+02 4.18656388e+03
5.89239054e+02 3.20410650e+03
5.89242349e+02 4.21612186e+03
5.89245644e+02 7.18133033e+03
5.89248939e+02 1.02544401e+04
5.89252234e+02 1.14794201e+04
5.89255530e+02 1.12629588e+04
5.89258825e+02 1.02073675e+04
5.89262120e+02 1.12625768e+04
5.89265415e+02 1.21012464e+04
5.89268710e+02 1.32234758e+04
5.89272005e+02 1.45475336e+04
5.89275300e+02 1.52348807e+04
5.89278595e+02 1.59295989e+04
5.89281890e+02 1.68075127e+04
5.89285186e+02 1.73579834e+04
5.89288481e+02 1.79608829e+04
5.89291776e+02 1.85147790e+04
5.89295071e+02 1.86384320e+04
5.89298366e+02 1.92243324e+04
5.89301661e+02 2.00700035e+04
5.89304956e+02 2.02205167e+04
5.89308251e+02 2.03279694e+04
5.89311547e+02 2.10269649e+04
5.89314842e+02 2.10090917e+04
5.89318137e+02 2.05940487e+04
5.89321432e+02 2.07838810e+04
5.89324727e+02 2.00516495e+04
5.89328022e+02 1.90395867e+04
5.89331317e+02 1.99333807e+04
5.89334612e+02 2.02227760e+04
5.89337907e+02 2.19265900e+04
5.89341203e+02 2.30885901e+04
5.89344498e+02 2.32343503e+04
5.89347793e+02 2.34113365e+04
5.89351088e+02 2.38137125e+04
5.89354383e+02 2.33607739e+04
5.89357678e+02 2.28578640e+04
5.89360973e+02 2.22126953e+04
5.89364268e+02 2.15575212e+04
5.89367564e+02 2.16903157e+04
5.89370859e+02 2.20378688e+04
5.89374154e+02 2.29180888e+04
5.89377449e+02 2.37961519e+04
5.89380744e+02 2.41647771e+04
5.89384039e+02 2.37750573e+04
5.89387334e+02 2.41354481e+04
5.89390629e+02 2.38744762e+04
5.89393924e+02 2.37504120e+04
5.89397220e+02 2.28597586e+04
5.89400515e+02 2.20291374e+04
5.89403810e+02 2.18835382e+04
5.89407105e+02 2.23312563e+04
5.89410400e+02 2.31372062e+04
5.89413695e+02 2.36485886e+04
5.89416990e+02 2.44378204e+04
5.89420285e+02 2.41433110e+04
5.89423581e+02 2.42937719e+04
5.89426876e+02 2.46540542e+04
5.89430171e+02 2.44414525e+04
5.89433466e+02 2.42487156e+04
5.89436761e+02 2.41261602e+04
5.89440056e+02 2.44768580e+04
5.89443351e+02 2.46676682e+04
5.89446646e+02 2.44308374e+04
5.89449941e+02 2.50926719e+04
5.89453237e+02 2.47771766e+04
5.89456532e+02 2.44338929e+04
5.89459827e+02 2.45298320e+04
5.89463122e+02 2.39230298e+04
5.89466417e+02 2.31832661e+04
5.89469712e+02 2.29327187e+04
5.89473007e+02 2.38742341e+04
5.89476302e+02 2.43752117e+04
5.89479598e+02 2.45106729e+04
5.89482893e+02 2.48273394e+04
5.89486188e+02 2.45567419e+04
5.89489483e+02 2.43797284e+04
5.89492778e+02 2.46067757e+04
5.89496073e+02 2.47971112e+04
5.89499368e+02 2.47459680e+04
5.89502663e+02 2.43744286e+04
5.89505959e+02 2.38217424e+04
5.89509254e+02 2.25209862e+04
5.89512549e+02 2.09747198e+04
5.89515844e+02 2.00407650e+04
5.89519139e+02 1.95675730e+04
5.89522434e+02 1.91493102e+04
5.89525729e+02 1.84223478e+04
5.89529024e+02 1.66975957e+04
5.89532319e+02 1.50422967e+04
5.89535615e+02 1.51430872e+04
5.89538910e+02 1.64935731e+04
5.89542205e+02 1.92740089e+04
5.89545500e+02 2.21486171e+04
5.89548795e+02 2.38553618e+04
5.89552090e+02 2.46223438e+04
5.89555385e+02 2.52256932e+04
5.89558680e+02 2.50516373e+04
5.89561976e+02 2.49693602e+04
5.89565271e+02 2.50362389e+04
5.89568566e+02 2.46594724e+04
5.89571861e+02 2.49303118e+04
5.89575156e+02 2.48587870e+04
5.89578451e+02 2.49701045e+04
5.89581746e+02 2.52357134e+04
5.89585041e+02 2.47662296e+04
5.89588336e+02 2.49833794e+04
5.89591632e+02 2.48793107e+04
5.89594927e+02 2.49409762e+04
5.89598222e+02 2.43475977e+04
5.89601517e+02 2.46728279e+04
5.89604812e+02 2.41348985e+04
5.89608107e+02 2.39432598e+04
5.89611402e+02 2.47061171e+04
5.89614697e+02 2.48570010e+04
5.89617993e+02 2.54357212e+04
5.89621288e+02 2.55219036e+04
5.89624583e+02 2.49303159e+04
5.89627878e+02 2.53785313e+04
5.89631173e+02 2.52381514e+04
5.89634468e+02 2.47992200e+04
5.89637763e+02 2.51877668e+04
5.89641058e+02 2.51332453e+04
5.89644353e+02 2.51898061e+04
5.89647649e+02 2.54138618e+04
5.89650944e+02 2.46134231e+04
5.89654239e+02 2.41444972e+04
5.89657534e+02 2.42742883e+04
5.89660829e+02 2.41900769e+04
5.89664124e+02 2.41338196e+04
5.89667419e+02 2.48236925e+04
5.89670714e+02 2.42733385e+04
5.89674010e+02 2.45315378e+04
5.89677305e+02 2.46107711e+04
5.89680600e+02 2.48278098e+04
5.89683895e+02 2.45340365e+04
5.89687190e+02 2.46996202e+04
5.89690485e+02 2.47740258e+04
5.89693780e+02 2.51902385e+04
5.89697075e+02 2.52505756e+04
5.89700370e+02 2.54405758e+04
5.89703666e+02 2.44917243e+04
5.89706961e+02 2.49903425e+04
5.89710256e+02 2.46282987e+04
5.89713551e+02 2.48359760e+04
5.89716846e+02 2.43388207e+04
5.89720141e+02 2.47374106e+04
5.89723436e+02 2.43506661e+04
5.89726731e+02 2.44537723e+04
5.89730027e+02 2.43636398e+04
5.89733322e+02 2.42128709e+04
5.89736617e+02 2.42443181e+04
5.89739912e+02 2.41649434e+04
5.89743207e+02 2.41201715e+04
5.89746502e+02 2.40535454e+04
5.89749797e+02 2.42425839e+04
5.89753092e+02 2.35862606e+04
5.89756387e+02 2.37107336e+04
5.89759683e+02 2.36035700e+04
5.89762978e+02 2.33875728e+04
5.89766273e+02 2.31773794e+04
5.89769568e+02 2.29725187e+04
5.89772863e+02 2.32231686e+04
5.89776158e+02 2.28657853e+04
5.89779453e+02 2.26640097e+04
5.89782748e+02 2.24780124e+04
5.89786044e+02 2.20546031e+04
5.89789339e+02 2.15124947e+04
5.89792634e+02 2.09503594e+04
5.89795929e+02 2.08850393e+04
5.89799224e+02 1.98355312e+04
5.89802519e+02 1.87016644e+04
5.89805814e+02 1.78102810e+04
5.89809109e+02 1.66984348e+04
5.89812404e+02 1.55155367e+04
5.89815700e+02 1.43996771e+04
5.89818995e+02 1.34679889e+04
5.89822290e+02 1.19971559e+04
5.89825585e+02 1.02582783e+04
5.89828880e+02 8.10355135e+03
5.89832175e+02 5.90685057e+03
5.89835470e+02 4.17697143e+03
5.89838765e+02 3.60723973e+03
5.89842061e+02 4.43867846e+03
5.89845356e+02 6.47164194e+03
5.89848651e+02 8.69533212e+03
5.89851946e+02 1.04274767e+04
5.89855241e+02 1.09502265e+04
5.89858536e+02 1.23671222e+04
5.89861831e+02 1.37755244e+04
5.89865126e+02 1.52273382e+04
5.89868421e+02 1.64588528e+04
5.89871717e+02 1.72593522e+04
5.89875012e+02 1.84575312e+04
5.89878307e+02 1.92952422e+04
