filename,cts2MR
MERCURY1_tr.totfib_sft010,7.42384834e+24
MERCURY1_tr.totfib_sft020,7.42836762e+24
MERCURY1_tr.totfib_sft030,7.43120295e+24
MERCURY2_tr.totfib_sft010,6.99966495e+24
MERCURY2_tr.totfib_sft020,7.00336427e+24
MERCURY2_tr.totfib_sft030,6.98988092e+24
MERCURY3_tr.totfib_sft010,6.36401633e+24
MERCURY3_tr.totfib_sft020,6.36796253e+24
MERCURY3_tr.totfib_sft030,6.37045249e+24
MERCURY4_tr.totfib_sft010,7.13443199e+24
MERCURY4_tr.totfib_sft020,7.13834435e+24
MERCURY4_tr.totfib_sft030,7.14185175e+24
MERCURY5_tr.totfib_sft010,7.03679866e+24
MERCURY5_tr.totfib_sft020,7.04078923e+24
MERCURY5_tr.totfib_sft030,7.04373803e+24
MERCURY6_tr.totfib_sft010,6.32658414e+24
MERCURY6_tr.totfib_sft020,6.33054445e+24
MERCURY6_tr.totfib_sft030,6.33303067e+24
MERCURY7_tr.totfib_sft010,6.31364125e+24
MERCURY7_tr.totfib_sft020,6.31718009e+24
MERCURY7_tr.totfib_sft030,6.31977180e+24
MERCURY8_tr.totfib_sft010,6.25289760e+24
MERCURY8_tr.totfib_sft020,6.25641055e+24
MERCURY8_tr.totfib_sft030,6.25952880e+24
MERCURY9_tr.totfib_sft010,6.51914571e+24
MERCURY9_tr.totfib_sft020,6.52309652e+24
MERCURY9_tr.totfib_sft030,6.52609277e+24
MERCURY10_tr.totfib_sft010,7.00098868e+24
MERCURY10_tr.totfib_sft020,7.00516427e+24
MERCURY10_tr.totfib_sft030,7.00771288e+24
MERCURY11_tr.totfib_sft010,7.21396848e+24
MERCURY11_tr.totfib_sft020,7.21845983e+24
MERCURY11_tr.totfib_sft030,7.22194446e+24
MERCURY12_tr.totfib_sft010,9.07964018e+24
MERCURY12_tr.totfib_sft020,9.08508641e+24
MERCURY12_tr.totfib_sft030,9.09015689e+24
MERCURY13_tr.totfib_sft010,7.26116455e+24
MERCURY13_tr.totfib_sft020,7.26564838e+24
MERCURY13_tr.totfib_sft030,7.26911498e+24
MERCURY14_tr.totfib_sft010,6.78222436e+24
MERCURY14_tr.totfib_sft020,6.77084080e+24
MERCURY14_tr.totfib_sft030,6.77410895e+24
MERCURY15_tr.totfib_sft010,7.04297126e+24
MERCURY15_tr.totfib_sft020,7.03071668e+24
MERCURY15_tr.totfib_sft030,7.03441176e+24
MERCURY16_tr.totfib_sft010,7.20505028e+24
MERCURY16_tr.totfib_sft020,7.20971000e+24
MERCURY16_tr.totfib_sft030,7.21337448e+24
MERCURY17_tr.totfib_sft010,7.30799652e+24
MERCURY17_tr.totfib_sft020,7.31275402e+24
MERCURY17_tr.totfib_sft030,7.31655007e+24
MERCURY18_tr.totfib_sft010,6.97082120e+24
MERCURY18_tr.totfib_sft020,6.97536317e+24
MERCURY18_tr.totfib_sft030,6.97898011e+24
MERCURY19_tr.totfib_sft010,7.93187476e+24
MERCURY19_tr.totfib_sft020,7.93709090e+24
MERCURY19_tr.totfib_sft030,7.94126448e+24
MERCURY20_tr.totfib_sft010,7.58735606e+24
MERCURY20_tr.totfib_sft020,7.59255343e+24
MERCURY20_tr.totfib_sft030,7.59672924e+24
MERCURY21_tr.totfib_sft010,7.76929733e+24
MERCURY21_tr.totfib_sft020,7.77458290e+24
MERCURY21_tr.totfib_sft030,7.77890571e+24
MERCURY22_tr.totfib_sft010,8.75933371e+24
MERCURY22_tr.totfib_sft020,8.76560884e+24
MERCURY22_tr.totfib_sft030,8.76961932e+24
MERCURY23_tr.totfib_sft010,8.34441850e+24
MERCURY23_tr.totfib_sft020,8.35040764e+24
MERCURY23_tr.totfib_sft030,8.35539014e+24
MERCURY24_tr.totfib_sft010,8.32866836e+24
MERCURY24_tr.totfib_sft020,8.33468187e+24
MERCURY24_tr.totfib_sft030,8.33970373e+24
MERCURY25_tr.totfib_sft010,8.73473637e+24
MERCURY25_tr.totfib_sft020,8.74092344e+24
MERCURY25_tr.totfib_sft030,8.72612293e+24
MERCURY26_tr.totfib_sft010,8.06282526e+24
MERCURY26_tr.totfib_sft020,8.06872222e+24
MERCURY26_tr.totfib_sft030,8.07366422e+24
MERCURY27_tr.totfib_sft010,8.84200788e+24
MERCURY27_tr.totfib_sft020,8.84732726e+24
MERCURY27_tr.totfib_sft030,8.83397304e+24
MERCURY28_tr.totfib_sft010,9.22648573e+24
MERCURY28_tr.totfib_sft020,9.23386137e+24
MERCURY28_tr.totfib_sft030,9.24015708e+24
