TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
10,1.0016e+30,2.4942e+29,7.4143e+29,3.9700e+27,6.8300e+27,1.6733e+29,8.2090e+28,3.9829e+29,3.4314e+29,2.2600e+27,1.7100e+27,3.3000e+27,3.5300e+27,6.0847e+08,3.5981e+06,1.5681e+09,5.6004e-06,2.9767e+07,2.0704e+05,6.6297e+05,6.6229e+05,24.9,74.0,0.4,0.7,1.0021e+30,9.7164e+29,2.9560e+28,9.5000e+26,3.4489e+28,0.0000e+00,97.0,2.9,0.1
11,9.8702e+29,2.4665e+29,7.2968e+29,3.9100e+27,6.7800e+27,1.6531e+29,8.1340e+28,3.9360e+29,3.3608e+29,2.1200e+27,1.7900e+27,3.3700e+27,3.4100e+27,6.0166e+08,3.8572e+06,1.5772e+09,4.8676e-06,2.9891e+07,1.9581e+05,6.6228e+05,6.6154e+05,25.0,73.9,0.4,0.7,9.8879e+29,9.5791e+29,2.9850e+28,1.0300e+27,3.4415e+28,0.0000e+00,96.9,3.0,0.1
12,9.8156e+29,2.4433e+29,7.2645e+29,4.0600e+27,6.7200e+27,1.6403e+29,8.0300e+28,3.9389e+29,3.3256e+29,2.1800e+27,1.8800e+27,3.5300e+27,3.1900e+27,5.9564e+08,2.8022e+06,1.6831e+09,4.2457e-06,3.0342e+07,1.9474e+05,6.6153e+05,6.6073e+05,24.9,74.0,0.4,0.7,9.8182e+29,9.5146e+29,2.9420e+28,9.4000e+26,3.4334e+28,0.0000e+00,96.9,3.0,0.1
13,9.7559e+29,2.4410e+29,7.2109e+29,3.6500e+27,6.7500e+27,1.6424e+29,7.9860e+28,3.8312e+29,3.3797e+29,1.8700e+27,1.7800e+27,3.4000e+27,3.3500e+27,5.9002e+08,3.1060e+06,1.4625e+09,3.7187e-06,2.9731e+07,2.2455e+05,6.6072e+05,6.5985e+05,25.0,73.9,0.4,0.7,9.7552e+29,9.4539e+29,2.8970e+28,1.1600e+27,3.4247e+28,0.0000e+00,96.9,3.0,0.1
14,9.7037e+29,2.4411e+29,7.1541e+29,4.0000e+27,6.8500e+27,1.6393e+29,8.0180e+28,3.8278e+29,3.3263e+29,2.0700e+27,1.9300e+27,3.4300e+27,3.4200e+27,5.8444e+08,2.9583e+06,1.6132e+09,3.2702e-06,2.8936e+07,1.9794e+05,6.5985e+05,6.5891e+05,25.2,73.7,0.4,0.7,9.7151e+29,9.4132e+29,2.8930e+28,1.2600e+27,3.4403e+28,0.0000e+00,96.9,3.0,0.1
15,9.4436e+29,2.4037e+29,6.9327e+29,3.9900e+27,6.7300e+27,1.6028e+29,8.0090e+28,3.6918e+29,3.2409e+29,2.1100e+27,1.8800e+27,3.3200e+27,3.4100e+27,5.7812e+08,3.2764e+06,1.6900e+09,2.9085e-06,2.8332e+07,1.9961e+05,6.5891e+05,6.5791e+05,25.5,73.4,0.4,0.7,9.4500e+29,9.1641e+29,2.7270e+28,1.3200e+27,3.4302e+28,0.0000e+00,97.0,2.9,0.1
16,9.4667e+29,2.4172e+29,6.9405e+29,4.1500e+27,6.7500e+27,1.6041e+29,8.1310e+28,3.6029e+29,3.3376e+29,2.2500e+27,1.9000e+27,3.4500e+27,3.3000e+27,5.7316e+08,2.8178e+06,1.7541e+09,2.6037e-06,2.8507e+07,2.1007e+05,6.5790e+05,6.5685e+05,25.5,73.3,0.4,0.7,9.4549e+29,9.1746e+29,2.6760e+28,1.2700e+27,3.4195e+28,0.0000e+00,97.0,2.8,0.1
17,9.4451e+29,2.3478e+29,6.9962e+29,3.3300e+27,6.7800e+27,1.5502e+29,7.9760e+28,3.7436e+29,3.2526e+29,1.8300e+27,1.5000e+27,3.5000e+27,3.2800e+27,5.6745e+08,3.6739e+06,1.4888e+09,2.3347e-06,2.8458e+07,1.9956e+05,6.5684e+05,6.5573e+05,24.9,74.1,0.4,0.7,9.4564e+29,9.1695e+29,2.7150e+28,1.5400e+27,3.4081e+28,0.0000e+00,97.0,2.9,0.2
18,9.3936e+29,2.3671e+29,6.9201e+29,3.7700e+27,6.8700e+27,1.5699e+29,7.9720e+28,3.6618e+29,3.2583e+29,1.9700e+27,1.8000e+27,3.3800e+27,3.4900e+27,5.6134e+08,3.5142e+06,1.8190e+09,2.1087e-06,2.7684e+07,2.3196e+05,6.5572e+05,6.5453e+05,25.2,73.7,0.4,0.7,9.4021e+29,9.1220e+29,2.6570e+28,1.4400e+27,3.4208e+28,0.0000e+00,97.0,2.8,0.2
19,9.3187e+29,2.3776e+29,6.8360e+29,3.6900e+27,6.8200e+27,1.5607e+29,8.1690e+28,3.6912e+29,3.1448e+29,2.0800e+27,1.6100e+27,3.3400e+27,3.4800e+27,5.5547e+08,3.0550e+06,1.7335e+09,1.9217e-06,2.7898e+07,2.1802e+05,6.5453e+05,6.5329e+05,25.5,73.4,0.4,0.7,9.3293e+29,9.0516e+29,2.6100e+28,1.6700e+27,3.4081e+28,0.0000e+00,97.0,2.8,0.2
20,9.1474e+29,2.3500e+29,6.6911e+29,3.8200e+27,6.8100e+27,1.5398e+29,8.1020e+28,3.5362e+29,3.1549e+29,2.1200e+27,1.7000e+27,3.7000e+27,3.1100e+27,5.4970e+08,2.8831e+06,1.5179e+09,1.7680e-06,2.7029e+07,1.7615e+05,6.5328e+05,6.5198e+05,25.7,73.1,0.4,0.7,9.1656e+29,8.8930e+29,2.5350e+28,1.9100e+27,3.3948e+28,0.0000e+00,97.0,2.8,0.2
21,9.0609e+29,2.3239e+29,6.6339e+29,3.5200e+27,6.7900e+27,1.5303e+29,7.9360e+28,3.4885e+29,3.1454e+29,1.9200e+27,1.6000e+27,3.5600e+27,3.2300e+27,5.4441e+08,2.9599e+06,1.6347e+09,1.6435e-06,2.6933e+07,2.1304e+05,6.5197e+05,6.5062e+05,25.6,73.2,0.4,0.7,9.0589e+29,8.7837e+29,2.5260e+28,2.2600e+27,3.3810e+28,0.0000e+00,97.0,2.8,0.2
22,9.1066e+29,2.3052e+29,6.6949e+29,3.7900e+27,6.8600e+27,1.5124e+29,7.9280e+28,3.6039e+29,3.0910e+29,1.8900e+27,1.9000e+27,3.2700e+27,3.5900e+27,5.3850e+08,2.7812e+06,1.5048e+09,1.5525e-06,2.6559e+07,2.0875e+05,6.5061e+05,6.4919e+05,25.3,73.5,0.4,0.8,9.1173e+29,8.8425e+29,2.4940e+28,2.5400e+27,3.3908e+28,0.0000e+00,97.0,2.7,0.3
23,8.6564e+29,2.2830e+29,6.2690e+29,3.7100e+27,6.7300e+27,1.4943e+29,7.8870e+28,3.2912e+29,2.9778e+29,2.0900e+27,1.6200e+27,3.4400e+27,3.2900e+27,5.3326e+08,3.1994e+06,1.4903e+09,1.4839e-06,2.5833e+07,1.7397e+05,6.4918e+05,6.4771e+05,26.4,72.4,0.4,0.8,8.6737e+29,8.4056e+29,2.3980e+28,2.8300e+27,3.3757e+28,0.0000e+00,96.9,2.8,0.3
24,8.6104e+29,2.2715e+29,6.2378e+29,3.3600e+27,6.7500e+27,1.4765e+29,7.9500e+28,3.2868e+29,2.9510e+29,1.8100e+27,1.5500e+27,3.2600e+27,3.4900e+27,5.2916e+08,2.5770e+06,1.5697e+09,1.4281e-06,2.5663e+07,1.6983e+05,6.4770e+05,6.4617e+05,26.4,72.4,0.4,0.8,8.6126e+29,8.3586e+29,2.2790e+28,2.6100e+27,3.3600e+28,0.0000e+00,97.1,2.6,0.3
25,8.4160e+29,2.2600e+29,6.0547e+29,3.3800e+27,6.7500e+27,1.4818e+29,7.7820e+28,3.1757e+29,2.8790e+29,1.8500e+27,1.5300e+27,3.3800e+27,3.3700e+27,5.2648e+08,2.2619e+06,1.4914e+09,1.3920e-06,2.5282e+07,2.1254e+05,6.4616e+05,6.4457e+05,26.9,71.9,0.4,0.8,8.4353e+29,8.1761e+29,2.2960e+28,2.9600e+27,3.3676e+28,0.0000e+00,96.9,2.7,0.4
26,8.3119e+29,2.2350e+29,5.9702e+29,3.8400e+27,6.8300e+27,1.4558e+29,7.7920e+28,3.1160e+29,2.8542e+29,2.1200e+27,1.7200e+27,3.2500e+27,3.5800e+27,5.2352e+08,2.1363e+06,1.7034e+09,1.3754e-06,2.4785e+07,1.7236e+05,6.4456e+05,6.4292e+05,26.9,71.8,0.5,0.8,8.3075e+29,8.0631e+29,2.0920e+28,3.5200e+27,3.3506e+28,0.0000e+00,97.1,2.5,0.4
27,8.1006e+29,2.2255e+29,5.7689e+29,3.8200e+27,6.8000e+27,1.4426e+29,7.8290e+28,2.9912e+29,2.7777e+29,2.0600e+27,1.7600e+27,3.3600e+27,3.4400e+27,5.1928e+08,1.8882e+06,1.4891e+09,1.3741e-06,2.5805e+07,1.4145e+05,6.4291e+05,6.4121e+05,27.5,71.2,0.5,0.8,8.1216e+29,7.8761e+29,2.0500e+28,4.0500e+27,3.3568e+28,0.0000e+00,97.0,2.5,0.5
28,8.0863e+29,2.2157e+29,5.7652e+29,3.6800e+27,6.8600e+27,1.4384e+29,7.7730e+28,3.0444e+29,2.7208e+29,1.9200e+27,1.7600e+27,3.3000e+27,3.5600e+27,5.1538e+08,2.1141e+06,1.4524e+09,1.3783e-06,2.4856e+07,1.5774e+05,6.4119e+05,6.3944e+05,27.4,71.3,0.5,0.8,8.0847e+29,7.8397e+29,2.0830e+28,3.6700e+27,3.3386e+28,0.0000e+00,97.0,2.6,0.5
29,8.0197e+29,2.2073e+29,5.7111e+29,3.3100e+27,6.8200e+27,1.4175e+29,7.8980e+28,3.0052e+29,2.7059e+29,1.6200e+27,1.6900e+27,3.3200e+27,3.5000e+27,5.1148e+08,1.8161e+06,1.5119e+09,1.4090e-06,2.4313e+07,1.3845e+05,6.3943e+05,6.3763e+05,27.5,71.2,0.4,0.9,8.0336e+29,7.7879e+29,2.0310e+28,4.2600e+27,3.3199e+28,0.0000e+00,96.9,2.5,0.5
30,7.7653e+29,2.1857e+29,5.4767e+29,3.4500e+27,6.8400e+27,1.4074e+29,7.7830e+28,2.8373e+29,2.6394e+29,1.8300e+27,1.6200e+27,3.5200e+27,3.3200e+27,5.0665e+08,2.4506e+06,1.4769e+09,1.4538e-06,2.4226e+07,1.4690e+05,6.3761e+05,6.3575e+05,28.1,70.5,0.4,0.9,7.7735e+29,7.5351e+29,1.9390e+28,4.4500e+27,3.3240e+28,0.0000e+00,96.9,2.5,0.6
31,7.7470e+29,2.1797e+29,5.4644e+29,3.5600e+27,6.7300e+27,1.4081e+29,7.7160e+28,2.7809e+29,2.6835e+29,1.9300e+27,1.6300e+27,3.1500e+27,3.5800e+27,5.0260e+08,2.4908e+06,1.3393e+09,1.5314e-06,2.3405e+07,1.7222e+05,6.3574e+05,6.3383e+05,28.1,70.5,0.5,0.9,7.7548e+29,7.5198e+29,1.8590e+28,4.9100e+27,3.3042e+28,0.0000e+00,97.0,2.4,0.6
32,7.5439e+29,2.1599e+29,5.2835e+29,3.2700e+27,6.7800e+27,1.3873e+29,7.7260e+28,2.7098e+29,2.5737e+29,1.5600e+27,1.7100e+27,3.4400e+27,3.3400e+27,4.9912e+08,2.1374e+06,1.4963e+09,1.6288e-06,2.3404e+07,1.4378e+05,6.3382e+05,6.3185e+05,28.6,70.0,0.4,0.9,7.5593e+29,7.3315e+29,1.8040e+28,4.7400e+27,3.3068e+28,0.0000e+00,97.0,2.4,0.6
33,7.3279e+29,2.1166e+29,5.1128e+29,3.1000e+27,6.7500e+27,1.3671e+29,7.4950e+28,2.6947e+29,2.4181e+29,1.6500e+27,1.4500e+27,3.6000e+27,3.1500e+27,4.9567e+08,2.0024e+06,1.5005e+09,1.7597e-06,2.3194e+07,1.6794e+05,6.3184e+05,6.2983e+05,28.9,69.8,0.4,0.9,7.3306e+29,7.1203e+29,1.6710e+28,4.3200e+27,3.2859e+28,0.0000e+00,97.1,2.3,0.6
34,7.2680e+29,2.0984e+29,5.0697e+29,3.1100e+27,6.8800e+27,1.3486e+29,7.4980e+28,2.6137e+29,2.4560e+29,1.7000e+27,1.4100e+27,3.5400e+27,3.3400e+27,4.9254e+08,2.4953e+06,1.1758e+09,1.9408e-06,2.3194e+07,1.8621e+05,6.2982e+05,6.2775e+05,28.9,69.8,0.4,0.9,7.2817e+29,7.0656e+29,1.6370e+28,5.2400e+27,3.2871e+28,0.0000e+00,97.0,2.2,0.7
35,7.0386e+29,2.0747e+29,4.8644e+29,3.1000e+27,6.8500e+27,1.3361e+29,7.3860e+28,2.5136e+29,2.3508e+29,1.6100e+27,1.4900e+27,3.4200e+27,3.4300e+27,4.8845e+08,2.1124e+06,1.5046e+09,2.1625e-06,2.3232e+07,1.4824e+05,6.2773e+05,6.2563e+05,29.5,69.1,0.4,1.0,7.0433e+29,6.8329e+29,1.5610e+28,5.4300e+27,3.2651e+28,0.0000e+00,97.0,2.2,0.8
36,6.9996e+29,2.0810e+29,4.8183e+29,3.2200e+27,6.8100e+27,1.3379e+29,7.4310e+28,2.4716e+29,2.3467e+29,1.5900e+27,1.6300e+27,3.2700e+27,3.5400e+27,4.8420e+08,2.4394e+06,1.2519e+09,2.4586e-06,2.2098e+07,1.6044e+05,6.2561e+05,6.2345e+05,29.7,68.8,0.5,1.0,7.0042e+29,6.7931e+29,1.5310e+28,5.8000e+27,3.2650e+28,0.0000e+00,97.0,2.2,0.8
37,6.8221e+29,2.0558e+29,4.6721e+29,2.6300e+27,6.7900e+27,1.3221e+29,7.3370e+28,2.4804e+29,2.1917e+29,1.5700e+27,1.0600e+27,3.5000e+27,3.2900e+27,4.8117e+08,1.8169e+06,1.5622e+09,2.8231e-06,2.1689e+07,1.4748e+05,6.2343e+05,6.2123e+05,30.1,68.5,0.4,1.0,6.8339e+29,6.6293e+29,1.4530e+28,5.9300e+27,3.2419e+28,0.0000e+00,97.0,2.1,0.9
38,6.6587e+29,2.0495e+29,4.5114e+29,2.9300e+27,6.8500e+27,1.3366e+29,7.1290e+28,2.3817e+29,2.1297e+29,1.5800e+27,1.3500e+27,3.5400e+27,3.3100e+27,4.7807e+08,1.4306e+06,1.3481e+09,3.2875e-06,2.1420e+07,1.3233e+05,6.2121e+05,6.1896e+05,30.8,67.8,0.4,1.0,6.6710e+29,6.4705e+29,1.4190e+28,5.8600e+27,3.2405e+28,0.0000e+00,97.0,2.1,0.9
39,6.6323e+29,2.0269e+29,4.5071e+29,2.9900e+27,6.8400e+27,1.3106e+29,7.1630e+28,2.3296e+29,2.1775e+29,1.5600e+27,1.4300e+27,3.4700e+27,3.3700e+27,4.7471e+08,1.5348e+06,1.2282e+09,3.8846e-06,2.0875e+07,1.1169e+05,6.1894e+05,6.1666e+05,30.6,68.0,0.5,1.0,6.6244e+29,6.4221e+29,1.4160e+28,6.0700e+27,3.2164e+28,0.0000e+00,96.9,2.1,0.9
40,6.5258e+29,2.0735e+29,4.3548e+29,3.0300e+27,6.7200e+27,1.3407e+29,7.3280e+28,2.3077e+29,2.0471e+29,1.5200e+27,1.5100e+27,3.3600e+27,3.3600e+27,4.7181e+08,1.1764e+06,1.2916e+09,4.6506e-06,1.9908e+07,1.1487e+05,6.1664e+05,6.1430e+05,31.8,66.7,0.5,1.0,6.5334e+29,6.3323e+29,1.3490e+28,6.6200e+27,3.2137e+28,0.0000e+00,96.9,2.1,1.0
41,6.4724e+29,2.0268e+29,4.3462e+29,3.0500e+27,6.8900e+27,1.3164e+29,7.1040e+28,2.3485e+29,1.9977e+29,1.5500e+27,1.5000e+27,3.6400e+27,3.2500e+27,4.6830e+08,1.5683e+06,1.2591e+09,5.6435e-06,1.9374e+07,1.3124e+05,6.1428e+05,6.1189e+05,31.3,67.1,0.5,1.1,6.4803e+29,6.2851e+29,1.2940e+28,6.5800e+27,3.2103e+28,0.0000e+00,97.0,2.0,1.0
42,6.2942e+29,1.9907e+29,4.2109e+29,2.5000e+27,6.7600e+27,1.3000e+29,6.9070e+28,2.2543e+29,1.9566e+29,1.4300e+27,1.0700e+27,3.3600e+27,3.4000e+27,4.6482e+08,1.6365e+06,1.1368e+09,6.9765e-06,1.9373e+07,1.1488e+05,6.1187e+05,6.0945e+05,31.6,66.9,0.4,1.1,6.3081e+29,6.1139e+29,1.3330e+28,6.0900e+27,3.1847e+28,0.0000e+00,96.9,2.1,1.0
43,6.2562e+29,1.9819e+29,4.1777e+29,2.7700e+27,6.8900e+27,1.2898e+29,6.9210e+28,2.1915e+29,1.9862e+29,1.4600e+27,1.3100e+27,3.4900e+27,3.4000e+27,4.6215e+08,1.2333e+06,1.3214e+09,8.6730e-06,1.8859e+07,1.1093e+05,6.0943e+05,6.0696e+05,31.7,66.8,0.4,1.1,6.2458e+29,6.0586e+29,1.2390e+28,6.3300e+27,3.1800e+28,0.0000e+00,97.0,2.0,1.0
44,6.1225e+29,1.9625e+29,4.0648e+29,2.4800e+27,7.0400e+27,1.2700e+29,6.9250e+28,2.1120e+29,1.9528e+29,1.3100e+27,1.1700e+27,3.6500e+27,3.3900e+27,4.5934e+08,1.4637e+06,1.4891e+09,6.8306e-06,1.8333e+07,1.0508e+05,6.0695e+05,6.0445e+05,32.1,66.4,0.4,1.1,6.1353e+29,5.9440e+29,1.2190e+28,6.9400e+27,3.1537e+28,0.0000e+00,96.9,2.0,1.1
45,6.0130e+29,1.9448e+29,3.9732e+29,2.6500e+27,6.8500e+27,1.2607e+29,6.8410e+28,2.0465e+29,1.9267e+29,1.4100e+27,1.2400e+27,3.4100e+27,3.4400e+27,4.5636e+08,1.4964e+06,1.2877e+09,4.8334e-06,1.8004e+07,1.1657e+05,6.0443e+05,6.0189e+05,32.3,66.1,0.4,1.1,6.0215e+29,5.8292e+29,1.2380e+28,6.8500e+27,3.1478e+28,0.0000e+00,96.8,2.1,1.1
46,5.9652e+29,1.9570e+29,3.9103e+29,2.9000e+27,6.8900e+27,1.2852e+29,6.7180e+28,1.9799e+29,1.9304e+29,1.5200e+27,1.3800e+27,3.3400e+27,3.5500e+27,4.5343e+08,1.7395e+06,1.1409e+09,3.3129e-06,1.7571e+07,1.1685e+05,6.0187e+05,5.9928e+05,32.8,65.6,0.5,1.2,5.9689e+29,5.7900e+29,1.1650e+28,6.2400e+27,3.1413e+28,0.0000e+00,97.0,2.0,1.0
47,5.9404e+29,1.9430e+29,3.9007e+29,2.8700e+27,6.8000e+27,1.2649e+29,6.7810e+28,2.0489e+29,1.8518e+29,1.5300e+27,1.3400e+27,3.3900e+27,3.4100e+27,4.5031e+08,1.7989e+06,1.2818e+09,2.1919e-06,1.7280e+07,1.1461e+05,5.9926e+05,5.9663e+05,32.7,65.7,0.5,1.1,5.9354e+29,5.7507e+29,1.1730e+28,6.7400e+27,3.1340e+28,0.0000e+00,96.9,2.0,1.1
48,5.7959e+29,1.9203e+29,3.7814e+29,2.6400e+27,6.7800e+27,1.2584e+29,6.6190e+28,1.9743e+29,1.8071e+29,1.3400e+27,1.3000e+27,3.5100e+27,3.2700e+27,4.4701e+08,1.8448e+06,1.1814e+09,1.3985e-06,1.6791e+07,1.3035e+05,5.9662e+05,5.9396e+05,33.1,65.2,0.5,1.2,5.7978e+29,5.6186e+29,1.0980e+28,6.9400e+27,3.1058e+28,0.0000e+00,96.9,1.9,1.2
49,5.8090e+29,1.9047e+29,3.8101e+29,2.5400e+27,6.8800e+27,1.2549e+29,6.4980e+28,1.9799e+29,1.8302e+29,1.3900e+27,1.1500e+27,3.2300e+27,3.6500e+27,4.4451e+08,1.7387e+06,1.1863e+09,8.5408e-07,1.6537e+07,1.3220e+05,5.9395e+05,5.9125e+05,32.8,65.6,0.4,1.2,5.8110e+29,5.6308e+29,1.1090e+28,6.9300e+27,3.0976e+28,0.0000e+00,96.9,1.9,1.2
50,5.8054e+29,1.9529e+29,3.7604e+29,2.4100e+27,6.8000e+27,1.2956e+29,6.5730e+28,2.0168e+29,1.7436e+29,1.2200e+27,1.1900e+27,3.4100e+27,3.3900e+27,4.4111e+08,1.7607e+06,1.2653e+09,4.9638e-07,1.6087e+07,1.4744e+05,5.9124e+05,5.8850e+05,33.6,64.8,0.4,1.2,5.8142e+29,5.6376e+29,1.0620e+28,7.0400e+27,3.0886e+28,0.0000e+00,97.0,1.8,1.2
51,5.5136e+29,1.9010e+29,3.5201e+29,2.3800e+27,6.8700e+27,1.2611e+29,6.3990e+28,1.9035e+29,1.6166e+29,1.2900e+27,1.0900e+27,3.5700e+27,3.3000e+27,4.3824e+08,1.7003e+06,1.2029e+09,2.7369e-07,1.6069e+07,9.6451e+04,5.8849e+05,5.8574e+05,34.5,63.8,0.4,1.2,5.5261e+29,5.3517e+29,1.0600e+28,6.8400e+27,3.0593e+28,0.0000e+00,96.8,1.9,1.2
52,5.6556e+29,1.8894e+29,3.6731e+29,2.4900e+27,6.8200e+27,1.2557e+29,6.3370e+28,1.9255e+29,1.7476e+29,1.2600e+27,1.2300e+27,3.4300e+27,3.3900e+27,4.3533e+08,1.7040e+06,1.2214e+09,1.4081e-07,1.5870e+07,8.8803e+04,5.8572e+05,5.8291e+05,33.4,64.9,0.4,1.2,5.6505e+29,5.4739e+29,1.0560e+28,7.1000e+27,3.0689e+28,0.0000e+00,96.9,1.9,1.3
53,5.6353e+29,1.8884e+29,3.6544e+29,2.3600e+27,6.8900e+27,1.2688e+29,6.1960e+28,1.9739e+29,1.6805e+29,1.1300e+27,1.2300e+27,3.3300e+27,3.5600e+27,4.3303e+08,1.6796e+06,1.1874e+09,6.8280e-08,1.5960e+07,1.3541e+05,5.8290e+05,5.8008e+05,33.5,64.8,0.4,1.2,5.6457e+29,5.4718e+29,1.0600e+28,6.7900e+27,3.0387e+28,0.0000e+00,96.9,1.9,1.2
