File,Date,IDL_AU,True_AU,Diff_AU,Judgement
ptn2atm_new (1).pro,2014-05-11,0.3276636178,0.3266777511385553,0.0009858666614446787,OK
ptn2atm_new (2).pro,2015-03-01,0.462959027,0.46194800148635357,0.0010110255136464574,OK
ptn2atm_new.pro,2015-05-17,0.42945883,0.4284266927760148,0.0010321372239852078,OK
