TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.9334e+29,1.6804e+29,5.1654e+29,1.9700e+27,6.7900e+27,1.1317e+29,5.4870e+28,2.6963e+29,2.4691e+29,1.0100e+27,9.6000e+26,3.5500e+27,3.2400e+27,4.3400e+08,2.2740e+06,1.3860e+09,7.5081e-06,1.3183e+07,1.0282e+05,6.6625e+05,6.6621e+05,24.2,74.5,0.3,1.0,6.9421e+29,6.7212e+29,2.1750e+28,3.4000e+26,2.4895e+28,0.0000e+00,96.8,3.1,0.0
1,6.9358e+29,1.7040e+29,5.1458e+29,1.8200e+27,6.7800e+27,1.1372e+29,5.6680e+28,2.7776e+29,2.3682e+29,9.9000e+26,8.3000e+26,3.2300e+27,3.5500e+27,4.3034e+08,2.2088e+06,1.8905e+09,8.4940e-06,1.3268e+07,1.1113e+05,6.6621e+05,6.6612e+05,24.6,74.2,0.3,1.0,6.9195e+29,6.7023e+29,2.1340e+28,3.8000e+26,2.4887e+28,0.0000e+00,96.9,3.1,0.1
2,6.9429e+29,1.6661e+29,5.1929e+29,1.6000e+27,6.7900e+27,1.1207e+29,5.4540e+28,2.7996e+29,2.3933e+29,9.5000e+26,6.5000e+26,3.3500e+27,3.4400e+27,4.2635e+08,2.8425e+06,1.5296e+09,9.5800e-06,1.2839e+07,1.3870e+05,6.6611e+05,6.6595e+05,24.0,74.8,0.2,1.0,6.9414e+29,6.7225e+29,2.1600e+28,2.9000e+26,2.4871e+28,0.0000e+00,96.8,3.1,0.0
3,6.8568e+29,1.6878e+29,5.0861e+29,1.4800e+27,6.8100e+27,1.1148e+29,5.7300e+28,2.7132e+29,2.3729e+29,6.8000e+26,8.0000e+26,3.6100e+27,3.2000e+27,4.2422e+08,2.6967e+06,1.6222e+09,8.9136e-06,1.2318e+07,1.3293e+05,6.6595e+05,6.6572e+05,24.6,74.2,0.2,1.0,6.8607e+29,6.6425e+29,2.1450e+28,3.7000e+26,2.5031e+28,0.0000e+00,96.8,3.1,0.1
4,6.9382e+29,1.6587e+29,5.1942e+29,1.7500e+27,6.7800e+27,1.1021e+29,5.5660e+28,2.7699e+29,2.4243e+29,1.0100e+27,7.4000e+26,3.2200e+27,3.5600e+27,4.2013e+08,2.8015e+06,1.4982e+09,7.7001e-06,1.2299e+07,1.2665e+05,6.6572e+05,6.6543e+05,23.9,74.9,0.3,1.0,6.9354e+29,6.7167e+29,2.1540e+28,3.3000e+26,2.4818e+28,0.0000e+00,96.8,3.1,0.0
5,6.8946e+29,1.6574e+29,5.1505e+29,1.8900e+27,6.7800e+27,1.0974e+29,5.6000e+28,2.6990e+29,2.4515e+29,9.8000e+26,9.1000e+26,3.5100e+27,3.2700e+27,4.1530e+08,3.2936e+06,1.4463e+09,6.6468e-06,1.3063e+07,1.5689e+05,6.6542e+05,6.6507e+05,24.0,74.7,0.3,1.0,6.8969e+29,6.6847e+29,2.0690e+28,5.3000e+26,2.4779e+28,0.0000e+00,96.9,3.0,0.1
6,6.9229e+29,1.6521e+29,5.1856e+29,1.7100e+27,6.8100e+27,1.0832e+29,5.6890e+28,2.7801e+29,2.4055e+29,1.0200e+27,6.9000e+26,3.3800e+27,3.4300e+27,4.1169e+08,3.2582e+06,1.3777e+09,5.7303e-06,1.3432e+07,1.5392e+05,6.6506e+05,6.6464e+05,23.9,74.9,0.2,1.0,6.9233e+29,6.7027e+29,2.1620e+28,4.4000e+26,2.4915e+28,0.0000e+00,96.8,3.1,0.1
7,6.8794e+29,1.6415e+29,5.1519e+29,1.8500e+27,6.7500e+27,1.0718e+29,5.6970e+28,2.6779e+29,2.4740e+29,9.5000e+26,9.0000e+26,3.2800e+27,3.4700e+27,4.0728e+08,2.9834e+06,1.4929e+09,4.9471e-06,1.3938e+07,1.0366e+05,6.6464e+05,6.6415e+05,23.9,74.9,0.3,1.0,6.8790e+29,6.6639e+29,2.1070e+28,4.4000e+26,2.4680e+28,0.0000e+00,96.9,3.1,0.1
8,7.1265e+29,1.6432e+29,5.3958e+29,1.9400e+27,6.8100e+27,1.0722e+29,5.7100e+28,2.8369e+29,2.5589e+29,1.0700e+27,8.7000e+26,3.2400e+27,3.5700e+27,4.0322e+08,2.1586e+06,1.4589e+09,4.2702e-06,1.3075e+07,1.1384e+05,6.6415e+05,6.6359e+05,23.1,75.7,0.3,1.0,7.1085e+29,6.8893e+29,2.1410e+28,5.1000e+26,2.4800e+28,0.0000e+00,96.9,3.0,0.1
9,7.0586e+29,1.6578e+29,5.3149e+29,1.7900e+27,6.8000e+27,1.0793e+29,5.7850e+28,2.8330e+29,2.4819e+29,1.0300e+27,7.6000e+26,3.4400e+27,3.3600e+27,3.9898e+08,2.8070e+06,1.4375e+09,3.6918e-06,1.3043e+07,1.4078e+05,6.6359e+05,6.6297e+05,23.5,75.3,0.3,1.0,7.0788e+29,6.8590e+29,2.1420e+28,5.6000e+26,2.4731e+28,0.0000e+00,96.9,3.0,0.1
