fits,Type,DATE-OBS,apparent_diameter_arcsec,mercury_sun_distance_au,mercury_sun_radial_velocity_km_s,mercury_earth_radial_velocity_km_s,phase_angle_deg,true_anomaly_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,terminator_side,terminator_lon_delta_deg,g_factor
C:/Users/hanac/univ/Mercury/Data/20250711/ledA17b_clf590n_1.fits,LED,2025-07-11T04:58:27,9.222679533156208,0.4651677111506831,1.6017173579728117,-23.103607123721304,114.77967689217915,170.83893202452757,248.1981147696015,-2.3942472322924484,Dawn,-115.05610096388966,0.07586024328474683
C:/Users/hanac/univ/Mercury/Data/20250711/ledA17b_clf590n_2.fits,LED,2025-07-11T04:59:01,9.222745896960754,0.4651680751610403,1.6015281825262455,-23.103022525483084,114.7805406498377,170.84002328289785,248.19919989601317,-2.394372357794867,Dawn,-115.05698319703812,0.07585686810873843
C:/Users/hanac/univ/Mercury/Data/20250711/ledA17b_clf590n_3.fits,LED,2025-07-11T04:59:34,9.222810308199694,0.4651684284240948,1.6013445707898746,-23.102457456034244,114.7813790105188,170.841082443817,248.20025310551216,-2.3944938021283586,Dawn,-115.05783949065363,0.07585359268618092
C:/Users/hanac/univ/Mercury/Data/20250711/meB01_clf590n_3.fits,MERCURY,2025-07-11T05:05:59,9.223561724635768,0.4651725468336365,1.5992024140217165,-23.09603550417069,114.79116044244026,170.85343920331013,248.21254044534123,-2.395910579341608,Dawn,-115.06783020252963,0.07581541453917892
C:/Users/hanac/univ/Mercury/Data/20250711/meB01_clf590n_4.fits,MERCURY,2025-07-11T05:07:03,9.223686627256836,0.4651732309179692,1.598846311692458,-23.09499851713736,114.79278654624434,170.85549329294227,248.2145829975051,-2.3961460824565517,Dawn,-115.06949110686531,0.0758090743111093
C:/Users/hanac/univ/Mercury/Data/20250711/meB01_clf590n_5.fits,MERCURY,2025-07-11T05:08:06,9.22380957612386,0.4651739041646912,1.5984957724760225,-23.09398627253995,114.7943872698973,170.8575152815736,248.2165936296157,-2.3963779021887293,Dawn,-115.07112609036716,0.07580283489538736
C:/Users/hanac/univ/Mercury/Data/20250711/meB01_clf590n_6.fits,MERCURY,2025-07-11T05:09:10,9.223934474421954,0.4651745879467133,1.5981396681439477,-23.092966647013327,114.79601343002476,170.8595693593183,248.21863617126303,-2.3966133978943343,Dawn,-115.07278705734224,0.0757964982132452
C:/Users/hanac/univ/Mercury/Data/20250711/meB01_clf590n_7.fits,MERCURY,2025-07-11T05:10:13,9.22405741912409,0.4651752608958465,1.5977891269571027,-23.091971514826582,114.79761420912308,170.86159133624597,248.2206467930205,-2.3968452103322897,Dawn,-115.0744221024961,0.07579026228708394
C:/Users/hanac/univ/Mercury/Data/20250711/meB01_clf590n_8.fits,MERCURY,2025-07-11T05:11:16,9.224180361828292,0.465175933697357,1.5974385847928163,-23.090984887611285,114.79921501573013,170.86361330737267,248.22265740964616,-2.397077019151908,Dawn,-115.07605717826232,0.07578402809289546
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_1.fits,MERCURY,2025-07-11T05:13:52,9.224484783070546,0.4651775990466969,1.596570571420331,-23.08857848160369,114.80317903620336,170.86862006805055,248.22763605729904,-2.397651006368815,Dawn,-115.08010606891554,0.07576859848720299
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_2.fits,MERCURY,2025-07-11T05:14:56,9.224609670531503,0.4651782820050902,1.5962144616381715,-23.0876063782348,114.8048053498141,170.87067411342576,248.22967857031404,-2.397886481884942,Dawn,-115.08176720650532,0.07576227146296695
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_3.fits,MERCURY,2025-07-11T05:15:59,9.224732604815731,0.4651789541434628,1.595863915086954,-23.08665808234491,114.80640628001134,170.87269605850116,248.23168916389807,-2.398118274448729,Dawn,-115.0834024196916,0.07575604504144251
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_4.fits,MERCURY,2025-07-11T05:17:03,9.22485748864625,0.4651796367995394,1.5955078033054757,-23.08570349928505,114.80803264997554,170.87475009200892,248.23373166641744,-2.398353742553817,Dawn,-115.08506361995546,0.07574972156067807
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_5.fits,MERCURY,2025-07-11T05:18:06,9.224980419448803,0.465180308640317,1.595157254787282,-23.084772469371728,114.80963363564692,170.8767720254022,248.2357422496688,-2.398585527821703,Dawn,-115.08669889481502,0.07574349862740527
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_6.fits,MERCURY,2025-07-11T05:19:09,9.225103348592228,0.465180980333466,1.594806705294681,-23.08385001857596,114.81123464883588,170.8787939529943,248.23775282779087,-2.398817309469542,Dawn,-115.08833420025589,0.07573727742376407
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_7.fits,MERCURY,2025-07-11T05:20:13,9.225228227340416,0.4651816625372535,1.5944505905245043,-23.082921719523483,114.812861103122,170.88084796875398,248.23979531461455,-2.399052766485951,Dawn,-115.08999549427875,0.07573095924266482
C:/Users/hanac/univ/Mercury/Data/20250711/meB02_clf590n_8.fits,MERCURY,2025-07-11T05:21:16,9.22535115327851,0.4651823339328077,1.59410003906498,-23.08201659061297,114.8144621718029,170.88286988467877,248.24180588241987,-2.3992845408380923,Dawn,-115.09163086143012,0.07572474152509552
C:/Users/hanac/univ/Mercury/Data/20250711/meB03_clf590n_1.fits,MERCURY,2025-07-11T05:23:52,9.225655534864096,0.4651839958007154,1.5932320026849278,-23.07981237617332,114.81842684130328,170.88787650872146,248.24678440924012,-2.3998584427024943,Dawn,-115.09568047370396,0.07570935271736462
C:/Users/hanac/univ/Mercury/Data/20250711/meB03_clf590n_2.fits,MERCURY,2025-07-11T05:24:56,9.225780406822777,0.4651846773308216,1.5928758834676968,-23.078923377797537,114.82005342121376,170.88993049806294,248.2488268727051,-2.400093883200272,Dawn,-115.09734190743268,0.0757030424274483
C:/Users/hanac/univ/Mercury/Data/20250711/meB03_clf590n_3.fits,MERCURY,2025-07-11T05:25:59,9.2259033262838,0.4651853480632191,1.5925253276316222,-23.07805697362596,114.82165461356672,170.89195238798973,248.2508374175229,-2.400325641291404,Dawn,-115.09897741208472,0.0756968324780994
C:/Users/hanac/univ/Mercury/Data/20250711/meB03_clf590n_4.fits,MERCURY,2025-07-11T05:27:02,9.226026244428594,0.4651860186479876,1.5921747708215028,-23.077199212498044,114.82325583345713,170.89397427213487,248.25284795722905,-2.400557395762534,Dawn,-115.10061294735908,0.07569062425706223
C:/Users/hanac/univ/Mercury/Data/20250711/meB03_clf590n_5.fits,MERCURY,2025-07-11T05:28:06,9.226151112354763,0.4651866997257952,1.5918186486208,-23.0763366939932,114.8248824977338,170.89602824375757,248.25489040502956,-2.40079282516908,Dawn,-115.1022744748616,0.07568431926328681
C:/Users/hanac/univ/Mercury/Data/20250711/meB03_clf590n_6.fits,MERCURY,2025-07-11T05:29:09,9.226274027985411,0.4651873700129613,1.5914680898478564,-23.0754963794775,114.8264837731438,170.89805011625143,248.2569009344356,-2.4010245723424046,Dawn,-115.10391007187776,0.07567811452697189
C:/Users/hanac/univ/Mercury/Data/20250711/skyA15b_clf590n_1.fits,SKY,2025-07-11T03:44:40,9.214029886818782,0.465119947626341,1.626346663344686,-23.19966169611598,114.6672788310552,170.6968292157888,248.0568120404434,-2.3779461628853773,Dawn,-114.94130491643875,0.07630403113463999
C:/Users/hanac/univ/Mercury/Data/20250711/skyA15b_clf590n_2.fits,SKY,2025-07-11T03:45:43,9.214153132777223,0.4651206324542753,1.6259962015425848,-23.19803209219026,114.66887740290068,170.698851664022,248.05882307974957,-2.3781782661639554,Dawn,-114.9429375076898,0.07629765538480954
C:/Users/hanac/univ/Mercury/Data/20250711/skyA15b_clf590n_3.fits,SKY,2025-07-11T03:46:47,9.214278329550645,0.4651213280013689,1.6256401758368644,-23.19638389174588,114.67050137689938,170.7009062085499,248.06086603493856,-2.378414049924614,Dawn,-114.9445960442544,0.07629118021690064
C:/Users/hanac/univ/Mercury/Data/20250711/skyA15b_clf590n_4.fits,SKY,2025-07-11T03:47:50,9.214401564778337,0.4651220125317802,1.625289712028393,-23.194768625250163,114.6721000038794,170.7029286448729,248.06287706367743,-2.3786461459265,Dawn,-114.94622869680065,0.07628480798197079
