fits,Type,DATE-OBS,apparent_diameter_arcsec,mercury_sun_distance_au,mercury_sun_radial_velocity_km_s,mercury_earth_radial_velocity_km_s,phase_angle_deg,true_anomaly_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,terminator_side,terminator_lon_delta_deg,g_factor
C:/Users/hanac/univ/Mercury/Data/20250824/ledA01a_clf590n_1.fits,LED,2025-08-24T15:45:43,6.42747374056122,0.3100799074673373,-3.108885257206871,45.71667228540764,74.74497090229578,342.00080754097706,59.41542795025999,1.3567918330763482,Dusk,74.67955239841422,0.12451444799767947
C:/Users/hanac/univ/Mercury/Data/20250824/ledA01a_clf590n_2.fits,LED,2025-08-24T15:46:17,6.427409959779088,0.3100792009390641,-3.10847510536981,45.7165221711366,74.74310774636197,342.00326323185107,59.4178671389332,1.3570856889734009,Dusk,74.67767882548333,0.12449582542305745
C:/Users/hanac/univ/Mercury/Data/20250824/ledA01a_clf590n_3.fits,LED,2025-08-24T15:46:50,6.427348056311317,0.3100785152801772,-3.1080770095714434,45.716378834040825,74.74129939029719,342.0056467072845,59.42023459796708,1.357370900980216,Dusk,74.67586035910108,0.1244777535720908
C:/Users/hanac/univ/Mercury/Data/20250824/meA01_clf590n_3.fits,MERCURY,2025-08-24T15:52:11,6.426745976170126,0.3100718502711844,-3.104204250798952,45.71510581634857,74.72370907831761,342.02883197508453,59.443264092626336,1.3601451807635214,Dusk,74.65817171621063,0.1243021180079419
C:/Users/hanac/univ/Mercury/Data/20250824/meA01_clf590n_4.fits,MERCURY,2025-08-24T15:53:14,6.42662782603913,0.3100705431608566,-3.1034440974084805,45.71488175427294,74.72025678703925,342.03338247226475,59.44778402235667,1.360689653801063,Dusk,74.65470012955609,0.12426768032175359
C:/Users/hanac/univ/Mercury/Data/20250824/meA02_clf590n_1.fits,MERCURY,2025-08-24T15:55:44,6.426346535933737,0.3100674322819263,-3.101634103799509,45.71438226281134,74.71203706306704,342.04421714446806,59.45854592132906,1.3619860025658996,Dusk,74.64643446844718,0.1241857292242198
C:/Users/hanac/univ/Mercury/Data/20250824/meA02_clf590n_2.fits,MERCURY,2025-08-24T15:56:47,6.426228402321815,0.310066126253979,-3.100873862572427,45.714186737782256,74.70858478622169,342.04876777191885,59.46306598671778,1.3625304624795378,Dusk,74.6429628997738,0.12415132798789295
C:/Users/hanac/univ/Mercury/Data/20250824/meA02_clf590n_3.fits,MERCURY,2025-08-24T15:57:50,6.426110273547215,0.3100648205461985,-3.100113595379349,45.71399964026887,74.70513251366543,342.05331843787303,59.46758609220628,1.3630749185003774,Dusk,74.63949133644383,0.12411693753497798
C:/Users/hanac/univ/Mercury/Data/20250824/meA02_clf590n_4.fits,MERCURY,2025-08-24T15:58:54,6.425990274643311,0.3100634944407357,-3.0993412338695965,45.71381819573208,74.7016254475204,342.05794137604823,59.47217798646379,1.3636280126908873,Dusk,74.63596467437799,0.12408201224613885
C:/Users/hanac/univ/Mercury/Data/20250824/skyB01a_clf590n_1.fits,SKY,2025-08-24T16:06:53,6.425092313314225,0.3100535798622303,-3.093559740666993,45.712735418600005,74.67537739064542,342.0925424394962,59.50654675799964,1.3677674488442375,Dusk,74.6095699887453,0.12382097172044657
C:/Users/hanac/univ/Mercury/Data/20250824/skyB01a_clf590n_2.fits,SKY,2025-08-24T16:07:56,6.424974229948168,0.3100522772346889,-3.09279922399149,45.71262903948718,74.67192515962249,342.0970934754301,59.51106724886205,1.368311867188866,Dusk,74.60609847704643,0.1237866850376736
C:/Users/hanac/univ/Mercury/Data/20250824/skyB01a_clf590n_3.fits,SKY,2025-08-24T16:09:00,6.424854276957573,0.3100509542584723,-3.0920266091003943,45.71252952352143,74.66841813575492,342.1017167893454,59.51565953450753,1.3688649230562009,Dusk,74.60257186751187,0.12375186517208457
C:/Users/hanac/univ/Mercury/Data/20250824/skyB01a_clf590n_4.fits,SKY,2025-08-24T16:10:03,6.424736202850662,0.3100496522765887,-3.0912660402093004,45.71243997230749,74.66496591351634,342.1062679027073,59.52018010603491,1.3694093334496804,Dusk,74.59910036667827,0.12371760024670214
