fits,Type,DATE-OBS,apparent_diameter_arcsec,mercury_sun_distance_au,mercury_sun_radial_velocity_km_s,mercury_earth_radial_velocity_km_s,phase_angle_deg,true_anomaly_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,terminator_side,terminator_lon_delta_deg,g_factor
C:/Users/hanac/univ/Mercury/Data/20250813/ledA01a_clf590n_1.fits,LED,2025-08-13T15:43:59,8.794828394630738,0.3567445628479206,-9.875840050195944,37.39788149586843,125.01339191559626,281.0044337868274,358.6962344441308,-5.344792231205139,Dusk,125.5724904686134,0.5294556440395007
C:/Users/hanac/univ/Mercury/Data/20250813/ledA01a_clf590n_2.fits,LED,2025-08-13T15:44:33,8.79473070657441,0.356742318313932,-9.875777949144446,37.39873296485439,125.01169545114084,281.0062892178126,358.6980923777318,-5.34464559395118,Dusk,125.57074789297168,0.5294533413724026
C:/Users/hanac/univ/Mercury/Data/20250813/ledA01a_clf590n_3.fits,LED,2025-08-13T15:45:06,8.79463589164201,0.3567401398091526,-9.875717663940252,37.39956180040781,125.01004887528936,281.008090099588,358.69989568772974,-5.344503262449932,Dusk,125.56905656510924,0.5294511060170716
C:/Users/hanac/univ/Mercury/Data/20250813/meA01_clf590n_3.fits,MERCURY,2025-08-13T15:50:26,8.793716470115148,0.3567190156044078,-9.87513253574851,37.40772197958268,124.99408170038951,281.0255543346591,358.71738342898993,-5.343122715030408,Dusk,125.55265558131192,0.529429408782438
C:/Users/hanac/univ/Mercury/Data/20250813/meA01_clf590n_4.fits,MERCURY,2025-08-13T15:51:30,8.793532584657934,0.3567147909137053,-9.87501539165525,37.40938074004271,124.9908881830038,281.0290474295076,358.72088121632527,-5.342846526531528,Dusk,125.54937533480596,0.5294250647520908
C:/Users/hanac/univ/Mercury/Data/20250813/meA02_clf590n_1.fits,MERCURY,2025-08-13T15:53:59,8.793104474374793,0.3567049554999029,-9.874742512569409,37.41327699489875,124.98345316894756,281.0371801109937,358.72902481120457,-5.34220342314062,Dusk,125.54173844666718,0.529414945380237
C:/Users/hanac/univ/Mercury/Data/20250813/meA02_clf590n_2.fits,MERCURY,2025-08-13T15:55:03,8.792920587137106,0.356700730976096,-9.8746252370397,37.41496533854138,124.98025956015589,281.04067348078934,358.73252286377647,-5.341927146979761,Dusk,125.53845814497264,0.5294105962604364
C:/Users/hanac/univ/Mercury/Data/20250813/meA02_clf590n_3.fits,MERCURY,2025-08-13T15:56:06,8.792739572523402,0.3566965725094801,-9.87450975536338,37.41663597061506,124.97711582467444,281.04411234737944,358.7359663371236,-5.34165516190676,Dusk,125.53522908176342,0.5294063136019247
C:/Users/hanac/univ/Mercury/Data/20250813/meA02_clf590n_4.fits,MERCURY,2025-08-13T15:57:10,8.792555683996385,0.3566923480852634,-9.874392401453392,37.41834192072452,124.97392216137789,281.047605881129,358.73946454785784,-5.341378833474645,Dusk,125.53194874714312,0.5294019614473007
C:/Users/hanac/univ/Mercury/Data/20250813/skyB01a_clf590n_1.fits,SKY,2025-08-13T16:07:33,8.790765600301928,0.3566512285818453,-9.87324797031468,37.43541023392936,124.94283241020612,281.0816175658132,358.77352160751315,-5.338687572541307,Dusk,125.50001587251244,0.529359516015365
C:/Users/hanac/univ/Mercury/Data/20250813/skyB01a_clf590n_2.fits,SKY,2025-08-13T16:08:37,8.790581701875286,0.356647004697526,-9.873130192258255,37.437210935578605,124.93963845207284,281.085111986584,358.7770206739201,-5.338410961316489,Dusk,125.49673535966495,0.5293551474359043
C:/Users/hanac/univ/Mercury/Data/20250813/skyB01a_clf590n_3.fits,SKY,2025-08-13T16:09:40,8.79040067571598,0.3566428468606239,-9.873014215879616,37.43899207625191,124.9364943727128,281.0885518877446,358.7804651452751,-5.3381386464090665,Dusk,125.4935060886212,0.5293508456202621
C:/Users/hanac/univ/Mercury/Data/20250813/skyB01a_clf590n_4.fits,SKY,2025-08-13T16:10:44,8.790216774921069,0.3566386230763293,-9.872896359386647,37.44081019132591,124.93330036007924,281.0920464725124,358.7839643698802,-5.337861982900565,Dusk,125.4902255428193,0.5293464740026851
