fits,Type,DATE-OBS,apparent_diameter_arcsec,mercury_sun_distance_au,mercury_sun_radial_velocity_km_s,mercury_earth_radial_velocity_km_s,phase_angle_deg,true_anomaly_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,terminator_side,terminator_lon_delta_deg,g_factor
C:/Users/hanac/univ/Mercury/Data/20250713/ledA16b_clf590n_1.fits,LED,2025-07-13T04:59:07,9.568016633768398,0.4664615354453953,0.6371171150550591,-21.652414805374065,119.2806706578235,176.36896504336636,253.6996388681549,-3.016330702181445,Dawn,-119.66368662571904,0.06469183008411253
C:/Users/hanac/univ/Mercury/Data/20250713/ledA16b_clf590n_2.fits,LED,2025-07-13T04:59:41,9.568083573934937,0.4664616802251899,0.6369269377961216,-21.65181171100994,119.28157900254078,176.37005032694117,253.70071909519936,-3.0164502434689897,Dawn,-119.66461866766252,0.06469071343325135
C:/Users/hanac/univ/Mercury/Data/20250713/ledA16b_clf590n_3.fits,LED,2025-07-13T05:00:14,9.568148544389684,0.4664618207054207,0.6367423538799798,-21.65122871621361,119.28246064033448,176.37110368978335,253.70176755044696,-3.0165662677419647,Dawn,-119.66552330682214,0.06468962999818043
C:/Users/hanac/univ/Mercury/Data/20250713/meB01_clf590n_3.fits,MERCURY,2025-07-13T05:06:39,9.56890647104037,0.4664634566328596,0.634588867155075,-21.644599541618845,119.29274707692556,176.38339287705594,253.71399949831607,-3.017919804600093,Dawn,-119.6760781744855,0.06467701708557522
C:/Users/hanac/univ/Mercury/Data/20250713/meB01_clf590n_4.fits,MERCURY,2025-07-13T05:07:43,9.569032453420729,0.4664637280420175,0.6342308835734782,-21.64352843941515,119.29445714829852,176.3854357467627,253.7160328557262,-3.018144793903944,Dawn,-119.67783288273984,0.06467492524260805
C:/Users/hanac/univ/Mercury/Data/20250713/meB01_clf590n_5.fits,MERCURY,2025-07-13T05:08:46,9.569156464502214,0.4664639950608286,0.6338784931024117,-21.642482702781763,119.29614053275095,176.38744669436502,253.71803444044747,-3.018366263789485,Dawn,-119.67956021070336,0.06467286743493135
C:/Users/hanac/univ/Mercury/Data/20250713/meB01_clf590n_6.fits,MERCURY,2025-07-13T05:09:50,9.56928244119483,0.4664642661660794,0.63352050874409,-21.641429144192216,119.29785067105486,176.38948955945847,253.7200677948472,-3.0185912450459544,Dawn,-119.6813149941862,0.06467077833470312
C:/Users/hanac/univ/Mercury/Data/20250713/meB01_clf590n_7.fits,MERCURY,2025-07-13T05:10:50,9.569400541808848,0.4664645201881597,0.6331848980543768,-21.640449476320786,119.2994539563408,176.391404743373,253.72197406321288,-3.018802161289745,Dawn,-119.68296013810492,0.06466882105786423
C:/Users/hanac/univ/Mercury/Data/20250713/meB01_clf590n_8.fits,MERCURY,2025-07-13T05:11:54,9.569526513141838,0.466464790996681,0.6328269129397948,-21.63941308647577,119.30116415999264,176.39344760396256,253.7240074146712,-3.019027134687666,Dawn,-119.68471499496962,0.06466673463503886
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_1.fits,MERCURY,2025-07-13T05:14:33,9.56983946163516,0.4664654631237244,0.6319375419841617,-21.636876744499887,119.30541309318848,176.39852282569288,253.72905901563604,-3.0195860354159807,Dawn,-119.6890748815594,0.06466155715759003
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_2.fits,MERCURY,2025-07-13T05:15:36,9.569963455675165,0.4664657291767423,0.6315851490528939,-21.63588696572674,119.30709669035548,176.40053375864997,253.73106059079737,-3.01980747972294,Dawn,-119.6908024485018,0.06465950806304571
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_3.fits,MERCURY,2025-07-13T05:16:40,9.5700894153818,0.466465999300869,0.6312271621967588,-21.634890316031942,119.30880704476206,176.40257660887937,253.73309393549405,-3.020032434994006,Dawn,-119.69255747472477,0.06465742781325176
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_4.fits,MERCURY,2025-07-13T05:17:43,9.57021340456422,0.4664662650547245,0.6308747685060808,-21.633917949578745,119.3104907078296,176.40458753730184,253.73509550770075,-3.0202538713763114,Dawn,-119.69428511571562,0.0646553814164577
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_5.fits,MERCURY,2025-07-13T05:18:46,9.57033739141119,0.4664665306601774,0.6305223744376611,-21.632954233733926,119.31217440359936,176.4065984634887,253.73709707845143,-3.020475303828141,Dawn,-119.69601279343787,0.06465333635816436
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_6.fits,MERCURY,2025-07-13T05:19:50,9.570463343962466,0.4664668003296334,0.6301643864283415,-21.631984087095816,119.31388485817004,176.4086413068412,253.73913041866376,-3.020700247054694,Dawn,-119.6977679322224,0.06465126020850646
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_7.fits,MERCURY,2025-07-13T05:20:53,9.57058732625173,0.4664670656359237,0.6298119916011257,-21.631037835040612,119.3155686198538,176.4106522285114,253.7411319864717,-3.020921671581576,Dawn,-119.69949568398827,0.06464921784736384
C:/Users/hanac/univ/Mercury/Data/20250713/meB02_clf590n_8.fits,MERCURY,2025-07-13T05:21:57,9.570713274275118,0.466467335001469,0.6294540028200827,-21.630085446109888,119.3172791413978,176.41269506728247,253.7431653237048,-3.021146606757965,Dawn,-119.7012508980103,0.06464714443749431
C:/Users/hanac/univ/Mercury/Data/20250713/meB03_clf590n_1.fits,MERCURY,2025-07-13T05:24:32,9.571018295611422,0.4664679867365335,0.6285869971344183,-21.62781602674363,119.32142195060896,176.41764255785824,253.7480898060888,-3.0216913548253777,Dawn,-119.70550196409896,0.06464212861872032
C:/Users/hanac/univ/Mercury/Data/20250713/meB03_clf590n_2.fits,MERCURY,2025-07-13T05:25:36,9.57114423630592,0.4664682555780092,0.6282290070267764,-21.62689433435753,119.32313258764604,176.41968538873252,253.7501231381853,-3.0219162761175298,Dawn,-119.70725730788422,0.0646400599329664
C:/Users/hanac/univ/Mercury/Data/20250713/meB03_clf590n_3.fits,MERCURY,2025-07-13T05:26:39,9.571268207197216,0.4664685200692544,0.6278766101364776,-21.625995821498464,119.32481652894774,176.4216962981212,253.75212469800425,-3.022137679051278,Dawn,-119.70898526145731,0.0646380249182869
C:/Users/hanac/univ/Mercury/Data/20250713/meB03_clf590n_4.fits,MERCURY,2025-07-13T05:27:43,9.571394143920676,0.4664687886068166,0.6275186192608225,-21.62509197119175,119.32652723297134,176.4237391244239,253.7541580271288,-3.0223625922911106,Dawn,-119.71074068049506,0.06463595897105658
C:/Users/hanac/univ/Mercury/Data/20250713/meB03_clf590n_5.fits,MERCURY,2025-07-13T05:28:46,9.571518111004163,0.4664690527988966,0.6271662216149341,-21.624211035659755,119.32821124021484,176.42575002931346,253.75615958402497,-3.022583987298129,Dawn,-119.71246870814696,0.06463392665223508
C:/Users/hanac/univ/Mercury/Data/20250713/meB03_clf590n_6.fits,MERCURY,2025-07-13T05:29:50,9.571644043961816,0.4664693210325449,0.6268082299714743,-21.623325055552414,119.32992201123372,176.42779285104876,253.7581929101869,-3.02280889248557,Dawn,-119.71422420248284,0.06463186344315143
