fits,Type,DATE-OBS,apparent_diameter_arcsec,mercury_sun_distance_au,mercury_sun_radial_velocity_km_s,mercury_earth_radial_velocity_km_s,phase_angle_deg,true_anomaly_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,terminator_side,terminator_lon_delta_deg,g_factor
C:/Users/hanac/univ/Mercury/Data/20250511/led01a_f560ga09000w_1.fits,LED,2025-05-11T14:21:37,5.830803050070723,0.3917804430145652,-9.71066435350422,24.89876940155773,58.99458351308516,254.8689656697652,332.45089957567774,-6.792962775226615,Dusk,59.02992104051032,0.5232652851439183
C:/Users/hanac/univ/Mercury/Data/20250511/led01a_f560ga09000w_2.fits,LED,2025-05-11T14:22:00,5.830783711713018,0.3917789500399146,-9.710712110635107,24.898521796749947,58.99399963620543,254.8700066555188,332.4519472861417,-6.792931747116386,Dusk,59.02933728931566,0.5232670945745992
C:/Users/hanac/univ/Mercury/Data/20250511/led01a_f560ga09000w_3.fits,LED,2025-05-11T14:22:23,5.830764373675608,0.3917774570579143,-9.71075986492565,24.898275353272997,58.99341575379254,254.87104764920124,332.4529950044611,-6.792900716519304,Dusk,59.0287535325715,0.5232689038846937
C:/Users/hanac/univ/Mercury/Data/20250511/me01r_clf590w_ga7000_fsp170_3.fits,MERCURY,2025-05-10T15:47:21,5.901673955771029,0.3970059644689278,-9.524812113928586,25.2337461951779,61.0237780559772,251.23981352047505,328.7976094816594,-6.887384667404454,Dusk,61.05861110984984,0.5161315109691487
C:/Users/hanac/univ/Mercury/Data/20250511/me01r_clf590w_ga7000_fsp170_4.fits,MERCURY,2025-05-10T15:49:25,5.901565710593991,0.3969980693308172,-9.525120936235108,25.233979170965995,61.02073112729634,251.2452792901584,328.80311255020365,-6.887263231056628,Dusk,61.0555650379124,0.5161435236549332
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_1.fits,MERCURY,2025-05-11T22:13:55,5.806967431513376,0.3899355370861105,-9.76732497678132,25.30405297482957,58.27096419833661,256.1576002172322,333.747760364144,-6.752833619453848,Dusk,58.30644865363615,0.5254039056740644
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_2.fits,MERCURY,2025-05-11T22:14:59,5.806913189073391,0.389931358465578,-9.767447943296084,25.305649721766716,58.269320260794295,256.160524332064,333.7507029155849,-6.7527386541913925,Dusk,58.304805029602335,0.5254085294331617
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_3.fits,MERCURY,2025-05-11T22:16:02,5.806859791821183,0.3899272450846229,-9.767568966191693,25.307218930890485,58.26770196677904,256.1634028187269,333.7535995501248,-6.752645153537936,Dusk,58.30318704410729,0.5254130800356742
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_4.fits,MERCURY,2025-05-11T22:17:06,5.806805544611553,0.3899230663597214,-9.76769188746333,25.308810377886857,58.2660579418677,256.1663270577598,333.75654222442574,-6.752550149217562,Dusk,58.301543332530855,0.5254177019447752
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_5.fits,MERCURY,2025-05-11T22:18:09,5.8067521426757365,0.3899189528760393,-9.767812865819408,25.310374290464097,58.26443956183776,256.169205666694,333.75943897991624,-6.752456610114415,Dusk,58.29992526088063,0.5254222507255027
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_6.fits,MERCURY,2025-05-11T22:19:13,5.806697890720264,0.3899147740467997,-9.767935741840905,25.311960276273567,58.26279544954231,256.1721300299442,333.7623817770926,-6.752361566732132,Dusk,58.29828146176135,0.5254268707849762
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_7.fits,MERCURY,2025-05-11T22:20:16,5.806644484124335,0.3899106604604362,-9.76805667565008,25.3135187337939,58.261176983492376,256.1750087611548,333.7652786535382,-6.752267989175722,Dusk,58.29666330391376,0.5254314177447145
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_8.fits,MERCURY,2025-05-11T22:21:20,5.806590227446963,0.3899064815269044,-9.768179506413984,25.31509909763145,58.25953278380481,256.17793324862816,333.7682215735946,-6.7521729067279,Dusk,58.29501941723129,0.5254360359523773
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_9.fits,MERCURY,2025-05-11T22:22:23,5.806536816215227,0.3899023678378895,-9.76830039566937,25.316651942057437,58.2579142317187,256.18081210213165,333.77111857101056,-6.752079290714289,Dusk,58.2934011731935,0.5254405810913663
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_10.fits,MERCURY,2025-05-11T22:23:27,5.806482554841082,0.3898981888001118,-9.768423181168195,25.31822652360279,58.256269944633694,256.18373671383347,333.7740616139515,-6.751984169197288,Dusk,58.29175719894408,0.5254451974486067
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_11.fits,MERCURY,2025-05-11T22:24:30,5.806429138998372,0.3898940750084911,-9.76854402586245,25.31977359736084,58.25465130650613,256.18661568963523,333.77695873234234,-6.751890514722906,Dusk,58.29013886869268,0.5254497407656769
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_12.fits,MERCURY,2025-05-11T22:25:34,5.806374872952682,0.3898898958664827,-9.768666766089652,25.321342236785316,58.25300693199996,256.1895404255929,333.77990189819434,-6.751795354132384,Dusk,58.28849480685369,0.5254543552725129
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_13.fits,MERCURY,2025-05-11T22:26:37,5.806321452524363,0.3898857819722863,-9.76878756621586,25.32288338278977,58.25138820781474,256.1924195237092,333.7827991375753,-6.751701661193293,Dusk,58.28687639037355,0.5254588967680385
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_14.fits,MERCURY,2025-05-11T22:27:41,5.806267181833611,0.389881602726101,-9.76891026116374,25.324445920766266,58.24974374588497,256.1953443839228,333.78574242633744,-6.751606461525791,Dusk,58.28523224096887,0.5254635094249195
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_15.fits,MERCURY,2025-05-11T22:28:44,5.80621375684585,0.3898774887293745,-9.76903101671455,25.3259809824267,58.24812493563681,256.1982236043591,333.7886397867131,-6.751512730118423,Dusk,58.28361373825226,0.52546804909765
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_16.fits,MERCURY,2025-05-11T22:29:47,5.806160329606441,0.3898733746817928,-9.769151750150735,25.327512967921397,58.24650608268724,256.2011028854829,333.7915372071188,-6.751418979626794,Dusk,58.28199519276711,0.5254725878672215
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_17.fits,MERCURY,2025-05-11T22:30:51,5.80610605201671,0.3898691952798243,-9.769274377344384,25.32906608138228,58.24486148994656,256.204027931612,333.7944806797809,-6.75132372149054,Dusk,58.28035091227776,0.525477197754763
C:/Users/hanac/univ/Mercury/Data/20250511/merB01_clf590n_18.fits,MERCURY,2025-05-11T22:31:54,5.806052620258234,0.3898650811297692,-9.769395066194503,25.33059174922801,58.24324255091795,256.20690733507195,333.797378221196,-6.751229932525015,Dusk,58.27873228054784,0.525481734703211
C:/Users/hanac/univ/Mercury/Data/20250511/sky01r_clf590w_ga7000_fsp170_1.fits,SKY,2025-05-10T15:59:50,5.901020161128345,0.3969582713929784,-9.526676367917268,25.23566867089312,61.005371376532985,251.27283183846268,328.8308530804512,-6.886650121090316,Dusk,61.04020960157754,0.5162040190717839
C:/Users/hanac/univ/Mercury/Data/20250511/sky01r_clf590w_ga7000_fsp170_2.fits,SKY,2025-05-10T16:01:53,5.900912804063783,0.3969504383937452,-9.526982254236431,25.236101964627323,61.002348135762304,251.2782548298492,328.8363130634606,-6.886529258253403,Dusk,61.03718720913366,0.5162159142725999
C:/Users/hanac/univ/Mercury/Data/20250511/sky01r_clf590w_ga7000_fsp170_3.fits,SKY,2025-05-10T16:03:57,5.900804576194384,0.3969425414570505,-9.527290553292824,25.23657217093796,60.99930016867133,251.28372212698417,328.84181765188646,-6.886407345265642,Dusk,61.03414009704306,0.5162279027542175
C:/Users/hanac/univ/Mercury/Data/20250511/sky01r_clf590w_ga7000_fsp170_4.fits,SKY,2025-05-10T16:06:00,5.900697222989642,0.3969347079528929,-9.527596292509523,25.23707163044901,60.99627663599817,251.2891455476815,328.8472780620689,-6.886286348458729,Dusk,61.031117412178446,0.5162397911540983
C:/Users/hanac/univ/Mercury/Data/20250511/skyB01a_clf590n_1.fits,SKY,2025-05-11T22:06:26,5.807347907989481,0.3899648512409046,-9.766461648943368,25.292779744525888,58.282496209914456,256.13708748374324,333.72711826734223,-6.753499306791274,Dusk,58.31797846336565,0.525371440899835
