TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,7.0039e+29,9.0760e+28,5.9449e+29,8.4200e+27,6.7200e+27,5.8950e+28,3.1810e+28,3.2259e+29,2.7190e+29,4.5800e+27,3.8400e+27,3.0800e+27,3.6400e+27,1.8500e+28,6.8000e+27,1.7891e+08,8.3063e+05,1.4251e+09,3.0016e-05,7.6334e+07,2.9621e+05,6.6630e+05,6.6626e+05,13.0,84.9,1.2,1.0,6.9974e+29,6.7731e+29,2.1000e+28,1.4300e+27,2.4900e+28,0.0000e+00,96.8,3.0,0.2
1,7.0736e+29,9.1190e+28,6.0087e+29,8.5200e+27,6.7800e+27,5.9700e+28,3.1490e+28,3.2601e+29,2.7486e+29,4.5900e+27,3.9300e+27,3.4500e+27,3.3300e+27,1.8910e+28,6.6300e+27,1.7851e+08,9.3332e+05,1.4804e+09,2.6084e-05,7.5785e+07,3.3284e+05,6.6626e+05,6.6617e+05,12.9,84.9,1.2,1.0,7.0705e+29,6.8424e+29,2.1330e+28,1.4800e+27,2.4892e+28,0.0000e+00,96.8,3.0,0.2
2,6.9556e+29,9.2550e+28,5.8808e+29,8.1300e+27,6.8000e+27,5.9760e+28,3.2790e+28,3.1912e+29,2.6896e+29,4.6000e+27,3.5300e+27,3.6800e+27,3.1200e+27,1.9070e+28,6.5500e+27,1.7841e+08,1.0125e+06,1.5703e+09,2.2619e-05,7.5306e+07,3.9094e+05,6.6616e+05,6.6600e+05,13.3,84.5,1.2,1.0,6.9585e+29,6.7334e+29,2.0890e+28,1.6200e+27,2.4877e+28,0.0000e+00,96.8,3.0,0.2
3,7.0699e+29,9.2170e+28,6.0013e+29,7.8700e+27,6.8200e+27,6.0020e+28,3.2150e+28,3.2475e+29,2.7538e+29,4.5200e+27,3.3500e+27,3.6400e+27,3.1800e+27,1.9020e+28,6.1400e+27,1.7813e+08,1.0212e+06,1.5852e+09,1.9560e-05,7.4299e+07,5.1796e+05,6.6600e+05,6.6577e+05,13.0,84.9,1.1,1.0,7.0667e+29,6.8397e+29,2.1170e+28,1.5300e+27,2.5037e+28,0.0000e+00,96.8,3.0,0.2
4,7.0354e+29,8.9510e+28,5.9951e+29,7.7400e+27,6.7800e+27,5.7630e+28,3.1880e+28,3.2314e+29,2.7637e+29,4.2400e+27,3.5000e+27,3.3400e+27,3.4400e+27,1.8190e+28,6.1800e+27,1.7775e+08,8.3547e+05,1.4890e+09,1.6912e-05,7.3592e+07,5.3099e+05,6.6577e+05,6.6548e+05,12.7,85.2,1.1,1.0,7.0412e+29,6.8158e+29,2.0970e+28,1.5700e+27,2.4823e+28,0.0000e+00,96.8,3.0,0.2
5,6.9604e+29,9.0570e+28,5.9113e+29,7.5500e+27,6.7900e+27,5.8670e+28,3.1900e+28,3.1894e+29,2.7219e+29,3.9800e+27,3.5700e+27,3.2500e+27,3.5400e+27,1.8560e+28,5.7200e+27,1.7729e+08,9.0859e+05,1.4680e+09,1.4677e-05,7.2485e+07,4.6734e+05,6.6547e+05,6.6512e+05,13.0,84.9,1.1,1.0,6.9626e+29,6.7363e+29,2.1240e+28,1.3900e+27,2.4785e+28,0.0000e+00,96.7,3.1,0.2
6,7.0873e+29,9.0640e+28,6.0351e+29,7.7700e+27,6.8100e+27,5.8480e+28,3.2160e+28,3.2676e+29,2.7675e+29,4.1400e+27,3.6300e+27,3.5400e+27,3.2700e+27,1.8650e+28,5.4000e+27,1.7698e+08,9.1548e+05,1.2468e+09,1.2663e-05,7.1404e+07,5.1399e+05,6.6511e+05,6.6469e+05,12.8,85.2,1.1,1.0,7.0749e+29,6.8421e+29,2.1760e+28,1.5200e+27,2.4921e+28,0.0000e+00,96.7,3.1,0.2
7,7.0662e+29,8.9820e+28,6.0213e+29,7.9000e+27,6.7700e+27,5.7670e+28,3.2150e+28,3.1791e+29,2.8422e+29,4.1200e+27,3.7800e+27,3.4700e+27,3.3000e+27,1.8420e+28,5.3400e+27,1.7661e+08,8.7311e+05,1.5012e+09,1.0942e-05,7.1105e+07,4.6423e+05,6.6468e+05,6.6420e+05,12.7,85.2,1.1,1.0,7.0778e+29,6.8471e+29,2.1600e+28,1.4700e+27,2.4686e+28,0.0000e+00,96.7,3.1,0.2
8,6.8993e+29,8.8920e+28,5.8621e+29,7.9800e+27,6.8200e+27,5.6390e+28,3.2530e+28,3.1712e+29,2.6909e+29,4.2400e+27,3.7400e+27,3.5500e+27,3.2700e+27,1.7590e+28,5.6200e+27,1.7610e+08,9.9140e+05,1.4365e+09,9.4526e-06,7.0296e+07,3.9497e+05,6.6419e+05,6.6364e+05,12.9,85.0,1.2,1.0,6.9045e+29,6.6827e+29,2.0890e+28,1.2900e+27,2.4806e+28,0.0000e+00,96.8,3.0,0.2
9,6.8716e+29,8.9270e+28,5.8336e+29,7.7800e+27,6.7500e+27,5.6590e+28,3.2680e+28,3.1261e+29,2.7075e+29,4.5100e+27,3.2700e+27,3.4000e+27,3.3500e+27,1.8590e+28,5.0700e+27,1.7549e+08,1.1098e+06,1.2903e+09,8.1873e-06,6.8718e+07,4.4095e+05,6.6364e+05,6.6303e+05,13.0,84.9,1.1,1.0,6.8604e+29,6.6350e+29,2.0890e+28,1.6500e+27,2.4557e+28,0.0000e+00,96.7,3.0,0.2
