TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,4.3100e+27,1.9000e+26,2.7800e+27,1.1000e+26,3.9690e+32,2.4510e+32,136
0,1,0.0500,0.1000,4.9000e+27,1.1000e+27,2.2600e+27,5.5000e+26,1.3560e+32,7.8020e+31,136
0,2,0.1000,0.2000,1.5370e+28,1.1460e+28,7.5400e+27,5.2700e+27,2.6291e+32,1.2786e+32,136
0,3,0.2000,0.3500,1.9430e+28,3.9320e+28,8.9300e+27,2.3120e+28,1.7555e+32,7.9991e+31,136
0,4,0.3500,0.5500,1.0520e+28,7.4660e+28,6.2600e+27,5.5080e+28,6.0218e+31,3.3865e+31,136
0,5,0.5500,1.0100,4.4200e+27,1.9586e+29,4.0400e+27,1.8777e+29,1.5246e+31,1.3461e+31,136
1,0,0.0000,0.0500,4.4900e+27,1.7000e+26,2.6200e+27,1.1000e+26,3.9721e+32,2.4520e+32,136
1,1,0.0500,0.1000,4.9900e+27,1.2800e+27,2.7000e+27,5.5000e+26,1.3551e+32,7.7982e+31,136
1,2,0.1000,0.2000,1.5660e+28,1.1250e+28,7.6800e+27,6.0600e+27,2.6243e+32,1.2779e+32,136
1,3,0.2000,0.3500,1.9600e+28,3.9300e+28,8.2900e+27,2.4000e+28,1.7490e+32,7.9962e+31,136
1,4,0.3500,0.5500,1.0570e+28,7.6010e+28,6.3300e+27,5.5760e+28,5.9957e+31,3.3893e+31,136
1,5,0.5500,1.0100,4.3900e+27,1.9800e+29,3.8700e+27,1.8838e+29,1.5344e+31,1.3586e+31,136
2,0,0.0000,0.0500,4.6600e+27,1.6000e+26,2.7500e+27,1.7000e+26,3.9748e+32,2.4531e+32,136
2,1,0.0500,0.1000,4.6200e+27,1.1800e+27,2.5000e+27,6.1000e+26,1.3545e+32,7.7957e+31,136
2,2,0.1000,0.2000,1.6160e+28,1.1480e+28,7.7900e+27,5.3600e+27,2.6210e+32,1.2774e+32,136
2,3,0.2000,0.3500,1.9040e+28,3.9130e+28,8.7900e+27,2.2220e+28,1.7427e+32,7.9855e+31,136
2,4,0.3500,0.5500,1.1010e+28,7.5180e+28,6.6700e+27,5.4620e+28,5.9737e+31,3.3973e+31,136
2,5,0.5500,1.0100,4.2700e+27,1.9199e+29,4.2900e+27,1.8598e+29,1.5368e+31,1.3616e+31,136
3,0,0.0000,0.0500,5.1400e+27,1.4000e+26,2.7200e+27,1.4000e+26,4.0065e+32,2.4719e+32,137
3,1,0.0500,0.1000,4.9000e+27,1.1000e+27,2.4700e+27,4.3000e+26,1.3641e+32,7.8511e+31,137
3,2,0.1000,0.2000,1.5580e+28,1.0770e+28,7.6000e+27,5.5100e+27,2.6369e+32,1.2861e+32,137
3,3,0.2000,0.3500,1.8960e+28,3.7480e+28,8.4700e+27,2.2490e+28,1.7494e+32,8.0269e+31,137
3,4,0.3500,0.5500,1.1130e+28,7.3970e+28,6.6300e+27,5.7780e+28,5.9904e+31,3.4355e+31,137
