# Wavelength Flux(MR)
5.89097364e+02 -1.09004607e+27
5.89100659e+02 -1.73225750e+27
5.89103954e+02 -1.74225722e+27
5.89107249e+02 -2.00707471e+27
5.89110544e+02 -3.64787628e+26
5.89113839e+02 1.09988624e+27
5.89117135e+02 9.47631981e+26
5.89120430e+02 -9.75859940e+26
5.89123725e+02 -1.14051146e+27
5.89127020e+02 -1.50959627e+27
5.89130315e+02 -4.88397883e+26
5.89133610e+02 1.04380310e+27
5.89136905e+02 2.39311180e+27
5.89140200e+02 1.63184541e+27
5.89143496e+02 1.51398049e+27
5.89146791e+02 3.77185393e+26
5.89150086e+02 -2.78184107e+26
5.89153381e+02 -2.29771536e+26
5.89156676e+02 9.91557586e+25
5.89159971e+02 1.20774019e+27
5.89163266e+02 8.24983192e+26
5.89166561e+02 -1.11511978e+27
5.89169856e+02 -1.43834089e+27
5.89173152e+02 5.81788878e+26
5.89176447e+02 6.02560723e+26
5.89179742e+02 9.38886764e+26
5.89183037e+02 -2.15493100e+26
5.89186332e+02 2.02222115e+26
5.89189627e+02 -7.46574677e+26
5.89192922e+02 -2.54175129e+27
5.89196217e+02 -1.76630539e+27
5.89199513e+02 -1.57296060e+27
5.89202808e+02 -2.79317635e+27
5.89206103e+02 -7.23811484e+26
5.89209398e+02 4.17874855e+26
5.89212693e+02 5.99668528e+27
5.89215988e+02 1.97082280e+28
5.89219283e+02 4.13777428e+28
5.89222578e+02 5.85235807e+28
5.89225873e+02 5.52882858e+28
5.89229169e+02 3.38268024e+28
5.89232464e+02 1.27966784e+28
5.89235759e+02 3.03276883e+27
5.89239054e+02 9.83610950e+26
5.89242349e+02 1.37048218e+26
5.89245644e+02 -1.74277525e+27
5.89248939e+02 -1.41140924e+27
5.89252234e+02 6.59971842e+26
5.89255530e+02 1.29908069e+26
5.89258825e+02 3.30272567e+26
5.89262120e+02 -8.98464681e+26
5.89265415e+02 7.48001368e+26
5.89268710e+02 8.36710269e+25
5.89272005e+02 1.81473835e+26
5.89275300e+02 -1.43129569e+27
5.89278595e+02 -1.62674059e+27
5.89281890e+02 -7.34644163e+26
5.89285186e+02 -8.65201370e+26
5.89288481e+02 2.13965416e+26
5.89291776e+02 1.11878019e+24
5.89295071e+02 1.61127652e+27
5.89298366e+02 -3.65373586e+26
5.89301661e+02 9.23875340e+26
5.89304956e+02 1.25745192e+27
