# Wavelength Flux(MR)
5.89097364e+02 -1.01149617e+27
5.89100659e+02 -1.60661578e+27
5.89103954e+02 -1.57034611e+27
5.89107249e+02 -1.79282514e+27
5.89110544e+02 -1.20247595e+26
5.89113839e+02 1.35938179e+27
5.89117135e+02 1.20443891e+27
5.89120430e+02 -7.39949754e+26
5.89123725e+02 -9.44723654e+26
5.89127020e+02 -1.36446932e+27
5.89130315e+02 -3.97782395e+26
5.89133610e+02 1.08623750e+27
5.89136905e+02 2.40275796e+27
5.89140200e+02 1.63219835e+27
5.89143496e+02 1.52750507e+27
5.89146791e+02 4.25934951e+26
5.89150086e+02 -1.80549598e+26
5.89153381e+02 -7.94111298e+25
5.89156676e+02 2.96506748e+26
5.89159971e+02 1.43786588e+27
5.89163266e+02 1.07256938e+27
5.89166561e+02 -8.64231497e+26
5.89169856e+02 -1.19696716e+27
5.89173152e+02 8.07011764e+26
5.89176447e+02 8.16737714e+26
5.89179742e+02 1.14875453e+27
5.89183037e+02 -5.99956733e+23
5.89186332e+02 4.24180094e+26
5.89189627e+02 -5.19325385e+26
5.89192922e+02 -2.32031865e+27
5.89196217e+02 -1.57334340e+27
5.89199513e+02 -1.43142329e+27
5.89202808e+02 -2.72393449e+27
5.89206103e+02 -7.47055629e+26
5.89209398e+02 2.96516261e+26
5.89212693e+02 5.77624057e+27
5.89215988e+02 1.93930424e+28
5.89219283e+02 4.09787848e+28
5.89222578e+02 5.80686622e+28
5.89225873e+02 5.48222133e+28
5.89229169e+02 3.33878938e+28
5.89232464e+02 1.23965524e+28
5.89235759e+02 2.66568918e+27
5.89239054e+02 6.44295238e+26
5.89242349e+02 -1.74500162e+26
5.89245644e+02 -2.02502060e+27
5.89248939e+02 -1.66687570e+27
5.89252234e+02 4.29278538e+26
5.89255530e+02 -7.31463593e+25
5.89258825e+02 1.53313254e+26
5.89262120e+02 -1.04936925e+27
5.89265415e+02 6.16825342e+26
5.89268710e+02 -2.93083115e+25
5.89272005e+02 8.09902612e+25
5.89275300e+02 -1.52159536e+27
5.89278595e+02 -1.71083616e+27
5.89281890e+02 -8.12827402e+26
5.89285186e+02 -9.31206114e+26
5.89288481e+02 1.67810742e+26
5.89291776e+02 -1.18522131e+25
5.89295071e+02 1.64172728e+27
5.89298366e+02 -2.77350401e+26
5.89301661e+02 1.07043851e+27
5.89304956e+02 1.46097431e+27
5.89308251e+02 2.89194645e+26
5.89311547e+02 3.62871181e+26
5.89314842e+02 2.13949964e+27
5.89318137e+02 3.19962966e+26
5.89321432e+02 2.92672895e+26
5.89324727e+02 -1.76679390e+27
5.89328022e+02 -2.08253222e+27
5.89331317e+02 -1.26338243e+27
5.89334612e+02 1.53075543e+26
5.89337907e+02 1.92971274e+27
5.89341203e+02 7.79503467e+26
5.89344498e+02 6.41440133e+26
5.89347793e+02 8.29502831e+26
5.89351088e+02 7.38893699e+26
5.89354383e+02 -4.83827466e+26
5.89357678e+02 -3.91807506e+25
5.89360973e+02 4.12991894e+26
5.89364268e+02 -3.92077251e+26
5.89367564e+02 -1.25383596e+27
5.89370859e+02 -6.07173556e+26
5.89374154e+02 -1.10368607e+26
5.89377449e+02 -1.47077409e+27
5.89380744e+02 -1.05047885e+27
5.89384039e+02 -3.04383139e+26
5.89387334e+02 7.37411663e+25
5.89390629e+02 -1.97444100e+26
5.89393924e+02 6.03144851e+26
5.89397220e+02 -1.59215908e+25
5.89400515e+02 -2.55352006e+27
5.89403810e+02 -2.78018492e+27
5.89407105e+02 -1.40295850e+27
5.89410400e+02 1.52231475e+26
5.89413695e+02 2.94228702e+27
5.89416990e+02 7.23378977e+26
5.89420285e+02 8.44005279e+26
5.89423581e+02 3.26539787e+26
5.89426876e+02 -1.69336113e+27
5.89430171e+02 -4.57380053e+26
5.89433466e+02 3.09737833e+26
5.89436761e+02 2.90124796e+26
5.89440056e+02 -7.23935378e+26
5.89443351e+02 -1.04144202e+27
5.89446646e+02 -2.55832568e+27
5.89449941e+02 -1.30334575e+27
5.89453237e+02 7.75199559e+26
5.89456532e+02 2.00746504e+26
5.89459827e+02 7.13035995e+26
5.89463122e+02 -6.71516673e+25
5.89466417e+02 -1.32772414e+25
5.89469712e+02 -2.71903947e+26
5.89473007e+02 3.40478483e+26
5.89476302e+02 1.21418708e+27
5.89479598e+02 1.41659599e+27
5.89482893e+02 -4.69337852e+26
5.89486188e+02 -6.28609579e+26
5.89489483e+02 -4.63096065e+26
5.89492778e+02 -1.96202237e+27
5.89496073e+02 -2.13561962e+27
5.89499368e+02 -3.59478208e+27
5.89502663e+02 -2.14009077e+27
5.89505959e+02 -6.65158613e+26
5.89509254e+02 -5.94767187e+26
5.89512549e+02 -3.33102762e+26
5.89515844e+02 9.39523685e+26
5.89519139e+02 4.10115466e+26
5.89522434e+02 -6.20138712e+26
5.89525729e+02 1.12274083e+27
5.89529024e+02 -1.96086456e+26
5.89532319e+02 -6.71416751e+26
5.89535615e+02 -1.26649138e+27
5.89538910e+02 -1.69478840e+26
5.89542205e+02 -1.69880198e+26
5.89545500e+02 -1.04456774e+27
5.89548795e+02 -8.25236322e+26
5.89552090e+02 -1.20751669e+27
5.89555385e+02 -1.57515088e+27
5.89558680e+02 -8.04563357e+26
5.89561976e+02 -1.08397126e+27
5.89565271e+02 -2.34879569e+27
5.89568566e+02 -4.43660514e+26
5.89571861e+02 -2.09804801e+27
5.89575156e+02 -2.07925722e+27
5.89578451e+02 2.00321512e+26
5.89581746e+02 -2.25110725e+27
5.89585041e+02 -7.94930310e+26
5.89588336e+02 -3.10686423e+26
5.89591632e+02 -3.09345171e+26
5.89594927e+02 -6.94424184e+26
5.89598222e+02 -1.38480303e+27
5.89601517e+02 -1.10574023e+27
5.89604812e+02 -1.17907338e+27
5.89608107e+02 -1.12176587e+27
5.89611402e+02 -1.20294199e+27
5.89614697e+02 -1.74469670e+27
5.89617993e+02 -7.68715706e+26
5.89621288e+02 -7.13920257e+26
5.89624583e+02 -1.02582487e+27
5.89627878e+02 -1.02968252e+27
5.89631173e+02 -9.29489311e+26
5.89634468e+02 -9.79238320e+26
5.89637763e+02 8.23927191e+25
5.89641058e+02 -8.32126517e+26
5.89644353e+02 -1.48020479e+27
5.89647649e+02 -8.99785568e+26
5.89650944e+02 -8.56663657e+26
5.89654239e+02 -1.41021964e+27
5.89657534e+02 -1.67756913e+27
5.89660829e+02 -7.88920245e+26
5.89664124e+02 -4.00031125e+26
5.89667419e+02 -5.98100998e+26
5.89670714e+02 6.30648066e+26
5.89674010e+02 -1.35560115e+27
5.89677305e+02 -2.03487273e+27
5.89680600e+02 -9.50657222e+26
5.89683895e+02 -9.68118238e+26
5.89687190e+02 7.08384936e+26
5.89690485e+02 -2.40253126e+26
5.89693780e+02 -8.95871356e+26
5.89697075e+02 -1.52960254e+27
5.89700370e+02 -5.81836747e+26
5.89703666e+02 -1.88423436e+27
5.89706961e+02 -2.15538311e+27
5.89710256e+02 -1.45295761e+27
5.89713551e+02 -3.69817861e+26
5.89716846e+02 -8.85653683e+26
5.89720141e+02 -1.71042409e+27
5.89723436e+02 -3.28705751e+26
5.89726731e+02 -3.78598099e+26
5.89730027e+02 -1.71469554e+27
5.89733322e+02 -7.59520099e+26
5.89736617e+02 -3.22474308e+26
5.89739912e+02 -1.73482200e+26
5.89743207e+02 -4.98375949e+26
5.89746502e+02 -1.10334865e+27
5.89749797e+02 3.08434651e+26
5.89753092e+02 -4.29041961e+26
5.89756387e+02 -5.76353209e+26
5.89759683e+02 -4.47110437e+26
5.89762978e+02 4.42849476e+26
5.89766273e+02 2.78728434e+26
5.89769568e+02 1.54636697e+27
5.89772863e+02 4.10320748e+26
5.89776158e+02 9.31810441e+26
5.89779453e+02 1.50684791e+27
5.89782748e+02 1.32387803e+27
5.89786044e+02 1.05882677e+27
5.89789339e+02 -4.00486600e+26
5.89792634e+02 -5.16462132e+26
5.89795929e+02 -2.46840109e+27
5.89799224e+02 -2.27339914e+27
5.89802519e+02 -2.29650559e+27
5.89805814e+02 -1.66532671e+27
5.89809109e+02 1.28958494e+27
5.89812404e+02 1.08053380e+28
5.89815700e+02 2.41029607e+28
5.89818995e+02 3.64495008e+28
5.89822290e+02 4.22694390e+28
5.89825585e+02 3.40073219e+28
5.89828880e+02 1.85291421e+28
5.89832175e+02 6.45663003e+27
5.89835470e+02 1.03040385e+27
5.89838765e+02 -1.88510222e+27
5.89842061e+02 -4.40181896e+26
5.89845356e+02 -1.20100110e+27
5.89848651e+02 -2.48999903e+27
5.89851946e+02 -9.77193380e+26
5.89855241e+02 1.81217816e+27
5.89858536e+02 -2.78111646e+26
5.89861831e+02 -6.27327827e+26
5.89865126e+02 7.94107278e+26
5.89868421e+02 -6.80466331e+26
5.89871717e+02 -5.19763717e+26
5.89875012e+02 -1.10249206e+27
5.89878307e+02 -5.73158345e+26
5.89881602e+02 -2.31110478e+26
5.89884897e+02 2.71938801e+25
5.89888192e+02 -2.69494498e+26
5.89891487e+02 -4.02122358e+26
5.89894782e+02 -1.98617329e+26
5.89898078e+02 -4.96261111e+26
5.89901373e+02 5.75218172e+25
5.89904668e+02 -1.60441457e+27
5.89907963e+02 -2.00946263e+27
5.89911258e+02 -2.13146026e+27
5.89914553e+02 -2.71932784e+26
5.89917848e+02 -5.20217900e+26
5.89921143e+02 5.57461670e+26
5.89924438e+02 1.92038216e+26
5.89927734e+02 1.08923325e+27
5.89931029e+02 1.39217014e+26
5.89934324e+02 -9.16293568e+26
5.89937619e+02 -9.83857659e+26
5.89940914e+02 -8.18406247e+26
5.89944209e+02 -1.56542342e+27
5.89947504e+02 -4.01712588e+26
5.89950799e+02 3.44933635e+26
5.89954095e+02 -4.75033002e+26
5.89957390e+02 4.85916591e+26
5.89960685e+02 6.02907796e+26
5.89963980e+02 2.62572180e+26
5.89967275e+02 1.27542403e+27
5.89970570e+02 1.66966828e+27
5.89973865e+02 -7.91195048e+26
5.89977160e+02 -2.47509116e+27
5.89980455e+02 -1.62301908e+27
5.89983751e+02 -2.27533709e+27
5.89987046e+02 4.89590053e+26
5.89990341e+02 1.48707318e+27
5.89993636e+02 2.59911128e+27
5.89996931e+02 1.02863753e+27
5.90000226e+02 5.65320955e+26
5.90003521e+02 8.85425333e+25
5.90006816e+02 2.23376713e+26
5.90010112e+02 -3.88872422e+26
5.90013407e+02 4.54934571e+24
5.90016702e+02 -8.76795209e+26
5.90019997e+02 -3.92742917e+26
5.90023292e+02 -5.46628026e+26
5.90026587e+02 -5.76650096e+26
5.90029882e+02 -6.51613424e+26
5.90033177e+02 -1.43367196e+27
5.90036472e+02 -1.29149529e+27
5.90039768e+02 -6.05746160e+25
5.90043063e+02 -1.01983299e+27
5.90046358e+02 -4.90270870e+26
5.90049653e+02 -4.19168566e+26
5.90052948e+02 1.06536598e+27
5.90056243e+02 -1.36538787e+27
5.90059538e+02 -8.46652550e+26
5.90062833e+02 -2.58126906e+27
5.90066129e+02 -9.91604206e+26
5.90069424e+02 -6.06560161e+26
5.90072719e+02 -2.00588590e+27
5.90076014e+02 1.17866771e+26
5.90079309e+02 1.19368987e+27
5.90082604e+02 -6.32092955e+26
5.90085899e+02 -4.93150254e+26
5.90089194e+02 -9.63703214e+26
5.90092489e+02 -1.65293814e+27
5.90095785e+02 -1.44850549e+27
5.90099080e+02 -5.34247324e+26
5.90102375e+02 -1.70016412e+27
5.90105670e+02 -1.31957315e+27
5.90108965e+02 -6.12790629e+26
5.90112260e+02 -2.06717732e+26
5.90115555e+02 -4.76659629e+26
5.90118850e+02 -4.89699381e+26
5.90122146e+02 -1.66587133e+26
5.90125441e+02 2.90142624e+26
5.90128736e+02 -9.23837202e+25
5.90132031e+02 -7.82337403e+26
5.90135326e+02 -7.63734096e+26
5.90138621e+02 -7.11896352e+26
5.90141916e+02 3.55615608e+26
5.90145211e+02 5.41517485e+26
5.90148506e+02 1.31097052e+27
5.90151802e+02 4.45117344e+26
5.90155097e+02 4.41220801e+26
5.90158392e+02 9.16956843e+24
5.90161687e+02 -3.08930216e+26
5.90164982e+02 -1.32335783e+27
5.90168277e+02 -1.97041974e+27
5.90171572e+02 -4.91940428e+26
5.90174867e+02 -1.98490393e+26
5.90178163e+02 1.51230449e+27
5.90181458e+02 2.25278706e+27
5.90184753e+02 8.95977444e+26
5.90188048e+02 1.52354283e+27
5.90191343e+02 2.02954321e+27
5.90194638e+02 2.26586244e+27
5.90197933e+02 2.85640689e+26
5.90201228e+02 3.08995678e+26
5.90204523e+02 -2.58694497e+26
5.90207819e+02 -1.44461483e+27
5.90211114e+02 -9.77034312e+26
5.90214409e+02 -6.01630729e+26
5.90217704e+02 -1.40878589e+27
5.90220999e+02 -1.41683458e+27
5.90224294e+02 -8.04204732e+26
5.90227589e+02 -9.26688812e+26
5.90230884e+02 -1.41673787e+27
5.90234180e+02 -6.81019195e+26
5.90237475e+02 -9.74220355e+26
5.90240770e+02 -1.44610674e+26
5.90244065e+02 -5.51451209e+26
5.90247360e+02 -1.42463427e+27
5.90250655e+02 -1.57276072e+27
5.90253950e+02 -1.70020104e+27
5.90257245e+02 -1.36133835e+27
5.90260540e+02 -5.99511253e+26
5.90263836e+02 -1.52137155e+27
5.90267131e+02 -9.78743179e+26
5.90270426e+02 -7.78930829e+26
5.90273721e+02 -2.08418500e+26
5.90277016e+02 -1.64240451e+27
5.90280311e+02 1.02242593e+26
5.90283606e+02 -2.53469611e+25
5.90286901e+02 5.94293547e+25
5.90290197e+02 1.26981701e+27
5.90293492e+02 1.47516148e+27
5.90296787e+02 1.84705386e+27
5.90300082e+02 1.78530598e+27
5.90303377e+02 -3.14412031e+26
5.90306672e+02 -1.30848821e+27
