Wavelength(nm) Intensity
5.89097364e+02 4.06143173e+03
5.89100659e+02 3.73808664e+03
5.89103954e+02 3.53640787e+03
5.89107249e+02 3.49986276e+03
5.89110544e+02 3.65126017e+03
5.89113839e+02 3.18833176e+03
5.89117135e+02 3.17715283e+03
5.89120430e+02 3.20291320e+03
5.89123725e+02 2.92652565e+03
5.89127020e+02 2.92778822e+03
5.89130315e+02 2.74792058e+03
5.89133610e+02 3.40989658e+03
5.89136905e+02 3.64578723e+03
5.89140200e+02 3.30473430e+03
5.89143496e+02 3.33623191e+03
5.89146791e+02 3.24189924e+03
5.89150086e+02 3.11575693e+03
5.89153381e+02 2.77005308e+03
5.89156676e+02 2.85611489e+03
5.89159971e+02 2.51885072e+03
5.89163266e+02 2.32390185e+03
5.89166561e+02 2.31588202e+03
5.89169856e+02 2.36572438e+03
5.89173152e+02 1.85635379e+03
5.89176447e+02 1.89752040e+03
5.89179742e+02 1.87143816e+03
5.89183037e+02 1.34249691e+03
5.89186332e+02 1.27011923e+03
5.89189627e+02 1.14688978e+03
5.89192922e+02 1.05587286e+03
5.89196217e+02 4.71049804e+02
5.89199513e+02 5.68145746e+02
5.89202808e+02 5.13879149e+02
5.89206103e+02 2.97716120e+02
5.89209398e+02 7.37205772e+02
5.89212693e+02 2.96440525e+03
5.89215988e+02 7.17728704e+03
5.89219283e+02 1.38119751e+04
5.89222578e+02 1.83957697e+04
5.89225873e+02 1.76883861e+04
5.89229169e+02 1.22077584e+04
5.89232464e+02 5.31099254e+03
5.89235759e+02 2.81802674e+03
5.89239054e+02 2.66940725e+03
5.89242349e+02 2.91142788e+03
5.89245644e+02 3.05225813e+03
5.89248939e+02 3.00074177e+03
5.89252234e+02 2.97035197e+03
5.89255530e+02 2.78286989e+03
5.89258825e+02 3.17431772e+03
5.89262120e+02 3.01299333e+03
5.89265415e+02 3.29484750e+03
5.89268710e+02 3.16620009e+03
5.89272005e+02 3.18586068e+03
5.89275300e+02 3.14319926e+03
5.89278595e+02 3.02784066e+03
5.89281890e+02 3.40127221e+03
5.89285186e+02 3.50490012e+03
5.89288481e+02 3.59695486e+03
5.89291776e+02 3.53953235e+03
5.89295071e+02 3.31972992e+03
5.89298366e+02 4.27563562e+03
5.89301661e+02 4.02231229e+03
5.89304956e+02 3.92672513e+03
5.89308251e+02 3.76777414e+03
5.89311547e+02 3.53376603e+03
5.89314842e+02 3.20591385e+03
5.89318137e+02 3.08560806e+03
5.89321432e+02 3.49146448e+03
5.89324727e+02 2.66360381e+03
5.89328022e+02 2.16670545e+03
5.89331317e+02 2.23930778e+03
5.89334612e+02 2.95587440e+03
5.89337907e+02 3.67064633e+03
5.89341203e+02 3.75558881e+03
5.89344498e+02 4.32520068e+03
5.89347793e+02 3.80967130e+03
5.89351088e+02 3.69381516e+03
5.89354383e+02 3.65368845e+03
5.89357678e+02 4.19636557e+03
5.89360973e+02 4.20096416e+03
5.89364268e+02 3.98723855e+03
5.89367564e+02 3.98576111e+03
5.89370859e+02 4.12289554e+03
5.89374154e+02 3.87136671e+03
5.89377449e+02 3.81497744e+03
5.89380744e+02 3.99842093e+03
5.89384039e+02 4.08923610e+03
5.89387334e+02 4.01835083e+03
5.89390629e+02 3.78690221e+03
5.89393924e+02 3.20983488e+03
5.89397220e+02 3.28805467e+03
5.89400515e+02 2.88461631e+03
5.89403810e+02 3.11304963e+03
5.89407105e+02 3.30345693e+03
5.89410400e+02 3.73322763e+03
5.89413695e+02 4.39821833e+03
5.89416990e+02 3.75982641e+03
5.89420285e+02 4.25436159e+03
5.89423581e+02 3.77373946e+03
5.89426876e+02 3.81331598e+03
5.89430171e+02 3.97123403e+03
5.89433466e+02 4.06652275e+03
5.89436761e+02 4.34447437e+03
5.89440056e+02 4.40723252e+03
5.89443351e+02 4.14689980e+03
5.89446646e+02 3.85186135e+03
5.89449941e+02 3.94471509e+03
5.89453237e+02 4.01529243e+03
5.89456532e+02 3.93475830e+03
5.89459827e+02 4.23048132e+03
5.89463122e+02 3.62090088e+03
5.89466417e+02 3.29882465e+03
5.89469712e+02 3.65066660e+03
5.89473007e+02 3.42308947e+03
5.89476302e+02 3.62507518e+03
5.89479598e+02 3.52826520e+03
5.89482893e+02 3.40273627e+03
5.89486188e+02 3.05076182e+03
5.89489483e+02 2.69553177e+03
5.89492778e+02 2.48967655e+03
5.89496073e+02 2.71782269e+03
5.89499368e+02 3.04303574e+03
5.89502663e+02 2.75879741e+03
5.89505959e+02 3.09522281e+03
5.89509254e+02 3.36265381e+03
5.89512549e+02 3.12646876e+03
5.89515844e+02 3.63331592e+03
5.89519139e+02 3.38911489e+03
5.89522434e+02 3.98484172e+03
5.89525729e+02 4.07012560e+03
5.89529024e+02 3.96427743e+03
5.89532319e+02 3.94543837e+03
5.89535615e+02 3.66685023e+03
5.89538910e+02 4.34857589e+03
5.89542205e+02 4.25280699e+03
5.89545500e+02 4.03687909e+03
5.89548795e+02 4.02116350e+03
5.89552090e+02 4.34966559e+03
5.89555385e+02 4.12882239e+03
5.89558680e+02 4.19022924e+03
5.89561976e+02 4.11186392e+03
5.89565271e+02 4.10853752e+03
5.89568566e+02 4.18873795e+03
5.89571861e+02 3.88092330e+03
5.89575156e+02 3.86060603e+03
5.89578451e+02 4.28366873e+03
5.89581746e+02 3.88722355e+03
5.89585041e+02 4.24245812e+03
5.89588336e+02 4.36518727e+03
5.89591632e+02 3.89210640e+03
5.89594927e+02 3.88594056e+03
5.89598222e+02 3.77495932e+03
5.89601517e+02 3.74309290e+03
5.89604812e+02 3.71097288e+03
5.89608107e+02 3.71183695e+03
5.89611402e+02 3.71179599e+03
5.89614697e+02 3.71959059e+03
5.89617993e+02 3.93851849e+03
5.89621288e+02 4.15994371e+03
5.89624583e+02 3.83781901e+03
5.89627878e+02 3.79365961e+03
5.89631173e+02 4.11623134e+03
5.89634468e+02 3.95252606e+03
5.89637763e+02 3.63121605e+03
5.89641058e+02 4.15108311e+03
5.89644353e+02 4.00193429e+03
5.89647649e+02 3.83050462e+03
5.89650944e+02 3.68199936e+03
5.89654239e+02 3.80022381e+03
5.89657534e+02 3.46526120e+03
5.89660829e+02 3.89617035e+03
5.89664124e+02 3.93099985e+03
5.89667419e+02 3.59358914e+03
5.89670714e+02 3.49699610e+03
5.89674010e+02 4.06487707e+03
5.89677305e+02 3.51314343e+03
5.89680600e+02 3.45393916e+03
5.89683895e+02 3.88426592e+03
5.89687190e+02 4.00914933e+03
5.89690485e+02 3.94246374e+03
5.89693780e+02 3.66991111e+03
5.89697075e+02 4.20320171e+03
5.89700370e+02 4.01173282e+03
5.89703666e+02 3.76733155e+03
5.89706961e+02 3.51245195e+03
5.89710256e+02 3.86833065e+03
5.89713551e+02 3.75521001e+03
5.89716846e+02 3.86677810e+03
5.89720141e+02 3.67131326e+03
5.89723436e+02 3.87885024e+03
5.89726731e+02 3.62466024e+03
5.89730027e+02 3.39123087e+03
5.89733322e+02 3.84392319e+03
5.89736617e+02 3.70980789e+03
5.89739912e+02 3.75933681e+03
5.89743207e+02 3.45341968e+03
5.89746502e+02 3.56815401e+03
5.89749797e+02 3.59612440e+03
5.89753092e+02 3.26447811e+03
5.89756387e+02 3.47510135e+03
5.89759683e+02 3.27465819e+03
5.89762978e+02 3.37445291e+03
5.89766273e+02 3.53349697e+03
5.89769568e+02 3.33501091e+03
5.89772863e+02 2.95924986e+03
5.89776158e+02 3.01855982e+03
5.89779453e+02 2.54864682e+03
5.89782748e+02 2.11490139e+03
5.89786044e+02 2.18604119e+03
5.89789339e+02 1.63658374e+03
5.89792634e+02 8.67819736e+02
5.89795929e+02 6.07262563e+02
5.89799224e+02 4.98164098e+02
5.89802519e+02 6.05008593e+02
5.89805814e+02 7.41213769e+02
5.89809109e+02 1.52021766e+03
5.89812404e+02 4.17174659e+03
5.89815700e+02 8.53399600e+03
5.89818995e+02 1.25388771e+04
5.89822290e+02 1.45280692e+04
5.89825585e+02 1.27755078e+04
5.89828880e+02 7.72329079e+03
5.89832175e+02 3.71455623e+03
5.89835470e+02 2.95676089e+03
5.89838765e+02 2.70751537e+03
5.89842061e+02 2.81661155e+03
5.89845356e+02 2.65032300e+03
5.89848651e+02 2.85734452e+03
5.89851946e+02 3.08791813e+03
5.89855241e+02 3.16616236e+03
5.89858536e+02 3.78210936e+03
5.89861831e+02 3.81157679e+03
5.89865126e+02 3.39109474e+03
5.89868421e+02 3.02193003e+03
5.89871717e+02 3.60900104e+03
5.89875012e+02 3.68973220e+03
5.89878307e+02 4.10153758e+03
5.89881602e+02 3.88197876e+03
5.89884897e+02 4.08316380e+03
5.89888192e+02 4.00344851e+03
5.89891487e+02 3.63657394e+03
5.89894782e+02 4.00134610e+03
5.89898078e+02 3.66229678e+03
5.89901373e+02 4.02456269e+03
5.89904668e+02 3.84809789e+03
5.89907963e+02 3.69659223e+03
5.89911258e+02 3.39193146e+03
5.89914553e+02 3.28146066e+03
5.89917848e+02 3.64545869e+03
5.89921143e+02 3.78086993e+03
5.89924438e+02 4.17961213e+03
5.89927734e+02 4.02387061e+03
5.89931029e+02 3.91636083e+03
5.89934324e+02 3.47296520e+03
5.89937619e+02 3.26498368e+03
5.89940914e+02 3.70292140e+03
5.89944209e+02 3.95036611e+03
5.89947504e+02 3.57664781e+03
5.89950799e+02 3.74622053e+03
5.89954095e+02 3.99440796e+03
5.89957390e+02 3.91562903e+03
5.89960685e+02 3.59256084e+03
5.89963980e+02 3.98012634e+03
5.89967275e+02 4.09411392e+03
5.89970570e+02 3.58987048e+03
5.89973865e+02 2.97131238e+03
5.89977160e+02 2.89708289e+03
5.89980455e+02 2.77207944e+03
5.89983751e+02 3.06682080e+03
5.89987046e+02 3.47217655e+03
5.89990341e+02 3.78042873e+03
5.89993636e+02 3.99483335e+03
5.89996931e+02 3.96862472e+03
5.90000226e+02 4.36833404e+03
5.90003521e+02 3.97077467e+03
