# Wavelength Flux(MR)
5.89097364e+02 -1.05777974e+27
5.89100659e+02 -1.67390571e+27
5.89103954e+02 -1.65704043e+27
5.89107249e+02 -1.89537369e+27
5.89110544e+02 -2.31692933e+26
5.89113839e+02 1.24758870e+27
5.89117135e+02 1.10148108e+27
5.89120430e+02 -8.25567364e+26
5.89123725e+02 -1.00573617e+27
5.89127020e+02 -1.39820664e+27
5.89130315e+02 -4.05726265e+26
5.89133610e+02 1.09753440e+27
5.89136905e+02 2.42240797e+27
5.89140200e+02 1.64596326e+27
5.89143496e+02 1.52151929e+27
5.89146791e+02 3.87706921e+26
5.89150086e+02 -2.58591792e+26
5.89153381e+02 -1.98676625e+26
5.89156676e+02 1.40885024e+26
5.89159971e+02 1.25612542e+27
5.89163266e+02 8.76883664e+26
5.89166561e+02 -1.06195189e+27
5.89169856e+02 -1.38651227e+27
5.89173152e+02 6.31818516e+26
5.89176447e+02 6.56150003e+26
5.89179742e+02 1.00053490e+27
5.89183037e+02 -1.40591370e+26
5.89186332e+02 2.90428585e+26
5.89189627e+02 -6.46726759e+26
5.89192922e+02 -2.43694383e+27
5.89196217e+02 -1.66984791e+27
5.89199513e+02 -1.49757370e+27
5.89202808e+02 -2.75034743e+27
5.89206103e+02 -7.25799383e+26
5.89209398e+02 3.67090777e+26
5.89212693e+02 5.89432457e+27
5.89215988e+02 1.95535683e+28
5.89219283e+02 4.11737932e+28
5.89222578e+02 5.82850983e+28
5.89225873e+02 5.50425817e+28
5.89229169e+02 3.35976790e+28
5.89232464e+02 1.25903327e+28
5.89235759e+02 2.84416337e+27
5.89239054e+02 8.08662048e+26
5.89242349e+02 -2.42769225e+25
5.89245644e+02 -1.88930064e+27
5.89248939e+02 -1.54477741e+27
5.89252234e+02 5.38495169e+26
5.89255530e+02 2.25410166e+25
5.89258825e+02 2.36304258e+26
5.89262120e+02 -9.78447929e+26
5.89265415e+02 6.78453649e+26
5.89268710e+02 2.45623140e+25
5.89272005e+02 1.29882494e+26
5.89275300e+02 -1.47621478e+27
5.89278595e+02 -1.66762415e+27
5.89281890e+02 -7.72421953e+26
5.89285186e+02 -8.97169224e+26
5.89288481e+02 1.90694145e+26
5.89291776e+02 -6.98306628e+24
