TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,7.8248e+29,9.8420e+28,6.6884e+29,8.4300e+27,6.7900e+27,6.4750e+28,3.3670e+28,3.7009e+29,2.9875e+29,4.9000e+27,3.5300e+27,3.5500e+27,3.2400e+27,1.9550e+28,7.2600e+27,1.5878e+08,1.0030e+06,1.4998e+09,2.2641e-05,7.5563e+07,5.4347e+05,6.6625e+05,6.6621e+05,12.6,85.5,1.1,0.9,7.8464e+29,7.5883e+29,2.4310e+28,1.5000e+27,2.7475e+28,0.0000e+00,96.7,3.1,0.2
1,7.7251e+29,1.0089e+29,6.5622e+29,8.6200e+27,6.7800e+27,6.5830e+28,3.5060e+28,3.6656e+29,2.8966e+29,4.6800e+27,3.9400e+27,3.2300e+27,3.5500e+27,1.9930e+28,7.0400e+27,1.5844e+08,9.9941e+05,1.4734e+09,1.9677e-05,7.6086e+07,4.6725e+05,6.6621e+05,6.6612e+05,13.1,84.9,1.1,0.9,7.7170e+29,7.4773e+29,2.2600e+28,1.3700e+27,2.7468e+28,0.0000e+00,96.9,2.9,0.2
2,7.5916e+29,9.8850e+28,6.4552e+29,8.0000e+27,6.7900e+27,6.4540e+28,3.4310e+28,3.5451e+29,2.9101e+29,4.7700e+27,3.2300e+27,3.3500e+27,3.4400e+27,1.9730e+28,7.2300e+27,1.5806e+08,1.2703e+06,1.4763e+09,1.7065e-05,7.5509e+07,4.3502e+05,6.6611e+05,6.6595e+05,13.0,85.0,1.1,0.9,7.6006e+29,7.3537e+29,2.3330e+28,1.3600e+27,2.7453e+28,0.0000e+00,96.8,3.1,0.2
3,7.5816e+29,9.8190e+28,6.4471e+29,8.4500e+27,6.8100e+27,6.3970e+28,3.4220e+28,3.5015e+29,2.9456e+29,4.5400e+27,3.9100e+27,3.6100e+27,3.2000e+27,1.8980e+28,6.5100e+27,1.5776e+08,1.0777e+06,1.5708e+09,1.4758e-05,7.4384e+07,4.8368e+05,6.6595e+05,6.6572e+05,13.0,85.0,1.1,0.9,7.5864e+29,7.3419e+29,2.2830e+28,1.6200e+27,2.7632e+28,0.0000e+00,96.8,3.0,0.2
4,7.5738e+29,9.7210e+28,6.4560e+29,7.7900e+27,6.7800e+27,6.2470e+28,3.4740e+28,3.5756e+29,2.8804e+29,4.4700e+27,3.3200e+27,3.2200e+27,3.5600e+27,1.9040e+28,5.7400e+27,1.5756e+08,1.0793e+06,1.4970e+09,1.2762e-05,7.3433e+07,4.6317e+05,6.6572e+05,6.6543e+05,12.8,85.2,1.0,0.9,7.5552e+29,7.3074e+29,2.3330e+28,1.4500e+27,2.7400e+28,0.0000e+00,96.7,3.1,0.2
5,7.6779e+29,9.9870e+28,6.5268e+29,8.4600e+27,6.7800e+27,6.4910e+28,3.4960e+28,3.5688e+29,2.9580e+29,4.6300e+27,3.8300e+27,3.5100e+27,3.2700e+27,1.9310e+28,6.3800e+27,1.5720e+08,1.1975e+06,1.3941e+09,1.1027e-05,7.2283e+07,4.5107e+05,6.6542e+05,6.6507e+05,13.0,85.0,1.1,0.9,7.6844e+29,7.4401e+29,2.2890e+28,1.5400e+27,2.7363e+28,0.0000e+00,96.8,3.0,0.2
6,7.7513e+29,9.8100e+28,6.6192e+29,8.3000e+27,6.8100e+27,6.2980e+28,3.5120e+28,3.6175e+29,3.0017e+29,4.7600e+27,3.5400e+27,3.3800e+27,3.4300e+27,1.9720e+28,6.1200e+27,1.5688e+08,1.2342e+06,1.4996e+09,9.5162e-06,7.1958e+07,4.5561e+05,6.6506e+05,6.6464e+05,12.7,85.4,1.1,0.9,7.7574e+29,7.4972e+29,2.4390e+28,1.6300e+27,2.7520e+28,0.0000e+00,96.6,3.1,0.2
7,7.5026e+29,9.7300e+28,6.3790e+29,8.3100e+27,6.7500e+27,6.2320e+28,3.4980e+28,3.4107e+29,2.9683e+29,4.6000e+27,3.7100e+27,3.2800e+27,3.4700e+27,1.8740e+28,5.6500e+27,1.5646e+08,1.2460e+06,1.4375e+09,8.2234e-06,7.1547e+07,4.7607e+05,6.6464e+05,6.6415e+05,13.0,85.0,1.1,0.9,7.5090e+29,7.2677e+29,2.2670e+28,1.4600e+27,2.7267e+28,0.0000e+00,96.8,3.0,0.2
8,7.5271e+29,9.8940e+28,6.3923e+29,7.7300e+27,6.8100e+27,6.4350e+28,3.4590e+28,3.4470e+29,2.9453e+29,4.2800e+27,3.4500e+27,3.2400e+27,3.5700e+27,1.9250e+28,5.5200e+27,1.5620e+08,1.1939e+06,1.5246e+09,7.1052e-06,7.0121e+07,5.2082e+05,6.6415e+05,6.6359e+05,13.1,84.9,1.0,0.9,7.5260e+29,7.2798e+29,2.3160e+28,1.4600e+27,2.7408e+28,0.0000e+00,96.7,3.1,0.2
9,7.5512e+29,9.7980e+28,6.4187e+29,8.4700e+27,6.8000e+27,6.2970e+28,3.5010e+28,3.5170e+29,2.9017e+29,4.6600e+27,3.8100e+27,3.4400e+27,3.3600e+27,1.8930e+28,5.7900e+27,1.5576e+08,1.2753e+06,2.0950e+09,6.1486e-06,6.9457e+07,5.4113e+05,6.6359e+05,6.6297e+05,13.0,85.0,1.1,0.9,7.5463e+29,7.3022e+29,2.2770e+28,1.6400e+27,2.7341e+28,0.0000e+00,96.8,3.0,0.2
