filename,cts2MR
MERCURY1_tr.totfib_sft-05,5.25494956e+24
MERCURY1_tr.totfib_sft005,5.25584032e+24
MERCURY1_tr.totfib_sft015,5.27090995e+24
MERCURY2_tr.totfib_sft-05,5.14017440e+24
MERCURY2_tr.totfib_sft005,5.14101303e+24
MERCURY2_tr.totfib_sft015,5.15573006e+24
MERCURY3_tr.totfib_sft-05,5.12959964e+24
MERCURY3_tr.totfib_sft005,5.13045157e+24
MERCURY3_tr.totfib_sft015,5.13249996e+24
MERCURY4_tr.totfib_sft-05,5.06883984e+24
MERCURY4_tr.totfib_sft005,5.06965234e+24
MERCURY4_tr.totfib_sft015,5.07163350e+24
MERCURY5_tr.totfib_sft-05,4.89743611e+24
MERCURY5_tr.totfib_sft005,4.89817175e+24
MERCURY5_tr.totfib_sft015,4.90000159e+24
MERCURY6_tr.totfib_sft-05,4.78860196e+24
MERCURY6_tr.totfib_sft005,4.78935082e+24
MERCURY6_tr.totfib_sft015,4.79117330e+24
MERCURY7_tr.totfib_sft-05,4.75323216e+24
MERCURY7_tr.totfib_sft005,4.75394635e+24
MERCURY7_tr.totfib_sft015,4.75572755e+24
MERCURY8_tr.totfib_sft-05,4.63372121e+24
MERCURY8_tr.totfib_sft005,4.63439539e+24
MERCURY8_tr.totfib_sft015,4.63610309e+24
MERCURY9_tr.totfib_sft-05,4.59354057e+24
MERCURY9_tr.totfib_sft005,4.59421076e+24
MERCURY9_tr.totfib_sft015,4.59587772e+24
MERCURY10_tr.totfib_sft-05,4.54851650e+24
MERCURY10_tr.totfib_sft005,4.54919157e+24
MERCURY10_tr.totfib_sft015,4.55085500e+24
MERCURY11_tr.totfib_sft-05,4.49318917e+24
MERCURY11_tr.totfib_sft005,4.49385047e+24
MERCURY11_tr.totfib_sft015,4.49548338e+24
MERCURY12_tr.totfib_sft-05,4.48392668e+24
MERCURY12_tr.totfib_sft005,4.48455655e+24
MERCURY12_tr.totfib_sft015,4.48615898e+24
MERCURY13_tr.totfib_sft-05,4.36172967e+24
MERCURY13_tr.totfib_sft005,4.37320724e+24
MERCURY13_tr.totfib_sft015,4.37474870e+24
MERCURY14_tr.totfib_sft-05,4.35360163e+24
MERCURY14_tr.totfib_sft005,4.35423271e+24
MERCURY14_tr.totfib_sft015,4.36662591e+24
MERCURY15_tr.totfib_sft-05,4.33779972e+24
MERCURY15_tr.totfib_sft005,4.33837112e+24
MERCURY15_tr.totfib_sft015,4.33986341e+24
MERCURY16_tr.totfib_sft-05,4.37860122e+24
MERCURY16_tr.totfib_sft005,4.37919450e+24
MERCURY16_tr.totfib_sft015,4.38071483e+24
