TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
64,4.8239e+29,1.5146e+29,3.2189e+29,2.1810e+27,6.8555e+27,9.7975e+28,5.3488e+28,1.7497e+29,1.4692e+29,1.1000e+27,1.0810e+27,3.4260e+27,3.4295e+27,31.4,66.7,0.5,1.4,4.8248e+29,4.6867e+29,8.3845e+27,5.4205e+27,2.8706e+28,0.0000e+00,97.1,1.7,1.1
65,4.8087e+29,1.5258e+29,3.1917e+29,2.2610e+27,6.8545e+27,9.8085e+28,5.4495e+28,1.6159e+29,1.5758e+29,1.2165e+27,1.0445e+27,3.4165e+27,3.4380e+27,31.7,66.4,0.5,1.4,4.8105e+29,4.6728e+29,8.4215e+27,5.3570e+27,2.8542e+28,0.0000e+00,97.1,1.8,1.1
66,4.8169e+29,1.5556e+29,3.1700e+29,2.2690e+27,6.8630e+27,1.0095e+29,5.4605e+28,1.6175e+29,1.5525e+29,1.2360e+27,1.0330e+27,3.3885e+27,3.4745e+27,32.3,65.8,0.5,1.4,4.8162e+29,4.6801e+29,8.1995e+27,5.4110e+27,2.8374e+28,0.0000e+00,97.2,1.7,1.1
67,4.8223e+29,1.5759e+29,3.1546e+29,2.3225e+27,6.8565e+27,1.0353e+29,5.4068e+28,1.6172e+29,1.5374e+29,1.2355e+27,1.0870e+27,3.4675e+27,3.3890e+27,32.7,65.4,0.5,1.4,4.8235e+29,4.6872e+29,7.9960e+27,5.6320e+27,2.8202e+28,0.0000e+00,97.2,1.7,1.2
68,4.8178e+29,1.6040e+29,3.1228e+29,2.2400e+27,6.8570e+27,1.0643e+29,5.3979e+28,1.6012e+29,1.5216e+29,1.1880e+27,1.0520e+27,3.4915e+27,3.3655e+27,33.3,64.8,0.5,1.4,4.8182e+29,4.6802e+29,8.1630e+27,5.6355e+27,2.8027e+28,0.0000e+00,97.1,1.7,1.2
69,4.8539e+29,1.6443e+29,3.1182e+29,2.2465e+27,6.8975e+27,1.1033e+29,5.4097e+28,1.6167e+29,1.5015e+29,1.1940e+27,1.0525e+27,3.4270e+27,3.4705e+27,33.9,64.2,0.5,1.4,4.8556e+29,4.7166e+29,8.0870e+27,5.8220e+27,2.8009e+28,0.0000e+00,97.1,1.7,1.2
70,4.8373e+29,1.6633e+29,3.0833e+29,2.2105e+27,6.8570e+27,1.1282e+29,5.3512e+28,1.6134e+29,1.4699e+29,1.1405e+27,1.0700e+27,3.4365e+27,3.4205e+27,34.4,63.7,0.5,1.4,4.8371e+29,4.6998e+29,7.9040e+27,5.8290e+27,2.7664e+28,0.0000e+00,97.2,1.6,1.2
71,4.8565e+29,1.6903e+29,3.0753e+29,2.2375e+27,6.8575e+27,1.1581e+29,5.3221e+28,1.6089e+29,1.4664e+29,1.1915e+27,1.0460e+27,3.4370e+27,3.4205e+27,34.8,63.3,0.5,1.4,4.8576e+29,4.7196e+29,7.8740e+27,5.9215e+27,2.7479e+28,0.0000e+00,97.2,1.6,1.2
72,4.9025e+29,1.7320e+29,3.0789e+29,2.2830e+27,6.8900e+27,1.1989e+29,5.3308e+28,1.6207e+29,1.4581e+29,1.1905e+27,1.0925e+27,3.4540e+27,3.4360e+27,35.3,62.8,0.5,1.4,4.9025e+29,4.7646e+29,7.8650e+27,5.9205e+27,2.7445e+28,0.0000e+00,97.2,1.6,1.2
73,4.8781e+29,1.7523e+29,3.0348e+29,2.2465e+27,6.8505e+27,1.2241e+29,5.2828e+28,1.6148e+29,1.4200e+29,1.1830e+27,1.0635e+27,3.4750e+27,3.3755e+27,35.9,62.2,0.5,1.4,4.8784e+29,4.7403e+29,7.8685e+27,5.9470e+27,2.7098e+28,0.0000e+00,97.2,1.6,1.2
74,4.9358e+29,1.7945e+29,3.0504e+29,2.2060e+27,6.8850e+27,1.2661e+29,5.2837e+28,1.6352e+29,1.4152e+29,1.1580e+27,1.0480e+27,3.4335e+27,3.4515e+27,36.4,61.8,0.4,1.4,4.9353e+29,4.7956e+29,7.8525e+27,6.1155e+27,2.7055e+28,0.0000e+00,97.2,1.6,1.2
75,4.9633e+29,1.8251e+29,3.0475e+29,2.1955e+27,6.8790e+27,1.2989e+29,5.2619e+28,1.6407e+29,1.4068e+29,1.1340e+27,1.0615e+27,3.4515e+27,3.4275e+27,36.8,61.4,0.4,1.4,4.9649e+29,4.8259e+29,7.9105e+27,5.9900e+27,2.6856e+28,0.0000e+00,97.2,1.6,1.2
76,4.9629e+29,1.8528e+29,3.0192e+29,2.2100e+27,6.8730e+27,1.3318e+29,5.2105e+28,1.6365e+29,1.3827e+29,1.1275e+27,1.0825e+27,3.4530e+27,3.4200e+27,37.3,60.8,0.4,1.4,4.9627e+29,4.8232e+29,7.7320e+27,6.2120e+27,2.6654e+28,0.0000e+00,97.2,1.6,1.3
77,5.0225e+29,1.8967e+29,3.0343e+29,2.2440e+27,6.9060e+27,1.3734e+29,5.2331e+28,1.6573e+29,1.3770e+29,1.1610e+27,1.0830e+27,3.4845e+27,3.4215e+27,37.8,60.4,0.4,1.4,5.0232e+29,4.8839e+29,7.7480e+27,6.1845e+27,2.6596e+28,0.0000e+00,97.2,1.5,1.2
