TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,1.9100e+27,1.1000e+26,1.8900e+27,9.0000e+25,4.5524e+32,3.5089e+32,136
0,1,0.0500,0.1000,2.7100e+27,1.1200e+27,2.0500e+27,4.6000e+26,2.0467e+32,1.7377e+32,136
0,2,0.1000,0.2000,8.4100e+27,1.1440e+28,6.5000e+27,7.5300e+27,4.0170e+32,3.1794e+32,136
0,3,0.2000,0.3500,1.2040e+28,4.4040e+28,9.8200e+27,3.5680e+28,3.0959e+32,2.4007e+32,136
0,4,0.3500,0.5500,7.9200e+27,1.0364e+29,6.5300e+27,8.5150e+28,1.2099e+32,9.4136e+31,136
0,5,0.5500,1.0100,3.1800e+27,2.9235e+29,3.2400e+27,2.7939e+29,2.7750e+31,2.5582e+31,136
1,0,0.0000,0.0500,2.2400e+27,2.0000e+26,1.6300e+27,1.0000e+26,4.5557e+32,3.5110e+32,136
1,1,0.0500,0.1000,2.7100e+27,1.0300e+27,1.8200e+27,6.4000e+26,2.0471e+32,1.7378e+32,136
1,2,0.1000,0.2000,8.8200e+27,1.0140e+28,7.0000e+27,8.4200e+27,4.0167e+32,3.1802e+32,136
1,3,0.2000,0.3500,1.2030e+28,4.3790e+28,9.5800e+27,3.4370e+28,3.0907e+32,2.3977e+32,136
1,4,0.3500,0.5500,7.9500e+27,1.0072e+29,6.2800e+27,8.5810e+28,1.2065e+32,9.3931e+31,136
1,5,0.5500,1.0100,3.4200e+27,2.9055e+29,2.9400e+27,2.7358e+29,2.7824e+31,2.5606e+31,136
2,0,0.0000,0.0500,2.1800e+27,2.2000e+26,1.5400e+27,1.2000e+26,4.5587e+32,3.5130e+32,136
2,1,0.0500,0.1000,2.6400e+27,1.0200e+27,2.3800e+27,6.9000e+26,2.0472e+32,1.7385e+32,136
2,2,0.1000,0.2000,8.5000e+27,1.1080e+28,7.0500e+27,7.6800e+27,4.0161e+32,3.1806e+32,136
2,3,0.2000,0.3500,1.2720e+28,4.4850e+28,9.4800e+27,3.5600e+28,3.0859e+32,2.3946e+32,136
2,4,0.3500,0.5500,8.0200e+27,9.9670e+28,6.4500e+27,8.3220e+28,1.2038e+32,9.3688e+31,136
2,5,0.5500,1.0100,2.8800e+27,2.8783e+29,2.7800e+27,2.7176e+29,2.7876e+31,2.5592e+31,136
3,0,0.0000,0.0500,2.1500e+27,1.4000e+26,1.7200e+27,8.0000e+25,4.5955e+32,3.5408e+32,137
3,1,0.0500,0.1000,2.7300e+27,1.0500e+27,2.0700e+27,6.1000e+26,2.0628e+32,1.7517e+32,137
3,2,0.1000,0.2000,8.8200e+27,1.0920e+28,7.4200e+27,7.8200e+27,4.0450e+32,3.2047e+32,137
3,3,0.2000,0.3500,1.2760e+28,4.5010e+28,9.5800e+27,3.5450e+28,3.1058e+32,2.4101e+32,137
3,4,0.3500,0.5500,8.0700e+27,9.9860e+28,6.4000e+27,8.4400e+28,1.2101e+32,9.4160e+31,137
3,5,0.5500,1.0100,3.1500e+27,2.7954e+29,2.6200e+27,2.7424e+29,2.8076e+31,2.5819e+31,137
4,0,0.0000,0.0500,1.8700e+27,1.2000e+26,1.7700e+27,1.3000e+26,4.5651e+32,3.5173e+32,136
4,1,0.0500,0.1000,2.3100e+27,1.0500e+27,2.2200e+27,6.6000e+26,2.0487e+32,1.7392e+32,136
4,2,0.1000,0.2000,8.9500e+27,1.1050e+28,7.1300e+27,7.9400e+27,4.0157e+32,3.1819e+32,136
4,3,0.2000,0.3500,1.2640e+28,4.2720e+28,9.5400e+27,3.6160e+28,3.1089e+32,2.3900e+32,136
4,4,0.3500,0.5500,7.9400e+27,9.1770e+28,6.2500e+27,8.2390e+28,1.1698e+32,9.3267e+31,136
4,5,0.5500,1.0100,3.1200e+27,2.7960e+29,2.9100e+27,2.6800e+29,2.7848e+31,2.5662e+31,136
5,0,0.0000,0.0500,2.1800e+27,1.3000e+26,1.9200e+27,1.1000e+26,4.5681e+32,3.5195e+32,136
5,1,0.0500,0.1000,2.5000e+27,1.1300e+27,1.9800e+27,7.9000e+26,2.1723e+32,1.7398e+32,136
5,2,0.1000,0.2000,8.6300e+27,1.0260e+28,7.1500e+27,7.4000e+27,3.9162e+32,3.1818e+32,136
5,3,0.2000,0.3500,1.2370e+28,4.2760e+28,9.7300e+27,3.5920e+28,3.1034e+32,2.3876e+32,136
5,4,0.3500,0.5500,7.7900e+27,9.2100e+28,6.4400e+27,8.7170e+28,1.1437e+32,9.3200e+31,136
5,5,0.5500,1.0100,2.9500e+27,2.8570e+29,2.8300e+27,2.8542e+29,2.7867e+31,2.5798e+31,136
6,0,0.0000,0.0500,1.9500e+27,1.3000e+26,1.8200e+27,1.6000e+26,4.6046e+32,3.5471e+32,137
6,1,0.0500,0.1000,2.7800e+27,8.3000e+26,1.8800e+27,6.0000e+26,2.2024e+32,1.6795e+32,137
6,2,0.1000,0.2000,8.8200e+27,1.1000e+28,7.4800e+27,7.9800e+27,4.0140e+32,3.2785e+32,137
6,3,0.2000,0.3500,1.3330e+28,4.2680e+28,9.5300e+27,3.5780e+28,3.0401e+32,2.4027e+32,137
6,4,0.3500,0.5500,7.6300e+27,9.4440e+28,6.4400e+27,8.4650e+28,1.1493e+32,9.3726e+31,137
6,5,0.5500,1.0100,2.8700e+27,2.8457e+29,2.9600e+27,2.8769e+29,2.8148e+31,2.6045e+31,137
7,0,0.0000,0.0500,2.1200e+27,9.0000e+25,1.7600e+27,1.9000e+26,4.5744e+32,3.5230e+32,136
7,1,0.0500,0.1000,2.6600e+27,9.2000e+26,1.9700e+27,5.6000e+26,2.1871e+32,1.6404e+32,136
7,2,0.1000,0.2000,9.0600e+27,1.0890e+28,7.2500e+27,7.6600e+27,3.9848e+32,3.2820e+32,136
7,3,0.2000,0.3500,1.3200e+28,4.0690e+28,9.9300e+27,3.6360e+28,3.0138e+32,2.3828e+32,136
7,4,0.3500,0.5500,7.9000e+27,9.2290e+28,6.5700e+27,8.5510e+28,1.1390e+32,9.2857e+31,136
7,5,0.5500,1.0100,3.1100e+27,2.8151e+29,2.7700e+27,2.8228e+29,2.8009e+31,2.5967e+31,136
8,0,0.0000,0.0500,1.9000e+27,9.0000e+25,1.6900e+27,1.7000e+26,4.6110e+32,3.5296e+32,137
8,1,0.0500,0.1000,3.1000e+27,1.0800e+27,2.1400e+27,7.5000e+26,2.2040e+32,1.6740e+32,137
8,2,0.1000,0.2000,9.4600e+27,9.2700e+27,7.5900e+27,7.5500e+27,4.0137e+32,3.3062e+32,137
8,3,0.2000,0.3500,1.2110e+28,4.0870e+28,9.5800e+27,3.4400e+28,3.0314e+32,2.3982e+32,137
8,4,0.3500,0.5500,7.1200e+27,8.8910e+28,6.4200e+27,8.0810e+28,1.1455e+32,9.3330e+31,137
8,5,0.5500,1.0100,3.0000e+27,2.7600e+29,2.5200e+27,2.7927e+29,2.8167e+31,2.6175e+31,137
9,0,0.0000,0.0500,2.2200e+27,1.3000e+26,1.8700e+27,1.8000e+26,4.6143e+32,3.4336e+32,137
9,1,0.0500,0.1000,2.9100e+27,1.1400e+27,1.8300e+27,5.5000e+26,2.2045e+32,1.7723e+32,137
9,2,0.1000,0.2000,8.4900e+27,9.8200e+27,7.2100e+27,7.4100e+27,4.0503e+32,3.3066e+32,137
9,3,0.2000,0.3500,1.1960e+28,3.9920e+28,9.7300e+27,3.6210e+28,2.9909e+32,2.3963e+32,137
9,4,0.3500,0.5500,7.6800e+27,8.8150e+28,6.3200e+27,8.2400e+28,1.1415e+32,9.3171e+31,137
9,5,0.5500,1.0100,3.0800e+27,2.6259e+29,2.6600e+27,2.6839e+29,2.8054e+31,2.6103e+31,137
10,0,0.0000,0.0500,1.6000e+27,1.3000e+26,1.6100e+27,1.5000e+26,4.6171e+32,3.3957e+32,137
10,1,0.0500,0.1000,2.8900e+27,8.4000e+26,2.2100e+27,6.2000e+26,2.2052e+32,1.8128e+32,137
10,2,0.1000,0.2000,9.8400e+27,1.0170e+28,7.7400e+27,7.8700e+27,4.1191e+32,3.3069e+32,137
10,3,0.2000,0.3500,1.2150e+28,3.9680e+28,1.0330e+28,3.4580e+28,2.9185e+32,2.3951e+32,137
10,4,0.3500,0.5500,7.4400e+27,8.7870e+28,6.5100e+27,8.2020e+28,1.1382e+32,9.3003e+31,137
10,5,0.5500,1.0100,3.2400e+27,2.7831e+29,2.9200e+27,2.6875e+29,2.8112e+31,2.6062e+31,137
11,0,0.0000,0.0500,1.7800e+27,7.0000e+25,1.5600e+27,1.5000e+26,4.6199e+32,3.3280e+32,137
11,1,0.0500,0.1000,2.3200e+27,1.0800e+27,1.9100e+27,6.4000e+26,2.2056e+32,1.8832e+32,137
11,2,0.1000,0.2000,9.0600e+27,1.0000e+28,7.3400e+27,7.6400e+27,4.1196e+32,3.3071e+32,137
11,3,0.2000,0.3500,1.1770e+28,3.9540e+28,9.8300e+27,3.4280e+28,2.9149e+32,2.3925e+32,137
11,4,0.3500,0.5500,8.3200e+27,8.5370e+28,6.4300e+27,8.0980e+28,1.1354e+32,9.2826e+31,137
11,5,0.5500,1.0100,2.8900e+27,2.6530e+29,3.1400e+27,2.7665e+29,2.8165e+31,2.6047e+31,137
12,0,0.0000,0.0500,2.1300e+27,4.0000e+25,1.5100e+27,1.0000e+26,4.6226e+32,3.3185e+32,137
12,1,0.0500,0.1000,2.8200e+27,8.8000e+26,2.1900e+27,6.0000e+26,2.2060e+32,1.8955e+32,137
12,2,0.1000,0.2000,9.7900e+27,9.7300e+27,7.3800e+27,8.4000e+27,4.1193e+32,3.3077e+32,137
12,3,0.2000,0.3500,1.1840e+28,3.8460e+28,1.0210e+28,3.5180e+28,2.9117e+32,2.3904e+32,137
12,4,0.3500,0.5500,7.6600e+27,8.5420e+28,6.3900e+27,8.0180e+28,1.1322e+32,9.2679e+31,137
12,5,0.5500,1.0100,3.1600e+27,2.7883e+29,2.8400e+27,2.7571e+29,2.8250e+31,2.6207e+31,137
13,0,0.0000,0.0500,2.1600e+27,8.0000e+25,1.4700e+27,6.0000e+25,4.6257e+32,3.3165e+32,137
13,1,0.0500,0.1000,2.4200e+27,6.7000e+26,2.2600e+27,6.8000e+26,2.2063e+32,1.9001e+32,137
13,2,0.1000,0.2000,9.1600e+27,9.7800e+27,7.1000e+27,7.1700e+27,4.1189e+32,3.3076e+32,137
13,3,0.2000,0.3500,1.1190e+28,3.7260e+28,9.3600e+27,3.4090e+28,2.9088e+32,2.3882e+32,137
13,4,0.3500,0.5500,7.4000e+27,8.6350e+28,6.3900e+27,8.2920e+28,1.1306e+32,9.2506e+31,137
13,5,0.5500,1.0100,2.9900e+27,2.6651e+29,2.7500e+27,2.7011e+29,2.8328e+31,2.6253e+31,137
14,0,0.0000,0.0500,1.9400e+27,1.0000e+26,1.4100e+27,9.0000e+25,4.6623e+32,3.2601e+32,138
14,1,0.0500,0.1000,2.8300e+27,7.6000e+26,2.1200e+27,6.1000e+26,2.2231e+32,1.9972e+32,138
14,2,0.1000,0.2000,9.0800e+27,9.4100e+27,7.7600e+27,7.5000e+27,4.1478e+32,3.3320e+32,138
14,3,0.2000,0.3500,1.1410e+28,3.7290e+28,9.9900e+27,3.2320e+28,2.9268e+32,2.4025e+32,138
14,4,0.3500,0.5500,7.6400e+27,8.6310e+28,6.2700e+27,7.9920e+28,1.1370e+32,9.3057e+31,138
14,5,0.5500,1.0100,2.8100e+27,2.6438e+29,3.2100e+27,2.6755e+29,2.8543e+31,2.6430e+31,138
15,0,0.0000,0.0500,1.9800e+27,1.2000e+26,1.3100e+27,1.6000e+26,4.6650e+32,3.2617e+32,138
15,1,0.0500,0.1000,2.4700e+27,7.3000e+26,2.4500e+27,7.0000e+26,2.2240e+32,1.9981e+32,138
15,2,0.1000,0.2000,9.1900e+27,9.4200e+27,7.0800e+27,7.3900e+27,4.1469e+32,3.2707e+32,138
15,3,0.2000,0.3500,1.1960e+28,3.5860e+28,9.8900e+27,3.4940e+28,2.9231e+32,2.4613e+32,138
15,4,0.3500,0.5500,7.5300e+27,8.5670e+28,6.1500e+27,7.9300e+28,1.1353e+32,9.2971e+31,138
15,5,0.5500,1.0100,3.0300e+27,2.7109e+29,2.9700e+27,2.7528e+29,2.8581e+31,2.6550e+31,138
16,0,0.0000,0.0500,1.9000e+27,6.0000e+25,1.6700e+27,1.7000e+26,4.6676e+32,3.2635e+32,138
16,1,0.0500,0.1000,2.9800e+27,6.3000e+26,2.0500e+27,6.3000e+26,2.2245e+32,1.9991e+32,138
16,2,0.1000,0.2000,9.0500e+27,8.9100e+27,7.0600e+27,7.4100e+27,4.1460e+32,3.2622e+32,138
16,3,0.2000,0.3500,1.2280e+28,3.5610e+28,1.0230e+28,3.3500e+28,2.9208e+32,2.4682e+32,138
16,4,0.3500,0.5500,7.5500e+27,8.0410e+28,6.3000e+27,7.9800e+28,1.1318e+32,9.2852e+31,138
16,5,0.5500,1.0100,2.9400e+27,2.5656e+29,3.0700e+27,2.7183e+29,2.8609e+31,2.6649e+31,138
17,0,0.0000,0.0500,1.7400e+27,8.0000e+25,1.5700e+27,1.0000e+26,4.6705e+32,3.2652e+32,138
17,1,0.0500,0.1000,2.8600e+27,9.2000e+26,2.4800e+27,5.7000e+26,2.2255e+32,2.0000e+32,138
17,2,0.1000,0.2000,9.4400e+27,8.9900e+27,7.4000e+27,7.4700e+27,4.1453e+32,3.2628e+32,138
17,3,0.2000,0.3500,1.1620e+28,3.5430e+28,9.8700e+27,3.4070e+28,2.9172e+32,2.4658e+32,138
17,4,0.3500,0.5500,7.1400e+27,8.2990e+28,6.3500e+27,7.7650e+28,1.1294e+32,9.2747e+31,138
17,5,0.5500,1.0100,2.8900e+27,2.6230e+29,2.6900e+27,2.6635e+29,2.8624e+31,2.6700e+31,138
18,0,0.0000,0.0500,1.7700e+27,1.1000e+26,1.4300e+27,5.0000e+25,4.7075e+32,3.2903e+32,139
18,1,0.0500,0.1000,3.0000e+27,7.0000e+26,2.0800e+27,7.0000e+26,2.2424e+32,2.0154e+32,139
18,2,0.1000,0.2000,9.2300e+27,8.2300e+27,7.3300e+27,7.1500e+27,4.1755e+32,3.2865e+32,139
18,3,0.2000,0.3500,1.1880e+28,3.4620e+28,9.9200e+27,3.2980e+28,2.9348e+32,2.4822e+32,139
18,4,0.3500,0.5500,7.6400e+27,8.0050e+28,6.4000e+27,7.8420e+28,1.1357e+32,9.3325e+31,139
18,5,0.5500,1.0100,3.0300e+27,2.5656e+29,3.0000e+27,2.6284e+29,2.8863e+31,2.6979e+31,139
