TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,9.3935e+29,6.6200e+28,8.6100e+29,5.3600e+27,6.7900e+27,3.6170e+28,3.0030e+28,4.5270e+29,4.0830e+29,2.8500e+27,2.5100e+27,3.5500e+27,3.2400e+27,9.3100e+27,6.2500e+27,7.5114e+07,6.2143e+05,1.6802e+09,1.5083e-05,5.0082e+07,2.2025e+05,6.6625e+05,6.6622e+05,7.0,91.7,0.6,0.7,9.3969e+29,9.1646e+29,2.2250e+28,9.8000e+26,2.4894e+28,0.0000e+00,97.5,2.4,0.1
1,9.2825e+29,6.6420e+28,8.4935e+29,5.7000e+27,6.7800e+27,3.7170e+28,2.9250e+28,4.4643e+29,4.0292e+29,3.0600e+27,2.6400e+27,3.2300e+27,3.5500e+27,1.0310e+28,5.6000e+27,7.4952e+07,6.6614e+05,1.6821e+09,1.3109e-05,4.9940e+07,2.1479e+05,6.6622e+05,6.6612e+05,7.2,91.5,0.6,0.7,9.2939e+29,9.0671e+29,2.1720e+28,9.6000e+26,2.4887e+28,0.0000e+00,97.6,2.3,0.1
2,9.2270e+29,6.6620e+28,8.4374e+29,5.5500e+27,6.7900e+27,3.6940e+28,2.9680e+28,4.4467e+29,3.9907e+29,2.8800e+27,2.6700e+27,3.3500e+27,3.4400e+27,9.8500e+27,6.3600e+27,7.4802e+07,6.8661e+05,1.7560e+09,1.1369e-05,4.9766e+07,2.0311e+05,6.6611e+05,6.6595e+05,7.2,91.4,0.6,0.7,9.2270e+29,8.9977e+29,2.1960e+28,9.7000e+26,2.4871e+28,0.0000e+00,97.5,2.4,0.1
3,9.1962e+29,6.7490e+28,8.3912e+29,6.2000e+27,6.8100e+27,3.7680e+28,2.9810e+28,4.3652e+29,4.0260e+29,3.2800e+27,2.9200e+27,3.6100e+27,3.2000e+27,1.0070e+28,6.0000e+27,7.4649e+07,6.4370e+05,1.6263e+09,9.8336e-06,4.9475e+07,2.0077e+05,6.6595e+05,6.6572e+05,7.3,91.2,0.7,0.7,9.1858e+29,8.9584e+29,2.1680e+28,1.0600e+27,2.5031e+28,0.0000e+00,97.5,2.4,0.1
4,9.0065e+29,6.6650e+28,8.2159e+29,5.6300e+27,6.7800e+27,3.6830e+28,2.9820e+28,4.2631e+29,3.9528e+29,2.8300e+27,2.8000e+27,3.2200e+27,3.5600e+27,9.4200e+27,5.7900e+27,7.4420e+07,5.8807e+05,1.9101e+09,8.5782e-06,4.9539e+07,2.0771e+05,6.6572e+05,6.6543e+05,7.4,91.2,0.6,0.8,9.0115e+29,8.7852e+29,2.1750e+28,8.8000e+26,2.4818e+28,0.0000e+00,97.5,2.4,0.1
5,9.2756e+29,6.6470e+28,8.4889e+29,5.4200e+27,6.7800e+27,3.6420e+28,3.0050e+28,4.3208e+29,4.1681e+29,2.8300e+27,2.5900e+27,3.5100e+27,3.2700e+27,9.4500e+27,5.5900e+27,7.4236e+07,5.8687e+05,1.8002e+09,7.4773e-06,4.9472e+07,2.0024e+05,6.6542e+05,6.6507e+05,7.2,91.5,0.6,0.7,9.2721e+29,9.0495e+29,2.1220e+28,1.0400e+27,2.4779e+28,0.0000e+00,97.6,2.3,0.1
6,9.3013e+29,6.7490e+28,8.5051e+29,5.3200e+27,6.8100e+27,3.7380e+28,3.0110e+28,4.3365e+29,4.1686e+29,2.6100e+27,2.7100e+27,3.3800e+27,3.4300e+27,9.5200e+27,5.1200e+27,7.4040e+07,6.0339e+05,1.6432e+09,6.4530e-06,4.9188e+07,2.0393e+05,6.6506e+05,6.6464e+05,7.3,91.4,0.6,0.7,9.3032e+29,9.0727e+29,2.2230e+28,8.2000e+26,2.4915e+28,0.0000e+00,97.5,2.4,0.1
7,9.1963e+29,6.8300e+28,8.3895e+29,5.6300e+27,6.7500e+27,3.8050e+28,3.0250e+28,4.2639e+29,4.1256e+29,2.9600e+27,2.6700e+27,3.2800e+27,3.4700e+27,9.7000e+27,5.2400e+27,7.3921e+07,6.1501e+05,1.6785e+09,5.5769e-06,4.9071e+07,2.0203e+05,6.6464e+05,6.6415e+05,7.4,91.2,0.6,0.7,9.2024e+29,8.9770e+29,2.1450e+28,1.0900e+27,2.4680e+28,0.0000e+00,97.6,2.3,0.1
8,8.9796e+29,6.6630e+28,8.1917e+29,5.3500e+27,6.8100e+27,3.6690e+28,2.9940e+28,4.1622e+29,4.0295e+29,2.7200e+27,2.6300e+27,3.2400e+27,3.5700e+27,1.0140e+28,4.5900e+27,7.3826e+07,6.0566e+05,1.8883e+09,4.8189e-06,4.9103e+07,1.9493e+05,6.6415e+05,6.6359e+05,7.4,91.2,0.6,0.8,8.9882e+29,8.7651e+29,2.1090e+28,1.2200e+27,2.4800e+28,0.0000e+00,97.5,2.3,0.1
9,8.7528e+29,6.5960e+28,7.9689e+29,5.6300e+27,6.8000e+27,3.6340e+28,2.9620e+28,4.0175e+29,3.9514e+29,2.7100e+27,2.9200e+27,3.4400e+27,3.3600e+27,9.8700e+27,4.9300e+27,7.3626e+07,5.7156e+05,1.6327e+09,4.1703e-06,4.8960e+07,2.0551e+05,6.6359e+05,6.6297e+05,7.5,91.0,0.6,0.8,8.7553e+29,8.5322e+29,2.1210e+28,1.1000e+27,2.4731e+28,0.0000e+00,97.5,2.4,0.1
