TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.5306e+29,1.3785e+29,4.9389e+29,1.4530e+28,6.7900e+27,8.4040e+28,5.3810e+28,2.6591e+29,2.2798e+29,7.9500e+27,6.5800e+27,3.5500e+27,3.2400e+27,1.5310e+28,1.6000e+27,1.0664e+08,5.3467e+06,1.0857e+09,2.0564e-06,6.1344e+07,2.6360e+06,6.6625e+05,6.6621e+05,21.1,75.6,2.2,1.0,6.5430e+29,6.3266e+29,1.9150e+28,2.4900e+27,2.4895e+28,0.0000e+00,96.7,2.9,0.4
1,6.6218e+29,1.3855e+29,5.0272e+29,1.4130e+28,6.7800e+27,8.3290e+28,5.5260e+28,2.6894e+29,2.3378e+29,7.8300e+27,6.3000e+27,3.2300e+27,3.5500e+27,1.4940e+28,1.5400e+27,1.0659e+08,5.4192e+06,1.1622e+09,1.7872e-06,6.0086e+07,2.6610e+06,6.6621e+05,6.6612e+05,20.9,75.9,2.1,1.0,6.6141e+29,6.3963e+29,1.9300e+28,2.4800e+27,2.4887e+28,0.0000e+00,96.7,2.9,0.4
2,6.5511e+29,1.3733e+29,4.9680e+29,1.4190e+28,6.7900e+27,8.4040e+28,5.3290e+28,2.6581e+29,2.3099e+29,7.8600e+27,6.3300e+27,3.3500e+27,3.4400e+27,1.4940e+28,1.3700e+27,1.0655e+08,5.5173e+06,1.2529e+09,1.5499e-06,5.9411e+07,2.6239e+06,6.6611e+05,6.6595e+05,21.0,75.8,2.2,1.0,6.5584e+29,6.3475e+29,1.8760e+28,2.3300e+27,2.4871e+28,0.0000e+00,96.8,2.9,0.4
3,6.5589e+29,1.3923e+29,4.9587e+29,1.3980e+28,6.8100e+27,8.3720e+28,5.5510e+28,2.6177e+29,2.3410e+29,7.9200e+27,6.0600e+27,3.6100e+27,3.2000e+27,1.5550e+28,1.4000e+27,1.0650e+08,5.5974e+06,1.1382e+09,1.3404e-06,5.8753e+07,2.6503e+06,6.6595e+05,6.6572e+05,21.2,75.6,2.1,1.0,6.5606e+29,6.3477e+29,1.9070e+28,2.2200e+27,2.5031e+28,0.0000e+00,96.8,2.9,0.3
4,6.6481e+29,1.3910e+29,5.0487e+29,1.4060e+28,6.7800e+27,8.4490e+28,5.4610e+28,2.6563e+29,2.3924e+29,7.6600e+27,6.4000e+27,3.2200e+27,3.5600e+27,1.4720e+28,1.5100e+27,1.0638e+08,5.6724e+06,1.2871e+09,1.1591e-06,5.8224e+07,2.6350e+06,6.6572e+05,6.6543e+05,20.9,75.9,2.1,1.0,6.6231e+29,6.4043e+29,1.9730e+28,2.1500e+27,2.4818e+28,0.0000e+00,96.7,3.0,0.3
5,6.6271e+29,1.3824e+29,5.0353e+29,1.4160e+28,6.7800e+27,8.3210e+28,5.5030e+28,2.6400e+29,2.3953e+29,7.4700e+27,6.6900e+27,3.5100e+27,3.2700e+27,1.5040e+28,1.2500e+27,1.0623e+08,5.7411e+06,1.0822e+09,1.0015e-06,5.7345e+07,2.7776e+06,6.6542e+05,6.6507e+05,20.9,76.0,2.1,1.0,6.6428e+29,6.4279e+29,1.8910e+28,2.5800e+27,2.4779e+28,0.0000e+00,96.8,2.8,0.4
6,6.6042e+29,1.3713e+29,5.0203e+29,1.4450e+28,6.8100e+27,8.2790e+28,5.4340e+28,2.6664e+29,2.3539e+29,7.8900e+27,6.5600e+27,3.3800e+27,3.4300e+27,1.5040e+28,1.4900e+27,1.0592e+08,5.8173e+06,1.2560e+09,9.1999e-07,5.7007e+07,2.7583e+06,6.6506e+05,6.6464e+05,20.8,76.0,2.2,1.0,6.6017e+29,6.3860e+29,1.9150e+28,2.4200e+27,2.4915e+28,0.0000e+00,96.7,2.9,0.4
7,6.5497e+29,1.3743e+29,4.9663e+29,1.4160e+28,6.7500e+27,8.3420e+28,5.4010e+28,2.6062e+29,2.3601e+29,7.6000e+27,6.5600e+27,3.2800e+27,3.4700e+27,1.5630e+28,1.2300e+27,1.0568e+08,5.8876e+06,1.1124e+09,7.9499e-07,5.6525e+07,2.7799e+06,6.6464e+05,6.6415e+05,21.0,75.8,2.2,1.0,6.5614e+29,6.3511e+29,1.8570e+28,2.4600e+27,2.4680e+28,0.0000e+00,96.8,2.8,0.4
8,6.6184e+29,1.4030e+29,5.0152e+29,1.3210e+28,6.8100e+27,8.4970e+28,5.5330e+28,2.6555e+29,2.3597e+29,7.3400e+27,5.8700e+27,3.2400e+27,3.5700e+27,1.5140e+28,1.1800e+27,1.0548e+08,5.9461e+06,1.1037e+09,6.8688e-07,5.5822e+07,2.6202e+06,6.6415e+05,6.6359e+05,21.2,75.8,2.0,1.0,6.6087e+29,6.4016e+29,1.8300e+28,2.4100e+27,2.4800e+28,0.0000e+00,96.9,2.8,0.4
9,6.5803e+29,1.3514e+29,5.0123e+29,1.4860e+28,6.8000e+27,8.1580e+28,5.3560e+28,2.5935e+29,2.4188e+29,8.2100e+27,6.6500e+27,3.4400e+27,3.3600e+27,1.4900e+28,1.2500e+27,1.0520e+08,6.0072e+06,1.1205e+09,5.9440e-07,5.5161e+07,2.5953e+06,6.6359e+05,6.6297e+05,20.5,76.2,2.3,1.0,6.5824e+29,6.3706e+29,1.8640e+28,2.5400e+27,2.4731e+28,0.0000e+00,96.8,2.8,0.4
