TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,3.7400e+27,4.0000e+25,2.3800e+27,0.0000e+00,2.9138e+32,1.8154e+32,136
0,1,0.0500,0.1000,3.2200e+27,1.9000e+26,1.8600e+27,1.1000e+26,9.9270e+31,5.9420e+31,136
0,2,0.1000,0.2000,1.3800e+28,3.0600e+27,7.3500e+27,2.0900e+27,2.3138e+32,1.2824e+32,136
0,3,0.2000,0.3500,2.3150e+28,1.6620e+28,1.2580e+28,9.9000e+27,2.0814e+32,1.1675e+32,136
0,4,0.3500,0.5500,2.2750e+28,5.0680e+28,1.4800e+28,3.8080e+28,1.2518e+32,7.8095e+31,136
0,5,0.5500,1.0100,1.7380e+28,1.9532e+29,1.4840e+28,1.7780e+29,5.7360e+31,4.8168e+31,136
1,0,0.0000,0.0500,3.4500e+27,3.0000e+25,2.1500e+27,3.0000e+25,2.9158e+32,1.8166e+32,136
1,1,0.0500,0.1000,3.2500e+27,2.7000e+26,1.6100e+27,9.0000e+25,9.9233e+31,5.9394e+31,136
1,2,0.1000,0.2000,1.3670e+28,3.2200e+27,7.8500e+27,1.7200e+27,2.3122e+32,1.2825e+32,136
1,3,0.2000,0.3500,2.2540e+28,1.6510e+28,1.3110e+28,1.0550e+28,2.0765e+32,1.1660e+32,136
1,4,0.3500,0.5500,2.2840e+28,5.1040e+28,1.5330e+28,3.7800e+28,1.2472e+32,7.8053e+31,136
1,5,0.5500,1.0100,1.7540e+28,1.9787e+29,1.5210e+28,1.8359e+29,5.7493e+31,4.8357e+31,136
2,0,0.0000,0.0500,3.6400e+27,3.0000e+25,2.5500e+27,1.0000e+25,2.9177e+32,1.8178e+32,136
2,1,0.0500,0.1000,3.4200e+27,1.4000e+26,1.8500e+27,7.0000e+25,9.9182e+31,5.9361e+31,136
2,2,0.1000,0.2000,1.3390e+28,3.3000e+27,7.1600e+27,1.9100e+27,2.3096e+32,1.2818e+32,136
2,3,0.2000,0.3500,2.3620e+28,1.5730e+28,1.2500e+28,1.0570e+28,2.0718e+32,1.1651e+32,136
2,4,0.3500,0.5500,2.2300e+28,5.0820e+28,1.4280e+28,3.7180e+28,1.2425e+32,7.7970e+31,136
2,5,0.5500,1.0100,1.7670e+28,1.9579e+29,1.4950e+28,1.8125e+29,5.7700e+31,4.8504e+31,136
3,0,0.0000,0.0500,3.6300e+27,2.0000e+25,2.4800e+27,2.0000e+25,2.9414e+32,1.8324e+32,137
3,1,0.0500,0.1000,3.5800e+27,1.7000e+26,1.7900e+27,6.0000e+25,9.9849e+31,5.9784e+31,137
3,2,0.1000,0.2000,1.3860e+28,2.9700e+27,7.6100e+27,1.6100e+27,2.3249e+32,1.2906e+32,137
3,3,0.2000,0.3500,2.2640e+28,1.6380e+28,1.3060e+28,1.0650e+28,2.0825e+32,1.1720e+32,137
3,4,0.3500,0.5500,2.2650e+28,5.0750e+28,1.4880e+28,3.7700e+28,1.2478e+32,7.8432e+31,137
3,5,0.5500,1.0100,1.7360e+28,1.9148e+29,1.5690e+28,1.8406e+29,5.8173e+31,4.9158e+31,137
4,0,0.0000,0.0500,3.4500e+27,2.0000e+25,2.3900e+27,2.0000e+25,2.9219e+32,1.8200e+32,136
4,1,0.0500,0.1000,3.1200e+27,1.6000e+26,1.8500e+27,9.0000e+25,9.9087e+31,5.9334e+31,136
4,2,0.1000,0.2000,1.3350e+28,2.9800e+27,7.2900e+27,1.5800e+27,2.3050e+32,1.2806e+32,136
4,3,0.2000,0.3500,2.3830e+28,1.5560e+28,1.2520e+28,1.0380e+28,2.0885e+32,1.1620e+32,136
4,4,0.3500,0.5500,2.3020e+28,5.0530e+28,1.4990e+28,4.0280e+28,1.2102e+32,7.7886e+31,136
4,5,0.5500,1.0100,1.7720e+28,1.9638e+29,1.5570e+28,1.8689e+29,5.7858e+31,4.9018e+31,136
5,0,0.0000,0.0500,3.1500e+27,2.0000e+25,2.6200e+27,3.0000e+25,2.9241e+32,1.8212e+32,136
5,1,0.0500,0.1000,3.7500e+27,2.1000e+26,2.0800e+27,8.0000e+25,1.0675e+32,5.9327e+31,136
5,2,0.1000,0.2000,1.3550e+28,2.7000e+27,7.5800e+27,1.9500e+27,2.2392e+32,1.2798e+32,136
5,3,0.2000,0.3500,2.3180e+28,1.6370e+28,1.3200e+28,1.0910e+28,2.0902e+32,1.1607e+32,136
5,4,0.3500,0.5500,2.1800e+28,5.0020e+28,1.4400e+28,3.8820e+28,1.1882e+32,7.7980e+31,136
5,5,0.5500,1.0100,1.7780e+28,1.9468e+29,1.5150e+28,1.8774e+29,5.8028e+31,4.9306e+31,136
6,0,0.0000,0.0500,3.6500e+27,2.0000e+25,2.4500e+27,3.0000e+25,2.9479e+32,1.8356e+32,137
6,1,0.0500,0.1000,3.6500e+27,2.2000e+26,1.7000e+27,6.0000e+25,1.0831e+32,5.6688e+31,137
6,2,0.1000,0.2000,1.3480e+28,3.1600e+27,7.7700e+27,1.5500e+27,2.2940e+32,1.3195e+32,137
6,3,0.2000,0.3500,2.2600e+28,1.5840e+28,1.2770e+28,1.1050e+28,2.0521e+32,1.1690e+32,137
6,4,0.3500,0.5500,2.2250e+28,4.8930e+28,1.4480e+28,3.8050e+28,1.1936e+32,7.8434e+31,137
6,5,0.5500,1.0100,1.7160e+28,1.9847e+29,1.5170e+28,1.8465e+29,5.8568e+31,4.9926e+31,137
7,0,0.0000,0.0500,3.6600e+27,0.0000e+00,2.1900e+27,3.0000e+25,2.9294e+32,1.8233e+32,136
7,1,0.0500,0.1000,3.9500e+27,1.7000e+26,1.8200e+27,7.0000e+25,1.0749e+32,5.5110e+31,136
7,2,0.1000,0.2000,1.3990e+28,2.6300e+27,7.3700e+27,1.6500e+27,2.2752e+32,1.3209e+32,136
7,3,0.2000,0.3500,2.2580e+28,1.5440e+28,1.2960e+28,1.0780e+28,2.0324e+32,1.1596e+32,136
7,4,0.3500,0.5500,2.0910e+28,4.7350e+28,1.4170e+28,3.6590e+28,1.1807e+32,7.7793e+31,136
7,5,0.5500,1.0100,1.8330e+28,1.9503e+29,1.5500e+28,1.8689e+29,5.8411e+31,4.9797e+31,136
8,0,0.0000,0.0500,3.5600e+27,2.0000e+25,2.6200e+27,3.0000e+25,2.9534e+32,1.8195e+32,137
8,1,0.0500,0.1000,3.9300e+27,1.9000e+26,1.6700e+27,1.3000e+26,1.0828e+32,5.7334e+31,137
8,2,0.1000,0.2000,1.3950e+28,2.6500e+27,8.0400e+27,1.9100e+27,2.2895e+32,1.3301e+32,137
8,3,0.2000,0.3500,2.3510e+28,1.5060e+28,1.3080e+28,1.0330e+28,2.0420e+32,1.1673e+32,137
8,4,0.3500,0.5500,2.2150e+28,4.7250e+28,1.4340e+28,3.7190e+28,1.1856e+32,7.8235e+31,137
8,5,0.5500,1.0100,1.7870e+28,2.0038e+29,1.5580e+28,1.8638e+29,5.9052e+31,5.0309e+31,137
9,0,0.0000,0.0500,3.3500e+27,1.0000e+25,2.0700e+27,2.0000e+25,2.9555e+32,1.7377e+32,137
9,1,0.0500,0.1000,3.7400e+27,1.7000e+26,1.9100e+27,1.1000e+26,1.0827e+32,6.5618e+31,137
9,2,0.1000,0.2000,1.3640e+28,2.9900e+27,7.5200e+27,1.7300e+27,2.3183e+32,1.3298e+32,137
9,3,0.2000,0.3500,2.2610e+28,1.4220e+28,1.2930e+28,9.9400e+27,2.0076e+32,1.1661e+32,137
9,4,0.3500,0.5500,2.1530e+28,4.6410e+28,1.4440e+28,3.9510e+28,1.1823e+32,7.8157e+31,137
9,5,0.5500,1.0100,1.6710e+28,1.9555e+29,1.4690e+28,1.9057e+29,5.9164e+31,5.0563e+31,137
10,0,0.0000,0.0500,3.3800e+27,1.0000e+25,2.3500e+27,4.0000e+25,2.9578e+32,1.7060e+32,137
10,1,0.0500,0.1000,4.1600e+27,2.0000e+26,2.0400e+27,1.2000e+26,1.0825e+32,6.8902e+31,137
10,2,0.1000,0.2000,1.5050e+28,2.6900e+27,8.3700e+27,1.7800e+27,2.3710e+32,1.3294e+32,137
10,3,0.2000,0.3500,2.1330e+28,1.5290e+28,1.3600e+28,1.0960e+28,1.9472e+32,1.1646e+32,137
10,4,0.3500,0.5500,2.1300e+28,4.5920e+28,1.4590e+28,3.8110e+28,1.1786e+32,7.8307e+31,137
10,5,0.5500,1.0100,1.7980e+28,1.9595e+29,1.5830e+28,1.8445e+29,5.9342e+31,5.0767e+31,137
11,0,0.0000,0.0500,3.1800e+27,5.0000e+25,2.0400e+27,1.0000e+25,2.9598e+32,1.6498e+32,137
11,1,0.0500,0.1000,3.7000e+27,1.2000e+26,2.2500e+27,8.0000e+25,1.0821e+32,7.4608e+31,137
11,2,0.1000,0.2000,1.4220e+28,2.9900e+27,7.5700e+27,1.8500e+27,2.3698e+32,1.3287e+32,137
11,3,0.2000,0.3500,2.0780e+28,1.4660e+28,1.2830e+28,1.0920e+28,1.9419e+32,1.1644e+32,137
11,4,0.3500,0.5500,2.1380e+28,4.5540e+28,1.4740e+28,3.8020e+28,1.1764e+32,7.8351e+31,137
11,5,0.5500,1.0100,1.7930e+28,1.9162e+29,1.5980e+28,1.7831e+29,5.9445e+31,5.0787e+31,137
12,0,0.0000,0.0500,3.8200e+27,1.0000e+25,1.8400e+27,1.0000e+25,2.9621e+32,1.6413e+32,137
12,1,0.0500,0.1000,3.5000e+27,1.8000e+26,2.0800e+27,9.0000e+25,1.0821e+32,7.5531e+31,137
12,2,0.1000,0.2000,1.4520e+28,2.8300e+27,8.2000e+27,1.8200e+27,2.3679e+32,1.3282e+32,137
12,3,0.2000,0.3500,2.2590e+28,1.3880e+28,1.3100e+28,1.0110e+28,1.9372e+32,1.1632e+32,137
12,4,0.3500,0.5500,2.1480e+28,4.4620e+28,1.4010e+28,3.8700e+28,1.1734e+32,7.8333e+31,137
12,5,0.5500,1.0100,1.7790e+28,1.9273e+29,1.5720e+28,1.8191e+29,5.9445e+31,5.0927e+31,137
13,0,0.0000,0.0500,3.5600e+27,3.0000e+25,2.0400e+27,2.0000e+25,2.9644e+32,1.6391e+32,137
13,1,0.0500,0.1000,3.5200e+27,1.6000e+26,2.1300e+27,9.0000e+25,1.0819e+32,7.5834e+31,137
13,2,0.1000,0.2000,1.4700e+28,2.7000e+27,8.0400e+27,1.8100e+27,2.3662e+32,1.3280e+32,137
13,3,0.2000,0.3500,2.2070e+28,1.3870e+28,1.3760e+28,9.8400e+27,1.9337e+32,1.1621e+32,137
13,4,0.3500,0.5500,2.1940e+28,4.5090e+28,1.4500e+28,3.6480e+28,1.1704e+32,7.8329e+31,137
13,5,0.5500,1.0100,1.7860e+28,1.8323e+29,1.6920e+28,1.8333e+29,5.9301e+31,5.1091e+31,137
14,0,0.0000,0.0500,3.3300e+27,1.0000e+25,1.9300e+27,3.0000e+25,2.9882e+32,1.5915e+32,138
14,1,0.0500,0.1000,3.8100e+27,1.3000e+26,2.6600e+27,1.2000e+26,1.0893e+32,8.2452e+31,138
14,2,0.1000,0.2000,1.4110e+28,2.2300e+27,8.0300e+27,1.6600e+27,2.3809e+32,1.3380e+32,138
14,3,0.2000,0.3500,2.1180e+28,1.4020e+28,1.3000e+28,9.9800e+27,1.9440e+32,1.1689e+32,138
14,4,0.3500,0.5500,2.1020e+28,4.4550e+28,1.5240e+28,3.9260e+28,1.1752e+32,7.8919e+31,138
14,5,0.5500,1.0100,1.7690e+28,1.8298e+29,1.5690e+28,1.7888e+29,5.9698e+31,5.1540e+31,138
15,0,0.0000,0.0500,3.2000e+27,2.0000e+25,1.8900e+27,1.0000e+25,2.9903e+32,1.5918e+32,138
15,1,0.0500,0.1000,3.7200e+27,1.7000e+26,2.3600e+27,9.0000e+25,1.0884e+32,8.2454e+31,138
15,2,0.1000,0.2000,1.4810e+28,2.5300e+27,7.7300e+27,1.5900e+27,2.3790e+32,1.3030e+32,138
15,3,0.2000,0.3500,2.1320e+28,1.3230e+28,1.2740e+28,1.0730e+28,1.9391e+32,1.2022e+32,138
15,4,0.3500,0.5500,2.1230e+28,4.3950e+28,1.4760e+28,3.6690e+28,1.1716e+32,7.8944e+31,138
15,5,0.5500,1.0100,1.7770e+28,1.8576e+29,1.5880e+28,1.7964e+29,5.9638e+31,5.1663e+31,138
16,0,0.0000,0.0500,3.1900e+27,1.0000e+25,2.0400e+27,2.0000e+25,2.9927e+32,1.5924e+32,138
16,1,0.0500,0.1000,3.4200e+27,2.0000e+26,2.3900e+27,1.2000e+26,1.0875e+32,8.2476e+31,138
16,2,0.1000,0.2000,1.4340e+28,2.5800e+27,7.4000e+27,1.6500e+27,2.3772e+32,1.2975e+32,138
16,3,0.2000,0.3500,2.1400e+28,1.4130e+28,1.3460e+28,9.9100e+27,1.9347e+32,1.2068e+32,138
16,4,0.3500,0.5500,2.1660e+28,4.5590e+28,1.5010e+28,3.6610e+28,1.1686e+32,7.8875e+31,138
16,5,0.5500,1.0100,1.7910e+28,1.9085e+29,1.5390e+28,1.7585e+29,5.9800e+31,5.1733e+31,138
17,0,0.0000,0.0500,3.5100e+27,1.0000e+25,1.6900e+27,0.0000e+00,2.9952e+32,1.5930e+32,138
17,1,0.0500,0.1000,3.7200e+27,9.0000e+25,2.1900e+27,8.0000e+25,1.0869e+32,8.2511e+31,138
17,2,0.1000,0.2000,1.3930e+28,2.9300e+27,7.5100e+27,1.6400e+27,2.3755e+32,1.2968e+32,138
17,3,0.2000,0.3500,2.0620e+28,1.2060e+28,1.3080e+28,9.8200e+27,1.9307e+32,1.2057e+32,138
17,4,0.3500,0.5500,2.1550e+28,4.3900e+28,1.4380e+28,3.5050e+28,1.1653e+32,7.8765e+31,138
17,5,0.5500,1.0100,1.7290e+28,1.8561e+29,1.6640e+28,1.7729e+29,5.9970e+31,5.1880e+31,138
18,0,0.0000,0.0500,3.2900e+27,0.0000e+00,1.9500e+27,2.0000e+25,3.0196e+32,1.6051e+32,139
18,1,0.0500,0.1000,3.5800e+27,1.5000e+26,2.4200e+27,9.0000e+25,1.0944e+32,8.3133e+31,139
18,2,0.1000,0.2000,1.4270e+28,2.6700e+27,7.7800e+27,1.4100e+27,2.3905e+32,1.3056e+32,139
18,3,0.2000,0.3500,2.1590e+28,1.2950e+28,1.3900e+28,1.0680e+28,1.9400e+32,1.2131e+32,139
18,4,0.3500,0.5500,2.1440e+28,4.3030e+28,1.4710e+28,3.4840e+28,1.1710e+32,7.9306e+31,139
18,5,0.5500,1.0100,1.8490e+28,1.8213e+29,1.6560e+28,1.7819e+29,6.0258e+31,5.2361e+31,139
19,0,0.0000,0.0500,3.3400e+27,2.0000e+25,2.0800e+27,1.0000e+25,3.0222e+32,1.5552e+32,139
19,1,0.0500,0.1000,4.0100e+27,1.4000e+26,2.4600e+27,1.0000e+26,1.0940e+32,8.8231e+31,139
19,2,0.1000,0.2000,1.4710e+28,2.2400e+27,7.5100e+27,1.3300e+27,2.3888e+32,1.3053e+32,139
19,3,0.2000,0.3500,2.1340e+28,1.3040e+28,1.3690e+28,9.4500e+27,1.9357e+32,1.2124e+32,139
19,4,0.3500,0.5500,2.1430e+28,4.3120e+28,1.4300e+28,3.4500e+28,1.1685e+32,7.9184e+31,139
19,5,0.5500,1.0100,1.7780e+28,1.8353e+29,1.5460e+28,1.7381e+29,6.0375e+31,5.2487e+31,139
20,0,0.0000,0.0500,3.2800e+27,2.0000e+25,1.8100e+27,3.0000e+25,3.0250e+32,1.5483e+32,139
20,1,0.0500,0.1000,3.4700e+27,1.6000e+26,2.5900e+27,6.0000e+25,1.0936e+32,8.9003e+31,139
20,2,0.1000,0.2000,1.4390e+28,2.3800e+27,7.4900e+27,1.5100e+27,2.3878e+32,1.3046e+32,139
20,3,0.2000,0.3500,2.1680e+28,1.3580e+28,1.2770e+28,9.9500e+27,1.9313e+32,1.2118e+32,139
20,4,0.3500,0.5500,2.0400e+28,4.3330e+28,1.4860e+28,3.3720e+28,1.1666e+32,7.9035e+31,139
20,5,0.5500,1.0100,1.8700e+28,1.7958e+29,1.5950e+28,1.7070e+29,6.0486e+31,5.2375e+31,139
21,0,0.0000,0.0500,3.1800e+27,2.0000e+25,1.9200e+27,0.0000e+00,3.0277e+32,1.5487e+32,139
21,1,0.0500,0.1000,3.8600e+27,1.2000e+26,2.5400e+27,1.3000e+26,1.0932e+32,8.9007e+31,139
21,2,0.1000,0.2000,1.3780e+28,2.6000e+27,7.9300e+27,1.3800e+27,2.3864e+32,1.3046e+32,139
21,3,0.2000,0.3500,2.1140e+28,1.3110e+28,1.3120e+28,9.8700e+27,1.9275e+32,1.2109e+32,139
21,4,0.3500,0.5500,2.0440e+28,4.1970e+28,1.4380e+28,3.5120e+28,1.1639e+32,7.8876e+31,139
21,5,0.5500,1.0100,1.8440e+28,1.8242e+29,1.5740e+28,1.6839e+29,6.0662e+31,5.2307e+31,139
22,0,0.0000,0.0500,3.1200e+27,0.0000e+00,1.5800e+27,3.0000e+25,3.0524e+32,1.5604e+32,140
22,1,0.0500,0.1000,3.5300e+27,1.2000e+26,2.6100e+27,7.0000e+25,1.1009e+32,8.9690e+31,140
22,2,0.1000,0.2000,1.3640e+28,2.4300e+27,7.7000e+27,1.4500e+27,2.4015e+32,1.3143e+32,140
22,3,0.2000,0.3500,2.0330e+28,1.2480e+28,1.3870e+28,9.8100e+27,1.9369e+32,1.2182e+32,140
22,4,0.3500,0.5500,2.1490e+28,4.1960e+28,1.5020e+28,3.4520e+28,1.1684e+32,7.9423e+31,140
22,5,0.5500,1.0100,1.7980e+28,1.7881e+29,1.5890e+28,1.6822e+29,6.1287e+31,5.2698e+31,140
23,0,0.0000,0.0500,3.2300e+27,0.0000e+00,1.9500e+27,1.0000e+25,3.0552e+32,1.5607e+32,140
23,1,0.0500,0.1000,3.3300e+27,2.2000e+26,2.6600e+27,9.0000e+25,1.1003e+32,8.9720e+31,140
23,2,0.1000,0.2000,1.3510e+28,2.2800e+27,7.5900e+27,1.5000e+27,2.3989e+32,1.3137e+32,140
23,3,0.2000,0.3500,2.0760e+28,1.2870e+28,1.3510e+28,9.3200e+27,1.9326e+32,1.2176e+32,140
23,4,0.3500,0.5500,2.1080e+28,4.2750e+28,1.4420e+28,3.6530e+28,1.1668e+32,7.9366e+31,140
23,5,0.5500,1.0100,1.8500e+28,1.7668e+29,1.6190e+28,1.7351e+29,6.1251e+31,5.2825e+31,140
24,0,0.0000,0.0500,3.2800e+27,1.0000e+25,1.7000e+27,1.0000e+25,3.0578e+32,1.5613e+32,140
24,1,0.0500,0.1000,3.5400e+27,1.4000e+26,2.2500e+27,6.0000e+25,1.0999e+32,8.9752e+31,140
24,2,0.1000,0.2000,1.4640e+28,2.4400e+27,7.7000e+27,1.4500e+27,2.4449e+32,1.3132e+32,140
24,3,0.2000,0.3500,1.9400e+28,1.3160e+28,1.3230e+28,9.5400e+27,1.8810e+32,1.2174e+32,140
24,4,0.3500,0.5500,2.0390e+28,4.0650e+28,1.3910e+28,3.4410e+28,1.1632e+32,7.9456e+31,140
24,5,0.5500,1.0100,1.8280e+28,1.6968e+29,1.5010e+28,1.6618e+29,6.1161e+31,5.2780e+31,140
25,0,0.0000,0.0500,3.3700e+27,2.0000e+25,2.0400e+27,0.0000e+00,3.0827e+32,1.5731e+32,141
25,1,0.0500,0.1000,3.4000e+27,1.6000e+26,2.5400e+27,1.2000e+26,1.1076e+32,9.0439e+31,141
25,2,0.1000,0.2000,1.3570e+28,2.3000e+27,7.5100e+27,1.5500e+27,2.4620e+32,1.3228e+32,141
25,3,0.2000,0.3500,2.0820e+28,1.2250e+28,1.3710e+28,9.6400e+27,1.8877e+32,1.2251e+32,141
25,4,0.3500,0.5500,2.0160e+28,4.1560e+28,1.4430e+28,3.3420e+28,1.1687e+32,7.9955e+31,141
25,5,0.5500,1.0100,1.8880e+28,1.7240e+29,1.5150e+28,1.6415e+29,6.1420e+31,5.2983e+31,141
26,0,0.0000,0.0500,3.4700e+27,0.0000e+00,1.8600e+27,2.0000e+25,3.0856e+32,1.5740e+32,141
26,1,0.0500,0.1000,3.5400e+27,1.8000e+26,2.4700e+27,4.0000e+25,1.1072e+32,9.0498e+31,141
26,2,0.1000,0.2000,1.4350e+28,2.6500e+27,7.9000e+27,1.3500e+27,2.4468e+32,1.3231e+32,141
26,3,0.2000,0.3500,2.0940e+28,1.3030e+28,1.3050e+28,1.0080e+28,1.8976e+32,1.2239e+32,141
