TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,9.6104e+29,1.3874e+29,8.0391e+29,1.1600e+28,6.7900e+27,9.0070e+28,4.8670e+28,4.4598e+29,3.5793e+29,6.3400e+27,5.2600e+27,3.5500e+27,3.2400e+27,2.7340e+28,9.8300e+27,2.1911e+08,1.1319e+06,1.6702e+09,3.0143e-05,1.1440e+08,4.7414e+05,6.6625e+05,6.6621e+05,14.4,83.7,1.2,0.7,9.6010e+29,9.2887e+29,2.9260e+28,1.9700e+27,3.4608e+28,0.0000e+00,96.7,3.0,0.2
1,9.7660e+29,1.3714e+29,8.2108e+29,1.1600e+28,6.7800e+27,8.9520e+28,4.7620e+28,4.5681e+29,3.6427e+29,6.3000e+27,5.3000e+27,3.2300e+27,3.5500e+27,2.7000e+28,1.0130e+28,2.1884e+08,1.1847e+06,1.6354e+09,2.6197e-05,1.1190e+08,4.9332e+05,6.6621e+05,6.6612e+05,14.0,84.1,1.2,0.7,9.7774e+29,9.4635e+29,2.9180e+28,2.2100e+27,3.4602e+28,0.0000e+00,96.8,3.0,0.2
2,9.6366e+29,1.3506e+29,8.1033e+29,1.1480e+28,6.7900e+27,8.8150e+28,4.6910e+28,4.4777e+29,3.6256e+29,6.5100e+27,4.9700e+27,3.3500e+27,3.4400e+27,2.7980e+28,9.3400e+27,2.1846e+08,1.3617e+06,1.6967e+09,2.2720e-05,1.1105e+08,4.7404e+05,6.6611e+05,6.6595e+05,14.0,84.1,1.2,0.7,9.6361e+29,9.3284e+29,2.8940e+28,1.8300e+27,3.4588e+28,0.0000e+00,96.8,3.0,0.2
3,9.7369e+29,1.3725e+29,8.1784e+29,1.1790e+28,6.8100e+27,8.9470e+28,4.7780e+28,4.5461e+29,3.6323e+29,6.4300e+27,5.3600e+27,3.6100e+27,3.2000e+27,2.6990e+28,9.3300e+27,2.1808e+08,1.1192e+06,1.4564e+09,1.9649e-05,1.1011e+08,5.7966e+05,6.6595e+05,6.6572e+05,14.1,84.0,1.2,0.7,9.7295e+29,9.4181e+29,2.9070e+28,2.0700e+27,3.4822e+28,0.0000e+00,96.8,3.0,0.2
4,9.6038e+29,1.3668e+29,8.0542e+29,1.1500e+28,6.7800e+27,8.8850e+28,4.7830e+28,4.4964e+29,3.5578e+29,6.4200e+27,5.0800e+27,3.2200e+27,3.5600e+27,2.7920e+28,9.2900e+27,2.1766e+08,1.0884e+06,1.5602e+09,1.6991e-05,1.0981e+08,5.7633e+05,6.6572e+05,6.6543e+05,14.2,83.9,1.2,0.7,9.6158e+29,9.3074e+29,2.8870e+28,1.9700e+27,3.4541e+28,0.0000e+00,96.8,3.0,0.2
5,9.5114e+29,1.3558e+29,7.9745e+29,1.1330e+28,6.7800e+27,8.7650e+28,4.7930e+28,4.3822e+29,3.5923e+29,6.0600e+27,5.2700e+27,3.5100e+27,3.2700e+27,2.7320e+28,8.4400e+27,2.1744e+08,1.3143e+06,1.8388e+09,1.4681e-05,1.0841e+08,6.1986e+05,6.6542e+05,6.6507e+05,14.3,83.8,1.2,0.7,9.5008e+29,9.1993e+29,2.8230e+28,1.9200e+27,3.4507e+28,0.0000e+00,96.8,3.0,0.2
6,9.5679e+29,1.3809e+29,8.0076e+29,1.1130e+28,6.8100e+27,8.9720e+28,4.8370e+28,4.3794e+29,3.6282e+29,6.0700e+27,5.0600e+27,3.3800e+27,3.4300e+27,2.8500e+28,8.6700e+27,2.1707e+08,1.3025e+06,1.4810e+09,1.2669e-05,1.0671e+08,5.6699e+05,6.6506e+05,6.6464e+05,14.4,83.7,1.2,0.7,9.5828e+29,9.2743e+29,2.8890e+28,1.9600e+27,3.4720e+28,0.0000e+00,96.8,3.0,0.2
7,9.3960e+29,1.3789e+29,7.8370e+29,1.1260e+28,6.7500e+27,8.8220e+28,4.9670e+28,4.3396e+29,3.4974e+29,6.3700e+27,4.8900e+27,3.2800e+27,3.4700e+27,2.7170e+28,8.1700e+27,2.1684e+08,1.1662e+06,2.0151e+09,1.0948e-05,1.0561e+08,5.4037e+05,6.6464e+05,6.6415e+05,14.7,83.4,1.2,0.7,9.4065e+29,9.0999e+29,2.8660e+28,2.0000e+27,3.4419e+28,0.0000e+00,96.7,3.0,0.2
8,9.4340e+29,1.3752e+29,7.8729e+29,1.1780e+28,6.8100e+27,8.7960e+28,4.9560e+28,4.2268e+29,3.6461e+29,6.5000e+27,5.2800e+27,3.2400e+27,3.5700e+27,2.6870e+28,7.7700e+27,2.1636e+08,1.3964e+06,1.9670e+09,9.4595e-06,1.0357e+08,5.5196e+05,6.6415e+05,6.6359e+05,14.6,83.5,1.2,0.7,9.4251e+29,9.1215e+29,2.8270e+28,2.0900e+27,3.4618e+28,0.0000e+00,96.8,3.0,0.2
9,9.4936e+29,1.3356e+29,7.9725e+29,1.1750e+28,6.8000e+27,8.5820e+28,4.7740e+28,4.3205e+29,3.6520e+29,6.5700e+27,5.1800e+27,3.4400e+27,3.3600e+27,2.6110e+28,7.8800e+27,2.1590e+08,1.3224e+06,1.6347e+09,8.1859e-06,1.0235e+08,5.3238e+05,6.6359e+05,6.6297e+05,14.1,84.0,1.2,0.7,9.4899e+29,9.1944e+29,2.7360e+28,2.1900e+27,3.4557e+28,0.0000e+00,96.9,2.9,0.2
