TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,6.6700e+27,2.9000e+26,4.1200e+27,2.3000e+26,5.4557e+32,3.2685e+32,136
0,1,0.0500,0.1000,6.6200e+27,1.7100e+27,3.7600e+27,8.1000e+26,1.9961e+32,1.1455e+32,136
0,2,0.1000,0.2000,2.3460e+28,1.7540e+28,1.1190e+28,9.1500e+27,4.0260e+32,2.0060e+32,136
0,3,0.2000,0.3500,2.9690e+28,6.0540e+28,1.4490e+28,3.2810e+28,2.7596e+32,1.2992e+32,136
0,4,0.3500,0.5500,1.7390e+28,1.1708e+29,9.6700e+27,8.1000e+28,9.3284e+31,5.1489e+31,136
0,5,0.5500,1.0100,6.2400e+27,2.4882e+29,5.4400e+27,2.3393e+29,2.1029e+31,1.7841e+31,136
1,0,0.0000,0.0500,6.6100e+27,3.6000e+26,3.8800e+27,1.5000e+26,5.4602e+32,3.2700e+32,136
1,1,0.0500,0.1000,6.9700e+27,1.6400e+27,3.5500e+27,7.9000e+26,1.9947e+32,1.1452e+32,136
1,2,0.1000,0.2000,2.3260e+28,1.7080e+28,1.1440e+28,8.8600e+27,4.0199e+32,2.0047e+32,136
1,3,0.2000,0.3500,3.0100e+28,6.1520e+28,1.3980e+28,3.3640e+28,2.7483e+32,1.2963e+32,136
1,4,0.3500,0.5500,1.6340e+28,1.1618e+29,9.5300e+27,8.1560e+28,9.2936e+31,5.1584e+31,136
1,5,0.5500,1.0100,6.2400e+27,2.6003e+29,5.2400e+27,2.3927e+29,2.1255e+31,1.8034e+31,136
2,0,0.0000,0.0500,6.6600e+27,2.0000e+26,3.8100e+27,1.9000e+26,5.4638e+32,3.2716e+32,136
2,1,0.0500,0.1000,6.6900e+27,1.6000e+27,3.5600e+27,6.0000e+26,1.9941e+32,1.1447e+32,136
2,2,0.1000,0.2000,2.4330e+28,1.6690e+28,1.1140e+28,9.0600e+27,4.0143e+32,2.0027e+32,136
2,3,0.2000,0.3500,2.8330e+28,6.1540e+28,1.4050e+28,3.5260e+28,2.7376e+32,1.2940e+32,136
2,4,0.3500,0.5500,1.6020e+28,1.1587e+29,8.9400e+27,8.2180e+28,9.2569e+31,5.1678e+31,136
2,5,0.5500,1.0100,6.1200e+27,2.5187e+29,5.4100e+27,2.3527e+29,2.1378e+31,1.8144e+31,136
3,0,0.0000,0.0500,6.6200e+27,2.8000e+26,3.9700e+27,2.3000e+26,5.5086e+32,3.2975e+32,137
3,1,0.0500,0.1000,6.4000e+27,1.7800e+27,3.5800e+27,8.8000e+26,2.0079e+32,1.1525e+32,137
3,2,0.1000,0.2000,2.3850e+28,1.6420e+28,1.1940e+28,8.3200e+27,4.0377e+32,2.0153e+32,137
3,3,0.2000,0.3500,2.9330e+28,6.0120e+28,1.3990e+28,3.4990e+28,2.7459e+32,1.3011e+32,137
3,4,0.3500,0.5500,1.6950e+28,1.1925e+29,9.1200e+27,8.2140e+28,9.2962e+31,5.2150e+31,137
3,5,0.5500,1.0100,6.3200e+27,2.5676e+29,5.1800e+27,2.3667e+29,2.1706e+31,1.8396e+31,137
4,0,0.0000,0.0500,6.7700e+27,2.2000e+26,3.9300e+27,1.7000e+26,5.4726e+32,3.2753e+32,136
4,1,0.0500,0.1000,6.3500e+27,1.7600e+27,3.5000e+27,5.5000e+26,1.9925e+32,1.1433e+32,136
4,2,0.1000,0.2000,2.4160e+28,1.6070e+28,1.1530e+28,9.1800e+27,4.0030e+32,1.9995e+32,136
4,3,0.2000,0.3500,2.9890e+28,6.1050e+28,1.4390e+28,3.4460e+28,2.7410e+32,1.2900e+32,136
4,4,0.3500,0.5500,1.5800e+28,1.1503e+29,9.3000e+27,8.2610e+28,8.9518e+31,5.1838e+31,136
