TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
10,8.6048e+29,1.7958e+29,6.7105e+29,3.0510e+27,6.7960e+27,1.1061e+29,6.8966e+28,3.4731e+29,3.2374e+29,1.5910e+27,1.4600e+27,3.3940e+27,3.4020e+27,1.4599e+12,0.0000e+00,4.9246e+12,0.0000e+00,1.5168e+11,0.0000e+00,6.6301e+09,6.6233e+09,20.9,78,0.4,0.8,8.6039e+29,8.3347e+29,2.6174e+28,7.4500e+26,3.4493e+28,0.0000e+00,96.9,3,0.1
11,8.5621e+29,1.7874e+29,6.6772e+29,2.9620e+27,6.7860e+27,1.1009e+29,6.8650e+28,3.4733e+29,3.2039e+29,1.5450e+27,1.4170e+27,3.4650e+27,3.3210e+27,1.4466e+12,0.0000e+00,4.9619e+12,0.0000e+00,1.4995e+11,0.0000e+00,6.6232e+09,6.6158e+09,20.9,78,0.3,0.8,8.5700e+29,8.2991e+29,2.6280e+28,8.0900e+26,3.4419e+28,0.0000e+00,96.8,3.1,0.1
12,8.4940e+29,1.7844e+29,6.6130e+29,2.8730e+27,6.7820e+27,1.0943e+29,6.9013e+28,3.4228e+29,3.1902e+29,1.4910e+27,1.3820e+27,3.3800e+27,3.4020e+27,1.4324e+12,0.0000e+00,4.8301e+12,0.0000e+00,1.4873e+11,0.0000e+00,6.6157e+09,6.6077e+09,21,77.9,0.3,0.8,8.4957e+29,8.2300e+29,2.5709e+28,8.5800e+26,3.4338e+28,0.0000e+00,96.9,3,0.1
13,8.4989e+29,1.7884e+29,6.6128e+29,2.9340e+27,6.8290e+27,1.0945e+29,6.9391e+28,3.4132e+29,3.1997e+29,1.5020e+27,1.4320e+27,3.4330e+27,3.3960e+27,1.4191e+12,0.0000e+00,4.8945e+12,0.0000e+00,1.4681e+11,0.0000e+00,6.6076e+09,6.5989e+09,21,77.8,0.3,0.8,8.5023e+29,8.2398e+29,2.5366e+28,8.8700e+26,3.4501e+28,0.0000e+00,96.9,3,0.1
14,8.3814e+29,1.7628e+29,6.5203e+29,3.0700e+27,6.7580e+27,1.0741e+29,6.8869e+28,3.3573e+29,3.1630e+29,1.6190e+27,1.4510e+27,3.3660e+27,3.3920e+27,1.4080e+12,0.0000e+00,5.5063e+12,0.0000e+00,1.4487e+11,0.0000e+00,6.5988e+09,6.5895e+09,21,77.8,0.4,0.8,8.3840e+29,8.1237e+29,2.5052e+28,9.7300e+26,3.4157e+28,0.0000e+00,96.9,3,0.1
15,8.3959e+29,1.7692e+29,6.5289e+29,2.9830e+27,6.8040e+27,1.0753e+29,6.9389e+28,3.3610e+29,3.1679e+29,1.5760e+27,1.4070e+27,3.4250e+27,3.3790e+27,1.3983e+12,0.0000e+00,5.5194e+12,0.0000e+00,1.4443e+11,0.0000e+00,6.5895e+09,6.5795e+09,21.1,77.8,0.4,0.8,8.4021e+29,8.1425e+29,2.4938e+28,1.0230e+27,3.4306e+28,0.0000e+00,96.9,3,0.1
16,8.3376e+29,1.7587e+29,6.4810e+29,3.0030e+27,6.7880e+27,1.0650e+29,6.9369e+28,3.3319e+29,3.1491e+29,1.5760e+27,1.4270e+27,3.3370e+27,3.4510e+27,1.3881e+12,0.0000e+00,4.7265e+12,0.0000e+00,1.4627e+11,0.0000e+00,6.5795e+09,6.5689e+09,21.1,77.7,0.4,0.8,8.3407e+29,8.0839e+29,2.4595e+28,1.0900e+27,3.4199e+28,0.0000e+00,96.9,2.9,0.1
17,8.2811e+29,1.7570e+29,6.4264e+29,2.9960e+27,6.7810e+27,1.0616e+29,6.9536e+28,3.3064e+29,3.1200e+29,1.5740e+27,1.4220e+27,3.4520e+27,3.3290e+27,1.3774e+12,0.0000e+00,5.0330e+12,0.0000e+00,1.4499e+11,0.0000e+00,6.5688e+09,6.5577e+09,21.2,77.6,0.4,0.8,8.2859e+29,8.0305e+29,2.4305e+28,1.2320e+27,3.4086e+28,0.0000e+00,96.9,2.9,0.1
18,8.2865e+29,1.7639e+29,6.4249e+29,2.9570e+27,6.8120e+27,1.0630e+29,7.0087e+28,3.3020e+29,3.1230e+29,1.5790e+27,1.3780e+27,3.3810e+27,3.4310e+27,1.3680e+12,0.0000e+00,5.2781e+12,0.0000e+00,1.4412e+11,0.0000e+00,6.5576e+09,6.5458e+09,21.3,77.5,0.4,0.8,8.2917e+29,8.0370e+29,2.4122e+28,1.3490e+27,3.4212e+28,0.0000e+00,96.9,2.9,0.2
19,8.1865e+29,1.7528e+29,6.3360e+29,2.9730e+27,6.8020e+27,1.0546e+29,6.9820e+28,3.2559e+29,3.0801e+29,1.5730e+27,1.4000e+27,3.4010e+27,3.4010e+27,1.3571e+12,0.0000e+00,5.1936e+12,0.0000e+00,1.4626e+11,0.0000e+00,6.5457e+09,6.5333e+09,21.4,77.4,0.4,0.8,8.1914e+29,7.9406e+29,2.3613e+28,1.4690e+27,3.4085e+28,0.0000e+00,96.9,2.9,0.2
20,8.0819e+29,1.7390e+29,6.2453e+29,2.9760e+27,6.7830e+27,1.0436e+29,6.9540e+28,3.2072e+29,3.0382e+29,1.5730e+27,1.4030e+27,3.4200e+27,3.3630e+27,1.3435e+12,0.0000e+00,4.5426e+12,0.0000e+00,1.4605e+11,0.0000e+00,6.5332e+09,6.5202e+09,21.5,77.3,0.4,0.8,8.0924e+29,7.8443e+29,2.3219e+28,1.5920e+27,3.3953e+28,0.0000e+00,96.9,2.9,0.2
21,7.9530e+29,1.7269e+29,6.1302e+29,2.8220e+27,6.7700e+27,1.0367e+29,6.9024e+28,3.1409e+29,2.9893e+29,1.5010e+27,1.3210e+27,3.3550e+27,3.4150e+27,1.3331e+12,0.0000e+00,4.4921e+12,0.0000e+00,1.4514e+11,0.0000e+00,6.5201e+09,6.5066e+09,21.7,77.1,0.4,0.9,7.9558e+29,7.7133e+29,2.2498e+28,1.7510e+27,3.3814e+28,0.0000e+00,97,2.8,0.2
22,7.9088e+29,1.7358e+29,6.0765e+29,2.8460e+27,6.8100e+27,1.0386e+29,6.9719e+28,3.1065e+29,2.9700e+29,1.4620e+27,1.3840e+27,3.3410e+27,3.4690e+27,1.3224e+12,0.0000e+00,4.7332e+12,0.0000e+00,1.4423e+11,0.0000e+00,6.5065e+09,6.4923e+09,21.9,76.8,0.4,0.9,7.9196e+29,7.6767e+29,2.2349e+28,1.9430e+27,3.3912e+28,0.0000e+00,96.9,2.8,0.2
23,7.7868e+29,1.7190e+29,5.9712e+29,2.8850e+27,6.7730e+27,1.0263e+29,6.9273e+28,3.0413e+29,2.9299e+29,1.4630e+27,1.4220e+27,3.3910e+27,3.3820e+27,1.3128e+12,0.0000e+00,4.9414e+12,0.0000e+00,1.4241e+11,0.0000e+00,6.4922e+09,6.4775e+09,22.1,76.7,0.4,0.9,7.7931e+29,7.5570e+29,2.1484e+28,2.1270e+27,3.3761e+28,0.0000e+00,97,2.8,0.3
24,7.7520e+29,1.7251e+29,5.9305e+29,2.8280e+27,6.8180e+27,1.0244e+29,7.0065e+28,3.0174e+29,2.9131e+29,1.4950e+27,1.3330e+27,3.4660e+27,3.3520e+27,1.3047e+12,0.0000e+00,4.5527e+12,0.0000e+00,1.4252e+11,0.0000e+00,6.4774e+09,6.4620e+09,22.3,76.5,0.4,0.9,7.7595e+29,7.5239e+29,2.1292e+28,2.2680e+27,3.3843e+28,0.0000e+00,97,2.7,0.3
25,7.5595e+29,1.7008e+29,5.7628e+29,2.8320e+27,6.7590e+27,1.0123e+29,6.8850e+28,2.9468e+29,2.8160e+29,1.4490e+27,1.3830e+27,3.3800e+27,3.3790e+27,1.2958e+12,0.0000e+00,4.4787e+12,0.0000e+00,1.4162e+11,0.0000e+00,6.4619e+09,6.4462e+09,22.5,76.2,0.4,0.9,7.5682e+29,7.3416e+29,2.0280e+28,2.3760e+27,3.3441e+28,0.0000e+00,97,2.7,0.3
26,7.4761e+29,1.6924e+29,5.6872e+29,2.8560e+27,6.7900e+27,1.0066e+29,6.8583e+28,2.9063e+29,2.7809e+29,1.4770e+27,1.3790e+27,3.4440e+27,3.3460e+27,1.2867e+12,0.0000e+00,4.1863e+12,0.0000e+00,1.4008e+11,0.0000e+00,6.4460e+09,6.4296e+09,22.6,76.1,0.4,0.9,7.4862e+29,7.2616e+29,1.9688e+28,2.7700e+27,3.3511e+28,0.0000e+00,97,2.6,0.4
27,7.3611e+29,1.6896e+29,5.5750e+29,2.8360e+27,6.8190e+27,1.0033e+29,6.8633e+28,2.8508e+29,2.7241e+29,1.4670e+27,1.3690e+27,3.4680e+27,3.3510e+27,1.2785e+12,0.0000e+00,5.1344e+12,0.0000e+00,1.3958e+11,0.0000e+00,6.4295e+09,6.4125e+09,23,75.7,0.4,0.9,7.3687e+29,7.1479e+29,1.9203e+28,2.8830e+27,3.3572e+28,0.0000e+00,97,2.6,0.4
28,7.2073e+29,1.6761e+29,5.4358e+29,2.7380e+27,6.8040e+27,9.9416e+28,6.8191e+28,2.7634e+29,2.6724e+29,1.4440e+27,1.2940e+27,3.4370e+27,3.3670e+27,1.2686e+12,0.0000e+00,4.2035e+12,0.0000e+00,1.4009e+11,0.0000e+00,6.4123e+09,6.3948e+09,23.3,75.4,0.4,0.9,7.2149e+29,7.0006e+29,1.8260e+28,3.1650e+27,3.3390e+28,0.0000e+00,97,2.5,0.4
29,7.0338e+29,1.6595e+29,5.2791e+29,2.7210e+27,6.7950e+27,9.8482e+28,6.7469e+28,2.6838e+29,2.5953e+29,1.4630e+27,1.2580e+27,3.3560e+27,3.4390e+27,1.2584e+12,0.0000e+00,4.0245e+12,0.0000e+00,1.3738e+11,0.0000e+00,6.3947e+09,6.3767e+09,23.6,75.1,0.4,1,7.0450e+29,6.8337e+29,1.7831e+28,3.2980e+27,3.3203e+28,0.0000e+00,97,2.5,0.5
30,6.9650e+29,1.6584e+29,5.2116e+29,2.6910e+27,6.8140e+27,9.8150e+28,6.7687e+28,2.6619e+29,2.5497e+29,1.3570e+27,1.3340e+27,3.4350e+27,3.3790e+27,1.2503e+12,0.0000e+00,4.3575e+12,0.0000e+00,1.3583e+11,0.0000e+00,6.3765e+09,6.3579e+09,23.8,74.8,0.4,1,6.9736e+29,6.7679e+29,1.7277e+28,3.2850e+27,3.3244e+28,0.0000e+00,97.1,2.5,0.5
31,6.8120e+29,1.6355e+29,5.0818e+29,2.6720e+27,6.7960e+27,9.6812e+28,6.6742e+28,2.5899e+29,2.4919e+29,1.3670e+27,1.3050e+27,3.4190e+27,3.3770e+27,1.2416e+12,0.0000e+00,3.9976e+12,0.0000e+00,1.3546e+11,0.0000e+00,6.3578e+09,6.3387e+09,24,74.6,0.4,1,6.8197e+29,6.6168e+29,1.6540e+28,3.7470e+27,3.3046e+28,0.0000e+00,97,2.4,0.5
32,6.6986e+29,1.6396e+29,4.9645e+29,2.6220e+27,6.8190e+27,9.6963e+28,6.7000e+28,2.5320e+29,2.4325e+29,1.3770e+27,1.2450e+27,3.3690e+27,3.4500e+27,1.2327e+12,0.0000e+00,3.9355e+12,0.0000e+00,1.3414e+11,0.0000e+00,6.3386e+09,6.3189e+09,24.5,74.1,0.4,1,6.7059e+29,6.5061e+29,1.6198e+28,3.7770e+27,3.3072e+28,0.0000e+00,97,2.4,0.6
33,6.5650e+29,1.6236e+29,4.8469e+29,2.6590e+27,6.7980e+27,9.5910e+28,6.6446e+28,2.4790e+29,2.3678e+29,1.3880e+27,1.2710e+27,3.3830e+27,3.4150e+27,1.2244e+12,0.0000e+00,3.9596e+12,0.0000e+00,1.3245e+11,0.0000e+00,6.3188e+09,6.2987e+09,24.7,73.8,0.4,1,6.5749e+29,6.3801e+29,1.5580e+28,3.9090e+27,3.2863e+28,0.0000e+00,97,2.4,0.6
34,6.4595e+29,1.6143e+29,4.7513e+29,2.5680e+27,6.8220e+27,9.5552e+28,6.5876e+28,2.4197e+29,2.3316e+29,1.3390e+27,1.2290e+27,3.3510e+27,3.4710e+27,1.2137e+12,0.0000e+00,3.5418e+12,0.0000e+00,1.2964e+11,0.0000e+00,6.2985e+09,6.2778e+09,25,73.6,0.4,1.1,6.4655e+29,6.2717e+29,1.5184e+28,4.2020e+27,3.2875e+28,0.0000e+00,97,2.3,0.6
35,6.3373e+29,1.5968e+29,4.6465e+29,2.5970e+27,6.7980e+27,9.4629e+28,6.5054e+28,2.3768e+29,2.2697e+29,1.3420e+27,1.2550e+27,3.3250e+27,3.4730e+27,1.2054e+12,0.0000e+00,3.8772e+12,0.0000e+00,1.2901e+11,0.0000e+00,6.2777e+09,6.2566e+09,25.2,73.3,0.4,1.1,6.3429e+29,6.1539e+29,1.4562e+28,4.3410e+27,3.2655e+28,0.0000e+00,97,2.3,0.7
36,6.2738e+29,1.5948e+29,4.5852e+29,2.5530e+27,6.8200e+27,9.4586e+28,6.4893e+28,2.3381e+29,2.2472e+29,1.3030e+27,1.2500e+27,3.4480e+27,3.3720e+27,1.1966e+12,0.0000e+00,3.5151e+12,0.0000e+00,1.2748e+11,0.0000e+00,6.2565e+09,6.2348e+09,25.4,73.1,0.4,1.1,6.2816e+29,6.0964e+29,1.4177e+28,4.3500e+27,3.2654e+28,0.0000e+00,97.1,2.3,0.7
37,6.1528e+29,1.5846e+29,4.4752e+29,2.4930e+27,6.8030e+27,9.3867e+28,6.4595e+28,2.2837e+29,2.1915e+29,1.3150e+27,1.1780e+27,3.4350e+27,3.3680e+27,1.1890e+12,0.0000e+00,3.4361e+12,0.0000e+00,1.2612e+11,0.0000e+00,6.2347e+09,6.2127e+09,25.8,72.7,0.4,1.1,6.1566e+29,5.9728e+29,1.3735e+28,4.6400e+27,3.2423e+28,0.0000e+00,97,2.2,0.8
38,6.0703e+29,1.5727e+29,4.4050e+29,2.4550e+27,6.8090e+27,9.3467e+28,6.3798e+28,2.2461e+29,2.1589e+29,1.3070e+27,1.1480e+27,3.4300e+27,3.3790e+27,1.1805e+12,0.0000e+00,3.6641e+12,0.0000e+00,1.2579e+11,0.0000e+00,6.2125e+09,6.1900e+09,25.9,72.6,0.4,1.1,6.0794e+29,5.9013e+29,1.3108e+28,4.7000e+27,3.2408e+28,0.0000e+00,97.1,2.2,0.8
39,5.9275e+29,1.5610e+29,4.2741e+29,2.4440e+27,6.7940e+27,9.2775e+28,6.3320e+28,2.1954e+29,2.0787e+29,1.2740e+27,1.1700e+27,3.3750e+27,3.4190e+27,1.1714e+12,0.0000e+00,3.2998e+12,0.0000e+00,1.2592e+11,0.0000e+00,6.1898e+09,6.1669e+09,26.3,72.1,0.4,1.1,5.9323e+29,5.7557e+29,1.2942e+28,4.7250e+27,3.2168e+28,0.0000e+00,97,2.2,0.8
40,5.8465e+29,1.5550e+29,4.1994e+29,2.3970e+27,6.8160e+27,9.2519e+28,6.2980e+28,2.1546e+29,2.0448e+29,1.2820e+27,1.1150e+27,3.3170e+27,3.4990e+27,1.1623e+12,0.0000e+00,3.4581e+12,0.0000e+00,1.2298e+11,0.0000e+00,6.1667e+09,6.1433e+09,26.6,71.8,0.4,1.2,5.8522e+29,5.6801e+29,1.2436e+28,4.7790e+27,3.2141e+28,0.0000e+00,97.1,2.1,0.8
41,5.7860e+29,1.5553e+29,4.1382e+29,2.4160e+27,6.8340e+27,9.2741e+28,6.2787e+28,2.1177e+29,2.0205e+29,1.2160e+27,1.2000e+27,3.3970e+27,3.4370e+27,1.1543e+12,0.0000e+00,3.2545e+12,0.0000e+00,1.2148e+11,0.0000e+00,6.1431e+09,6.1192e+09,26.9,71.5,0.4,1.2,5.7928e+29,5.6222e+29,1.2138e+28,4.9190e+27,3.2106e+28,0.0000e+00,97.1,2.1,0.8
42,5.6574e+29,1.5398e+29,4.0256e+29,2.3920e+27,6.8030e+27,9.2145e+28,6.1838e+28,2.0635e+29,1.9621e+29,1.2380e+27,1.1540e+27,3.4520e+27,3.3510e+27,1.1471e+12,0.0000e+00,3.4590e+12,0.0000e+00,1.1937e+11,0.0000e+00,6.1191e+09,6.0948e+09,27.2,71.2,0.4,1.2,5.6610e+29,5.4935e+29,1.1876e+28,4.8710e+27,3.1851e+28,0.0000e+00,97,2.1,0.9
43,5.6226e+29,1.5331e+29,3.9979e+29,2.3250e+27,6.8360e+27,9.1663e+28,6.1647e+28,2.0555e+29,1.9424e+29,1.1780e+27,1.1470e+27,3.3840e+27,3.4520e+27,1.1400e+12,0.0000e+00,3.6487e+12,0.0000e+00,1.1931e+11,0.0000e+00,6.0947e+09,6.0700e+09,27.3,71.1,0.4,1.2,5.6249e+29,5.4583e+29,1.1644e+28,5.0190e+27,3.1804e+28,0.0000e+00,97,2.1,0.9
44,5.5297e+29,1.5162e+29,3.9226e+29,2.2920e+27,6.8010e+27,9.0885e+28,6.0739e+28,2.0207e+29,1.9019e+29,1.1970e+27,1.0950e+27,3.3390e+27,3.4620e+27,1.1324e+12,0.0000e+00,3.4311e+12,0.0000e+00,1.1703e+11,0.0000e+00,6.0698e+09,6.0448e+09,27.4,70.9,0.4,1.2,5.5345e+29,5.3704e+29,1.1257e+28,5.1450e+27,3.1540e+28,0.0000e+00,97,2,0.9
45,5.4681e+29,1.5196e+29,3.8571e+29,2.3240e+27,6.8170e+27,9.1624e+28,6.0331e+28,1.9817e+29,1.8754e+29,1.2160e+27,1.1080e+27,3.3650e+27,3.4520e+27,1.1244e+12,0.0000e+00,3.6853e+12,0.0000e+00,1.1501e+11,0.0000e+00,6.0446e+09,6.0192e+09,27.8,70.5,0.4,1.2,5.4742e+29,5.3106e+29,1.1271e+28,5.0900e+27,3.1482e+28,0.0000e+00,97,2.1,0.9
46,5.4101e+29,1.5214e+29,3.7964e+29,2.3920e+27,6.8370e+27,9.1435e+28,6.0704e+28,1.9509e+29,1.8456e+29,1.2490e+27,1.1430e+27,3.4110e+27,3.4260e+27,1.1174e+12,0.0000e+00,3.4723e+12,0.0000e+00,1.1238e+11,0.0000e+00,6.0190e+09,5.9931e+09,28.1,70.2,0.4,1.3,5.4149e+29,5.2544e+29,1.0663e+28,5.3870e+27,3.1416e+28,0.0000e+00,97,2,1
47,5.3606e+29,1.5153e+29,3.7545e+29,2.2420e+27,6.8390e+27,9.1207e+28,6.0322e+28,1.9430e+29,1.8115e+29,1.1880e+27,1.0540e+27,3.4700e+27,3.3690e+27,1.1131e+12,0.0000e+00,3.2918e+12,0.0000e+00,1.1159e+11,0.0000e+00,5.9930e+09,5.9667e+09,28.3,70,0.4,1.3,5.3628e+29,5.2032e+29,1.0775e+28,5.1910e+27,3.1344e+28,0.0000e+00,97,2,1
48,5.2978e+29,1.4966e+29,3.7100e+29,2.2970e+27,6.8190e+27,9.1004e+28,5.8652e+28,1.9146e+29,1.7954e+29,1.1740e+27,1.1230e+27,3.4080e+27,3.4110e+27,1.1065e+12,0.0000e+00,3.0874e+12,0.0000e+00,1.0952e+11,0.0000e+00,5.9665e+09,5.9399e+09,28.2,70,0.4,1.3,5.2985e+29,5.1420e+29,1.0410e+28,5.2310e+27,3.1062e+28,0.0000e+00,97,2,1
49,5.2669e+29,1.4978e+29,3.6789e+29,2.1890e+27,6.8250e+27,9.1221e+28,5.8561e+28,1.8973e+29,1.7816e+29,1.1160e+27,1.0730e+27,3.4670e+27,3.3580e+27,1.1004e+12,0.0000e+00,3.0501e+12,0.0000e+00,1.0874e+11,0.0000e+00,5.9398e+09,5.9128e+09,28.4,69.8,0.4,1.3,5.2705e+29,5.1161e+29,1.0121e+28,5.3190e+27,3.0979e+28,0.0000e+00,97.1,1.9,1
50,5.2107e+29,1.5004e+29,3.6199e+29,2.1980e+27,6.8450e+27,9.1725e+28,5.8313e+28,1.8799e+29,1.7401e+29,1.1220e+27,1.0760e+27,3.4090e+27,3.4360e+27,1.0926e+12,0.0000e+00,3.1057e+12,0.0000e+00,1.0911e+11,0.0000e+00,5.9127e+09,5.8853e+09,28.8,69.5,0.4,1.3,5.2142e+29,5.0595e+29,1.0228e+28,5.2420e+27,3.0889e+28,0.0000e+00,97,2,1
51,5.1384e+29,1.4886e+29,3.5598e+29,2.1800e+27,6.8160e+27,9.1193e+28,5.7664e+28,1.8511e+29,1.7087e+29,1.1110e+27,1.0690e+27,3.3840e+27,3.4320e+27,1.0881e+12,0.0000e+00,3.3494e+12,0.0000e+00,1.0931e+11,0.0000e+00,5.8852e+09,5.8577e+09,29,69.3,0.4,1.3,5.1411e+29,4.9902e+29,9.8520e+27,5.2430e+27,3.0596e+28,0.0000e+00,97.1,1.9,1
52,5.1420e+29,1.5002e+29,3.5503e+29,2.2830e+27,6.8660e+27,9.2364e+28,5.7655e+28,1.8559e+29,1.6944e+29,1.1550e+27,1.1280e+27,3.3930e+27,3.4730e+27,1.1114e+12,0.0000e+00,2.8789e+12,0.0000e+00,1.0875e+11,0.0000e+00,5.8575e+09,5.8294e+09,29.2,69,0.4,1.3,5.1428e+29,4.9904e+29,9.7920e+27,5.4470e+27,3.0692e+28,0.0000e+00,97,1.9,1.1
53,5.0766e+29,1.4883e+29,3.4985e+29,2.1710e+27,6.8120e+27,9.1635e+28,5.7197e+28,1.8229e+29,1.6756e+29,1.1080e+27,1.0630e+27,3.4100e+27,3.4020e+27,1.1387e+12,0.0000e+00,2.8402e+12,0.0000e+00,1.0649e+11,0.0000e+00,5.8292e+09,5.8010e+09,29.3,68.9,0.4,1.3,5.0821e+29,4.9326e+29,9.5480e+27,5.4070e+27,3.0390e+28,0.0000e+00,97.1,1.9,1.1
