Time_hours,TAA,Exosphere_Total,Surface_Total,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward
29557.777777777777,0.004613984076968336,3.287e+28,2.2893787823441755e+31,3.3909999999999955e+28,4.2600000000000024e+27,2.897999999999995e+28,3.2e+26,3.5e+26,3.357000000000032e+28,3.232000000000032e+28,1.19e+27,6.000000000000001e+25,1.2813938826112553e+27,0.0
29561.555555555555,1.0035978740661449,3.345e+28,2.2901725128605446e+31,6.786199999999993e+29,8.509e+28,5.7969999999999876e+29,7.04e+27,6.78999999999999e+27,6.780400000000064e+29,6.567900000000065e+29,2.009e+28,1.16e+27,2.4894453216448845e+28,0.0
29565.333333333332,2.0024777896696833,3.433e+28,2.290995086798711e+31,6.776199999999988e+29,8.621000000000002e+28,5.77449999999999e+29,7.179999999999996e+27,6.77999999999999e+27,6.767400000000066e+29,6.545900000000068e+29,2.081999999999999e+28,1.3300000000000005e+27,2.488670602747906e+28,0.0
29569.11111111111,3.001149752583842,3.438e+28,2.292162051398724e+31,6.913599999999988e+29,8.625000000000001e+28,5.9082999999999895e+29,7.490000000000003e+27,6.78999999999999e+27,6.913100000000065e+29,6.696800000000068e+29,2.0349999999999994e+28,1.2799999999999998e+27,2.4871245505938524e+28,0.0
29572.916666666668,4.006850565499008,3.4010000000000003e+28,2.2929079606047853e+31,6.794599999999989e+29,8.609000000000002e+28,5.792399999999988e+29,7.320000000000004e+27,6.80999999999999e+27,6.798300000000066e+29,6.577100000000069e+29,2.0859999999999992e+28,1.2600000000000002e+27,2.5030922725694004e+28,0.0
29576.694444444445,5.004794939285603,3.5459999999999996e+28,2.2940660538669617e+31,6.914599999999986e+29,8.654000000000004e+28,5.909199999999991e+29,7.220000000000002e+27,6.779999999999991e+27,6.900100000000066e+29,6.675500000000065e+29,2.128000000000001e+28,1.1800000000000005e+27,2.4817388748696293e+28,0.0
29580.472222222223,6.002221622954494,3.4350000000000003e+28,2.29504921645872e+31,6.95469999999999e+29,8.596000000000005e+28,5.953399999999986e+29,7.390000000000004e+27,6.779999999999991e+27,6.965800000000062e+29,6.741800000000064e+29,2.1220000000000007e+28,1.1800000000000005e+27,2.47791299120634e+28,0.0
29584.277777777777,7.006355805322528,3.3e+28,2.295987035190238e+31,6.885699999999989e+29,8.613000000000005e+28,5.884499999999987e+29,7.180000000000002e+27,6.80999999999999e+27,6.899200000000064e+29,6.669800000000064e+29,2.1600000000000007e+28,1.3400000000000005e+27,2.4914953557053713e+28,0.0
29588.055555555555,8.002435972621242,3.437e+28,2.2970566439630935e+31,6.922199999999988e+29,8.569e+28,5.920899999999986e+29,7.690000000000002e+27,6.74999999999999e+27,6.908500000000069e+29,6.693500000000068e+29,2.0310000000000004e+28,1.1900000000000008e+27,2.4679726486300197e+28,0.0
29591.86111111111,9.005008106069909,3.4040000000000003e+28,2.297917212837084e+31,6.871199999999991e+29,8.688000000000001e+28,5.859699999999986e+29,7.459999999999997e+27,6.80999999999999e+27,6.874500000000062e+29,6.650400000000067e+29,2.0859999999999997e+28,1.5499999999999992e+27,2.479983468077559e+28,0.0
29595.666666666668,10.006642251123594,3.325e+28,2.298776086261177e+31,6.824899999999992e+29,8.478e+28,5.8321999999999876e+29,7.690000000000001e+27,6.79999999999999e+27,6.832800000000072e+29,6.605200000000067e+29,2.1260000000000006e+28,1.4999999999999993e+27,2.4730849120901242e+28,0.0
29599.472222222223,11.007237818787871,3.3029999999999996e+28,2.299655709079509e+31,6.741399999999991e+29,8.598000000000005e+28,5.735499999999991e+29,7.78e+27,6.829999999999989e+27,6.743600000000065e+29,6.52490000000007e+29,2.0340000000000004e+28,1.5300000000000003e+27,2.465447699856506e+28,0.0
29603.277777777777,12.006691724029224,3.348e+28,2.30050857018226e+31,6.81509999999999e+29,8.451000000000001e+28,5.827899999999987e+29,7.429999999999998e+27,6.77999999999999e+27,6.810600000000067e+29,6.591600000000066e+29,2.0380000000000007e+28,1.5199999999999998e+27,2.457099883898094e+28,0.0
29607.083333333332,13.004907008396003,3.238e+28,2.301589111650345e+31,6.752799999999992e+29,8.535000000000002e+28,5.757799999999986e+29,7.430000000000002e+27,6.71999999999999e+27,6.76380000000007e+29,6.542700000000067e+29,2.062e+28,1.49e+27,2.448027060626874e+28,0.0
29610.88888888889,14.001781400720574,3.353e+28,2.3024720352869025e+31,6.694499999999993e+29,8.395000000000004e+28,5.712899999999987e+29,7.459999999999998e+27,6.74999999999999e+27,6.683000000000068e+29,6.465300000000065e+29,1.9889999999999997e+28,1.879999999999999e+27,2.4382512039513673e+28,0.0
29614.722222222223,15.00448100761787,3.2679999999999997e+28,2.303754771536138e+31,6.692399999999988e+29,8.441e+28,5.703699999999987e+29,7.619999999999998e+27,6.83999999999999e+27,6.700900000000064e+29,6.483700000000065e+29,1.993e+28,1.7899999999999994e+27,2.4454826412914868e+28,0.0
29618.555555555555,16.00562305434778,3.1420000000000003e+28,2.3049444689881786e+31,6.61239999999999e+29,8.697000000000005e+28,5.60229999999999e+29,7.299999999999998e+27,6.73999999999999e+27,6.625000000000064e+29,6.412600000000064e+29,1.9340000000000009e+28,1.8999999999999987e+27,2.4341933588153768e+28,0.0
29622.38888888889,17.005112599375934,3.0730000000000004e+28,2.3059430085536693e+31,6.46809999999999e+29,8.502000000000008e+28,5.476999999999991e+29,7.34e+27,6.74999999999999e+27,6.475000000000058e+29,6.255700000000062e+29,2.008e+28,1.8499999999999995e+27,2.422230700220615e+28,0.0
29626.222222222223,18.00285225893549,3.17e+28,2.3069992999510766e+31,6.497199999999987e+29,8.520000000000002e+28,5.50289999999999e+29,7.450000000000002e+27,6.77999999999999e+27,6.487500000000062e+29,6.281200000000059e+29,1.878e+28,1.8499999999999984e+27,2.4096099629423675e+28,0.0
29630.083333333332,19.005959042609902,2.912e+28,2.307917676134123e+31,6.441099999999988e+29,8.373000000000007e+28,5.4647999999999916e+29,7.029999999999998e+27,6.869999999999989e+27,6.46690000000006e+29,6.2592000000000604e+29,1.8900000000000005e+28,1.8699999999999983e+27,2.413664169920789e+28,0.0
29633.944444444445,20.007098782366484,3.0219999999999996e+28,2.3091966393237406e+31,6.439399999999993e+29,8.523000000000002e+28,5.4489999999999945e+29,6.990000000000003e+27,6.819999999999988e+27,6.428400000000059e+29,6.222800000000057e+29,1.8280000000000002e+28,2.279999999999999e+27,2.3995861130547145e+28,0.0
29637.805555555555,21.006181921215102,2.8710000000000003e+28,2.3101665417274307e+31,6.218399999999993e+29,8.396000000000004e+28,5.238899999999987e+29,7.19e+27,6.79999999999999e+27,6.233500000000055e+29,6.0376000000000565e+29,1.7369999999999996e+28,2.2199999999999981e+27,2.384896549729674e+28,0.0
29641.666666666668,22.00311353141751,2.906e+28,2.311144524395684e+31,6.1824999999999896e+29,8.370000000000006e+28,5.201599999999988e+29,7.590000000000002e+27,6.79999999999999e+27,6.179000000000055e+29,5.9781000000000536e+29,1.7580000000000006e+28,2.5099999999999985e+27,2.3696020732180266e+28,0.0
29645.555555555555,23.004953424037012,2.767e+28,2.312110689008073e+31,6.1332999999999916e+29,8.407e+28,5.1529999999999884e+29,7.1e+27,6.859999999999989e+27,6.147200000000047e+29,5.954300000000049e+29,1.6929999999999992e+28,2.3599999999999974e+27,2.370610975447727e+28,0.0
29649.444444444445,24.00443394508602,2.799e+28,2.31320690918887e+31,6.033299999999992e+29,8.247000000000002e+28,5.0753999999999895e+29,6.590000000000002e+27,6.72999999999999e+27,6.030100000000049e+29,5.837600000000051e+29,1.685999999999999e+28,2.3899999999999986e+27,2.3539512158978996e+28,0.0
29653.333333333332,25.001460617982048,2.733e+28,2.31449395956589e+31,5.950299999999993e+29,8.340000000000003e+28,4.975899999999991e+29,7.290000000000003e+27,6.74999999999999e+27,5.9569000000000474e+29,5.768200000000047e+29,1.6269999999999993e+28,2.599999999999998e+27,2.3367496727600288e+28,0.0
29657.25,26.003048653217775,2.6030000000000007e+28,2.3155374789868014e+31,5.9735999999999895e+29,8.255000000000002e+28,5.008399999999996e+29,7.220000000000001e+27,6.74999999999999e+27,5.986600000000047e+29,5.8026000000000474e+29,1.5560000000000005e+28,2.84e+27,2.335532618013715e+28,0.0
29661.166666666668,27.0019799175343,2.439e+28,2.3166419990328025e+31,5.721199999999994e+29,8.285e+28,4.756699999999993e+29,6.78e+27,6.819999999999991e+27,5.737600000000042e+29,5.553500000000039e+29,1.5480000000000003e+28,2.9300000000000003e+27,2.317045920836709e+28,0.0
29665.11111111111,28.00522643509339,2.4490000000000004e+28,2.3177261492016566e+31,5.669099999999993e+29,8.213000000000003e+28,4.713899999999994e+29,6.580000000000002e+27,6.80999999999999e+27,5.668100000000036e+29,5.493700000000039e+29,1.4789999999999993e+28,2.6499999999999985e+27,2.3142956524042085e+28,0.0
29669.055555555555,29.005606455742054,2.469e+28,2.319082773567275e+31,5.625499999999997e+29,8.398000000000002e+28,4.648399999999991e+29,6.870000000000001e+27,6.859999999999989e+27,5.623500000000038e+29,5.447100000000038e+29,1.441e+28,3.23e+27,2.2945904336425105e+28,0.0
