TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.7817e+29,8.5140e+28,5.7926e+29,6.9800e+27,6.7900e+27,5.5370e+28,2.9770e+28,3.2243e+29,2.5683e+29,3.9200e+27,3.0600e+27,3.5500e+27,3.2400e+27,1.6830e+28,5.9900e+27,1.4099e+08,1.0077e+06,1.4319e+09,2.0724e-05,7.0798e+07,4.7362e+05,6.6625e+05,6.6622e+05,12.6,85.4,1.0,1.0,6.7807e+29,6.5670e+29,2.0220e+28,1.1500e+27,2.4894e+28,0.0000e+00,96.8,3.0,0.2
1,6.7772e+29,8.6200e+28,5.7751e+29,7.2300e+27,6.7800e+27,5.6560e+28,2.9640e+28,3.1348e+29,2.6403e+29,3.9500e+27,3.2800e+27,3.2300e+27,3.5500e+27,1.7330e+28,5.9600e+27,1.4067e+08,1.0566e+06,1.6456e+09,1.8011e-05,6.9386e+07,4.7360e+05,6.6622e+05,6.6612e+05,12.7,85.2,1.1,1.0,6.7672e+29,6.5463e+29,2.0760e+28,1.3300e+27,2.4887e+28,0.0000e+00,96.7,3.1,0.2
2,6.9141e+29,8.6260e+28,5.9085e+29,7.5100e+27,6.7900e+27,5.5140e+28,3.1120e+28,3.1948e+29,2.7137e+29,4.0500e+27,3.4600e+27,3.3500e+27,3.4400e+27,1.7530e+28,5.8400e+27,1.4053e+08,1.1010e+06,1.2782e+09,1.5620e-05,6.8483e+07,4.4789e+05,6.6611e+05,6.6595e+05,12.5,85.5,1.1,1.0,6.9131e+29,6.6961e+29,2.0420e+28,1.2800e+27,2.4871e+28,0.0000e+00,96.9,3.0,0.2
3,6.7953e+29,8.6100e+28,5.7934e+29,7.2800e+27,6.8100e+27,5.6150e+28,2.9950e+28,3.1357e+29,2.6577e+29,4.2000e+27,3.0800e+27,3.6100e+27,3.2000e+27,1.7160e+28,5.5400e+27,1.4035e+08,1.0073e+06,1.3434e+09,1.3509e-05,6.7955e+07,4.3748e+05,6.6595e+05,6.6572e+05,12.7,85.3,1.1,1.0,6.7981e+29,6.5771e+29,2.0830e+28,1.2700e+27,2.5031e+28,0.0000e+00,96.7,3.1,0.2
4,6.9107e+29,8.6580e+28,5.9045e+29,7.2600e+27,6.7800e+27,5.6370e+28,3.0210e+28,3.1590e+29,2.7455e+29,4.0600e+27,3.2000e+27,3.2200e+27,3.5600e+27,1.6990e+28,5.1900e+27,1.4010e+08,1.0508e+06,1.3755e+09,1.1681e-05,6.7548e+07,4.7961e+05,6.6572e+05,6.6543e+05,12.5,85.4,1.1,1.0,6.8997e+29,6.6761e+29,2.1200e+28,1.1600e+27,2.4818e+28,0.0000e+00,96.8,3.1,0.2
5,6.9560e+29,8.5920e+28,5.9552e+29,7.3800e+27,6.7800e+27,5.5840e+28,3.0080e+28,3.1815e+29,2.7737e+29,4.1400e+27,3.2400e+27,3.5100e+27,3.2700e+27,1.6760e+28,5.4400e+27,1.3965e+08,9.6196e+05,1.4271e+09,1.0094e-05,6.7116e+07,4.7188e+05,6.6542e+05,6.6507e+05,12.4,85.6,1.1,1.0,6.9637e+29,6.7395e+29,2.1220e+28,1.2000e+27,2.4779e+28,0.0000e+00,96.8,3.0,0.2
6,6.8887e+29,8.6160e+28,5.8874e+29,7.1600e+27,6.8100e+27,5.5740e+28,3.0420e+28,3.1107e+29,2.7767e+29,4.1500e+27,3.0100e+27,3.3800e+27,3.4300e+27,1.6710e+28,5.0500e+27,1.3947e+08,9.4727e+05,1.7136e+09,8.7104e-06,6.6519e+07,5.1938e+05,6.6506e+05,6.6464e+05,12.5,85.5,1.0,1.0,6.9005e+29,6.6711e+29,2.1600e+28,1.3400e+27,2.4915e+28,0.0000e+00,96.7,3.1,0.2
7,6.9205e+29,8.5730e+28,5.9197e+29,7.6000e+27,6.7500e+27,5.4570e+28,3.1160e+28,3.1359e+29,2.7838e+29,4.2700e+27,3.3300e+27,3.2800e+27,3.4700e+27,1.6190e+28,5.3900e+27,1.3914e+08,9.7193e+05,1.4849e+09,7.5274e-06,6.5517e+07,5.4010e+05,6.6464e+05,6.6415e+05,12.4,85.5,1.1,1.0,6.9068e+29,6.6915e+29,2.0370e+28,1.1600e+27,2.4680e+28,0.0000e+00,96.9,2.9,0.2
8,6.8745e+29,8.6980e+28,5.8611e+29,7.5500e+27,6.8100e+27,5.5800e+28,3.1180e+28,3.1029e+29,2.7582e+29,4.3200e+27,3.2300e+27,3.2400e+27,3.5700e+27,1.7210e+28,5.1200e+27,1.3882e+08,1.0892e+06,1.6827e+09,6.5039e-06,6.4279e+07,5.3776e+05,6.6415e+05,6.6359e+05,12.7,85.3,1.1,1.0,6.8785e+29,6.6546e+29,2.0830e+28,1.5600e+27,2.4800e+28,0.0000e+00,96.7,3.0,0.2
9,6.8215e+29,8.4620e+28,5.8303e+29,7.7000e+27,6.8000e+27,5.4180e+28,3.0440e+28,3.0735e+29,2.7568e+29,4.2900e+27,3.4100e+27,3.4400e+27,3.3600e+27,1.7130e+28,4.7400e+27,1.3857e+08,1.0993e+06,1.3058e+09,5.6282e-06,6.3300e+07,5.2746e+05,6.6359e+05,6.6297e+05,12.4,85.5,1.1,1.0,6.8353e+29,6.6074e+29,2.1300e+28,1.4900e+27,2.4731e+28,0.0000e+00,96.7,3.1,0.2
