TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,4.1200e+27,1.8000e+26,2.1600e+27,1.6000e+26,3.3512e+32,2.0003e+32,136
0,1,0.0500,0.1000,4.1600e+27,9.5000e+26,2.2100e+27,4.0000e+26,1.2254e+32,6.9725e+31,136
0,2,0.1000,0.2000,1.4430e+28,1.0380e+28,7.0800e+27,5.6900e+27,2.4515e+32,1.1958e+32,136
0,3,0.2000,0.3500,1.7740e+28,3.7710e+28,8.4500e+27,2.2940e+28,1.6839e+32,7.7620e+31,136
0,4,0.3500,0.5500,1.0580e+28,7.4880e+28,5.9300e+27,5.2180e+28,5.8602e+31,3.2737e+31,136
0,5,0.5500,1.0100,4.3400e+27,1.9833e+29,3.9400e+27,1.7546e+29,1.5406e+31,1.3278e+31,136
1,0,0.0000,0.0500,4.2300e+27,1.9000e+26,2.2900e+27,8.0000e+25,3.3538e+32,2.0014e+32,136
1,1,0.0500,0.1000,4.2400e+27,1.0900e+27,2.2300e+27,4.7000e+26,1.2249e+32,6.9716e+31,136
1,2,0.1000,0.2000,1.4670e+28,1.0520e+28,7.1500e+27,5.2700e+27,2.4470e+32,1.1958e+32,136
1,3,0.2000,0.3500,1.8400e+28,3.7280e+28,8.2700e+27,2.1440e+28,1.6773e+32,7.7569e+31,136
1,4,0.3500,0.5500,1.0370e+28,7.5310e+28,5.6200e+27,5.0130e+28,5.8469e+31,3.2781e+31,136
1,5,0.5500,1.0100,4.6500e+27,1.8909e+29,4.0800e+27,1.8664e+29,1.5434e+31,1.3301e+31,136
2,0,0.0000,0.0500,4.1700e+27,2.1000e+26,2.4600e+27,1.2000e+26,3.3568e+32,2.0026e+32,136
2,1,0.0500,0.1000,4.3400e+27,1.0300e+27,2.3000e+27,4.8000e+26,1.2245e+32,6.9687e+31,136
2,2,0.1000,0.2000,1.4400e+28,9.8400e+27,7.3800e+27,5.3000e+27,2.4434e+32,1.1951e+32,136
2,3,0.2000,0.3500,1.7400e+28,3.7030e+28,8.6400e+27,2.1370e+28,1.6709e+32,7.7463e+31,136
2,4,0.3500,0.5500,1.0740e+28,7.4670e+28,6.1800e+27,5.3230e+28,5.8251e+31,3.2820e+31,136
2,5,0.5500,1.0100,4.0900e+27,1.9670e+29,4.1600e+27,1.9087e+29,1.5524e+31,1.3483e+31,136
3,0,0.0000,0.0500,4.0500e+27,1.6000e+26,2.2600e+27,1.0000e+26,3.3846e+32,2.0183e+32,137
3,1,0.0500,0.1000,4.2800e+27,8.7000e+26,2.2200e+27,5.6000e+26,1.2333e+32,7.0209e+31,137
3,2,0.1000,0.2000,1.4820e+28,9.6900e+27,6.7300e+27,5.1300e+27,2.4576e+32,1.2027e+32,137
3,3,0.2000,0.3500,1.7960e+28,3.6880e+28,8.9300e+27,2.1630e+28,1.6765e+32,7.7941e+31,137
3,4,0.3500,0.5500,1.0710e+28,7.3550e+28,5.8200e+27,5.3490e+28,5.8552e+31,3.3079e+31,137
3,5,0.5500,1.0100,4.3300e+27,1.9242e+29,3.9900e+27,1.8486e+29,1.5707e+31,1.3699e+31,137
4,0,0.0000,0.0500,3.8700e+27,1.2000e+26,2.2100e+27,8.0000e+25,3.3630e+32,2.0050e+32,136
4,1,0.0500,0.1000,3.7900e+27,8.3000e+26,2.2300e+27,4.7000e+26,1.2235e+32,6.9659e+31,136
4,2,0.1000,0.2000,1.4980e+28,9.5000e+27,7.4500e+27,5.2000e+27,2.4363e+32,1.1927e+32,136
4,3,0.2000,0.3500,1.8280e+28,3.6290e+28,8.6500e+27,2.1760e+28,1.6739e+32,7.7342e+31,136
4,4,0.3500,0.5500,1.0560e+28,7.4090e+28,5.9300e+27,5.4230e+28,5.6477e+31,3.2828e+31,136
4,5,0.5500,1.0100,4.8900e+27,1.9507e+29,3.7400e+27,1.9281e+29,1.5677e+31,1.3709e+31,136
5,0,0.0000,0.0500,3.6900e+27,1.9000e+26,2.5200e+27,8.0000e+25,3.3653e+32,2.0060e+32,136
5,1,0.0500,0.1000,4.5000e+27,1.0200e+27,2.1700e+27,6.7000e+26,1.3051e+32,6.9627e+31,136
5,2,0.1000,0.2000,1.4470e+28,9.3900e+27,7.0500e+27,5.0200e+27,2.3639e+32,1.1922e+32,136
