Year,U_1.400eV,U_1.544eV,U_1.689eV,U_1.833eV,U_1.978eV,U_2.122eV,U_2.267eV,U_2.411eV,U_2.556eV,U_2.700eV,Total,Active,Inert
14.9674,5.056900e+29,1.740636e+30,4.262944e+30,7.328751e+30,8.593889e+30,6.724648e+30,3.452267e+30,1.198454e+30,2.908563e+29,4.884191e+28,3.414698e+31,2.243191e+31,1.171507e+31
15.0086,5.254269e+29,1.796894e+30,4.315403e+30,7.373171e+30,8.580354e+30,6.704476e+30,3.468147e+30,1.223270e+30,3.010487e+29,5.081627e+28,3.433901e+31,2.259125e+31,1.174776e+31
15.0508,5.504572e+29,1.862594e+30,4.405951e+30,7.462171e+30,8.588271e+30,6.665455e+30,3.440969e+30,1.218989e+30,3.022756e+29,5.098877e+28,3.454812e+31,2.286944e+31,1.167868e+31
15.0953,5.866944e+29,1.954256e+30,4.561970e+30,7.624971e+30,8.640280e+30,6.604774e+30,3.358851e+30,1.168345e+30,2.849451e+29,4.798421e+28,3.483307e+31,2.336817e+31,1.146490e+31
15.1455,5.979483e+29,2.031619e+30,4.711703e+30,7.795014e+30,8.710963e+30,6.550355e+30,3.281479e+30,1.122974e+30,2.690182e+29,4.507085e+28,3.511614e+31,2.384725e+31,1.126890e+31
15.2037,5.812772e+29,1.980645e+30,4.749358e+30,7.940547e+30,8.844122e+30,6.578071e+30,3.252616e+30,1.096637e+30,2.592839e+29,4.336561e+28,3.532592e+31,2.409595e+31,1.122997e+31
15.2720,5.475634e+29,1.882105e+30,4.574916e+30,7.892618e+30,9.046303e+30,6.772688e+30,3.322374e+30,1.104073e+30,2.611061e+29,4.337630e+28,3.544712e+31,2.394351e+31,1.150362e+31
15.3525,5.145906e+29,1.774816e+30,4.323512e+30,7.563089e+30,9.114893e+30,7.140524e+30,3.519655e+30,1.159205e+30,2.721525e+29,4.524471e+28,3.542768e+31,2.329090e+31,1.213678e+31
15.4425,4.816794e+29,1.678107e+30,4.085497e+30,7.154698e+30,8.878978e+30,7.534501e+30,3.822922e+30,1.257331e+30,2.934214e+29,4.924026e+28,3.523638e+31,2.227896e+31,1.295742e+31
15.5367,4.568987e+29,1.613975e+30,3.947060e+30,6.910032e+30,8.640805e+30,7.635845e+30,4.043975e+30,1.333514e+30,3.112226e+29,5.178097e+28,3.494511e+31,2.156877e+31,1.337634e+31
15.6286,4.401729e+29,1.588213e+30,3.917052e+30,6.899438e+30,8.573080e+30,7.503012e+30,4.066546e+30,1.348354e+30,3.150787e+29,5.203211e+28,3.470298e+31,2.141796e+31,1.328502e+31
15.7110,4.364713e+29,1.600333e+30,3.977361e+30,7.021060e+30,8.611777e+30,7.258739e+30,3.944732e+30,1.324823e+30,3.084167e+29,5.116030e+28,3.453487e+31,2.164700e+31,1.288787e+31
15.7821,4.382730e+29,1.610095e+30,4.043177e+30,7.152646e+30,8.668441e+30,7.098700e+30,3.800223e+30,1.298603e+30,3.037081e+29,5.074548e+28,3.446461e+31,2.191263e+31,1.255198e+31
15.8422,4.492584e+29,1.627683e+30,4.116009e+30,7.251884e+30,8.712758e+30,7.008355e+30,3.680753e+30,1.274612e+30,3.007574e+29,5.023742e+28,3.447231e+31,2.215759e+31,1.231471e+31
15.8939,4.713654e+29,1.681522e+30,4.216094e+30,7.357196e+30,8.742607e+30,6.930434e+30,3.589207e+30,1.244283e+30,2.955304e+29,4.972605e+28,3.457796e+31,2.246878e+31,1.210918e+31
15.9398,5.095674e+29,1.751392e+30,4.348438e+30,7.480384e+30,8.780252e+30,6.877039e+30,3.528759e+30,1.221274e+30,2.931996e+29,4.947100e+28,3.483978e+31,2.287003e+31,1.196974e+31
15.9820,5.327696e+29,1.817094e+30,4.420060e+30,7.544909e+30,8.805239e+30,6.868742e+30,3.534093e+30,1.228752e+30,2.991475e+29,5.029673e+28,3.510110e+31,2.312007e+31,1.198103e+31
16.0232,5.542510e+29,1.874774e+30,4.479298e+30,7.593141e+30,8.799049e+30,6.841046e+30,3.538934e+30,1.246859e+30,3.080110e+29,5.174531e+28,3.528711e+31,2.330051e+31,1.198660e+31
16.0658,5.823797e+29,1.950633e+30,4.596453e+30,7.709421e+30,8.822612e+30,6.793931e+30,3.489718e+30,1.224107e+30,3.003303e+29,5.060946e+28,3.552020e+31,2.366150e+31,1.185870e+31
16.1122,6.161496e+29,2.046889e+30,4.761817e+30,7.881707e+30,8.876451e+30,6.726847e+30,3.398990e+30,1.172662e+30,2.830181e+29,4.717273e+28,3.581170e+31,2.418301e+31,1.162869e+31
16.1648,6.230733e+29,2.078099e+30,4.891256e+30,8.048984e+30,8.954899e+30,6.688246e+30,3.337116e+30,1.132587e+30,2.684765e+29,4.475887e+28,3.606750e+31,2.459631e+31,1.147118e+31
16.2264,5.889158e+29,2.011832e+30,4.850737e+30,8.149476e+30,9.116466e+30,6.764085e+30,3.336487e+30,1.115463e+30,2.608391e+29,4.385352e+28,3.623815e+31,2.471743e+31,1.152073e+31
16.2988,5.557054e+29,1.904228e+30,4.619512e+30,7.992570e+30,9.320543e+30,7.028556e+30,3.446068e+30,1.139211e+30,2.653377e+29,4.391556e+28,3.631564e+31,2.439256e+31,1.192309e+31
16.3827,5.216897e+29,1.798059e+30,4.361584e+30,7.612453e+30,9.284570e+30,7.444054e+30,3.692856e+30,1.216698e+30,2.815847e+29,4.679321e+28,3.626034e+31,2.357836e+31,1.268199e+31
16.4750,4.889073e+29,1.710335e+30,4.145203e+30,7.233154e+30,8.984387e+30,7.743029e+30,3.994246e+30,1.319174e+30,3.052316e+29,5.078127e+28,3.597445e+31,2.256199e+31,1.341246e+31
16.5693,4.642826e+29,1.657374e+30,4.036337e+30,7.069356e+30,8.795425e+30,7.765776e+30,4.162410e+30,1.376281e+30,3.192302e+29,5.353160e+28,3.570000e+31,2.202278e+31,1.367723e+31
16.6583,4.529213e+29,1.650031e+30,4.049870e+30,7.126194e+30,8.785594e+30,7.557390e+30,4.112878e+30,1.368213e+30,3.190094e+29,5.331258e+28,3.547541e+31,2.206461e+31,1.341080e+31
16.7370,4.499256e+29,1.663333e+30,4.127364e+30,7.262730e+30,8.835482e+30,7.337245e+30,3.979784e+30,1.337984e+30,3.112520e+29,5.240195e+28,3.535750e+31,2.233883e+31,1.301867e+31
16.8042,4.563830e+29,1.674145e+30,4.189438e+30,7.375407e+30,8.888881e+30,7.208672e+30,3.829559e+30,1.317826e+30,3.084781e+29,5.099502e+28,3.529978e+31,2.258425e+31,1.271553e+31
16.8611,4.730371e+29,1.703326e+30,4.268662e+30,7.474057e+30,8.927320e+30,7.120534e+30,3.722452e+30,1.290277e+30,3.046226e+29,5.127819e+28,3.533557e+31,2.284640e+31,1.248916e+31
16.9103,4.997171e+29,1.763365e+30,4.381987e+30,7.588036e+30,8.947225e+30,7.046295e+30,3.644157e+30,1.259359e+30,2.988486e+29,5.045216e+28,3.547944e+31,2.318033e+31,1.229911e+31
16.9544,5.361534e+29,1.840601e+30,4.507139e+30,7.698395e+30,8.982039e+30,7.004828e+30,3.599255e+30,1.242378e+30,2.987948e+29,4.992871e+28,3.575951e+31,2.356433e+31,1.219518e+31
16.9960,5.565087e+29,1.897709e+30,4.561614e+30,7.740457e+30,8.987951e+30,7.001071e+30,3.615947e+30,1.265198e+30,3.077508e+29,5.188910e+28,3.598609e+31,2.374424e+31,1.224186e+31
17.0377,5.797871e+29,1.960474e+30,4.637805e+30,7.800215e+30,8.978620e+30,6.960997e+30,3.602433e+30,1.273083e+30,3.132803e+29,5.272256e+28,3.615942e+31,2.395690e+31,1.220252e+31
17.0813,6.140934e+29,2.046429e+30,4.783642e+30,7.951563e+30,9.018698e+30,6.904746e+30,3.526778e+30,1.230845e+30,2.989711e+29,4.991888e+28,3.642569e+31,2.441443e+31,1.201126e+31
17.1296,6.349813e+29,2.142010e+30,4.946629e+30,8.124353e+30,9.080558e+30,6.835930e+30,3.439530e+30,1.179949e+30,2.824300e+29,4.700080e+28,3.671337e+31,2.492853e+31,1.178484e+31
17.1850,6.240282e+29,2.141559e+30,5.041252e+30,8.280104e+30,9.174523e+30,6.821181e+30,3.389029e+30,1.148044e+30,2.707293e+29,4.489184e+28,3.693534e+31,2.526147e+31,1.167388e+31
17.2499,5.937232e+29,2.041241e+30,4.910167e+30,8.313875e+30,9.373833e+30,6.964093e+30,3.422414e+30,1.141204e+30,2.675352e+29,4.426724e+28,3.707235e+31,2.523284e+31,1.183951e+31
17.3267,5.594041e+29,1.927592e+30,4.662389e+30,8.057777e+30,9.523289e+30,7.290254e+30,3.578010e+30,1.180554e+30,2.760613e+29,4.584631e+28,3.710118e+31,2.473045e+31,1.237072e+31
17.4143,5.248968e+29,1.820093e+30,4.400333e+30,7.639609e+30,9.378217e+30,7.717180e+30,3.871820e+30,1.273564e+30,2.964396e+29,4.916242e+28,3.697132e+31,2.376315e+31,1.320817e+31
17.5081,4.961039e+29,1.742769e+30,4.213581e+30,7.318711e+30,9.085840e+30,7.935710e+30,4.154065e+30,1.368730e+30,3.177322e+29,5.269518e+28,3.668594e+31,2.285700e+31,1.382893e+31
17.6014,4.770532e+29,1.702647e+30,4.146119e+30,7.233917e+30,8.957078e+30,7.857467e+30,4.240900e+30,1.402379e+30,3.275209e+29,5.468324e+28,3.639976e+31,2.251681e+31,1.388295e+31
17.6871,4.683673e+29,1.701745e+30,4.193240e+30,7.343855e+30,8.971328e+30,7.617547e+30,4.139187e+30,1.384367e+30,3.230902e+29,5.373176e+28,3.619646e+31,2.267854e+31,1.351792e+31
17.7619,4.677474e+29,1.713763e+30,4.265053e+30,7.474126e+30,9.026967e+30,7.418844e+30,3.994641e+30,1.357805e+30,3.181029e+29,5.317911e+28,3.609023e+31,2.294766e+31,1.314257e+31
17.8249,4.787152e+29,1.728597e+30,4.328478e+30,7.588019e+30,9.078574e+30,7.304716e+30,3.854848e+30,1.330046e+30,3.139164e+29,5.242330e+28,3.605833e+31,2.320238e+31,1.285595e+31
17.8789,4.976553e+29,1.768200e+30,4.422277e+30,7.682572e+30,9.105343e+30,7.219687e+30,3.744634e+30,1.299247e+30,3.076417e+29,5.152512e+28,3.609878e+31,2.347605e+31,1.262273e+31
17.9263,5.309401e+29,1.837512e+30,4.548606e+30,7.801630e+30,9.125939e+30,7.146285e+30,3.667286e+30,1.265100e+30,3.032196e+29,5.098927e+28,3.627751e+31,2.384463e+31,1.243288e+31
17.9694,5.602197e+29,1.911633e+30,4.646060e+30,7.905778e+30,9.165858e+30,7.129322e+30,3.641908e+30,1.259695e+30,3.049567e+29,5.110390e+28,3.657653e+31,2.418955e+31,1.238699e+31
18.0106,5.815620e+29,1.967151e+30,4.696256e+30,7.941761e+30,9.157003e+30,7.108915e+30,3.659237e+30,1.284708e+30,3.166358e+29,5.281844e+28,3.676605e+31,2.434373e+31,1.242231e+31
18.0528,6.081385e+29,2.036357e+30,4.790696e+30,8.031976e+30,9.169236e+30,7.072651e+30,3.627122e+30,1.277864e+30,3.163794e+29,5.310605e+28,3.698353e+31,2.463640e+31,1.234712e+31
18.0973,6.456412e+29,2.130994e+30,4.955217e+30,8.195134e+30,9.220692e+30,7.004429e+30,3.537179e+30,1.227053e+30,2.988712e+29,5.047142e+28,3.726568e+31,2.514768e+31,1.211800e+31
18.1480,6.565032e+29,2.205729e+30,5.105001e+30,8.367387e+30,9.283945e+30,6.941088e+30,3.459359e+30,1.183014e+30,2.825285e+29,4.743578e+28,3.753199e+31,2.561856e+31,1.191343e+31
18.2062,6.370449e+29,2.151582e+30,5.137250e+30,8.506246e+30,9.418850e+30,6.967797e+30,3.434338e+30,1.157317e+30,2.730094e+29,4.580797e+28,3.772924e+31,2.585097e+31,1.187827e+31
18.2754,6.021684e+29,2.050143e+30,4.938463e+30,8.443051e+30,9.630686e+30,7.176018e+30,3.504131e+30,1.167325e+30,2.739075e+29,4.554190e+28,3.783143e+31,2.566451e+31,1.216692e+31
18.3559,5.665058e+29,1.934762e+30,4.681009e+30,8.098724e+30,9.690582e+30,7.560444e+30,3.709735e+30,1.224663e+30,2.879408e+29,4.808075e+28,3.780245e+31,2.497158e+31,1.283086e+31
18.4464,5.309227e+29,1.836374e+30,4.432917e+30,7.682884e+30,9.439862e+30,7.945883e+30,4.035731e+30,1.327003e+30,3.107249e+29,5.269097e+28,3.759499e+31,2.392296e+31,1.367203e+31
18.5411,5.027023e+29,1.769916e+30,4.294942e+30,7.448958e+30,9.185723e+30,8.045885e+30,4.255500e+30,1.402347e+30,3.284769e+29,5.516376e+28,3.728962e+31,2.320224e+31,1.408737e+31
18.6325,4.842083e+29,1.743083e+30,4.266424e+30,7.443447e+30,9.128826e+30,7.900592e+30,4.271866e+30,1.416313e+30,3.320395e+29,5.567800e+28,3.704248e+31,2.306599e+31,1.397649e+31
18.7145,4.783202e+29,1.748755e+30,4.333609e+30,7.576155e+30,9.179362e+30,7.661722e+30,4.145306e+30,1.388034e+30,3.250075e+29,5.433300e+28,3.689060e+31,2.331620e+31,1.357440e+31
18.7850,4.804120e+29,1.763314e+30,4.394889e+30,7.694045e+30,9.229645e+30,7.508893e+30,3.995025e+30,1.363010e+30,3.200861e+29,5.377700e+28,3.680310e+31,2.356230e+31,1.324079e+31
18.8447,4.905279e+29,1.781185e+30,4.466808e+30,7.797673e+30,9.268082e+30,7.409191e+30,3.869257e+30,1.338037e+30,3.170555e+29,5.333801e+28,3.679116e+31,2.380428e+31,1.298688e+31
18.8959,5.138871e+29,1.836756e+30,4.571220e+30,7.912011e+30,9.289918e+30,7.327662e+30,3.777560e+30,1.309482e+30,3.113787e+29,5.234578e+28,3.690222e+31,2.412379e+31,1.277843e+31
18.9413,5.533570e+29,1.909313e+30,4.705455e+30,8.039103e+30,9.326351e+30,7.259512e+30,3.707965e+30,1.282995e+30,3.084197e+29,5.187801e+28,3.714435e+31,2.453358e+31,1.261077e+31
18.9840,5.767688e+29,1.975836e+30,4.769555e+30,8.100121e+30,9.340092e+30,7.250336e+30,3.711510e+30,1.293946e+30,3.134970e+29,5.282972e+28,3.738449e+31,2.476237e+31,1.262212e+31
19.0252,5.994845e+29,2.036554e+30,4.827974e+30,8.147249e+30,9.319768e+30,7.214842e+30,3.714966e+30,1.307605e+30,3.229202e+29,5.439788e+28,3.754576e+31,2.493103e+31,1.261473e+31
19.0678,6.295584e+29,2.117143e+30,4.949824e+30,8.271194e+30,9.345807e+30,7.169207e+30,3.658380e+30,1.282682e+30,3.153003e+29,5.315438e+28,3.779225e+31,2.531353e+31,1.247872e+31
19.1142,6.633369e+29,2.218134e+30,5.119639e+30,8.443561e+30,9.398767e+30,7.090527e+30,3.562854e+30,1.227660e+30,2.957970e+29,4.974281e+28,3.807002e+31,2.584344e+31,1.222658e+31
19.1673,6.692754e+29,2.248409e+30,5.249879e+30,8.611043e+30,9.473546e+30,7.051077e+30,3.500128e+30,1.187412e+30,2.813155e+29,4.714881e+28,3.831923e+31,2.625215e+31,1.206708e+31
19.2288,6.354384e+29,2.175375e+30,5.201742e+30,8.703126e+30,9.638511e+30,7.129050e+30,3.500935e+30,1.172164e+30,2.755437e+29,4.602264e+28,3.847791e+31,2.635419e+31,1.212372e+31
19.3023,6.002369e+29,2.063283e+30,4.960906e+30,8.535573e+30,9.844646e+30,7.396614e+30,3.615137e+30,1.197795e+30,2.782948e+29,4.710187e+28,3.853959e+31,2.600464e+31,1.253494e+31
19.3866,5.654784e+29,1.955266e+30,4.699059e+30,8.124996e+30,9.786090e+30,7.832818e+30,3.869687e+30,1.276103e+30,2.960208e+29,4.913627e+28,3.845465e+31,2.513089e+31,1.332377e+31
19.4794,5.312485e+29,1.864449e+30,4.477547e+30,7.745464e+30,9.500577e+30,8.132252e+30,4.190109e+30,1.377294e+30,3.202464e+29,5.298113e+28,3.819217e+31,2.411929e+31,1.407288e+31
19.5737,5.058425e+29,1.809949e+30,4.370924e+30,7.578115e+30,9.309433e+30,8.147504e+30,4.350662e+30,1.435704e+30,3.338884e+29,5.483059e+28,3.789685e+31,2.357426e+31,1.432259e+31
19.6622,4.947928e+29,1.797956e+30,4.384006e+30,7.642400e+30,9.309522e+30,7.933562e+30,4.297951e+30,1.427460e+30,3.320980e+29,5.416475e+28,3.767391e+31,2.362868e+31,1.404524e+31
19.7404,4.914990e+29,1.813841e+30,4.453613e+30,7.778110e+30,9.363702e+30,7.715704e+30,4.151598e+30,1.395576e+30,3.259978e+29,5.310540e+28,3.754275e+31,2.390076e+31,1.364198e+31
19.8072,4.969734e+29,1.821821e+30,4.519481e+30,7.890842e+30,9.417404e+30,7.580300e+30,4.006838e+30,1.375330e+30,3.233091e+29,5.250647e+28,3.748480e+31,2.414652e+31,1.333828e+31
19.8635,5.161966e+29,1.850495e+30,4.605099e+30,7.991136e+30,9.445862e+30,7.494061e+30,3.891235e+30,1.346144e+30,3.183386e+29,5.144738e+28,3.751001e+31,2.440879e+31,1.310123e+31
19.9123,5.440572e+29,1.915264e+30,4.727854e+30,8.103826e+30,9.472598e+30,7.416462e+30,3.806953e+30,1.313028e+30,3.130120e+29,5.098612e+28,3.766404e+31,2.476360e+31,1.290044e+31
19.9564,5.801124e+29,1.996169e+30,4.853753e+30,8.218834e+30,9.511136e+30,7.365719e+30,3.756121e+30,1.294766e+30,3.104962e+29,5.147837e+28,3.793858e+31,2.516000e+31,1.277858e+31
19.9980,6.012512e+29,2.053943e+30,4.904538e+30,8.256856e+30,9.509694e+30,7.351825e+30,3.772378e+30,1.317407e+30,3.196415e+29,5.306069e+28,3.814059e+31,2.532628e+31,1.281431e+31
20.0397,6.251616e+29,2.117011e+30,4.980460e+30,8.324506e+30,9.498464e+30,7.309391e+30,3.755090e+30,1.323849e+30,3.247148e+29,5.381292e+28,3.831246e+31,2.554560e+31,1.276686e+31
20.0833,6.599560e+29,2.209048e+30,5.129865e+30,8.476842e+30,9.547192e+30,7.243292e+30,3.678796e+30,1.279118e+30,3.111041e+29,5.133944e+28,3.858655e+31,2.602290e+31,1.256365e+31
20.1316,6.799328e+29,2.308831e+30,5.293963e+30,8.645680e+30,9.600252e+30,7.168858e+30,3.585335e+30,1.228546e+30,2.934647e+29,4.812780e+28,3.885299e+31,2.652866e+31,1.232433e+31
20.1875,6.688684e+29,2.300814e+30,5.384309e+30,8.804975e+30,9.703255e+30,7.157244e+30,3.534422e+30,1.194123e+30,2.811860e+29,4.614090e+28,3.907534e+31,2.686222e+31,1.221312e+31
20.2533,6.392209e+29,2.195106e+30,5.246051e+30,8.826970e+30,9.903773e+30,7.303891e+30,3.573435e+30,1.189309e+30,2.780171e+29,4.493704e+28,3.920071e+31,2.681112e+31,1.238959e+31
20.3306,6.006144e+29,2.076086e+30,4.986817e+30,8.550254e+30,1.004952e+31,7.651901e+30,3.740846e+30,1.234747e+30,2.865511e+29,4.643516e+28,3.922377e+31,2.626329e+31,1.296048e+31
20.4182,5.650483e+29,1.967091e+30,4.718207e+30,8.126520e+30,9.873404e+30,8.069704e+30,4.039655e+30,1.329673e+30,3.079647e+29,5.096742e+28,3.904823e+31,2.525027e+31,1.379796e+31
20.5124,5.340068e+29,1.886213e+30,4.535557e+30,7.801357e+30,9.580630e+30,8.284221e+30,4.318371e+30,1.425960e+30,3.323085e+29,5.424971e+28,3.875288e+31,2.433776e+31,1.441511e+31
20.6053,5.117879e+29,1.848995e+30,4.470875e+30,7.719350e+30,9.459281e+30,8.191103e+30,4.398876e+30,1.460546e+30,3.396164e+29,5.492279e+28,3.845535e+31,2.401029e+31,1.444506e+31
20.6905,5.027624e+29,1.848052e+30,4.519507e+30,7.824881e+30,9.487508e+30,7.946522e+30,4.304909e+30,1.438836e+30,3.327438e+29,5.396849e+28,3.825969e+31,2.418271e+31,1.407698e+31
20.7649,5.021897e+29,1.860158e+30,4.590032e+30,7.953101e+30,9.529113e+30,7.756166e+30,4.144605e+30,1.410937e+30,3.264679e+29,5.355607e+28,3.812633e+31,2.443459e+31,1.369173e+31
20.8279,5.140472e+29,1.870026e+30,4.652586e+30,8.057391e+30,9.574492e+30,7.645665e+30,4.004559e+30,1.387040e+30,3.234132e+29,5.325126e+28,3.808247e+31,2.466854e+31,1.341393e+31
20.8814,5.317589e+29,1.915965e+30,4.751164e+30,8.156150e+30,9.605172e+30,7.563625e+30,3.906701e+30,1.357352e+30,3.189598e+29,5.225532e+28,3.815910e+31,2.496021e+31,1.319889e+31
20.9283,5.684192e+29,1.986627e+30,4.877296e+30,8.281420e+30,9.631690e+30,7.488096e+30,3.829639e+30,1.325196e+30,3.156614e+29,5.224204e+28,3.835629e+31,2.534545e+31,1.301083e+31
20.9709,5.984338e+29,2.061437e+30,4.972309e+30,8.370161e+30,9.661399e+30,7.461186e+30,3.803155e+30,1.320137e+30,3.183072e+29,5.245956e+28,3.861898e+31,2.566374e+31,1.295525e+31
21.0126,6.192768e+29,2.120400e+30,5.022951e+30,8.401488e+30,9.641357e+30,7.435121e+30,3.816026e+30,1.344239e+30,3.291911e+29,5.481773e+28,3.878487e+31,2.580547e+31,1.297939e+31
21.0543,6.460786e+29,2.191984e+30,5.124762e+30,8.496222e+30,9.648824e+30,7.384925e+30,3.779325e+30,1.331412e+30,3.266797e+29,5.495529e+28,3.898517e+31,2.610787e+31,1.287730e+31
21.0993,6.854694e+29,2.292301e+30,5.293880e+30,8.671678e+30,9.703334e+30,7.312239e+30,3.688176e+30,1.279076e+30,3.089565e+29,5.153743e+28,3.928665e+31,2.664666e+31,1.263998e+31
21.1500,6.976796e+29,2.363008e+30,5.441873e+30,8.843526e+30,9.764262e+30,7.249242e+30,3.605902e+30,1.233264e+30,2.923567e+29,4.861318e+28,3.953973e+31,2.711035e+31,1.242938e+31
21.2092,6.723797e+29,2.306723e+30,5.466593e+30,8.981716e+30,9.898555e+30,7.280385e+30,3.580299e+30,1.206214e+30,2.821110e+29,4.672903e+28,3.972170e+31,2.732597e+31,1.239574e+31
21.2788,6.373362e+29,2.200554e+30,5.260012e+30,8.903885e+30,1.011368e+31,7.501359e+30,3.658945e+30,1.216131e+30,2.830085e+29,4.699180e+28,3.982191e+31,2.711547e+31,1.270644e+31
21.3598,6.014163e+29,2.080390e+30,4.986809e+30,8.551385e+30,1.016513e+31,7.905529e+30,3.879991e+30,1.279729e+30,2.985719e+29,4.922097e+28,3.979817e+31,2.638513e+31,1.341304e+31
21.4507,5.651624e+29,1.973377e+30,4.734418e+30,8.118784e+30,9.900318e+30,8.297043e+30,4.208066e+30,1.386740e+30,3.225751e+29,5.354911e+28,3.956003e+31,2.529206e+31,1.426797e+31
21.5450,5.359525e+29,1.905281e+30,4.591026e+30,7.872626e+30,9.659536e+30,8.391576e+30,4.438002e+30,1.465501e+30,3.425054e+29,5.733358e+28,3.925934e+31,2.456442e+31,1.469492e+31
21.6359,5.197189e+29,1.879904e+30,4.570809e+30,7.871445e+30,9.611838e+30,8.227007e+30,4.446882e+30,1.476757e+30,3.443583e+29,5.743374e+28,3.900615e+31,2.445372e+31,1.455244e+31
21.7179,5.140333e+29,1.890319e+30,4.637108e+30,8.006809e+30,9.649683e+30,7.986910e+30,4.310422e+30,1.448731e+30,3.372707e+29,5.562784e+28,3.883691e+31,2.469795e+31,1.413896e+31
21.7880,5.175339e+29,1.902706e+30,4.704820e+30,8.137433e+30,9.710064e+30,7.824886e+30,4.155013e+30,1.423181e+30,3.319416e+29,5.488273e+28,3.876246e+31,2.497256e+31,1.378990e+31
21.8472,5.314155e+29,1.923686e+30,4.775695e+30,8.232089e+30,9.744824e+30,7.718360e+30,4.020241e+30,1.392985e+30,3.259346e+29,5.427467e+28,3.871950e+31,2.520771e+31,1.351180e+31
21.8983,5.579549e+29,1.980115e+30,4.882670e+30,8.340365e+30,9.764436e+30,7.638227e+30,3.919239e+30,1.357692e+30,3.216174e+29,5.418336e+28,3.881650e+31,2.552554e+31,1.329096e+31
21.9433,5.976004e+29,2.054994e+30,5.015925e+30,8.467760e+30,9.797014e+30,7.573111e+30,3.852894e+30,1.331973e+30,3.173448e+29,5.335990e+28,3.906198e+31,2.593329e+31,1.312868e+31
21.9855,6.209970e+29,2.121708e+30,5.079495e+30,8.524307e+30,9.805578e+30,7.560598e+30,3.860632e+30,1.343107e+30,3.233282e+29,5.430452e+28,3.929405e+31,2.615209e+31,1.314197e+31
22.0267,6.451211e+29,2.184519e+30,5.142840e+30,8.575528e+30,9.782376e+30,7.524015e+30,3.860027e+30,1.358393e+30,3.329828e+29,5.609963e+28,3.946190e+31,2.633038e+31,1.313152e+31
22.0698,6.760908e+29,2.268982e+30,5.274670e+30,8.694404e+30,9.812291e+30,7.464035e+30,3.798698e+30,1.327387e+30,3.237253e+29,5.495660e+28,3.969524e+31,2.672644e+31,1.296880e+31
22.1162,7.091557e+29,2.375318e+30,5.449772e+30,8.872551e+30,9.858502e+30,7.384336e+30,3.700243e+30,1.271558e+30,3.045555e+29,5.125833e+28,3.997725e+31,2.726530e+31,1.271195e+31
22.1697,7.144610e+29,2.401402e+30,5.575534e+30,9.039764e+30,9.937451e+30,7.345573e+30,3.633930e+30,1.232915e+30,2.907502e+29,4.853636e+28,4.022032e+31,2.766861e+31,1.255170e+31
22.2318,6.789614e+29,2.319686e+30,5.512870e+30,9.133398e+30,1.011504e+31,7.435442e+30,3.640610e+30,1.219403e+30,2.842713e+29,4.757798e+28,4.038726e+31,2.775995e+31,1.262730e+31
22.3057,6.433044e+29,2.202619e+30,5.267280e+30,8.947758e+30,1.030684e+31,7.721660e+30,3.770471e+30,1.247394e+30,2.895250e+29,4.865335e+28,4.044551e+31,2.736780e+31,1.307770e+31
22.3905,6.070340e+29,2.089129e+30,4.987815e+30,8.541265e+30,1.024006e+31,8.162024e+30,4.035564e+30,1.327803e+30,3.085674e+29,5.164696e+28,4.035091e+31,2.646530e+31,1.388561e+31
22.4833,5.714457e+29,1.993600e+30,4.764526e+30,8.156258e+30,9.935715e+30,8.461910e+30,4.355436e+30,1.435017e+30,3.326007e+29,5.577709e+28,4.006228e+31,2.542154e+31,1.464074e+31
22.5776,5.447638e+29,1.937224e+30,4.653010e+30,8.000397e+30,9.757461e+30,8.445044e+30,4.496513e+30,1.485426e+30,3.426871e+29,5.765530e+28,3.972018e+31,2.489286e+31,1.482732e+31
22.6657,5.296608e+29,1.925374e+30,4.671226e+30,8.067871e+30,9.755710e+30,8.217660e+30,4.436272e+30,1.474139e+30,3.425312e+29,5.718071e+28,3.947763e+31,2.494984e+31,1.452778e+31
22.7433,5.267134e+29,1.937068e+30,4.740718e+30,8.192336e+30,9.802212e+30,8.004082e+30,4.297053e+30,1.448336e+30,3.345390e+29,5.656992e+28,3.933963e+31,2.519905e+31,1.414058e+31
22.8096,5.321374e+29,1.943885e+30,4.803096e+30,8.306876e+30,9.850199e+30,7.875928e+30,4.153390e+30,1.425722e+30,3.301113e+29,5.603879e+28,3.927738e+31,2.543619e+31,1.384119e+31
22.8655,5.511771e+29,1.974011e+30,4.881887e+30,8.405585e+30,9.880546e+30,7.782561e+30,4.035246e+30,1.393656e+30,3.249412e+29,5.529647e+28,3.928491e+31,2.569321e+31,1.359170e+31
22.9143,5.786549e+29,2.039717e+30,5.004389e+30,8.524817e+30,9.901398e+30,7.705348e+30,3.945569e+30,1.360217e+30,3.196357e+29,5.410895e+28,3.943385e+31,2.604898e+31,1.338488e+31
22.9584,6.159080e+29,2.121870e+30,5.125323e+30,8.637839e+30,9.937503e+30,7.659091e+30,3.895366e+30,1.343041e+30,3.193047e+29,5.381983e+28,3.970907e+31,2.643844e+31,1.327062e+31
23.0001,6.373014e+29,2.182681e+30,5.178526e+30,8.675080e+30,9.923680e+30,7.643250e+30,3.910750e+30,1.365499e+30,3.295647e+29,5.546842e+28,3.990180e+31,2.659727e+31,1.330453e+31
