Year,U_1.400eV,U_1.544eV,U_1.689eV,U_1.833eV,U_1.978eV,U_2.122eV,U_2.267eV,U_2.411eV,U_2.556eV,U_2.700eV,Total,Active,Inert
23.0413,6.632287e+29,2.246126e+30,5.261023e+30,8.741744e+30,9.915662e+30,7.599409e+30,3.893484e+30,1.367976e+30,3.315760e+29,5.647449e+28,4.007670e+31,2.682778e+31,1.324892e+31
23.0853,6.997345e+29,2.341170e+30,5.414241e+30,8.899160e+30,9.960172e+30,7.528438e+30,3.810789e+30,1.323501e+30,3.167044e+29,5.373226e+28,4.034764e+31,2.731448e+31,1.303316e+31
23.1341,7.192437e+29,2.441414e+30,5.577448e+30,9.073428e+30,1.001197e+31,7.449830e+30,3.713025e+30,1.268187e+30,2.986353e+29,5.046909e+28,4.060365e+31,2.782350e+31,1.278015e+31
23.1900,7.059752e+29,2.429252e+30,5.657670e+30,9.228094e+30,1.011113e+31,7.431481e+30,3.664975e+30,1.233122e+30,2.876043e+29,4.799589e+28,4.079730e+31,2.813212e+31,1.266518e+31
23.2563,6.729519e+29,2.316968e+30,5.502581e+30,9.238702e+30,1.031106e+31,7.587999e+30,3.706838e+30,1.232910e+30,2.840732e+29,4.802060e+28,4.090211e+31,2.804227e+31,1.285984e+31
23.3340,6.345552e+29,2.195613e+30,5.235817e+30,8.947388e+30,1.044339e+31,7.942483e+30,3.881909e+30,1.278653e+30,2.950950e+29,4.954597e+28,4.090445e+31,2.745676e+31,1.344769e+31
23.4221,5.976497e+29,2.084394e+30,4.960010e+30,8.507428e+30,1.025802e+31,8.375658e+30,4.193285e+30,1.377348e+30,3.183396e+29,5.303950e+28,4.072517e+31,2.640750e+31,1.431767e+31
23.5163,5.650809e+29,1.999909e+30,4.775750e+30,8.181611e+30,9.973624e+30,8.575511e+30,4.482545e+30,1.475830e+30,3.402333e+29,5.611251e+28,4.042621e+31,2.549597e+31,1.493023e+31
23.6092,5.430464e+29,1.958846e+30,4.709621e+30,8.102731e+30,9.865386e+30,8.486753e+30,4.556922e+30,1.507609e+30,3.498347e+29,5.728847e+28,4.013804e+31,2.517963e+31,1.495841e+31
23.6940,5.359158e+29,1.960909e+30,4.762983e+30,8.220142e+30,9.889052e+30,8.232754e+30,4.445362e+30,1.484943e+30,3.439639e+29,5.630174e+28,3.993233e+31,2.536900e+31,1.456332e+31
23.7678,5.364271e+29,1.972593e+30,4.831094e+30,8.348243e+30,9.932537e+30,8.032720e+30,4.283681e+30,1.455718e+30,3.374212e+29,5.534855e+28,3.978578e+31,2.562089e+31,1.416489e+31
23.8304,5.478978e+29,1.986609e+30,4.891501e+30,8.454843e+30,9.973800e+30,7.919506e+30,4.143962e+30,1.426516e+30,3.325420e+29,5.460860e+28,3.973179e+31,2.585465e+31,1.387713e+31
23.8834,5.680524e+29,2.031592e+30,4.994818e+30,8.556809e+30,9.997526e+30,7.821187e+30,4.033582e+30,1.391477e+30,3.284558e+29,5.398465e+28,3.977748e+31,2.614880e+31,1.362869e+31
23.9303,6.071652e+29,2.104316e+30,5.128471e+30,8.678176e+30,1.001374e+31,7.742461e+30,3.949359e+30,1.361033e+30,3.241383e+29,5.310688e+28,3.996197e+31,2.653187e+31,1.343010e+31
23.9729,6.360366e+29,2.180309e+30,5.217573e+30,8.763929e+30,1.004634e+31,7.718293e+30,3.933062e+30,1.358080e+30,3.270434e+29,5.406979e+28,4.023474e+31,2.684419e+31,1.339055e+31
24.0141,6.588363e+29,2.240120e+30,5.272364e+30,8.798194e+30,1.002031e+31,7.688525e+30,3.944316e+30,1.380508e+30,3.375229e+29,5.618143e+28,4.039688e+31,2.698982e+31,1.340705e+31
24.0563,6.855377e+29,2.314378e+30,5.374972e+30,8.896089e+30,1.002936e+31,7.638911e+30,3.905764e+30,1.366867e+30,3.353572e+29,5.577873e+28,4.060301e+31,2.730033e+31,1.330268e+31
24.1018,7.235703e+29,2.415142e+30,5.547255e+30,9.070259e+30,1.007404e+31,7.562487e+30,3.805118e+30,1.312277e+30,3.168462e+29,5.229548e+28,4.087929e+31,2.783026e+31,1.304902e+31
24.1524,7.351674e+29,2.485221e+30,5.699091e+30,9.245295e+30,1.013283e+31,7.498147e+30,3.726022e+30,1.266070e+30,3.018148e+29,4.963879e+28,4.113929e+31,2.829760e+31,1.284169e+31
24.2121,7.040752e+29,2.421752e+30,5.716790e+30,9.374905e+30,1.026937e+31,7.534934e+30,3.702308e+30,1.239066e+30,2.916145e+29,4.807775e+28,4.130289e+31,2.848689e+31,1.281600e+31
24.2818,6.714645e+29,2.313020e+30,5.497892e+30,9.280693e+30,1.048052e+31,7.767168e+30,3.785779e+30,1.254749e+30,2.928348e+29,4.844377e+28,4.139256e+31,2.824359e+31,1.314897e+31
24.3637,6.347268e+29,2.195793e+30,5.221776e+30,8.908958e+30,1.052355e+31,8.173245e+30,4.012537e+30,1.324217e+30,3.090603e+29,5.059943e+28,4.135446e+31,2.748480e+31,1.386966e+31
24.4546,5.973185e+29,2.089703e+30,4.964429e+30,8.469762e+30,1.026057e+31,8.551219e+30,4.342080e+30,1.432231e+30,3.323513e+29,5.464883e+28,4.109431e+31,2.638178e+31,1.471253e+31
24.5494,5.690433e+29,2.018775e+30,4.819014e+30,8.236766e+30,1.001323e+31,8.624949e+30,4.552136e+30,1.506831e+30,3.487088e+29,5.789041e+28,4.074735e+31,2.565683e+31,1.509051e+31
24.6398,5.499324e+29,1.990205e+30,4.795937e+30,8.244285e+30,9.969752e+30,8.461331e+30,4.547852e+30,1.509797e+30,3.518164e+29,5.840468e+28,4.047931e+31,2.555011e+31,1.492920e+31
24.7213,5.445418e+29,1.998256e+30,4.867885e+30,8.373689e+30,1.001021e+31,8.214228e+30,4.418824e+30,1.481626e+30,3.447372e+29,5.742640e+28,4.031143e+31,2.579458e+31,1.451684e+31
24.7905,5.453594e+29,2.004164e+30,4.928470e+30,8.495007e+30,1.006302e+31,8.066833e+30,4.260280e+30,1.454086e+30,3.380790e+29,5.633704e+28,4.021163e+31,2.603602e+31,1.417562e+31
24.8497,5.578898e+29,2.024115e+30,5.001704e+30,8.593880e+30,1.010063e+31,7.978052e+30,4.141278e+30,1.430770e+30,3.345885e+29,5.579596e+28,4.021871e+31,2.627822e+31,1.394048e+31
24.9003,5.833503e+29,2.085117e+30,5.109040e+30,8.700973e+30,1.011777e+31,7.893039e+30,4.049946e+30,1.396237e+30,3.297433e+29,5.497009e+28,4.032019e+31,2.659625e+31,1.372393e+31
24.9453,6.244013e+29,2.160990e+30,5.248318e+30,8.826116e+30,1.014472e+31,7.822504e+30,3.977269e+30,1.370792e+30,3.262115e+29,5.405370e+28,4.055537e+31,2.700454e+31,1.355083e+31
24.9875,6.486239e+29,2.225654e+30,5.308609e+30,8.875891e+30,1.015143e+31,7.813130e+30,3.985587e+30,1.386630e+30,3.333769e+29,5.587475e+28,4.078480e+31,2.721020e+31,1.357460e+31
