TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
21,6.2043e+29,8.2640e+28,5.2338e+29,7.6200e+27,6.7900e+27,5.2440e+28,3.0200e+28,2.6947e+29,2.5391e+29,4.1600e+27,3.4600e+27,3.5600e+27,3.2300e+27,1.2901e+08,1.1667e+06,1.4489e+09,1.3381e-06,5.9274e+07,4.2480e+05,6.5197e+05,6.5062e+05,13.3,84.4,1.2,1.1,6.2041e+29,6.0071e+29,1.7300e+28,2.4000e+27,2.3697e+28,0.0000e+00,96.8,2.8,0.4
22,6.1201e+29,8.4260e+28,5.1366e+29,7.2300e+27,6.8600e+27,5.2850e+28,3.1410e+28,2.6493e+29,2.4873e+29,4.0100e+27,3.2200e+27,3.2700e+27,3.5900e+27,1.2883e+08,1.1414e+06,1.6488e+09,1.2578e-06,5.8514e+07,4.1522e+05,6.5061e+05,6.4919e+05,13.8,83.9,1.2,1.1,6.1349e+29,5.9370e+29,1.7490e+28,2.3000e+27,2.3707e+28,0.0000e+00,96.8,2.9,0.4
23,6.2043e+29,8.4650e+28,5.2146e+29,7.5900e+27,6.7300e+27,5.3660e+28,3.0990e+28,2.7530e+29,2.4616e+29,4.0600e+27,3.5300e+27,3.4400e+27,3.2900e+27,1.2849e+08,1.1650e+06,1.2341e+09,1.1962e-06,5.7335e+07,4.2682e+05,6.4918e+05,6.4771e+05,13.6,84.0,1.2,1.1,6.2094e+29,6.0172e+29,1.6530e+28,2.6900e+27,2.3541e+28,0.0000e+00,96.9,2.7,0.4
24,5.9660e+29,8.3360e+28,4.9919e+29,7.3000e+27,6.7500e+27,5.2260e+28,3.1100e+28,2.6333e+29,2.3586e+29,4.0000e+27,3.3000e+27,3.2600e+27,3.4900e+27,1.2811e+08,1.1687e+06,1.2078e+09,1.1518e-06,5.6874e+07,4.5432e+05,6.4770e+05,6.4617e+05,14.0,83.7,1.2,1.1,5.9786e+29,5.7817e+29,1.6960e+28,2.7300e+27,2.3369e+28,0.0000e+00,96.7,2.8,0.5
25,5.8269e+29,8.4520e+28,4.8433e+29,7.0900e+27,6.7500e+27,5.3550e+28,3.0970e+28,2.5604e+29,2.2829e+29,3.9600e+27,3.1300e+27,3.3800e+27,3.3700e+27,1.2770e+08,1.0634e+06,1.4014e+09,1.1232e-06,5.6887e+07,4.6434e+05,6.4616e+05,6.4457e+05,14.5,83.1,1.2,1.2,5.8369e+29,5.6439e+29,1.6380e+28,2.9200e+27,2.3357e+28,0.0000e+00,96.7,2.8,0.5
26,5.6780e+29,8.2840e+28,4.7114e+29,6.9900e+27,6.8300e+27,5.2240e+28,3.0600e+28,2.4984e+29,2.2130e+29,3.8600e+27,3.1300e+27,3.2500e+27,3.5800e+27,1.2716e+08,1.0726e+06,1.4020e+09,1.1147e-06,5.5938e+07,4.2409e+05,6.4456e+05,6.4292e+05,14.6,83.0,1.2,1.2,5.6774e+29,5.5003e+29,1.4520e+28,3.1900e+27,2.3172e+28,0.0000e+00,96.9,2.6,0.6
27,5.6148e+29,8.3450e+28,4.6410e+29,7.1300e+27,6.8000e+27,5.2490e+28,3.0960e+28,2.4539e+29,2.1871e+29,3.8400e+27,3.2900e+27,3.3600e+27,3.4400e+27,1.2664e+08,1.0642e+06,1.3398e+09,1.1172e-06,5.5262e+07,3.6425e+05,6.4291e+05,6.4121e+05,14.9,82.7,1.3,1.2,5.6230e+29,5.4499e+29,1.4300e+28,3.0100e+27,2.3144e+28,0.0000e+00,96.9,2.5,0.5
28,5.5716e+29,8.3390e+28,4.6015e+29,6.7600e+27,6.8600e+27,5.2740e+28,3.0650e+28,2.4108e+29,2.1907e+29,3.7400e+27,3.0200e+27,3.3000e+27,3.5600e+27,1.2613e+08,1.0377e+06,1.1864e+09,1.1210e-06,5.4020e+07,3.6789e+05,6.4119e+05,6.3944e+05,15.0,82.6,1.2,1.2,5.5739e+29,5.3974e+29,1.4360e+28,3.2900e+27,2.2947e+28,0.0000e+00,96.8,2.6,0.6
29,5.5627e+29,8.1480e+28,4.6019e+29,7.7800e+27,6.8200e+27,5.0270e+28,3.1210e+28,2.4047e+29,2.1972e+29,4.2900e+27,3.4900e+27,3.3200e+27,3.5000e+27,1.2562e+08,1.0081e+06,1.4448e+09,1.1403e-06,5.3054e+07,3.5929e+05,6.3943e+05,6.3763e+05,14.6,82.7,1.4,1.2,5.5684e+29,5.3901e+29,1.4280e+28,3.5500e+27,2.2746e+28,0.0000e+00,96.8,2.6,0.6
30,5.4636e+29,8.2150e+28,4.5055e+29,6.8200e+27,6.8400e+27,5.1420e+28,3.0730e+28,2.3451e+29,2.1604e+29,3.6100e+27,3.2100e+27,3.5200e+27,3.3200e+27,1.2519e+08,9.8695e+05,1.3770e+09,1.1772e-06,5.2772e+07,4.0014e+05,6.3761e+05,6.3575e+05,15.0,82.5,1.2,1.3,5.4757e+29,5.3045e+29,1.3540e+28,3.5800e+27,2.2698e+28,0.0000e+00,96.9,2.5,0.7
31,5.2664e+29,8.3120e+28,4.2994e+29,6.8500e+27,6.7300e+27,5.1890e+28,3.1230e+28,2.2057e+29,2.0937e+29,3.5900e+27,3.2600e+27,3.1500e+27,3.5800e+27,1.2466e+08,9.7273e+05,1.3634e+09,1.2339e-06,5.1218e+07,3.7368e+05,6.3574e+05,6.3383e+05,15.8,81.6,1.3,1.3,5.2685e+29,5.1022e+29,1.2940e+28,3.6900e+27,2.2485e+28,0.0000e+00,96.8,2.5,0.7
32,5.2385e+29,8.2100e+28,4.2862e+29,6.3500e+27,6.7800e+27,5.1860e+28,3.0240e+28,2.2676e+29,2.0186e+29,3.2500e+27,3.1000e+27,3.4400e+27,3.3400e+27,1.2421e+08,9.6908e+05,1.3164e+09,1.3131e-06,5.0412e+07,3.6931e+05,6.3382e+05,6.3185e+05,15.7,81.8,1.2,1.3,5.2519e+29,5.0880e+29,1.2790e+28,3.6000e+27,2.2423e+28,0.0000e+00,96.9,2.4,0.7
33,5.1408e+29,8.2300e+28,4.1854e+29,6.4900e+27,6.7500e+27,5.1560e+28,3.0740e+28,2.2309e+29,1.9545e+29,3.4500e+27,3.0400e+27,3.6000e+27,3.1500e+27,1.2357e+08,9.4137e+05,1.2880e+09,1.4194e-06,5.0150e+07,4.1012e+05,6.3184e+05,6.2983e+05,16.0,81.4,1.3,1.3,5.1461e+29,4.9784e+29,1.2890e+28,3.8800e+27,2.2200e+28,0.0000e+00,96.7,2.5,0.8
34,4.9739e+29,8.1980e+28,4.0182e+29,6.7100e+27,6.8800e+27,5.1500e+28,3.0480e+28,2.1196e+29,1.8986e+29,3.9400e+27,2.7700e+27,3.5400e+27,3.3400e+27,1.2293e+08,9.4232e+05,1.2389e+09,1.5578e-06,4.9686e+07,4.3164e+05,6.2982e+05,6.2775e+05,16.5,80.8,1.3,1.4,4.9780e+29,4.8298e+29,1.1150e+28,3.6700e+27,2.2125e+28,0.0000e+00,97.0,2.2,0.7
35,4.9350e+29,8.2410e+28,3.9745e+29,6.7900e+27,6.8500e+27,5.1770e+28,3.0640e+28,2.1062e+29,1.8683e+29,3.6600e+27,3.1300e+27,3.4200e+27,3.4300e+27,1.2222e+08,9.5037e+05,1.3763e+09,1.7367e-06,4.9036e+07,4.2585e+05,6.2773e+05,6.2563e+05,16.7,80.5,1.4,1.4,4.9377e+29,4.7835e+29,1.1020e+28,4.4000e+27,2.1892e+28,0.0000e+00,96.9,2.2,0.9
36,4.9017e+29,8.2690e+28,3.9385e+29,6.8200e+27,6.8100e+27,5.3450e+28,2.9240e+28,2.1240e+29,1.8145e+29,3.9200e+27,2.9000e+27,3.2700e+27,3.5400e+27,1.2198e+08,9.4888e+05,1.4153e+09,1.9650e-06,4.8252e+07,3.9841e+05,6.2561e+05,6.2345e+05,16.9,80.3,1.4,1.4,4.9054e+29,4.7540e+29,1.1090e+28,4.0500e+27,2.1804e+28,0.0000e+00,96.9,2.3,0.8
37,4.7337e+29,7.9420e+28,3.7999e+29,7.1700e+27,6.7900e+27,5.0250e+28,2.9170e+28,2.0387e+29,1.7612e+29,3.7300e+27,3.4400e+27,3.5000e+27,3.2900e+27,1.2158e+08,9.6479e+05,1.1264e+09,2.2729e-06,4.7588e+07,3.7675e+05,6.2343e+05,6.2123e+05,16.8,80.3,1.5,1.4,4.7425e+29,4.5863e+29,1.0990e+28,4.6300e+27,2.1562e+28,0.0000e+00,96.7,2.3,1.0
38,4.6950e+29,8.1280e+28,3.7496e+29,6.4100e+27,6.8500e+27,5.1980e+28,2.9300e+28,1.9688e+29,1.7808e+29,3.5100e+27,2.9000e+27,3.5400e+27,3.3100e+27,1.2126e+08,1.0091e+06,1.0836e+09,2.6483e-06,4.6251e+07,4.1475e+05,6.2121e+05,6.1896e+05,17.3,79.9,1.4,1.5,4.6996e+29,4.5523e+29,1.0240e+28,4.4900e+27,2.1463e+28,0.0000e+00,96.9,2.2,1.0
39,4.6728e+29,8.1620e+28,3.7206e+29,6.7600e+27,6.8400e+27,5.2290e+28,2.9330e+28,1.9579e+29,1.7627e+29,3.6000e+27,3.1600e+27,3.4700e+27,3.3700e+27,1.2058e+08,9.2602e+05,1.1855e+09,3.1313e-06,4.6536e+07,4.1208e+05,6.1894e+05,6.1666e+05,17.5,79.6,1.4,1.5,4.6680e+29,4.5273e+29,9.7600e+27,4.3100e+27,2.1213e+28,0.0000e+00,97.0,2.1,0.9
40,4.5497e+29,8.0410e+28,3.6104e+29,6.8000e+27,6.7200e+27,5.1090e+28,2.9320e+28,1.9477e+29,1.6627e+29,3.5700e+27,3.2300e+27,3.3600e+27,3.3600e+27,1.1983e+08,9.5884e+05,1.3288e+09,3.7510e-06,4.6140e+07,4.1111e+05,6.1664e+05,6.1430e+05,17.7,79.4,1.5,1.5,4.5636e+29,4.4133e+29,1.0450e+28,4.5800e+27,2.1102e+28,0.0000e+00,96.7,2.3,1.0
41,4.4894e+29,8.1070e+28,3.5467e+29,6.3100e+27,6.8900e+27,5.0950e+28,3.0120e+28,1.8773e+29,1.6694e+29,3.5000e+27,2.8100e+27,3.6400e+27,3.2500e+27,1.1914e+08,8.5212e+05,1.2175e+09,4.5547e-06,4.5897e+07,3.7780e+05,6.1428e+05,6.1189e+05,18.1,79.0,1.4,1.5,4.4899e+29,4.3538e+29,9.2500e+27,4.3600e+27,2.0985e+28,0.0000e+00,97.0,2.1,1.0
42,4.3359e+29,7.9980e+28,3.4053e+29,6.3200e+27,6.7600e+27,5.0410e+28,2.9570e+28,1.8087e+29,1.5966e+29,3.3300e+27,2.9900e+27,3.3600e+27,3.4000e+27,1.1854e+08,8.4934e+05,1.3780e+09,5.6036e-06,4.5199e+07,3.5375e+05,6.1187e+05,6.0945e+05,18.4,78.5,1.5,1.6,4.3475e+29,4.2071e+29,9.4700e+27,4.5700e+27,2.0722e+28,0.0000e+00,96.8,2.2,1.1
43,4.3804e+29,8.0080e+28,3.4484e+29,6.2300e+27,6.8900e+27,5.0970e+28,2.9110e+28,1.8654e+29,1.5830e+29,3.2800e+27,2.9500e+27,3.4900e+27,3.4000e+27,1.1785e+08,8.7795e+05,1.3517e+09,6.9709e-06,4.4815e+07,3.1824e+05,6.0943e+05,6.0696e+05,18.3,78.7,1.4,1.6,4.3749e+29,4.2388e+29,9.2900e+27,4.3200e+27,2.0595e+28,0.0000e+00,96.9,2.1,1.0
44,4.3275e+29,8.1400e+28,3.3786e+29,6.4500e+27,7.0400e+27,5.2110e+28,2.9290e+28,1.8275e+29,1.5511e+29,3.3600e+27,3.0900e+27,3.6500e+27,3.3900e+27,1.1732e+08,8.5795e+05,1.2968e+09,8.7743e-06,4.3591e+07,4.0308e+05,6.0695e+05,6.0445e+05,18.8,78.1,1.5,1.6,4.3323e+29,4.1912e+29,9.4000e+27,4.7100e+27,2.0326e+28,0.0000e+00,96.7,2.2,1.1
45,4.1836e+29,7.9910e+28,3.2578e+29,5.8200e+27,6.8500e+27,5.1780e+28,2.8130e+28,1.7972e+29,1.4606e+29,3.0800e+27,2.7400e+27,3.4100e+27,3.4400e+27,1.1663e+08,9.2400e+05,1.0296e+09,7.1956e-06,4.3489e+07,4.0528e+05,6.0443e+05,6.0189e+05,19.1,77.9,1.4,1.6,4.1903e+29,4.0571e+29,8.5500e+27,4.7700e+27,2.0190e+28,0.0000e+00,96.8,2.0,1.1
46,4.2349e+29,8.2310e+28,3.2803e+29,6.2600e+27,6.8900e+27,5.2770e+28,2.9540e+28,1.7533e+29,1.5270e+29,3.3900e+27,2.8700e+27,3.3400e+27,3.5500e+27,1.1601e+08,8.6765e+05,1.2450e+09,4.9353e-06,4.2655e+07,3.8487e+05,6.0187e+05,5.9928e+05,19.4,77.5,1.5,1.6,4.2350e+29,4.0980e+29,8.8300e+27,4.8700e+27,2.0048e+28,0.0000e+00,96.8,2.1,1.1
47,4.2043e+29,8.1590e+28,3.2631e+29,5.7300e+27,6.8000e+27,5.2280e+28,2.9310e+28,1.7689e+29,1.4942e+29,2.9700e+27,2.7600e+27,3.3900e+27,3.4100e+27,1.1546e+08,8.3330e+05,1.1141e+09,3.2675e-06,4.2362e+07,4.1164e+05,5.9926e+05,5.9663e+05,19.4,77.6,1.4,1.6,4.2101e+29,4.0819e+29,8.3300e+27,4.4900e+27,1.9900e+28,0.0000e+00,97.0,2.0,1.1
48,4.1482e+29,7.9250e+28,3.2267e+29,6.1200e+27,6.7800e+27,5.0570e+28,2.8680e+28,1.7186e+29,1.5081e+29,3.0100e+27,3.1100e+27,3.5100e+27,3.2700e+27,1.1491e+08,9.8145e+05,1.1999e+09,2.0861e-06,4.2359e+07,3.8651e+05,5.9662e+05,5.9396e+05,19.1,77.8,1.5,1.6,4.1529e+29,4.0260e+29,8.0900e+27,4.6000e+27,1.9619e+28,0.0000e+00,96.9,1.9,1.1
49,4.0268e+29,8.0020e+28,3.0978e+29,6.0000e+27,6.8800e+27,5.1930e+28,2.8090e+28,1.6638e+29,1.4340e+29,3.2800e+27,2.7200e+27,3.2300e+27,3.6500e+27,1.1420e+08,8.3436e+05,1.1784e+09,1.2748e-06,4.1644e+07,4.0515e+05,5.9395e+05,5.9125e+05,19.9,76.9,1.5,1.7,4.0288e+29,3.9044e+29,7.6200e+27,4.8200e+27,1.9463e+28,0.0000e+00,96.9,1.9,1.2
50,4.0174e+29,8.1630e+28,3.0759e+29,5.7200e+27,6.8000e+27,5.2460e+28,2.9170e+28,1.7084e+29,1.3675e+29,3.1700e+27,2.5500e+27,3.4100e+27,3.3900e+27,1.1356e+08,9.1454e+05,1.0331e+09,7.4130e-07,4.0729e+07,4.0318e+05,5.9124e+05,5.8850e+05,20.3,76.6,1.4,1.7,4.0208e+29,3.8969e+29,7.8000e+27,4.5900e+27,1.9302e+28,0.0000e+00,96.9,1.9,1.1
51,3.8605e+29,8.0430e+28,2.9303e+29,5.7200e+27,6.8700e+27,5.2370e+28,2.8060e+28,1.6116e+29,1.3187e+29,3.1900e+27,2.5300e+27,3.5700e+27,3.3000e+27,1.1298e+08,8.9332e+05,1.0349e+09,4.1237e-07,3.9768e+07,4.0036e+05,5.8849e+05,5.8574e+05,20.8,75.9,1.5,1.8,3.8593e+29,3.7354e+29,7.6500e+27,4.7400e+27,1.9015e+28,0.0000e+00,96.8,2.0,1.2
52,3.9142e+29,8.1030e+28,2.9779e+29,5.7800e+27,6.8200e+27,5.2940e+28,2.8090e+28,1.6403e+29,1.3376e+29,3.0500e+27,2.7300e+27,3.4300e+27,3.3900e+27,1.1223e+08,1.0129e+06,1.0387e+09,2.1228e-07,3.9374e+07,4.1530e+05,5.8572e+05,5.8291e+05,20.7,76.1,1.5,1.7,3.9151e+29,3.7938e+29,7.4300e+27,4.7000e+27,1.8968e+28,0.0000e+00,96.9,1.9,1.2
53,3.9251e+29,8.0800e+28,2.9895e+29,5.8700e+27,6.8900e+27,5.3070e+28,2.7730e+28,1.6751e+29,1.3144e+29,3.0300e+27,2.8400e+27,3.3300e+27,3.5600e+27,1.1163e+08,9.2413e+05,1.0315e+09,1.0171e-07,3.9118e+07,4.2241e+05,5.8290e+05,5.8008e+05,20.6,76.2,1.5,1.8,3.9270e+29,3.8038e+29,7.5500e+27,4.7700e+27,1.8675e+28,0.0000e+00,96.9,1.9,1.2
