TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
10,8.5722e+29,1.8155e+29,6.6597e+29,2.9130e+27,6.7890e+27,1.1170e+29,6.9850e+28,3.4412e+29,3.2185e+29,1.5180e+27,1.3950e+27,3.3490e+27,3.4400e+27,21.2,77.7,0.3,0.8,8.5730e+29,8.3028e+29,2.6266e+28,7.5400e+26,3.4493e+28,0.0000e+00,96.8,3.1,0.1
11,8.5578e+29,1.8173e+29,6.6432e+29,2.9480e+27,6.7820e+27,1.1110e+29,7.0632e+28,3.4211e+29,3.2222e+29,1.5170e+27,1.4310e+27,3.3870e+27,3.3950e+27,21.2,77.6,0.3,0.8,8.5571e+29,8.2899e+29,2.5910e+28,8.0500e+26,3.4419e+28,0.0000e+00,96.9,3.0,0.1
12,8.4810e+29,1.8037e+29,6.5797e+29,2.9840e+27,6.7710e+27,1.1031e+29,7.0068e+28,3.3979e+29,3.1818e+29,1.5470e+27,1.4370e+27,3.4460e+27,3.3250e+27,21.3,77.6,0.4,0.8,8.4874e+29,8.2209e+29,2.5791e+28,8.5600e+26,3.4338e+28,0.0000e+00,96.9,3.0,0.1
13,8.5481e+29,1.8149e+29,6.6346e+29,3.0330e+27,6.8200e+27,1.1046e+29,7.1027e+28,3.4174e+29,3.2172e+29,1.6220e+27,1.4110e+27,3.4130e+27,3.4070e+27,21.2,77.6,0.4,0.8,8.5506e+29,8.2881e+29,2.5345e+28,9.0100e+26,3.4501e+28,0.0000e+00,96.9,3.0,0.1
14,8.4196e+29,1.7876e+29,6.5330e+29,3.1290e+27,6.7630e+27,1.0853e+29,7.0236e+28,3.3612e+29,3.1718e+29,1.6370e+27,1.4920e+27,3.3900e+27,3.3730e+27,21.2,77.6,0.4,0.8,8.4237e+29,8.1605e+29,2.5396e+28,9.2400e+26,3.4157e+28,0.0000e+00,96.9,3.0,0.1
15,8.4246e+29,1.7947e+29,6.5327e+29,2.9110e+27,6.8090e+27,1.0854e+29,7.0934e+28,3.3501e+29,3.1826e+29,1.5140e+27,1.3970e+27,3.4050e+27,3.4040e+27,21.3,77.5,0.3,0.8,8.4277e+29,8.1689e+29,2.4855e+28,1.0280e+27,3.4306e+28,0.0000e+00,96.9,2.9,0.1
16,8.3132e+29,1.7895e+29,6.4254e+29,3.0480e+27,6.7870e+27,1.0808e+29,7.0864e+28,3.2927e+29,3.1327e+29,1.5720e+27,1.4760e+27,3.3910e+27,3.3960e+27,21.5,77.3,0.4,0.8,8.3190e+29,8.0627e+29,2.4511e+28,1.1220e+27,3.4199e+28,0.0000e+00,96.9,2.9,0.1
17,8.2715e+29,1.7756e+29,6.3984e+29,2.9760e+27,6.7690e+27,1.0703e+29,7.0535e+28,3.2914e+29,3.1069e+29,1.5520e+27,1.4240e+27,3.4040e+27,3.3650e+27,21.5,77.4,0.4,0.8,8.2752e+29,8.0230e+29,2.3989e+28,1.2240e+27,3.4086e+28,0.0000e+00,97.0,2.9,0.1
18,8.2667e+29,1.7827e+29,6.3854e+29,3.0480e+27,6.8130e+27,1.0728e+29,7.0991e+28,3.2785e+29,3.1069e+29,1.6020e+27,1.4460e+27,3.4220e+27,3.3910e+27,21.6,77.2,0.4,0.8,8.2712e+29,8.0151e+29,2.4258e+28,1.3500e+27,3.4212e+28,0.0000e+00,96.9,2.9,0.2
19,8.1676e+29,1.7723e+29,6.2975e+29,2.9880e+27,6.7970e+27,1.0633e+29,7.0903e+28,3.2380e+29,3.0595e+29,1.5910e+27,1.3970e+27,3.4080e+27,3.3890e+27,21.7,77.1,0.4,0.8,8.1754e+29,7.9244e+29,2.3557e+28,1.5450e+27,3.4085e+28,0.0000e+00,96.9,2.9,0.2
20,8.0893e+29,1.7633e+29,6.2281e+29,3.0110e+27,6.7830e+27,1.0575e+29,7.0581e+28,3.1799e+29,3.0482e+29,1.5880e+27,1.4230e+27,3.4110e+27,3.3720e+27,21.8,77.0,0.4,0.8,8.0955e+29,7.8453e+29,2.3387e+28,1.6380e+27,3.3953e+28,0.0000e+00,96.9,2.9,0.2
21,7.9756e+29,1.7602e+29,6.1181e+29,2.9730e+27,6.7670e+27,1.0502e+29,7.1000e+28,3.1330e+29,2.9850e+29,1.5070e+27,1.4660e+27,3.4730e+27,3.2940e+27,22.1,76.7,0.4,0.8,7.9837e+29,7.7381e+29,2.2703e+28,1.8530e+27,3.3814e+28,0.0000e+00,96.9,2.8,0.2
22,7.9248e+29,1.7546e+29,6.0730e+29,2.9180e+27,6.8040e+27,1.0487e+29,7.0593e+28,3.1103e+29,2.9626e+29,1.4830e+27,1.4350e+27,3.3870e+27,3.4170e+27,22.1,76.6,0.4,0.9,7.9320e+29,7.6886e+29,2.2416e+28,1.9300e+27,3.3912e+28,0.0000e+00,96.9,2.8,0.2
23,7.8101e+29,1.7480e+29,5.9645e+29,2.9720e+27,6.7900e+27,1.0368e+29,7.1120e+28,3.0440e+29,2.9206e+29,1.5410e+27,1.4310e+27,3.3670e+27,3.4230e+27,22.4,76.4,0.4,0.9,7.8144e+29,7.5766e+29,2.1532e+28,2.2510e+27,3.3761e+28,0.0000e+00,97.0,2.8,0.3
24,7.7276e+29,1.7423e+29,5.8873e+29,2.9810e+27,6.8280e+27,1.0355e+29,7.0681e+28,3.0012e+29,2.8861e+29,1.5870e+27,1.3940e+27,3.3030e+27,3.5250e+27,22.5,76.2,0.4,0.9,7.7380e+29,7.5035e+29,2.1067e+28,2.3850e+27,3.3843e+28,0.0000e+00,97.0,2.7,0.3
25,7.5369e+29,1.7112e+29,5.7296e+29,2.8510e+27,6.7620e+27,1.0150e+29,6.9621e+28,2.9226e+29,2.8070e+29,1.4610e+27,1.3900e+27,3.3230e+27,3.4390e+27,22.7,76.0,0.4,0.9,7.5482e+29,7.3218e+29,2.0080e+28,2.5610e+27,3.3441e+28,0.0000e+00,97.0,2.7,0.3
26,7.4316e+29,1.7131e+29,5.6212e+29,2.9380e+27,6.7920e+27,1.0161e+29,6.9705e+28,2.8647e+29,2.7565e+29,1.5230e+27,1.4150e+27,3.3970e+27,3.3950e+27,23.1,75.6,0.4,0.9,7.4394e+29,7.2136e+29,1.9811e+28,2.7740e+27,3.3511e+28,0.0000e+00,97.0,2.7,0.4
27,7.3670e+29,1.7137e+29,5.5566e+29,2.8550e+27,6.8240e+27,1.0135e+29,7.0018e+28,2.8327e+29,2.7239e+29,1.5010e+27,1.3540e+27,3.4170e+27,3.4070e+27,23.3,75.4,0.4,0.9,7.3773e+29,7.1552e+29,1.9256e+28,2.9450e+27,3.3572e+28,0.0000e+00,97.0,2.6,0.4
28,7.1893e+29,1.6973e+29,5.3950e+29,2.8920e+27,6.8060e+27,1.0028e+29,6.9446e+28,2.7546e+29,2.6404e+29,1.4970e+27,1.3950e+27,3.4150e+27,3.3910e+27,23.6,75.0,0.4,0.9,7.1977e+29,6.9810e+29,1.8548e+28,3.1220e+27,3.3390e+28,0.0000e+00,97.0,2.6,0.4
29,7.0238e+29,1.6795e+29,5.2490e+29,2.7630e+27,6.7760e+27,9.9239e+28,6.8706e+28,2.6721e+29,2.5769e+29,1.4210e+27,1.3420e+27,3.3330e+27,3.4430e+27,23.9,74.7,0.4,1.0,7.0320e+29,6.8219e+29,1.7703e+28,3.3020e+27,3.3203e+28,0.0000e+00,97.0,2.5,0.5
30,6.9414e+29,1.6766e+29,5.1688e+29,2.7880e+27,6.8100e+27,9.8900e+28,6.8760e+28,2.6412e+29,2.5276e+29,1.4340e+27,1.3540e+27,3.4380e+27,3.3720e+27,24.2,74.5,0.4,1.0,6.9507e+29,6.7402e+29,1.7511e+28,3.5360e+27,3.3244e+28,0.0000e+00,97.0,2.5,0.5
31,6.7782e+29,1.6571e+29,5.0257e+29,2.7420e+27,6.7990e+27,9.7703e+28,6.8007e+28,2.5572e+29,2.4685e+29,1.4190e+27,1.3230e+27,3.4550e+27,3.3440e+27,24.4,74.1,0.4,1.0,6.7876e+29,6.5823e+29,1.6811e+28,3.7110e+27,3.3046e+28,0.0000e+00,97.0,2.5,0.5
32,6.6532e+29,1.6488e+29,4.9095e+29,2.6640e+27,6.8250e+27,9.7502e+28,6.7379e+28,2.4870e+29,2.4225e+29,1.3560e+27,1.3080e+27,3.4260e+27,3.3990e+27,24.8,73.8,0.4,1.0,6.6591e+29,6.4600e+29,1.6133e+28,3.7800e+27,3.3072e+28,0.0000e+00,97.0,2.4,0.6
33,6.5388e+29,1.6318e+29,4.8121e+29,2.6990e+27,6.7920e+27,9.6368e+28,6.6807e+28,2.4353e+29,2.3768e+29,1.3780e+27,1.3210e+27,3.3760e+27,3.4160e+27,25.0,73.6,0.4,1.0,6.5465e+29,6.3548e+29,1.5260e+28,3.9090e+27,3.2863e+28,0.0000e+00,97.1,2.3,0.6
34,6.4415e+29,1.6263e+29,4.7210e+29,2.6040e+27,6.8220e+27,9.5961e+28,6.6668e+28,2.3972e+29,2.3238e+29,1.3660e+27,1.2380e+27,3.4340e+27,3.3880e+27,25.2,73.3,0.4,1.1,6.4478e+29,6.2560e+29,1.5137e+28,4.0470e+27,3.2875e+28,0.0000e+00,97.0,2.3,0.6
35,6.2850e+29,1.6079e+29,4.5834e+29,2.5720e+27,6.8010e+27,9.5116e+28,6.5669e+28,2.3354e+29,2.2480e+29,1.2860e+27,1.2860e+27,3.3920e+27,3.4090e+27,25.6,72.9,0.4,1.1,6.2957e+29,6.1091e+29,1.4318e+28,4.3430e+27,3.2655e+28,0.0000e+00,97.0,2.3,0.7
36,6.2031e+29,1.6140e+29,4.4948e+29,2.6030e+27,6.8280e+27,9.5719e+28,6.5683e+28,2.2928e+29,2.2019e+29,1.3250e+27,1.2780e+27,3.3820e+27,3.4460e+27,26.0,72.5,0.4,1.1,6.2090e+29,6.0229e+29,1.4293e+28,4.3150e+27,3.2654e+28,0.0000e+00,97.0,2.3,0.7
37,6.0929e+29,1.5938e+29,4.4062e+29,2.4970e+27,6.7900e+27,9.4238e+28,6.5138e+28,2.2540e+29,2.1522e+29,1.2540e+27,1.2430e+27,3.4720e+27,3.3180e+27,26.2,72.3,0.4,1.1,6.0982e+29,5.9112e+29,1.4029e+28,4.6650e+27,3.2423e+28,0.0000e+00,96.9,2.3,0.8
38,5.9902e+29,1.5914e+29,4.3062e+29,2.4350e+27,6.8280e+27,9.4269e+28,6.4869e+28,2.2044e+29,2.1018e+29,1.2470e+27,1.1880e+27,3.4830e+27,3.3450e+27,26.6,71.9,0.4,1.1,5.9941e+29,5.8176e+29,1.3130e+28,4.5260e+27,3.2408e+28,0.0000e+00,97.1,2.2,0.8
39,5.8835e+29,1.5665e+29,4.2246e+29,2.4540e+27,6.7950e+27,9.2997e+28,6.3651e+28,2.1626e+29,2.0620e+29,1.2200e+27,1.2340e+27,3.3040e+27,3.4910e+27,26.6,71.8,0.4,1.2,5.8918e+29,5.7164e+29,1.2742e+28,4.8070e+27,3.2168e+28,0.0000e+00,97.0,2.2,0.8
40,5.8018e+29,1.5655e+29,4.1438e+29,2.4500e+27,6.8130e+27,9.2745e+28,6.3800e+28,2.1266e+29,2.0171e+29,1.3010e+27,1.1490e+27,3.4280e+27,3.3850e+27,27.0,71.4,0.4,1.2,5.8079e+29,5.6370e+29,1.2421e+28,4.6730e+27,3.2141e+28,0.0000e+00,97.1,2.1,0.8
41,5.7302e+29,1.5638e+29,4.0742e+29,2.3760e+27,6.8380e+27,9.3123e+28,6.3257e+28,2.0811e+29,1.9931e+29,1.2900e+27,1.0860e+27,3.4120e+27,3.4260e+27,27.3,71.1,0.4,1.2,5.7357e+29,5.5648e+29,1.2296e+28,4.7890e+27,3.2106e+28,0.0000e+00,97.0,2.1,0.8
42,5.6409e+29,1.5519e+29,3.9970e+29,2.3890e+27,6.8090e+27,9.2605e+28,6.2586e+28,2.0591e+29,1.9379e+29,1.2280e+27,1.1610e+27,3.4210e+27,3.3880e+27,27.5,70.9,0.4,1.2,5.6448e+29,5.4788e+29,1.1585e+28,5.0220e+27,3.1851e+28,0.0000e+00,97.1,2.1,0.9
43,5.5799e+29,1.5462e+29,3.9417e+29,2.3840e+27,6.8200e+27,9.2527e+28,6.2089e+28,2.0183e+29,1.9234e+29,1.2280e+27,1.1560e+27,3.3700e+27,3.4500e+27,27.7,70.6,0.4,1.2,5.5833e+29,5.4178e+29,1.1533e+28,5.0240e+27,3.1804e+28,0.0000e+00,97.0,2.1,0.9
44,5.4791e+29,1.5422e+29,3.8453e+29,2.3700e+27,6.7870e+27,9.2253e+28,6.1971e+28,1.9780e+29,1.8673e+29,1.2400e+27,1.1300e+27,3.3800e+27,3.4070e+27,28.1,70.2,0.4,1.2,5.4843e+29,5.3206e+29,1.1375e+28,4.9920e+27,3.1540e+28,0.0000e+00,97.0,2.1,0.9
45,5.4290e+29,1.5250e+29,3.8127e+29,2.3120e+27,6.8180e+27,9.1324e+28,6.1173e+28,1.9559e+29,1.8568e+29,1.1700e+27,1.1420e+27,3.4600e+27,3.3580e+27,28.1,70.2,0.4,1.3,5.4319e+29,5.2711e+29,1.0860e+28,5.2210e+27,3.1482e+28,0.0000e+00,97.0,2.0,1.0
46,5.4061e+29,1.5275e+29,3.7867e+29,2.3500e+27,6.8350e+27,9.1841e+28,6.0909e+28,1.9522e+29,1.8346e+29,1.1910e+27,1.1590e+27,3.4480e+27,3.3870e+27,28.3,70.0,0.4,1.3,5.4077e+29,5.2481e+29,1.0683e+28,5.2690e+27,3.1416e+28,0.0000e+00,97.1,2.0,1.0
47,5.3425e+29,1.5260e+29,3.7254e+29,2.2730e+27,6.8460e+27,9.2064e+28,6.0531e+28,1.9086e+29,1.8168e+29,1.1340e+27,1.1390e+27,3.4260e+27,3.4200e+27,28.6,69.7,0.4,1.3,5.3456e+29,5.1876e+29,1.0556e+28,5.2450e+27,3.1344e+28,0.0000e+00,97.0,2.0,1.0
48,5.2748e+29,1.5162e+29,3.6676e+29,2.2900e+27,6.8070e+27,9.1555e+28,6.0065e+28,1.8861e+29,1.7815e+29,1.1470e+27,1.1430e+27,3.4700e+27,3.3370e+27,28.7,69.5,0.4,1.3,5.2811e+29,5.1219e+29,1.0496e+28,5.4280e+27,3.1062e+28,0.0000e+00,97.0,2.0,1.0
49,5.2107e+29,1.5137e+29,3.6063e+29,2.2490e+27,6.8230e+27,9.1806e+28,5.9560e+28,1.8669e+29,1.7393e+29,1.1500e+27,1.0990e+27,3.4460e+27,3.3770e+27,29.0,69.2,0.4,1.3,5.2139e+29,5.0588e+29,1.0083e+28,5.4260e+27,3.0979e+28,0.0000e+00,97.0,1.9,1.0
50,5.1864e+29,1.5123e+29,3.5828e+29,2.2810e+27,6.8410e+27,9.2256e+28,5.8977e+28,1.8664e+29,1.7164e+29,1.1920e+27,1.0890e+27,3.4830e+27,3.3580e+27,29.2,69.1,0.4,1.3,5.1867e+29,5.0336e+29,9.9820e+27,5.3230e+27,3.0889e+28,0.0000e+00,97.0,1.9,1.0
51,5.1399e+29,1.5043e+29,3.5453e+29,2.2260e+27,6.8020e+27,9.1947e+28,5.8478e+28,1.8440e+29,1.7014e+29,1.1870e+27,1.0390e+27,3.4490e+27,3.3530e+27,29.3,69.0,0.4,1.3,5.1433e+29,4.9920e+29,9.7740e+27,5.3540e+27,3.0596e+28,0.0000e+00,97.1,1.9,1.0
52,5.1237e+29,1.5037e+29,3.5286e+29,2.2700e+27,6.8660e+27,9.2279e+28,5.8095e+28,1.8323e+29,1.6963e+29,1.1640e+27,1.1060e+27,3.4580e+27,3.4080e+27,29.3,68.9,0.4,1.3,5.1267e+29,4.9755e+29,9.7080e+27,5.4120e+27,3.0692e+28,0.0000e+00,97.1,1.9,1.1
53,5.0630e+29,1.5031e+29,3.4697e+29,2.1730e+27,6.8420e+27,9.2576e+28,5.7737e+28,1.7998e+29,1.6699e+29,1.1030e+27,1.0700e+27,3.4180e+27,3.4240e+27,29.7,68.5,0.4,1.4,5.0647e+29,4.9162e+29,9.4010e+27,5.4490e+27,3.0390e+28,0.0000e+00,97.1,1.9,1.1
54,5.0254e+29,1.4966e+29,3.4382e+29,2.2220e+27,6.8440e+27,9.2592e+28,5.7069e+28,1.7979e+29,1.6402e+29,1.1680e+27,1.0540e+27,3.4000e+27,3.4440e+27,29.8,68.4,0.4,1.4,5.0289e+29,4.8805e+29,9.4190e+27,5.4260e+27,3.0279e+28,0.0000e+00,97.0,1.9,1.1
55,4.9836e+29,1.4969e+29,3.3965e+29,2.2140e+27,6.8010e+27,9.2767e+28,5.6927e+28,1.7802e+29,1.6163e+29,1.1080e+27,1.1060e+27,3.3950e+27,3.4060e+27,30.0,68.2,0.4,1.4,4.9840e+29,4.8388e+29,9.1900e+27,5.3390e+27,2.9973e+28,0.0000e+00,97.1,1.8,1.1
56,4.9850e+29,1.5007e+29,3.3926e+29,2.3070e+27,6.8650e+27,9.3424e+28,5.6647e+28,1.7826e+29,1.6100e+29,1.1460e+27,1.1610e+27,3.5390e+27,3.3260e+27,30.1,68.1,0.5,1.4,4.9872e+29,4.8418e+29,9.1500e+27,5.3920e+27,3.0040e+28,0.0000e+00,97.1,1.8,1.1
57,4.9427e+29,1.4991e+29,3.3531e+29,2.2200e+27,6.8250e+27,9.3821e+28,5.6093e+28,1.7815e+29,1.5716e+29,1.1320e+27,1.0880e+27,3.3700e+27,3.4550e+27,30.3,67.8,0.4,1.4,4.9437e+29,4.7991e+29,8.9820e+27,5.4820e+27,2.9727e+28,0.0000e+00,97.1,1.8,1.1
58,4.9441e+29,1.5082e+29,3.3460e+29,2.1240e+27,6.8740e+27,9.5054e+28,5.5761e+28,1.7849e+29,1.5611e+29,1.0760e+27,1.0480e+27,3.4740e+27,3.4000e+27,30.5,67.7,0.4,1.4,4.9484e+29,4.8052e+29,8.8610e+27,5.4560e+27,2.9779e+28,0.0000e+00,97.1,1.8,1.1
59,4.9103e+29,1.5015e+29,3.3192e+29,2.1300e+27,6.8390e+27,9.4760e+28,5.5387e+28,1.7794e+29,1.5397e+29,1.0550e+27,1.0750e+27,3.3820e+27,3.4570e+27,30.6,67.6,0.4,1.4,4.9110e+29,4.7697e+29,8.7620e+27,5.3640e+27,2.9458e+28,0.0000e+00,97.1,1.8,1.1
60,4.8622e+29,1.4969e+29,3.2751e+29,2.1870e+27,6.8400e+27,9.4821e+28,5.4864e+28,1.7510e+29,1.5241e+29,1.0870e+27,1.1000e+27,3.3790e+27,3.4610e+27,30.8,67.4,0.4,1.4,4.8651e+29,4.7229e+29,8.6000e+27,5.6220e+27,2.9317e+28,0.0000e+00,97.1,1.8,1.2
61,4.8502e+29,1.5022e+29,3.2580e+29,2.1540e+27,6.8510e+27,9.5796e+28,5.4420e+28,1.7532e+29,1.5048e+29,1.0190e+27,1.1350e+27,3.3900e+27,3.4610e+27,31.0,67.2,0.4,1.4,4.8514e+29,4.7110e+29,8.6550e+27,5.3860e+27,2.9172e+28,0.0000e+00,97.1,1.8,1.1
62,4.8457e+29,1.4986e+29,3.2567e+29,2.1890e+27,6.8530e+27,9.6430e+28,5.3429e+28,1.7656e+29,1.4910e+29,1.1230e+27,1.0660e+27,3.4670e+27,3.3860e+27,30.9,67.2,0.5,1.4,4.8489e+29,4.7088e+29,8.5320e+27,5.4800e+27,2.9021e+28,0.0000e+00,97.1,1.8,1.1
63,4.8216e+29,1.5048e+29,3.2259e+29,2.2400e+27,6.8480e+27,9.7141e+28,5.3340e+28,1.7519e+29,1.4740e+29,1.1280e+27,1.1120e+27,3.5040e+27,3.3440e+27,31.2,66.9,0.5,1.4,4.8236e+29,4.6848e+29,8.5650e+27,5.3100e+27,2.8866e+28,0.0000e+00,97.1,1.8,1.1
64,4.8161e+29,1.5070e+29,3.2180e+29,2.2580e+27,6.8530e+27,9.7633e+28,5.3068e+28,1.7523e+29,1.4656e+29,1.1510e+27,1.1070e+27,3.3920e+27,3.4610e+27,31.3,66.8,0.5,1.4,4.8152e+29,4.6775e+29,8.3740e+27,5.3970e+27,2.8706e+28,0.0000e+00,97.1,1.7,1.1
65,4.8336e+29,1.5238e+29,3.2189e+29,2.2440e+27,6.8480e+27,9.7879e+28,5.4496e+28,1.6238e+29,1.5952e+29,1.2580e+27,9.8600e+26,3.5070e+27,3.3410e+27,31.5,66.6,0.5,1.4,4.8359e+29,4.6961e+29,8.4750e+27,5.5120e+27,2.8542e+28,0.0000e+00,97.1,1.8,1.1
66,4.8175e+29,1.5504e+29,3.1759e+29,2.2670e+27,6.8590e+27,1.0047e+29,5.4572e+28,1.6137e+29,1.5621e+29,1.2040e+27,1.0630e+27,3.4470e+27,3.4120e+27,32.2,65.9,0.5,1.4,4.8183e+29,4.6819e+29,8.1670e+27,5.4690e+27,2.8374e+28,0.0000e+00,97.2,1.7,1.1
67,4.8197e+29,1.5793e+29,3.1492e+29,2.2540e+27,6.8700e+27,1.0346e+29,5.4468e+28,1.6149e+29,1.5342e+29,1.1880e+27,1.0660e+27,3.4260e+27,3.4440e+27,32.8,65.3,0.5,1.4,4.8197e+29,4.6825e+29,8.2810e+27,5.4350e+27,2.8202e+28,0.0000e+00,97.2,1.7,1.1
68,4.8118e+29,1.6020e+29,3.1188e+29,2.2460e+27,6.8570e+27,1.0662e+29,5.3578e+28,1.6144e+29,1.5044e+29,1.2260e+27,1.0200e+27,3.4620e+27,3.3950e+27,33.3,64.8,0.5,1.4,4.8113e+29,4.6736e+29,8.0970e+27,5.6770e+27,2.8027e+28,0.0000e+00,97.1,1.7,1.2
69,4.8610e+29,1.6392e+29,3.1305e+29,2.2290e+27,6.8960e+27,1.0986e+29,5.4060e+28,1.6155e+29,1.5150e+29,1.2310e+27,9.9800e+26,3.4410e+27,3.4550e+27,33.7,64.4,0.5,1.4,4.8641e+29,4.7287e+29,7.8420e+27,5.6980e+27,2.8009e+28,0.0000e+00,97.2,1.6,1.2
70,4.8599e+29,1.6620e+29,3.1072e+29,2.2060e+27,6.8580e+27,1.1286e+29,5.3345e+28,1.6217e+29,1.4855e+29,1.1760e+27,1.0300e+27,3.4860e+27,3.3720e+27,34.2,63.9,0.5,1.4,4.8579e+29,4.7189e+29,8.1280e+27,5.7680e+27,2.7664e+28,0.0000e+00,97.1,1.7,1.2
71,4.8672e+29,1.6893e+29,3.0874e+29,2.1850e+27,6.8540e+27,1.1582e+29,5.3118e+28,1.6250e+29,1.4625e+29,1.1510e+27,1.0340e+27,3.3930e+27,3.4610e+27,34.7,63.4,0.4,1.4,4.8667e+29,4.7287e+29,7.9700e+27,5.8280e+27,2.7479e+28,0.0000e+00,97.2,1.6,1.2
72,4.9164e+29,1.7342e+29,3.0910e+29,2.2230e+27,6.8990e+27,1.2003e+29,5.3390e+28,1.6430e+29,1.4480e+29,1.1700e+27,1.0530e+27,3.4330e+27,3.4660e+27,35.3,62.9,0.5,1.4,4.9199e+29,4.7802e+29,7.9490e+27,6.0180e+27,2.7445e+28,0.0000e+00,97.2,1.6,1.2
73,4.8937e+29,1.7496e+29,3.0521e+29,2.3540e+27,6.8400e+27,1.2247e+29,5.2490e+28,1.6343e+29,1.4178e+29,1.2500e+27,1.1040e+27,3.4470e+27,3.3930e+27,35.8,62.4,0.5,1.4,4.8935e+29,4.7560e+29,7.7930e+27,5.9540e+27,2.7098e+28,0.0000e+00,97.2,1.6,1.2
