Time_hours,TAA,Gen_Total,Trans_Inward
0.08333333333333333,0.0063963322958784374,1.021900000000032e+28,0.0
3.861111111111111,1.0054067296525773,1.3841000000000653e+28,0.0
7.638888888888889,2.0043122961221798,1.2733000000000581e+28,0.0
11.416666666666666,3.003011034237147,1.1828000000000524e+28,0.0
15.194444444444445,4.001397695617811,1.0773000000000457e+28,0.0
19.0,5.006707809993202,1.0041000000000413e+28,0.0
22.77777777777778,6.00415924475783,9.47800000000037e+27,0.0
26.555555555555557,7.000991690631906,8.90900000000033e+27,0.0
30.36111111111111,8.004424350988131,8.426000000000305e+27,0.0
34.166666666666664,9.007020526269116,7.980000000000277e+27,0.0
37.94444444444444,10.001372027937805,7.598000000000248e+27,0.0
41.75,11.001998503818072,7.374000000000234e+27,0.0
45.55555555555556,12.00148566371746,7.218000000000221e+27,0.0
49.388888888888886,13.007015307037705,6.924000000000196e+27,0.0
53.19444444444444,14.003912690712127,6.766000000000184e+27,0.0
57.02777777777778,15.006635815483037,6.652000000000182e+27,0.0
60.833333333333336,16.000551681933644,6.39400000000016e+27,0.0
64.66666666666667,17.000076776924118,6.258000000000152e+27,0.0
68.52777777777777,18.00507362602292,6.071000000000139e+27,0.0
72.36111111111111,19.000992490269994,5.925000000000129e+27,0.0
76.22222222222223,20.002168067657692,5.839000000000122e+27,0.0
80.08333333333333,21.001286466183046,5.83100000000012e+27,0.0
83.97222222222223,22.005420161401503,5.5110000000001e+27,0.0
87.83333333333333,23.000130991050696,5.483000000000094e+27,0.0
91.75,24.006777764891524,5.347000000000087e+27,0.0
95.63888888888889,25.003827108944904,5.304000000000082e+27,0.0
99.55555555555556,26.005432158412646,5.072000000000066e+27,0.0
103.47222222222223,27.004380848282892,5.022000000000064e+27,0.0
107.38888888888889,28.000589266283555,5.023000000000061e+27,0.0
111.33333333333333,29.00101138844451,4.791000000000047e+27,0.0
115.30555555555556,30.005500822053875,4.547000000000026e+27,0.0
119.27777777777777,31.00692598503241,4.541000000000026e+27,0.0
123.25,32.00520863189678,4.41000000000002e+27,0.0
127.22222222222223,33.00027317831348,4.4070000000000173e+27,0.0
131.25,34.00589502054993,4.3120000000000104e+27,0.0
135.25,35.00116106882325,4.023999999999989e+27,0.0
139.30555555555554,36.00669983075335,4.0469999999999906e+27,0.0
143.33333333333334,37.0017439685368,3.938999999999986e+27,0.0
147.41666666666666,38.00677191162828,3.794999999999975e+27,0.0
151.47222222222223,39.0011770617611,3.7909999999999715e+27,0.0
155.58333333333334,40.00528935382761,3.6369999999999593e+27,0.0
159.69444444444446,41.00539890120342,3.586999999999958e+27,0.0
163.80555555555554,42.00144301071663,3.484999999999951e+27,0.0
167.94444444444446,43.00006273604339,3.4229999999999474e+27,0.0
172.11111111111111,44.001113673900306,3.4139999999999467e+27,0.0
176.30555555555554,45.0044637035204,3.343999999999943e+27,0.0
180.5,46.00336759171972,3.2609999999999445e+27,0.0
184.72222222222223,47.0043578502129,3.224999999999943e+27,0.0
188.94444444444446,48.00075374314281,3.276999999999942e+27,0.0
193.22222222222223,49.00553340273336,3.1309999999999474e+27,0.0
197.5,50.00551748710575,3.185999999999946e+27,0.0
201.77777777777777,51.000668326192056,3.013999999999954e+27,0.0
206.11111111111111,52.003779823232264,3.008999999999953e+27,0.0
210.44444444444446,53.00186473963561,2.9819999999999516e+27,0.0
214.80555555555554,54.00124194427809,2.9959999999999555e+27,0.0
219.19444444444446,55.00178743851444,2.9229999999999624e+27,0.0
223.61111111111111,56.003379223687716,2.851999999999962e+27,0.0
228.05555555555554,57.0058926188712,2.7899999999999645e+27,0.0
232.5,58.002992618321514,2.820999999999963e+27,0.0
236.97222222222223,59.00084881796266,2.791999999999967e+27,0.0
241.5,60.005483848198025,2.773999999999966e+27,0.0
246.02777777777777,61.0044664671226,2.8039999999999645e+27,0.0
250.58333333333334,62.00385579591614,2.642999999999975e+27,0.0
255.16666666666666,63.003546670024775,2.6409999999999725e+27,0.0
259.77777777777777,64.0034329217994,2.621999999999974e+27,0.0
264.4166666666667,65.00340680801912,2.6189999999999725e+27,0.0
269.0833333333333,66.00336531756523,2.5139999999999785e+27,0.0
273.77777777777777,67.00320595095559,2.541999999999978e+27,0.0
278.5,68.00283221501445,2.5289999999999763e+27,0.0
283.25,69.00214834763864,2.468999999999981e+27,0.0
288.02777777777777,70.0010606427544,2.4709999999999822e+27,0.0
292.8611111111111,71.00522540275568,2.4899999999999804e+27,0.0
297.69444444444446,72.00302196045033,2.4829999999999837e+27,0.0
302.55555555555554,73.00014217380476,2.3059999999999898e+27,0.0
307.47222222222223,74.0021537720043,2.483999999999982e+27,0.0
312.4166666666667,75.00325849069083,2.377999999999987e+27,0.0
317.3888888888889,76.00337682977226,2.3889999999999876e+27,0.0
322.3888888888889,77.00243447044579,2.404999999999987e+27,0.0
327.4166666666667,78.00035738325738,2.265999999999993e+27,0.0
332.5,79.00253581380582,2.28299999999999e+27,0.0
337.6111111111111,80.00337318313291,2.3069999999999863e+27,0.0
342.75,81.0028024828863,2.2609999999999918e+27,0.0
347.9166666666667,82.00076452031055,2.2769999999999914e+27,0.0
353.1388888888889,83.00251143828552,2.2219999999999958e+27,0.0
358.3888888888889,84.00260698292948,2.1939999999999944e+27,0.0
363.6666666666667,85.00099716324945,2.2399999999999948e+27,0.0
369.0,86.00283123397173,2.118000000000001e+27,0.0
374.3611111111111,87.00279248628658,2.2029999999999963e+27,0.0
379.75,88.00083796134066,2.178999999999998e+27,0.0
385.19444444444446,89.00201883844176,2.083000000000002e+27,0.0
390.6666666666667,90.00113998909228,2.126000000000001e+27,0.0
396.19444444444446,91.00317586831778,2.0840000000000025e+27,0.0
401.75,92.00301678552898,2.0620000000000052e+27,0.0
407.3333333333333,93.00063198894833,2.0920000000000026e+27,0.0
412.97222222222223,94.00090391091521,2.048000000000003e+27,0.0
418.6666666666667,95.0037098314732,2.1030000000000032e+27,0.0
424.3888888888889,96.00408316730153,2.028000000000002e+27,0.0
430.1388888888889,97.00201179804219,2.0190000000000043e+27,0.0
435.94444444444446,98.00225522913274,2.046000000000007e+27,0.0
441.80555555555554,99.00469573160404,1.9740000000000068e+27,0.0
447.69444444444446,100.00453090825812,2.0240000000000071e+27,0.0
453.6111111111111,101.00175353963624,1.9980000000000054e+27,0.0
459.5833333333333,102.00099763528448,1.9890000000000063e+27,0.0
465.6111111111111,103.00216669864648,1.9850000000000063e+27,0.0
471.6666666666667,104.00060320128375,1.9300000000000071e+27,0.0
477.77777777777777,105.00084274225128,1.947000000000008e+27,0.0
483.94444444444446,106.0028066876323,1.9250000000000112e+27,0.0
490.1388888888889,107.00194255342012,1.910000000000009e+27,0.0
496.3888888888889,108.00270655282571,1.9750000000000085e+27,0.0
502.6666666666667,109.00062298829323,1.9200000000000088e+27,0.0
509.0,110.00008179206071,1.8880000000000063e+27,0.0
515.3888888888889,111.00101797174091,1.8240000000000084e+27,0.0
521.8333333333334,112.00336803451523,1.844000000000006e+27,0.0
528.3055555555555,113.00280261274298,1.8940000000000065e+27,0.0
534.8333333333334,114.00359671351458,1.83800000000001e+27,0.0
541.3888888888889,115.00149079511755,1.82800000000001e+27,0.0
548.0,116.00070777679935,1.903000000000009e+27,0.0
554.6666666666666,117.00120262975878,1.9720000000000088e+27,0.0
561.3888888888889,118.0029353228727,1.9170000000000105e+27,0.0
568.1388888888889,119.00177384290646,1.8850000000000072e+27,0.0
574.9444444444445,120.00184167320833,1.9160000000000077e+27,0.0
581.8055555555555,121.00310641539102,1.8690000000000095e+27,0.0
588.6944444444445,122.00153464038442,1.9010000000000106e+27,0.0
595.6388888888889,123.001167111288,1.9060000000000077e+27,0.0
602.6388888888889,124.00198773156302,1.9270000000000075e+27,0.0
609.6666666666666,125.00005216074095,1.959000000000007e+27,0.0
616.7777777777778,126.00323504777401,1.9460000000000073e+27,0.0
623.9166666666666,127.00369671104431,1.9440000000000063e+27,0.0
631.0833333333334,128.00150852989015,1.902000000000009e+27,0.0
638.3055555555555,129.00057443309555,1.897000000000009e+27,0.0
645.5833333333334,130.00089729514121,1.9260000000000055e+27,0.0
652.9166666666666,131.00248467628364,1.9800000000000026e+27,0.0
660.2777777777778,132.0015881860785,1.9450000000000053e+27,0.0
667.6944444444445,133.0020268245844,1.9330000000000066e+27,0.0
675.1388888888889,134.00010340553206,1.968000000000004e+27,0.0
682.6666666666666,135.00328961825358,1.9650000000000036e+27,0.0
690.1944444444445,136.00053234791966,1.997000000000001e+27,0.0
697.8055555555555,137.0029339738603,2.0419999999999984e+27,0.0
705.4444444444445,138.00320668359944,2.0529999999999968e+27,0.0
713.1111111111111,139.0014457046654,2.025e+27,0.0
720.8333333333334,140.00133464137133,2.0979999999999957e+27,0.0
728.6111111111111,141.0029134908986,2.107999999999994e+27,0.0
736.4166666666666,142.00267586219564,2.082999999999997e+27,0.0
744.25,143.00072468451367,2.158999999999991e+27,0.0
752.1388888888889,144.0006752981331,2.142999999999995e+27,0.0
760.0833333333334,145.00258010036492,2.1779999999999935e+27,0.0
768.0555555555555,146.00301664643388,2.2179999999999897e+27,0.0
776.0555555555555,147.0020943844911,2.2809999999999854e+27,0.0
784.1111111111111,148.00336803540745,2.2399999999999865e+27,0.0
792.1666666666666,149.0000442793122,2.3409999999999846e+27,0.0
800.3055555555555,150.00252333860834,2.2629999999999894e+27,0.0
808.4444444444445,151.00063277970924,2.402999999999981e+27,0.0
816.6388888888889,152.00130424340455,2.3959999999999788e+27,0.0
824.8611111111111,153.00123901241943,2.4309999999999813e+27,0.0
833.1111111111111,154.00055885210145,2.5309999999999776e+27,0.0
841.4166666666666,155.00272981664625,2.512999999999978e+27,0.0
849.7222222222222,156.0011700755722,2.517999999999976e+27,0.0
858.0833333333334,157.00268118335168,2.598999999999969e+27,0.0
866.4444444444445,158.0007348925617,2.606999999999975e+27,0.0
874.8611111111111,159.00208821288254,2.6569999999999727e+27,0.0
883.2777777777778,160.00025933470397,2.715999999999969e+27,0.0
891.75,161.00196680944464,2.7389999999999643e+27,0.0
900.2222222222222,162.00077043789133,2.786999999999968e+27,0.0
908.7222222222222,163.00009270882845,2.7909999999999657e+27,0.0
917.25,164.00006570382595,2.8399999999999635e+27,0.0
925.8055555555555,165.00082350292575,2.9389999999999603e+27,0.0
934.3888888888889,166.00250308186526,2.978999999999964e+27,0.0
942.9722222222222,167.0020097515103,2.9199999999999643e+27,0.0
951.5833333333334,168.00272794573777,3.065999999999954e+27,0.0
960.1944444444445,169.00157887164505,3.074999999999956e+27,0.0
968.8333333333334,170.00193489579874,3.0519999999999626e+27,0.0
977.4722222222222,171.00072881090534,3.156999999999958e+27,0.0
986.1388888888889,172.0013236948514,3.1609999999999553e+27,0.0
994.8055555555555,173.0006633570681,3.1939999999999535e+27,0.0
1003.5,174.00210529194908,3.232999999999956e+27,0.0
1012.1944444444445,175.0026011036707,3.2029999999999553e+27,0.0
1020.8888888888889,176.0023102886289,3.294999999999955e+27,0.0
1029.5833333333333,177.00139034329084,3.321999999999959e+27,0.0
1038.3055555555557,178.003188656431,3.3379999999999566e+27,0.0
1047.0,179.0014811897205,3.3779999999999554e+27,0.0
1055.7222222222222,180.00280533180137,3.34599999999996e+27,0.0
