# Wavelength Flux(MR)
5.89097364e+02 -5.75296498e+28
5.89100659e+02 -1.65699393e+28
5.89103954e+02 2.59206591e+28
5.89107249e+02 4.42414804e+28
5.89110544e+02 3.39180602e+28
5.89113839e+02 1.69671700e+28
5.89117135e+02 9.93197825e+27
5.89120430e+02 2.44380846e+27
5.89123725e+02 7.04323896e+26
5.89127020e+02 4.71506846e+27
5.89130315e+02 8.02359089e+27
5.89133610e+02 1.31035549e+28
5.89136905e+02 1.11103749e+28
5.89140200e+02 7.91000675e+27
5.89143496e+02 8.40448688e+27
5.89146791e+02 4.76332896e+27
5.89150086e+02 4.97097202e+26
5.89153381e+02 4.33724023e+27
5.89156676e+02 3.50370872e+27
5.89159971e+02 3.08513396e+27
5.89163266e+02 -1.68952223e+26
5.89166561e+02 -1.07450733e+27
5.89169856e+02 -1.31701372e+27
5.89173152e+02 4.24265590e+27
5.89176447e+02 9.24390622e+27
5.89179742e+02 7.51765491e+27
5.89183037e+02 9.69692151e+27
5.89186332e+02 5.52596128e+27
5.89189627e+02 2.65964241e+27
5.89192922e+02 1.40361057e+27
5.89196217e+02 2.62074250e+27
5.89199513e+02 4.28672906e+27
5.89202808e+02 4.25390311e+27
5.89206103e+02 -4.80421611e+24
5.89209398e+02 -1.58395273e+27
5.89212693e+02 -2.09843178e+27
5.89215988e+02 -4.31906015e+27
5.89219283e+02 -6.33949068e+26
5.89222578e+02 -2.75658640e+27
5.89225873e+02 1.45982951e+26
5.89229169e+02 8.48229973e+27
5.89232464e+02 2.07473851e+27
5.89235759e+02 3.91060948e+27
5.89239054e+02 3.93997786e+27
5.89242349e+02 2.77042700e+27
5.89245644e+02 2.15275466e+27
5.89248939e+02 1.87933286e+27
5.89252234e+02 2.73852693e+27
5.89255530e+02 2.11627115e+27
5.89258825e+02 2.15379551e+27
5.89262120e+02 5.28819474e+27
5.89265415e+02 3.32058154e+27
5.89268710e+02 -2.42633867e+26
5.89272005e+02 1.40236089e+27
5.89275300e+02 6.84625243e+25
5.89278595e+02 1.38660296e+27
5.89281890e+02 1.69290692e+27
5.89285186e+02 4.82739351e+27
5.89288481e+02 6.23922715e+27
5.89291776e+02 2.11101952e+27
5.89295071e+02 5.42270885e+27
5.89298366e+02 3.07217447e+27
