TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,1.5920e+28,2.0000e+25,5.0300e+27,2.0000e+25,5.0935e+31,1.0579e+31,136
0,1,0.0500,0.1000,4.6300e+27,3.6000e+26,2.1800e+27,1.0000e+26,3.7397e+30,1.8479e+30,136
0,2,0.1000,0.2000,1.3720e+28,3.4400e+27,9.4400e+27,2.1300e+27,6.6780e+30,4.1383e+30,136
0,3,0.2000,0.3500,1.9040e+28,1.5990e+28,1.6230e+28,1.4680e+28,4.8022e+30,3.9027e+30,136
0,4,0.3500,0.5500,2.0360e+28,5.2760e+28,1.9050e+28,4.9760e+28,3.0517e+30,2.7404e+30,136
0,5,0.5500,1.0100,2.3370e+28,2.4377e+29,2.3110e+28,2.4559e+29,2.2648e+30,2.2264e+30,136
1,0,0.0000,0.0500,1.6080e+28,3.0000e+25,5.0000e+27,1.0000e+25,4.9928e+31,1.0513e+31,136
1,1,0.0500,0.1000,4.4400e+27,3.4000e+26,2.1000e+27,1.3000e+26,3.6655e+30,1.8398e+30,136
1,2,0.1000,0.2000,1.4680e+28,3.6000e+27,9.3200e+27,2.2900e+27,6.5762e+30,4.1584e+30,136
1,3,0.2000,0.3500,1.9850e+28,1.6530e+28,1.5740e+28,1.5270e+28,4.7340e+30,3.9280e+30,136
1,4,0.3500,0.5500,2.0800e+28,5.5390e+28,1.9140e+28,5.0910e+28,3.0677e+30,2.7965e+30,136
1,5,0.5500,1.0100,2.4110e+28,2.5364e+29,2.3070e+28,2.4739e+29,2.2964e+30,2.2066e+30,136
2,0,0.0000,0.0500,1.5130e+28,3.0000e+25,4.6900e+27,4.0000e+25,4.8967e+31,1.0433e+31,136
2,1,0.0500,0.1000,4.4500e+27,3.7000e+26,2.2800e+27,2.1000e+26,3.6335e+30,1.8237e+30,136
2,2,0.1000,0.2000,1.4860e+28,3.2000e+27,9.2000e+27,2.2200e+27,6.5386e+30,4.1755e+30,136
2,3,0.2000,0.3500,1.8390e+28,1.5480e+28,1.6370e+28,1.3980e+28,4.6408e+30,3.9114e+30,136
2,4,0.3500,0.5500,2.1240e+28,5.3710e+28,1.9420e+28,5.0610e+28,3.0628e+30,2.8429e+30,136
2,5,0.5500,1.0100,2.4440e+28,2.4879e+29,2.2550e+28,2.4097e+29,2.2840e+30,2.2093e+30,136
3,0,0.0000,0.0500,1.4930e+28,1.0000e+25,4.7200e+27,1.0000e+25,4.8386e+31,1.0429e+31,137
3,1,0.0500,0.1000,4.4600e+27,3.4000e+26,2.1800e+27,1.7000e+26,3.5846e+30,1.8444e+30,137
3,2,0.1000,0.2000,1.5280e+28,3.5500e+27,8.9400e+27,2.2500e+27,6.5172e+30,4.1855e+30,137
3,3,0.2000,0.3500,1.8160e+28,1.5810e+28,1.6160e+28,1.4200e+28,4.6136e+30,3.8966e+30,137
3,4,0.3500,0.5500,2.1030e+28,5.4200e+28,1.9590e+28,5.1200e+28,3.1107e+30,2.8737e+30,137
3,5,0.5500,1.0100,2.4650e+28,2.5341e+29,2.3440e+28,2.4478e+29,2.3601e+30,2.1933e+30,137
4,0,0.0000,0.0500,1.4390e+28,1.0000e+25,4.6100e+27,2.0000e+25,4.7210e+31,1.0249e+31,136
4,1,0.0500,0.1000,4.1400e+27,2.9000e+26,2.1000e+27,1.0000e+26,3.5135e+30,1.8131e+30,136
4,2,0.1000,0.2000,1.3680e+28,3.2500e+27,9.4000e+27,2.2900e+27,6.3902e+30,4.1537e+30,136
4,3,0.2000,0.3500,1.8680e+28,1.6370e+28,1.5520e+28,1.3530e+28,4.6257e+30,3.8206e+30,136
4,4,0.3500,0.5500,2.0770e+28,5.1510e+28,1.9500e+28,4.9090e+28,2.9977e+30,2.8424e+30,136
4,5,0.5500,1.0100,2.2860e+28,2.4630e+29,2.3540e+28,2.5019e+29,2.3203e+30,2.2277e+30,136
5,0,0.0000,0.0500,1.3590e+28,1.0000e+25,4.9700e+27,1.0000e+25,4.6436e+31,1.0156e+31,136
5,1,0.0500,0.1000,4.7900e+27,1.7000e+26,2.4300e+27,1.4000e+26,3.7412e+30,1.8166e+30,136
5,2,0.1000,0.2000,1.3100e+28,3.3000e+27,9.0600e+27,2.5500e+27,5.9641e+30,4.1382e+30,136
5,3,0.2000,0.3500,1.9070e+28,1.5910e+28,1.6090e+28,1.4250e+28,4.5949e+30,3.8695e+30,136
5,4,0.3500,0.5500,1.9960e+28,5.2100e+28,1.9760e+28,5.0710e+28,2.9584e+30,2.7834e+30,136
5,5,0.5500,1.0100,2.3220e+28,2.4621e+29,2.2530e+28,2.5041e+29,2.3098e+30,2.2612e+30,136
6,0,0.0000,0.0500,1.3720e+28,0.0000e+00,5.2100e+27,3.0000e+25,4.6001e+31,1.0134e+31,137
6,1,0.0500,0.1000,4.3600e+27,3.1000e+26,2.1100e+27,8.0000e+25,3.7112e+30,1.7038e+30,137
