TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,8.0768e+29,1.7208e+29,6.2862e+29,1.9000e+26,6.7900e+27,9.7040e+28,7.5040e+28,3.1634e+29,3.1228e+29,7.0000e+25,1.2000e+26,3.5500e+27,3.2400e+27,2.9380e+28,1.9600e+27,3.7858e+08,2.4958e+06,1.6432e+09,3.2764e-06,8.1028e+05,9.8844e+03,6.6625e+05,6.6622e+05,21.3,77.8,0.0,0.8,8.0716e+29,7.8701e+29,2.0030e+28,1.2000e+26,2.4894e+28,0.0000e+00,97.5,2.5,0.0
1,8.2688e+29,1.7433e+29,6.4553e+29,2.4000e+26,6.7800e+27,9.9960e+28,7.4370e+28,3.2953e+29,3.1600e+29,1.4000e+26,1.0000e+26,3.2300e+27,3.5500e+27,2.9780e+28,1.8100e+27,3.7281e+08,2.3910e+06,1.5986e+09,3.6956e-06,8.6519e+05,1.0763e+04,6.6622e+05,6.6612e+05,21.1,78.1,0.0,0.8,8.2496e+29,8.0360e+29,2.1220e+28,1.4000e+26,2.4887e+28,0.0000e+00,97.4,2.6,0.0
2,8.0956e+29,1.7302e+29,6.2961e+29,1.4000e+26,6.7900e+27,9.8510e+28,7.4510e+28,3.2158e+29,3.0803e+29,8.0000e+25,6.0000e+25,3.3500e+27,3.4400e+27,2.8560e+28,1.6900e+27,3.6712e+08,1.9922e+06,1.8025e+09,4.1553e-06,8.6401e+05,6.8504e+03,6.6611e+05,6.6595e+05,21.4,77.8,0.0,0.8,8.1084e+29,7.9032e+29,2.0350e+28,1.7000e+26,2.4871e+28,0.0000e+00,97.5,2.5,0.0
3,8.2040e+29,1.7354e+29,6.3993e+29,1.2000e+26,6.8100e+27,9.8510e+28,7.5030e+28,3.2732e+29,3.1261e+29,5.0000e+25,7.0000e+25,3.6100e+27,3.2000e+27,2.9080e+28,2.0000e+27,3.6106e+08,2.9854e+06,2.0946e+09,4.5068e-06,8.4388e+05,9.0386e+03,6.6595e+05,6.6572e+05,21.2,78.0,0.0,0.8,8.2105e+29,7.9990e+29,2.1010e+28,1.4000e+26,2.5031e+28,0.0000e+00,97.4,2.6,0.0
4,8.0919e+29,1.6919e+29,6.3295e+29,2.7000e+26,6.7800e+27,9.4520e+28,7.4670e+28,3.1773e+29,3.1522e+29,9.0000e+25,1.8000e+26,3.2200e+27,3.5600e+27,2.6510e+28,1.6800e+27,3.5505e+08,2.2025e+06,1.6020e+09,3.8829e-06,8.9614e+05,8.4099e+03,6.6572e+05,6.6543e+05,20.9,78.2,0.0,0.8,8.0839e+29,7.8858e+29,1.9680e+28,1.3000e+26,2.4818e+28,0.0000e+00,97.5,2.4,0.0
5,8.1133e+29,1.6857e+29,6.3577e+29,2.1000e+26,6.7800e+27,9.3730e+28,7.4840e+28,3.1770e+29,3.1807e+29,1.0000e+26,1.1000e+26,3.5100e+27,3.2700e+27,2.6250e+28,1.4400e+27,3.4917e+08,3.1003e+06,1.6867e+09,3.3432e-06,8.4263e+05,8.4934e+03,6.6542e+05,6.6507e+05,20.8,78.4,0.0,0.8,8.1151e+29,7.9173e+29,1.9580e+28,2.0000e+26,2.4779e+28,0.0000e+00,97.6,2.4,0.0
6,8.1984e+29,1.7161e+29,6.4123e+29,1.9000e+26,6.8100e+27,9.5530e+28,7.6080e+28,3.1871e+29,3.2252e+29,1.0000e+26,9.0000e+25,3.3800e+27,3.4300e+27,2.5830e+28,1.6600e+27,3.4435e+08,2.8097e+06,2.0668e+09,2.8749e-06,8.6954e+05,1.0408e+04,6.6506e+05,6.6464e+05,20.9,78.2,0.0,0.8,8.2039e+29,8.0017e+29,2.0060e+28,1.6000e+26,2.4915e+28,0.0000e+00,97.5,2.4,0.0
7,8.0188e+29,1.6688e+29,6.2809e+29,1.6000e+26,6.7500e+27,9.3340e+28,7.3540e+28,3.0799e+29,3.2010e+29,7.0000e+25,9.0000e+25,3.2800e+27,3.4700e+27,2.5550e+28,1.7500e+27,3.3942e+08,3.2688e+06,1.6860e+09,2.4759e-06,8.6521e+05,9.7370e+03,6.6464e+05,6.6415e+05,20.8,78.3,0.0,0.8,8.0191e+29,7.8142e+29,2.0240e+28,2.5000e+26,2.4680e+28,0.0000e+00,97.4,2.5,0.0
8,8.0915e+29,1.6786e+29,6.3436e+29,1.2000e+26,6.8100e+27,9.2930e+28,7.4930e+28,3.2136e+29,3.1300e+29,4.0000e+25,8.0000e+25,3.2400e+27,3.5700e+27,2.4390e+28,1.5100e+27,3.3383e+08,1.9714e+06,1.6265e+09,2.1319e-06,7.9820e+05,1.0730e+04,6.6415e+05,6.6359e+05,20.7,78.4,0.0,0.8,8.0998e+29,7.8873e+29,2.1010e+28,2.4000e+26,2.4800e+28,0.0000e+00,97.4,2.6,0.0
9,7.8829e+29,1.6676e+29,6.1451e+29,2.2000e+26,6.8000e+27,9.2120e+28,7.4640e+28,3.1090e+29,3.0361e+29,1.5000e+26,7.0000e+25,3.4400e+27,3.3600e+27,2.4130e+28,1.5500e+27,3.2874e+08,2.4098e+06,1.5160e+09,1.8387e-06,7.7419e+05,8.8957e+03,6.6359e+05,6.6297e+05,21.2,78.0,0.0,0.9,7.8930e+29,7.6951e+29,1.9550e+28,2.4000e+26,2.4731e+28,0.0000e+00,97.5,2.5,0.0
