# Index Total_Atoms Error Peak_Diff_nm Center_WL_nm
1 1.3643e+28 2.3341e+27 0.000012 589.828558
2 2.2254e+28 3.7810e+27 0.000012 589.827730
3 2.7387e+28 5.0596e+27 0.000008 589.827590
4 1.8684e+28 3.2250e+27 0.000009 589.828072
5 4.5165e+28 8.4422e+27 0.000007 589.826994
6 3.4013e+28 6.0128e+27 0.000006 589.827514
7 6.9247e+27 1.3357e+28 0.000001 589.671347
8 1.1747e+29 2.1310e+28 0.000002 589.826777
