TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped,Hop_Count,Hop_Per_Particle
316,6.5433e+29,2.4561e+29,3.9933e+29,2.5490e+27,6.8310e+27,1.9171e+29,5.3899e+28,2.2615e+29,1.7318e+29,1.4550e+27,1.0940e+27,3.3500e+27,3.4810e+27,37.5,61.0,0.4,1.0,6.5411e+29,6.3723e+29,1.2345e+28,4.5380e+27,3.1804e+28,0.0000e+00,97.4,1.9,0.7,6.8804e+28,0.1052
317,6.5130e+29,2.4248e+29,3.9953e+29,2.4820e+27,6.8040e+27,1.8865e+29,5.3828e+28,2.2473e+29,1.7480e+29,1.3790e+27,1.1030e+27,3.3500e+27,3.4540e+27,37.2,61.3,0.4,1.0,6.5134e+29,6.3448e+29,1.2552e+28,4.3040e+27,3.1851e+28,0.0000e+00,97.4,1.9,0.7,6.9060e+28,0.1060
318,6.4796e+29,2.4062e+29,3.9799e+29,2.5100e+27,6.8380e+27,1.8653e+29,5.4096e+28,2.2297e+29,1.7502e+29,1.4130e+27,1.0970e+27,3.3660e+27,3.4720e+27,37.1,61.4,0.4,1.1,6.4792e+29,6.3148e+29,1.2497e+28,3.9340e+27,3.2106e+28,0.0000e+00,97.5,1.9,0.6,6.9588e+28,0.1074
319,6.4074e+29,2.3531e+29,3.9632e+29,2.3480e+27,6.7610e+27,1.8222e+29,5.3089e+28,2.2293e+29,1.7339e+29,1.3260e+27,1.0220e+27,3.4240e+27,3.3370e+27,36.7,61.9,0.4,1.1,6.4088e+29,6.2495e+29,1.2343e+28,3.5830e+27,3.1923e+28,0.0000e+00,97.5,1.9,0.6,7.0203e+28,0.1095
320,6.4791e+29,2.3600e+29,4.0270e+29,2.3710e+27,6.8410e+27,1.8204e+29,5.3968e+28,2.2624e+29,1.7645e+29,1.3280e+27,1.0430e+27,3.3950e+27,3.4460e+27,36.4,62.2,0.4,1.1,6.4767e+29,6.3166e+29,1.2843e+28,3.1750e+27,3.2386e+28,0.0000e+00,97.5,2.0,0.5,7.2085e+28,0.1113
321,6.4174e+29,2.3189e+29,4.0066e+29,2.3620e+27,6.8250e+27,1.7842e+29,5.3475e+28,2.2349e+29,1.7716e+29,1.3020e+27,1.0600e+27,3.4140e+27,3.4110e+27,36.1,62.4,0.4,1.1,6.4200e+29,6.2601e+29,1.2956e+28,3.0340e+27,3.2408e+28,0.0000e+00,97.5,2.0,0.5,7.2240e+28,0.1125
322,6.4030e+29,2.2944e+29,4.0167e+29,2.3790e+27,6.8040e+27,1.7596e+29,5.3480e+28,2.2236e+29,1.7932e+29,1.2760e+27,1.1030e+27,3.4820e+27,3.3220e+27,35.8,62.7,0.4,1.1,6.4000e+29,6.2419e+29,1.3016e+28,2.7920e+27,3.2423e+28,0.0000e+00,97.5,2.0,0.4,7.3126e+28,0.1143
323,6.4418e+29,2.2801e+29,4.0700e+29,2.3470e+27,6.8220e+27,1.7432e+29,5.3688e+28,2.2511e+29,1.8189e+29,1.2560e+27,1.0910e+27,3.3640e+27,3.4580e+27,35.4,63.2,0.4,1.1,6.4392e+29,6.2801e+29,1.3259e+28,2.6570e+27,3.2653e+28,0.0000e+00,97.5,2.1,0.4,7.5914e+28,0.1179
324,6.4063e+29,2.2517e+29,4.0631e+29,2.3530e+27,6.7950e+27,1.7138e+29,5.3795e+28,2.2474e+29,1.8157e+29,1.2700e+27,1.0830e+27,3.3600e+27,3.4350e+27,35.1,63.4,0.4,1.1,6.4078e+29,6.2515e+29,1.3205e+28,2.4250e+27,3.2654e+28,0.0000e+00,97.6,2.1,0.4,7.6703e+28,0.1197
325,6.4363e+29,2.2401e+29,4.1046e+29,2.3370e+27,6.8220e+27,1.6972e+29,5.4289e+28,2.2626e+29,1.8420e+29,1.3040e+27,1.0330e+27,3.4780e+27,3.3440e+27,34.8,63.8,0.4,1.1,6.4348e+29,6.2788e+29,1.3424e+28,2.1760e+27,3.2875e+28,0.0000e+00,97.6,2.1,0.3,7.7956e+28,0.1211
326,6.4297e+29,2.2098e+29,4.1297e+29,2.2310e+27,6.7930e+27,1.6713e+29,5.3852e+28,2.2784e+29,1.8512e+29,1.1840e+27,1.0470e+27,3.4310e+27,3.3620e+27,34.4,64.2,0.3,1.1,6.4273e+29,6.2740e+29,1.3519e+28,1.8120e+27,3.2863e+28,0.0000e+00,97.6,2.1,0.3,7.9624e+28,0.1239
327,6.4257e+29,2.1880e+29,4.1460e+29,2.3850e+27,6.7800e+27,1.6452e+29,5.4284e+28,2.2712e+29,1.8748e+29,1.3140e+27,1.0710e+27,3.3770e+27,3.4030e+27,34.1,64.5,0.4,1.1,6.4228e+29,6.2680e+29,1.3767e+28,1.7110e+27,3.2842e+28,0.0000e+00,97.6,2.1,0.3,8.2086e+28,0.1278
328,6.4607e+29,2.1895e+29,4.1785e+29,2.4160e+27,6.8510e+27,1.6398e+29,5.4976e+28,2.2946e+29,1.8839e+29,1.2810e+27,1.1350e+27,3.4840e+27,3.3670e+27,33.9,64.7,0.4,1.1,6.4593e+29,6.3004e+29,1.4207e+28,1.6820e+27,3.3276e+28,0.0000e+00,97.5,2.2,0.3,8.4226e+28,0.1304
329,6.4316e+29,2.1536e+29,4.1869e+29,2.3500e+27,6.7630e+27,1.6066e+29,5.4699e+28,2.2842e+29,1.9027e+29,1.2560e+27,1.0940e+27,3.3690e+27,3.3940e+27,33.5,65.1,0.4,1.1,6.4271e+29,6.2696e+29,1.4288e+28,1.4620e+27,3.3011e+28,0.0000e+00,97.5,2.2,0.2,8.6480e+28,0.1346
330,6.5210e+29,2.1522e+29,4.2779e+29,2.2550e+27,6.8330e+27,1.6041e+29,5.4812e+28,2.3346e+29,1.9433e+29,1.1890e+27,1.0660e+27,3.4780e+27,3.3550e+27,33.0,65.6,0.3,1.0,6.5177e+29,6.3583e+29,1.4566e+28,1.3750e+27,3.3436e+28,0.0000e+00,97.6,2.2,0.2,8.9108e+28,0.1367
331,6.5441e+29,2.1390e+29,4.3135e+29,2.3520e+27,6.7990e+27,1.5849e+29,5.5418e+28,2.3548e+29,1.9587e+29,1.2310e+27,1.1210e+27,3.4490e+27,3.3500e+27,32.7,65.9,0.4,1.0,6.5381e+29,6.3785e+29,1.4773e+28,1.1830e+27,3.3390e+28,0.0000e+00,97.6,2.3,0.2,9.1723e+28,0.1403
332,6.5801e+29,2.1224e+29,4.3666e+29,2.3390e+27,6.7710e+27,1.5683e+29,5.5409e+28,2.3737e+29,1.9929e+29,1.2530e+27,1.0860e+27,3.3790e+27,3.3920e+27,32.3,66.4,0.4,1.0,6.5745e+29,6.4115e+29,1.5182e+28,1.1210e+27,3.3335e+28,0.0000e+00,97.5,2.3,0.2,9.5768e+28,0.1457
333,6.6762e+29,2.1149e+29,4.4701e+29,2.3240e+27,6.7930e+27,1.5549e+29,5.6005e+28,2.4362e+29,2.0339e+29,1.2460e+27,1.0780e+27,3.4480e+27,3.3450e+27,31.7,67.0,0.3,1.0,6.6722e+29,6.5045e+29,1.5680e+28,1.0880e+27,3.3509e+28,0.0000e+00,97.5,2.4,0.2,9.9344e+28,0.1489
334,6.7657e+29,2.1163e+29,4.5571e+29,2.4360e+27,6.7970e+27,1.5486e+29,5.6774e+28,2.4779e+29,2.0792e+29,1.2990e+27,1.1370e+27,3.4130e+27,3.3840e+27,31.3,67.4,0.4,1.0,6.7591e+29,6.5899e+29,1.5975e+28,9.4600e+26,3.3679e+28,0.0000e+00,97.5,2.4,0.1,1.0380e+29,0.1536
335,6.8598e+29,2.1130e+29,4.6540e+29,2.4540e+27,6.8300e+27,1.5371e+29,5.7586e+28,2.5283e+29,2.1257e+29,1.2740e+27,1.1800e+27,3.3600e+27,3.4700e+27,30.8,67.8,0.4,1.0,6.8526e+29,6.6769e+29,1.6599e+28,9.7600e+26,3.3843e+28,0.0000e+00,97.4,2.4,0.1,1.0811e+29,0.1578
336,6.9105e+29,2.0935e+29,4.7243e+29,2.4900e+27,6.7920e+27,1.5172e+29,5.7630e+28,2.5607e+29,2.1636e+29,1.3520e+27,1.1380e+27,3.3470e+27,3.4450e+27,30.3,68.4,0.4,1.0,6.9041e+29,6.7241e+29,1.7155e+28,8.4500e+26,3.3760e+28,0.0000e+00,97.4,2.5,0.1,1.1145e+29,0.1614
337,6.9801e+29,2.0850e+29,4.8038e+29,2.3640e+27,6.7630e+27,1.5047e+29,5.8026e+28,2.6069e+29,2.1969e+29,1.2490e+27,1.1150e+27,3.3850e+27,3.3780e+27,29.9,68.8,0.3,1.0,6.9723e+29,6.7891e+29,1.7493e+28,8.3500e+26,3.3669e+28,0.0000e+00,97.4,2.5,0.1,1.1700e+29,0.1678
338,7.1599e+29,2.1033e+29,4.9632e+29,2.5230e+27,6.8220e+27,1.5134e+29,5.8990e+28,2.6846e+29,2.2786e+29,1.3290e+27,1.1940e+27,3.5000e+27,3.3220e+27,29.4,69.3,0.4,1.0,7.1504e+29,6.9612e+29,1.8172e+28,7.4600e+26,3.4057e+28,0.0000e+00,97.4,2.5,0.1,1.2355e+29,0.1728
339,7.2017e+29,2.0869e+29,5.0211e+29,2.5850e+27,6.7840e+27,1.4971e+29,5.8976e+28,2.7129e+29,2.3082e+29,1.3940e+27,1.1910e+27,3.3990e+27,3.3850e+27,29.0,69.7,0.4,0.9,7.1967e+29,7.0014e+29,1.8782e+28,7.5400e+26,3.3952e+28,0.0000e+00,97.3,2.6,0.1,1.2804e+29,0.1779
340,7.3088e+29,2.0885e+29,5.1265e+29,2.5720e+27,6.8050e+27,1.4893e+29,5.9921e+28,2.7679e+29,2.3587e+29,1.3600e+27,1.2120e+27,3.4430e+27,3.3620e+27,28.6,70.1,0.4,0.9,7.2996e+29,7.1012e+29,1.9129e+28,7.1000e+26,3.4085e+28,0.0000e+00,97.3,2.6,0.1,1.3329e+29,0.1826
341,7.3681e+29,2.0737e+29,5.2008e+29,2.5990e+27,6.7640e+27,1.4709e+29,6.0280e+28,2.8102e+29,2.3906e+29,1.3870e+27,1.2120e+27,3.3470e+27,3.4170e+27,28.1,70.6,0.4,0.9,7.3585e+29,7.1540e+29,1.9776e+28,6.8000e+26,3.3965e+28,0.0000e+00,97.2,2.7,0.1,1.3866e+29,0.1884
342,7.5847e+29,2.0940e+29,5.3954e+29,2.7070e+27,6.8210e+27,1.4809e+29,6.1309e+28,2.9037e+29,2.4917e+29,1.4710e+27,1.2360e+27,3.3920e+27,3.4290e+27,27.6,71.1,0.4,0.9,7.5753e+29,7.3633e+29,2.0567e+28,6.2800e+26,3.4332e+28,0.0000e+00,97.2,2.7,0.1,1.4605e+29,0.1928
343,7.6516e+29,2.0859e+29,5.4704e+29,2.7360e+27,6.7920e+27,1.4676e+29,6.1827e+28,2.9529e+29,2.5176e+29,1.4860e+27,1.2500e+27,3.3300e+27,3.4620e+27,27.3,71.5,0.4,0.9,7.6424e+29,7.4278e+29,2.0800e+28,6.5300e+26,3.4198e+28,0.0000e+00,97.2,2.7,0.1,1.5038e+29,0.1968
344,7.7698e+29,2.0909e+29,5.5844e+29,2.6520e+27,6.7980e+27,1.4623e+29,6.2865e+28,3.0040e+29,2.5804e+29,1.3630e+27,1.2890e+27,3.2900e+27,3.5080e+27,26.9,71.9,0.3,0.9,7.7629e+29,7.5435e+29,2.1353e+28,5.8000e+26,3.4306e+28,0.0000e+00,97.2,2.8,0.1,1.5654e+29,0.2017
345,7.8303e+29,2.0704e+29,5.6653e+29,2.7030e+27,6.7580e+27,1.4448e+29,6.2563e+28,3.0445e+29,2.6207e+29,1.4540e+27,1.2490e+27,3.3440e+27,3.4140e+27,26.4,72.4,0.3,0.9,7.8221e+29,7.5953e+29,2.2072e+28,6.0400e+26,3.4157e+28,0.0000e+00,97.1,2.8,0.1,1.5950e+29,0.2039
346,8.0117e+29,2.0880e+29,5.8274e+29,2.8130e+27,6.8190e+27,1.4534e+29,6.3462e+28,3.1373e+29,2.6902e+29,1.4900e+27,1.3230e+27,3.4480e+27,3.3710e+27,26.1,72.7,0.4,0.9,8.0050e+29,7.7699e+29,2.2860e+28,6.5100e+26,3.4500e+28,0.0000e+00,97.1,2.9,0.1,1.6713e+29,0.2088
347,8.1045e+29,2.0798e+29,5.9283e+29,2.8710e+27,6.7700e+27,1.4395e+29,6.4032e+28,3.2112e+29,2.7171e+29,1.5570e+27,1.3140e+27,3.4470e+27,3.3230e+27,25.7,73.1,0.4,0.8,8.0937e+29,7.8569e+29,2.3069e+28,6.1300e+26,3.4338e+28,0.0000e+00,97.1,2.9,0.1,1.7283e+29,0.2135
348,8.1944e+29,2.0745e+29,6.0227e+29,2.9400e+27,6.7870e+27,1.4310e+29,6.4344e+28,3.2604e+29,2.7623e+29,1.5000e+27,1.4400e+27,3.3980e+27,3.3890e+27,25.3,73.5,0.4,0.8,8.1874e+29,7.9451e+29,2.3668e+28,5.6500e+26,3.4418e+28,0.0000e+00,97.0,2.9,0.1,1.7653e+29,0.2156
349,8.3329e+29,2.0881e+29,6.1471e+29,2.9800e+27,6.7930e+27,1.4359e+29,6.5220e+28,3.3219e+29,2.8252e+29,1.6000e+27,1.3800e+27,3.3470e+27,3.4460e+27,25.1,73.8,0.4,0.8,8.3257e+29,8.0770e+29,2.4301e+28,5.6200e+26,3.4493e+28,0.0000e+00,97.0,2.9,0.1,1.8201e+29,0.2186
350,8.4118e+29,2.0855e+29,6.2293e+29,2.8980e+27,6.8040e+27,1.4266e+29,6.5895e+28,3.3474e+29,2.8819e+29,1.4830e+27,1.4150e+27,3.3980e+27,3.4060e+27,24.8,74.1,0.3,0.8,8.4087e+29,8.1564e+29,2.4648e+28,5.8500e+26,3.4560e+28,0.0000e+00,97.0,2.9,0.1,1.8668e+29,0.2220
351,8.4417e+29,2.0768e+29,6.2684e+29,2.9000e+27,6.7530e+27,1.4162e+29,6.6055e+28,3.3575e+29,2.9110e+29,1.5530e+27,1.3470e+27,3.4270e+27,3.3260e+27,24.6,74.3,0.3,0.8,8.4354e+29,8.1799e+29,2.4987e+28,5.5600e+26,3.4369e+28,0.0000e+00,97.0,3.0,0.1,1.8936e+29,0.2245
352,8.5755e+29,2.0856e+29,6.3916e+29,3.0170e+27,6.8230e+27,1.4160e+29,6.6954e+28,3.4223e+29,2.9693e+29,1.6540e+27,1.3630e+27,3.4560e+27,3.3670e+27,24.3,74.5,0.4,0.8,8.5684e+29,8.3066e+29,2.5614e+28,5.5900e+26,3.4675e+28,0.0000e+00,96.9,3.0,0.1,1.9449e+29,0.2270
353,8.5971e+29,2.0670e+29,6.4321e+29,3.0410e+27,6.7580e+27,1.3956e+29,6.7142e+28,3.4470e+29,2.9852e+29,1.6100e+27,1.4310e+27,3.3920e+27,3.3660e+27,24.0,74.8,0.4,0.8,8.5894e+29,8.3291e+29,2.5440e+28,5.8800e+26,3.4470e+28,0.0000e+00,97.0,3.0,0.1,1.9815e+29,0.2307
354,8.6862e+29,2.0714e+29,6.5175e+29,2.9650e+27,6.7660e+27,1.3955e+29,6.7596e+28,3.4872e+29,3.0302e+29,1.5430e+27,1.4220e+27,3.4430e+27,3.3230e+27,23.8,75.0,0.3,0.8,8.6830e+29,8.4151e+29,2.6212e+28,5.8100e+26,3.4510e+28,0.0000e+00,96.9,3.0,0.1,2.0058e+29,0.2310
355,8.7855e+29,2.0840e+29,6.6024e+29,3.0870e+27,6.8180e+27,1.3961e+29,6.8789e+28,3.5147e+29,3.0877e+29,1.6540e+27,1.4330e+27,3.4010e+27,3.4170e+27,23.7,75.2,0.4,0.8,8.7868e+29,8.5166e+29,2.6431e+28,5.8000e+26,3.4798e+28,0.0000e+00,96.9,3.0,0.1,2.0539e+29,0.2337
356,8.7664e+29,2.0620e+29,6.6061e+29,3.0420e+27,6.7830e+27,1.3798e+29,6.8228e+28,3.5413e+29,3.0648e+29,1.6390e+27,1.4030e+27,3.3450e+27,3.4380e+27,23.5,75.4,0.3,0.8,8.7563e+29,8.4863e+29,2.6404e+28,5.9900e+26,3.4571e+28,0.0000e+00,96.9,3.0,0.1,2.0519e+29,0.2343
357,8.8324e+29,2.0595e+29,6.6735e+29,3.1440e+27,6.7840e+27,1.3704e+29,6.8908e+28,3.5697e+29,3.1039e+29,1.6460e+27,1.4980e+27,3.3980e+27,3.3860e+27,23.3,75.6,0.4,0.8,8.8310e+29,8.5586e+29,2.6644e+28,5.9700e+26,3.4592e+28,0.0000e+00,96.9,3.0,0.1,2.0909e+29,0.2368
358,8.8640e+29,2.0553e+29,6.7099e+29,3.1020e+27,6.7800e+27,1.3613e+29,6.9398e+28,3.5537e+29,3.1562e+29,1.6780e+27,1.4240e+27,3.3610e+27,3.4190e+27,23.2,75.7,0.3,0.8,8.8626e+29,8.5851e+29,2.7176e+28,5.7100e+26,3.4605e+28,0.0000e+00,96.9,3.1,0.1,2.1022e+29,0.2372
359,8.8688e+29,2.0508e+29,6.7191e+29,3.1070e+27,6.7820e+27,1.3543e+29,6.9658e+28,3.5550e+29,3.1641e+29,1.6480e+27,1.4590e+27,3.3890e+27,3.3930e+27,23.1,75.8,0.4,0.8,8.8684e+29,8.5901e+29,2.7178e+28,6.4800e+26,3.4612e+28,0.0000e+00,96.9,3.1,0.1,2.1179e+29,0.2388
