TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.8520e+29,6.7880e+28,6.0524e+29,5.2900e+27,6.7900e+27,4.5660e+28,2.2220e+28,3.3205e+29,2.7319e+29,3.1200e+27,2.1700e+27,3.5500e+27,3.2400e+27,1.8650e+28,1.0850e+28,1.6638e+08,2.7288e+05,1.7065e+09,4.5720e-05,7.0955e+07,1.4544e+05,6.6625e+05,6.6621e+05,9.9,88.3,0.8,1.0,6.8460e+29,6.6217e+29,2.1540e+28,8.9000e+26,2.4895e+28,0.0000e+00,96.7,3.1,0.1
1,6.8859e+29,6.5870e+28,6.1060e+29,5.3400e+27,6.7800e+27,4.4480e+28,2.1390e+28,3.3825e+29,2.7235e+29,3.0000e+27,2.3400e+27,3.2300e+27,3.5500e+27,1.8470e+28,1.1380e+28,1.6587e+08,2.7312e+05,1.9490e+09,3.9850e-05,7.0082e+07,1.4069e+05,6.6621e+05,6.6612e+05,9.6,88.7,0.8,1.0,6.8786e+29,6.6492e+29,2.2100e+28,8.4000e+26,2.4887e+28,0.0000e+00,96.7,3.2,0.1
2,6.8797e+29,6.6610e+28,6.0942e+29,5.1500e+27,6.7900e+27,4.4420e+28,2.2190e+28,3.4131e+29,2.6811e+29,2.9100e+27,2.2400e+27,3.3500e+27,3.4400e+27,1.7890e+28,1.1180e+28,1.6566e+08,2.6504e+05,1.5105e+09,3.4660e-05,6.9767e+07,1.5755e+05,6.6611e+05,6.6595e+05,9.7,88.6,0.7,1.0,6.8837e+29,6.6629e+29,2.1090e+28,9.9000e+26,2.4871e+28,0.0000e+00,96.8,3.1,0.1
3,6.9183e+29,6.6330e+28,6.1371e+29,4.9800e+27,6.8100e+27,4.5230e+28,2.1100e+28,3.3769e+29,2.7602e+29,2.9800e+27,2.0000e+27,3.6100e+27,3.2000e+27,1.7750e+28,1.0430e+28,1.6533e+08,3.2466e+05,1.7775e+09,2.9976e-05,6.8168e+07,1.6068e+05,6.6595e+05,6.6572e+05,9.6,88.7,0.7,1.0,6.9152e+29,6.6824e+29,2.2310e+28,9.7000e+26,2.5031e+28,0.0000e+00,96.6,3.2,0.1
4,6.8632e+29,6.4780e+28,6.0956e+29,5.2000e+27,6.7800e+27,4.3010e+28,2.1770e+28,3.3379e+29,2.7577e+29,2.8800e+27,2.3200e+27,3.2200e+27,3.5600e+27,1.7160e+28,1.0610e+28,1.6503e+08,2.7005e+05,1.6380e+09,2.6070e-05,6.6799e+07,1.7479e+05,6.6572e+05,6.6543e+05,9.4,88.8,0.8,1.0,6.8600e+29,6.6299e+29,2.2030e+28,9.8000e+26,2.4818e+28,0.0000e+00,96.6,3.2,0.1
5,6.8423e+29,6.4910e+28,6.0746e+29,5.0800e+27,6.7800e+27,4.3620e+28,2.1290e+28,3.3393e+29,2.7353e+29,2.7600e+27,2.3200e+27,3.5100e+27,3.2700e+27,1.6900e+28,9.6400e+27,1.6477e+08,2.6620e+05,1.7500e+09,2.2527e-05,6.6119e+07,1.7290e+05,6.6542e+05,6.6507e+05,9.5,88.8,0.7,1.0,6.8512e+29,6.6343e+29,2.0880e+28,8.1000e+26,2.4779e+28,0.0000e+00,96.8,3.0,0.1
6,6.8658e+29,6.5360e+28,6.0911e+29,5.3000e+27,6.8100e+27,4.3280e+28,2.2080e+28,3.2664e+29,2.8247e+29,2.9200e+27,2.3800e+27,3.3800e+27,3.4300e+27,1.6950e+28,9.5900e+27,1.6460e+08,2.9674e+05,2.1920e+09,1.9440e-05,6.5167e+07,1.6284e+05,6.6506e+05,6.6464e+05,9.5,88.7,0.8,1.0,6.8682e+29,6.6415e+29,2.1620e+28,1.0500e+27,2.4915e+28,0.0000e+00,96.7,3.1,0.2
7,6.6475e+29,6.6640e+28,5.8650e+29,4.8600e+27,6.7500e+27,4.4900e+28,2.1740e+28,3.1458e+29,2.7192e+29,2.6600e+27,2.2000e+27,3.2800e+27,3.4700e+27,1.8440e+28,9.6300e+27,1.6426e+08,3.2706e+05,1.4888e+09,1.6799e-05,6.4067e+07,1.7328e+05,6.6464e+05,6.6415e+05,10.0,88.2,0.7,1.0,6.6548e+29,6.4270e+29,2.1820e+28,9.6000e+26,2.4680e+28,0.0000e+00,96.6,3.3,0.1
8,6.7594e+29,6.6320e+28,5.9767e+29,5.1400e+27,6.8100e+27,4.3750e+28,2.2570e+28,3.2178e+29,2.7589e+29,2.8900e+27,2.2500e+27,3.2400e+27,3.5700e+27,1.7460e+28,1.0250e+28,1.6400e+08,3.6141e+05,1.5259e+09,1.4515e-05,6.3065e+07,1.9343e+05,6.6415e+05,6.6359e+05,9.8,88.4,0.8,1.0,6.7591e+29,6.5321e+29,2.1750e+28,9.5000e+26,2.4800e+28,0.0000e+00,96.6,3.2,0.1
9,6.6970e+29,6.5300e+28,5.9265e+29,4.9500e+27,6.8000e+27,4.3780e+28,2.1520e+28,3.2359e+29,2.6906e+29,2.8300e+27,2.1200e+27,3.4400e+27,3.3600e+27,1.8170e+28,8.7500e+27,1.6346e+08,3.5819e+05,1.4678e+09,1.2561e-05,6.2606e+07,1.9580e+05,6.6359e+05,6.6297e+05,9.8,88.5,0.7,1.0,6.6951e+29,6.4758e+29,2.0990e+28,9.4000e+26,2.4731e+28,0.0000e+00,96.7,3.1,0.1
