TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,4.5100e+27,4.0000e+26,2.5400e+27,2.2000e+26,3.7613e+32,2.1580e+32,136
0,1,0.0500,0.1000,4.8600e+27,1.9600e+27,2.5500e+27,8.8000e+26,1.3757e+32,7.3874e+31,136
0,2,0.1000,0.2000,1.4960e+28,1.7680e+28,6.2100e+27,7.9000e+27,2.4219e+32,1.0631e+32,136
0,3,0.2000,0.3500,1.3600e+28,4.8030e+28,5.9700e+27,2.6340e+28,1.2887e+32,5.3059e+31,136
0,4,0.3500,0.5500,5.6400e+27,7.6060e+28,3.2600e+27,5.6540e+28,3.2342e+31,1.8191e+31,136
0,5,0.5500,1.0100,2.0900e+27,1.8792e+29,1.6900e+27,1.8131e+29,7.0484e+30,6.2331e+30,136
1,0,0.0000,0.0500,4.5400e+27,4.6000e+26,2.4400e+27,1.6000e+26,3.7653e+32,2.1591e+32,136
1,1,0.0500,0.1000,4.9600e+27,2.3100e+27,2.1700e+27,8.8000e+26,1.3751e+32,7.3866e+31,136
1,2,0.1000,0.2000,1.4190e+28,1.7580e+28,6.1600e+27,8.1200e+27,2.4174e+32,1.0625e+32,136
1,3,0.2000,0.3500,1.3030e+28,4.6930e+28,5.5300e+27,2.5260e+28,1.2810e+32,5.3053e+31,136
1,4,0.3500,0.5500,5.5000e+27,7.4590e+28,3.3400e+27,5.5070e+28,3.2172e+31,1.8237e+31,136
1,5,0.5500,1.0100,2.2600e+27,1.9638e+29,1.7500e+27,1.8286e+29,7.1859e+30,6.3022e+30,136
2,0,0.0000,0.0500,4.5300e+27,4.4000e+26,2.7400e+27,2.3000e+26,3.7687e+32,2.1601e+32,136
2,1,0.0500,0.1000,4.2200e+27,2.0700e+27,2.3400e+27,8.4000e+26,1.3745e+32,7.3829e+31,136
2,2,0.1000,0.2000,1.4730e+28,1.7590e+28,6.3200e+27,8.0400e+27,2.4129e+32,1.0613e+32,136
2,3,0.2000,0.3500,1.3250e+28,4.5800e+28,5.8100e+27,2.5720e+28,1.2741e+32,5.2996e+31,136
2,4,0.3500,0.5500,5.5900e+27,7.4770e+28,3.2900e+27,5.5140e+28,3.2140e+31,1.8300e+31,136
2,5,0.5500,1.0100,2.1000e+27,2.0064e+29,1.6900e+27,1.7814e+29,7.3183e+30,6.3334e+30,136
3,0,0.0000,0.0500,4.5300e+27,3.7000e+26,2.1300e+27,2.0000e+26,3.8001e+32,2.1773e+32,137
3,1,0.0500,0.1000,4.6800e+27,2.2400e+27,2.2800e+27,8.9000e+26,1.3832e+32,7.4324e+31,137
3,2,0.1000,0.2000,1.4430e+28,1.6930e+28,6.0400e+27,7.5500e+27,2.4260e+32,1.0673e+32,137
3,3,0.2000,0.3500,1.3340e+28,4.6720e+28,5.5700e+27,2.7250e+28,1.2782e+32,5.3310e+31,137
3,4,0.3500,0.5500,5.9900e+27,7.6140e+28,3.3100e+27,5.7360e+28,3.2262e+31,1.8482e+31,137
3,5,0.5500,1.0100,2.2600e+27,1.9529e+29,1.7700e+27,1.8277e+29,7.4458e+30,6.4515e+30,137
4,0,0.0000,0.0500,4.5200e+27,4.3000e+26,2.4300e+27,2.5000e+26,3.7756e+32,2.1626e+32,136
4,1,0.0500,0.1000,4.2900e+27,2.2000e+27,2.4900e+27,1.0700e+27,1.3724e+32,7.3760e+31,136
4,2,0.1000,0.2000,1.3730e+28,1.5520e+28,5.9700e+27,7.6800e+27,2.4023e+32,1.0582e+32,136
4,3,0.2000,0.3500,1.2690e+28,4.7410e+28,5.6400e+27,2.6670e+28,1.2726e+32,5.2901e+31,136
4,4,0.3500,0.5500,5.6400e+27,7.5840e+28,3.4500e+27,5.6660e+28,3.1003e+31,1.8383e+31,136
4,5,0.5500,1.0100,2.1400e+27,1.9239e+29,1.7900e+27,1.8344e+29,7.3415e+30,6.4044e+30,136
5,0,0.0000,0.0500,4.1100e+27,3.1000e+26,2.2500e+27,3.7000e+26,3.7792e+32,2.1637e+32,136
5,1,0.0500,0.1000,4.9600e+27,2.3900e+27,2.1900e+27,1.0100e+27,1.4547e+32,7.3748e+31,136
5,2,0.1000,0.2000,1.3020e+28,1.4710e+28,5.8600e+27,7.7400e+27,2.3249e+32,1.0573e+32,136
5,3,0.2000,0.3500,1.3620e+28,4.5720e+28,5.8300e+27,2.7570e+28,1.2627e+32,5.2896e+31,136
5,4,0.3500,0.5500,5.9900e+27,7.7310e+28,3.3100e+27,5.7940e+28,3.0245e+31,1.8434e+31,136
5,5,0.5500,1.0100,1.9200e+27,1.9349e+29,1.8500e+27,1.7890e+29,7.3555e+30,6.4344e+30,136
6,0,0.0000,0.0500,4.1100e+27,3.7000e+26,2.6400e+27,2.4000e+26,3.8097e+32,2.1809e+32,137
6,1,0.0500,0.1000,4.6500e+27,2.3000e+27,2.2500e+27,7.9000e+26,1.4732e+32,7.2083e+31,137
6,2,0.1000,0.2000,1.3700e+28,1.5060e+28,6.2500e+27,7.7100e+27,2.3672e+32,1.0857e+32,137
6,3,0.2000,0.3500,1.3010e+28,4.5290e+28,5.7800e+27,2.6880e+28,1.2268e+32,5.3357e+31,137
6,4,0.3500,0.5500,5.7000e+27,7.2400e+28,3.3600e+27,6.0080e+28,3.0400e+31,1.8623e+31,137
6,5,0.5500,1.0100,2.1100e+27,1.9122e+29,1.8000e+27,1.8677e+29,7.4376e+30,6.4915e+30,137
7,0,0.0000,0.0500,4.1200e+27,3.1000e+26,2.5500e+27,2.7000e+26,3.7854e+32,2.1661e+32,136
7,1,0.0500,0.1000,5.3900e+27,2.1100e+27,2.1400e+27,7.7000e+26,1.4615e+32,7.0716e+31,136
