TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
211,2.6058e+30,7.9456e+29,1.7814e+30,2.2766e+28,7.0490e+27,6.3339e+29,1.6116e+29,1.4164e+30,3.6505e+29,1.4776e+28,7.9900e+27,3.5840e+27,3.4650e+27,30.5,68.4,0.9,0.3,2.6071e+30,2.5761e+30,2.6129e+28,4.8950e+27,1.6089e+28,0.0000e+00,98.8,1.0,0.2
212,2.5319e+30,7.8607e+29,1.7142e+30,2.4491e+28,7.0470e+27,6.1968e+29,1.6639e+29,1.3287e+30,3.8559e+29,1.6534e+28,7.9570e+27,3.4930e+27,3.5540e+27,31.0,67.7,1.0,0.3,2.5326e+30,2.5018e+30,2.5522e+28,5.2540e+27,1.6192e+28,0.0000e+00,98.8,1.0,0.2
213,2.4521e+30,7.7546e+29,1.6461e+30,2.3508e+28,7.0300e+27,6.1332e+29,1.6214e+29,1.2830e+30,3.6309e+29,1.5761e+28,7.7470e+27,3.5300e+27,3.5000e+27,31.6,67.1,1.0,0.3,2.4531e+30,2.4229e+30,2.4974e+28,5.2420e+27,1.6243e+28,0.0000e+00,98.8,1.0,0.2
214,2.3854e+30,7.6749e+29,1.5880e+30,2.2803e+28,7.0400e+27,6.1036e+29,1.5713e+29,1.2511e+30,3.3694e+29,1.5311e+28,7.4920e+27,3.5220e+27,3.5180e+27,32.2,66.6,1.0,0.3,2.3865e+30,2.3570e+30,2.4167e+28,5.3080e+27,1.6354e+28,0.0000e+00,98.8,1.0,0.2
215,2.3135e+30,7.5513e+29,1.5296e+30,2.1714e+28,7.0380e+27,6.0414e+29,1.5100e+29,1.2165e+30,3.1316e+29,1.4282e+28,7.4320e+27,3.4980e+27,3.5400e+27,32.6,66.1,0.9,0.3,2.3144e+30,2.2856e+30,2.3609e+28,5.2890e+27,1.6412e+28,0.0000e+00,98.8,1.0,0.2
216,2.2636e+30,7.4709e+29,1.4886e+30,2.0853e+28,7.0330e+27,6.0030e+29,1.4680e+29,1.1924e+30,2.9617e+29,1.3597e+28,7.2560e+27,3.5250e+27,3.5080e+27,33.0,65.8,0.9,0.3,2.2643e+30,2.2360e+30,2.2950e+28,5.3560e+27,1.6532e+28,0.0000e+00,98.7,1.0,0.2
217,2.2164e+30,7.3856e+29,1.4484e+30,2.2388e+28,7.0380e+27,5.8677e+29,1.5179e+29,1.1271e+30,3.2130e+29,1.5266e+28,7.1220e+27,3.4520e+27,3.5860e+27,33.3,65.3,1.0,0.3,2.2169e+30,2.1887e+30,2.2465e+28,5.7430e+27,1.6656e+28,0.0000e+00,98.7,1.0,0.3
218,2.1574e+30,7.2817e+29,1.4007e+30,2.1506e+28,7.0330e+27,5.8176e+29,1.4640e+29,1.0998e+30,3.0092e+29,1.4415e+28,7.0910e+27,3.4640e+27,3.5690e+27,33.8,64.9,1.0,0.3,2.1580e+30,2.1302e+30,2.2023e+28,5.8030e+27,1.6724e+28,0.0000e+00,98.7,1.0,0.3
219,2.1009e+30,7.1823e+29,1.3552e+30,2.0436e+28,7.0290e+27,5.7693e+29,1.4130e+29,1.0735e+30,2.8165e+29,1.3639e+28,6.7970e+27,3.4740e+27,3.5550e+27,34.2,64.5,1.0,0.3,2.1017e+30,2.0742e+30,2.1800e+28,5.6970e+27,1.6795e+28,0.0000e+00,98.7,1.0,0.3
220,2.0607e+30,7.1049e+29,1.3235e+30,1.9664e+28,7.0290e+27,5.7380e+29,1.3669e+29,1.0569e+30,2.6667e+29,1.2874e+28,6.7900e+27,3.5350e+27,3.4940e+27,34.5,64.2,1.0,0.3,2.0611e+30,2.0341e+30,2.1233e+28,5.7780e+27,1.6930e+28,0.0000e+00,98.7,1.0,0.3
221,2.0144e+30,7.0119e+29,1.2875e+30,1.8616e+28,7.0360e+27,5.6967e+29,1.3152e+29,1.0350e+30,2.5257e+29,1.2111e+28,6.5050e+27,3.4990e+27,3.5370e+27,34.8,63.9,0.9,0.3,2.0148e+30,1.9883e+30,2.0773e+28,5.6820e+27,1.7070e+28,0.0000e+00,98.7,1.0,0.3
222,1.9756e+30,6.9147e+29,1.2571e+30,2.0018e+28,7.0400e+27,5.5605e+29,1.3542e+29,9.8179e+29,2.7526e+29,1.3623e+28,6.3950e+27,3.4600e+27,3.5800e+27,35.0,63.6,1.0,0.4,1.9762e+30,1.9494e+30,2.0590e+28,6.2860e+27,1.7152e+28,0.0000e+00,98.6,1.0,0.3
223,1.9323e+30,6.8224e+29,1.2239e+30,1.9164e+28,7.0150e+27,5.5088e+29,1.3137e+29,9.6005e+29,2.6387e+29,1.2879e+28,6.2850e+27,3.5060e+27,3.5090e+27,35.3,63.3,1.0,0.4,1.9328e+30,1.9063e+30,2.0306e+28,6.2790e+27,1.7235e+28,0.0000e+00,98.6,1.1,0.3
224,1.8983e+30,6.7491e+29,1.1982e+30,1.8195e+28,7.0380e+27,5.4796e+29,1.2695e+29,9.4698e+29,2.5117e+29,1.2157e+28,6.0380e+27,3.5640e+27,3.4740e+27,35.6,63.1,1.0,0.4,1.8987e+30,1.8725e+30,1.9937e+28,6.2900e+27,1.7386e+28,0.0000e+00,98.6,1.1,0.3
225,1.8550e+30,6.6542e+29,1.1651e+30,1.7479e+28,7.0170e+27,5.4301e+29,1.2240e+29,9.2527e+29,2.3980e+29,1.1603e+28,5.8760e+27,3.5720e+27,3.4450e+27,35.9,62.8,0.9,0.4,1.8555e+30,1.8296e+30,1.9472e+28,6.4350e+27,1.7476e+28,0.0000e+00,98.6,1.0,0.3
226,1.8282e+30,6.5808e+29,1.1462e+30,1.6883e+28,7.0270e+27,5.3991e+29,1.1817e+29,9.1549e+29,2.3075e+29,1.0984e+28,5.8990e+27,3.4590e+27,3.5680e+27,36.0,62.7,0.9,0.4,1.8283e+30,1.8024e+30,1.9412e+28,6.4650e+27,1.7634e+28,0.0000e+00,98.6,1.1,0.4
227,1.7875e+30,6.4546e+29,1.1178e+30,1.7188e+28,6.9840e+27,5.2757e+29,1.1789e+29,8.7818e+29,2.3965e+29,1.1610e+28,5.5780e+27,3.5130e+27,3.4710e+27,36.1,62.5,1.0,0.4,1.7879e+30,1.7621e+30,1.9204e+28,6.5510e+27,1.7663e+28,0.0000e+00,98.6,1.1,0.4
228,1.7657e+30,6.4204e+29,1.0992e+30,1.7467e+28,7.0370e+27,5.2412e+29,1.1792e+29,8.5659e+29,2.4260e+29,1.1820e+28,5.6470e+27,3.4980e+27,3.5390e+27,36.4,62.3,1.0,0.4,1.7662e+30,1.7402e+30,1.8995e+28,7.0560e+27,1.7894e+28,0.0000e+00,98.5,1.1,0.4
229,1.7233e+30,6.3054e+29,1.0694e+30,1.6406e+28,6.9940e+27,5.1734e+29,1.1320e+29,8.3698e+29,2.3239e+29,1.1069e+28,5.3370e+27,3.4560e+27,3.5380e+27,36.6,62.1,1.0,0.4,1.7236e+30,1.6981e+30,1.8455e+28,6.9570e+27,1.7926e+28,0.0000e+00,98.5,1.1,0.4
230,1.6982e+30,6.2464e+29,1.0509e+30,1.5626e+28,7.0170e+27,5.1463e+29,1.1000e+29,8.2532e+29,2.2561e+29,1.0370e+28,5.2560e+27,3.5080e+27,3.5090e+27,36.8,61.9,0.9,0.4,1.6987e+30,1.6732e+30,1.8476e+28,7.0140e+27,1.8097e+28,0.0000e+00,98.5,1.1,0.4
