# Wavelength Flux(MR)
5.89097364e+02 6.00551991e+29
5.89100659e+02 2.03620058e+30
5.89103954e+02 9.64287701e+29
5.89107249e+02 -7.19663582e+29
5.89110544e+02 1.95647038e+30
5.89113839e+02 8.81922511e+29
5.89117135e+02 2.64046433e+29
5.89120430e+02 -5.05135282e+29
5.89123725e+02 7.04828894e+29
5.89127020e+02 1.37441565e+29
5.89130315e+02 -3.00298343e+29
5.89133610e+02 -1.06697927e+30
5.89136905e+02 -7.91861252e+29
5.89140200e+02 -2.06061866e+30
5.89143496e+02 2.02395131e+30
5.89146791e+02 1.04095656e+30
5.89150086e+02 -6.31921184e+29
5.89153381e+02 -1.68200506e+30
5.89156676e+02 -2.08527753e+30
5.89159971e+02 -1.15345576e+30
5.89163266e+02 -1.92407668e+30
5.89166561e+02 -4.82460862e+29
5.89169856e+02 -1.07610925e+30
5.89173152e+02 2.15570279e+30
5.89176447e+02 -1.18157933e+29
5.89179742e+02 1.55897897e+29
5.89183037e+02 -1.71393551e+30
5.89186332e+02 -5.86527626e+29
5.89189627e+02 4.40381089e+28
5.89192922e+02 1.69462244e+29
5.89196217e+02 -8.13165650e+29
5.89199513e+02 5.77574253e+29
5.89202808e+02 -2.09560108e+29
5.89206103e+02 2.07042870e+30
5.89209398e+02 2.40703602e+30
5.89212693e+02 8.20630061e+29
5.89215988e+02 -4.12340717e+29
5.89219283e+02 1.66679308e+30
5.89222578e+02 -1.41762324e+30
5.89225873e+02 -1.67626922e+29
5.89229169e+02 6.67482960e+29
5.89232464e+02 -1.32486843e+30
5.89235759e+02 -1.28466994e+30
5.89239054e+02 2.27840181e+29
5.89242349e+02 -1.85409334e+30
5.89245644e+02 6.56043599e+28
5.89248939e+02 1.64575834e+30
5.89252234e+02 -2.31162512e+30
5.89255530e+02 1.94422681e+30
5.89258825e+02 2.47086281e+30
5.89262120e+02 -1.42584332e+30
5.89265415e+02 -1.56924790e+30
5.89268710e+02 1.34252494e+30
5.89272005e+02 1.94473472e+30
5.89275300e+02 1.08401226e+30
5.89278595e+02 -1.31304326e+30
5.89281890e+02 -1.18432293e+30
5.89285186e+02 -1.56448730e+29
5.89288481e+02 -5.36687269e+29
5.89291776e+02 -2.08041040e+30
5.89295071e+02 -4.24457454e+28
5.89298366e+02 -2.04278514e+29
5.89301661e+02 -1.94782256e+29
5.89304956e+02 -1.13299780e+30
