TAA,Side,Band_Index,EffCos_Lo,EffCos_Hi,U_1.400eV,U_1.544eV,U_1.689eV,U_1.833eV,U_1.978eV,U_2.122eV,U_2.267eV,U_2.411eV,U_2.556eV,U_2.700eV
38,Dusk,1,0.0500,0.1000,8.074701e+26,3.395269e+28,1.553766e+29,2.435238e+29,2.409201e+29,1.614721e+29,7.462437e+28,2.374471e+28,5.515908e+27,9.869399e+26
38,Dusk,2,0.1000,0.2000,7.993487e+24,2.221254e+27,8.787376e+28,3.841260e+29,4.609837e+29,3.164447e+29,1.476449e+29,4.832224e+28,1.081770e+28,1.885031e+27
38,Dusk,3,0.2000,0.3500,1.003476e+25,5.691005e+25,1.653316e+27,4.401612e+28,2.710222e+29,3.176686e+29,1.562929e+29,5.166481e+28,1.191374e+28,1.940396e+27
38,Dusk,4,0.3500,0.5500,4.026975e+25,5.064587e+25,8.823508e+25,1.009558e+27,1.598581e+28,1.046519e+29,1.267364e+29,4.892965e+28,1.164547e+28,1.893285e+27
38,Dusk,5,0.5500,1.0100,3.313743e+25,1.075119e+26,2.328810e+26,2.682004e+26,1.022223e+27,7.168313e+27,3.334176e+28,4.331266e+28,1.760043e+28,3.186423e+27
39,Dawn,0,0.0000,0.0500,1.004923e+29,3.484902e+29,6.614455e+29,8.796597e+29,8.275312e+29,5.520807e+29,2.548693e+29,8.347251e+28,1.965230e+28,3.343545e+27
39,Dawn,1,0.0500,0.1000,7.471975e+26,4.879243e+28,2.662054e+29,3.864740e+29,3.679781e+29,2.413573e+29,1.096424e+29,3.585569e+28,7.869812e+27,1.278535e+27
39,Dawn,2,0.1000,0.2000,2.462279e+25,3.327970e+27,1.356539e+29,6.223042e+29,7.391223e+29,4.896827e+29,2.242217e+29,7.382310e+28,1.666239e+28,2.828180e+27
39,Dawn,3,0.2000,0.3500,2.003253e+25,5.937832e+25,2.662935e+27,6.906582e+28,4.400331e+29,5.093770e+29,2.477187e+29,8.125421e+28,1.863470e+28,3.168631e+27
39,Dawn,4,0.3500,0.5500,2.504442e+23,8.059986e+25,1.097108e+26,1.722234e+27,2.355159e+28,1.444815e+29,1.713341e+29,6.595974e+28,1.536688e+28,2.515415e+27
39,Dawn,5,0.5500,1.0100,3.305070e+25,1.573043e+26,1.825251e+26,2.706582e+26,1.026464e+27,8.728110e+27,3.917876e+28,4.874230e+28,1.827349e+28,3.493514e+27
39,Dusk,0,0.0000,0.0500,5.318534e+28,2.000577e+29,4.001823e+29,5.552767e+29,5.384155e+29,3.712048e+29,1.716569e+29,5.555762e+28,1.272827e+28,2.228065e+27
39,Dusk,1,0.0500,0.1000,4.783266e+26,2.981025e+28,1.467714e+29,2.299139e+29,2.250470e+29,1.476252e+29,6.695480e+28,2.102648e+28,4.975011e+27,8.822808e+26
39,Dusk,2,0.1000,0.2000,3.506100e+25,2.236697e+27,8.810213e+28,3.840456e+29,4.605052e+29,3.162095e+29,1.474476e+29,4.811857e+28,1.079719e+28,1.869246e+27
39,Dusk,3,0.2000,0.3500,1.003406e+25,3.425300e+25,1.682391e+27,4.452511e+28,2.703708e+29,3.166631e+29,1.559826e+29,5.147650e+28,1.184928e+28,1.938674e+27
39,Dusk,4,0.3500,0.5500,1.026558e+25,3.063589e+25,3.801714e+25,1.126942e+27,1.668053e+28,1.042393e+29,1.260212e+29,4.850278e+28,1.158767e+28,1.881917e+27
39,Dusk,5,0.5500,1.0100,2.309879e+25,7.741939e+25,2.027223e+26,2.788205e+26,9.827722e+26,7.154492e+27,3.307729e+28,4.294837e+28,1.750108e+28,3.178577e+27
40,Dawn,0,0.0000,0.0500,1.006885e+29,3.491356e+29,6.620943e+29,8.806323e+29,8.279726e+29,5.524073e+29,2.549805e+29,8.357257e+28,1.973131e+28,3.358395e+27
40,Dawn,1,0.0500,0.1000,6.992851e+26,4.897613e+28,2.659689e+29,3.866550e+29,3.678921e+29,2.411923e+29,1.094765e+29,3.585965e+28,7.893453e+27,1.272666e+27
40,Dawn,2,0.1000,0.2000,2.463339e+25,3.283907e+27,1.356586e+29,6.217152e+29,7.374535e+29,4.887014e+29,2.237097e+29,7.375174e+28,1.660121e+28,2.803939e+27
40,Dawn,3,0.2000,0.3500,2.005185e+25,6.376703e+25,2.754387e+27,6.958546e+28,4.387159e+29,5.068680e+29,2.463550e+29,8.095946e+28,1.858814e+28,3.148166e+27
40,Dawn,4,0.3500,0.5500,2.024803e+25,5.059742e+25,1.050916e+26,1.344643e+27,2.354417e+28,1.440146e+29,1.695089e+29,6.549335e+28,1.524212e+28,2.538525e+27
40,Dawn,5,0.5500,1.0100,4.301819e+25,1.272264e+26,2.723914e+26,2.380247e+26,1.094169e+27,8.637993e+27,3.897119e+28,4.834404e+28,1.798787e+28,3.438115e+27
40,Dusk,0,0.0000,0.0500,5.328966e+28,2.003093e+29,4.008053e+29,5.557538e+29,5.386472e+29,3.712405e+29,1.716420e+29,5.558182e+28,1.274651e+28,2.224317e+27
40,Dusk,1,0.0500,0.1000,5.486806e+26,2.987583e+28,1.467394e+29,2.298391e+29,2.248878e+29,1.473964e+29,6.692592e+28,2.102553e+28,4.973572e+27,8.784588e+26
40,Dusk,2,0.1000,0.2000,1.696646e+25,2.331208e+27,8.831559e+28,3.842172e+29,4.601177e+29,3.158046e+29,1.473199e+29,4.801910e+28,1.077743e+28,1.883588e+27
40,Dusk,3,0.2000,0.3500,3.337809e+22,3.291895e+25,1.866937e+27,4.489086e+28,2.699864e+29,3.151942e+29,1.553844e+29,5.116686e+28,1.186690e+28,1.967023e+27
40,Dusk,4,0.3500,0.5500,4.026134e+25,5.062722e+25,1.394870e+26,8.540137e+26,1.645290e+28,1.037406e+29,1.251633e+29,4.826127e+28,1.148352e+28,1.861016e+27
40,Dusk,5,0.5500,1.0100,3.305957e+25,1.873255e+26,1.825613e+26,2.474115e+26,9.476437e+26,7.018872e+27,3.282683e+28,4.220035e+28,1.725839e+28,3.151269e+27
41,Dawn,0,0.0000,0.0500,1.008376e+29,3.498523e+29,6.625982e+29,8.814241e+29,8.285341e+29,5.528098e+29,2.551451e+29,8.368037e+28,1.974978e+28,3.363136e+27
41,Dawn,1,0.0500,0.1000,7.018558e+26,4.905649e+28,2.659633e+29,3.866434e+29,3.676850e+29,2.409201e+29,1.094171e+29,3.580246e+28,7.876769e+27,1.286739e+27
41,Dawn,2,0.1000,0.2000,4.562584e+25,3.314276e+27,1.356617e+29,6.146173e+29,7.149065e+29,4.729562e+29,2.164764e+29,7.126733e+28,1.607940e+28,2.713227e+27
41,Dawn,3,0.2000,0.3500,1.003226e+25,5.115759e+25,2.873556e+27,7.581335e+28,4.579314e+29,5.186736e+29,2.519675e+29,8.283521e+28,1.891252e+28,3.244034e+27
41,Dawn,4,0.3500,0.5500,1.024564e+25,3.058813e+25,1.034280e+26,1.416520e+27,2.322565e+28,1.424626e+29,1.682781e+29,6.484591e+28,1.509952e+28,2.520704e+27
41,Dawn,5,0.5500,1.0100,4.298541e+25,1.171479e+26,1.622572e+26,1.767122e+26,1.034524e+27,8.379963e+27,3.852136e+28,4.766812e+28,1.773356e+28,3.375479e+27
41,Dusk,0,0.0000,0.0500,5.339153e+28,2.006323e+29,4.012099e+29,5.561648e+29,5.391339e+29,3.713506e+29,1.717693e+29,5.562668e+28,1.273491e+28,2.220604e+27
41,Dusk,1,0.0500,0.1000,5.605142e+26,3.015165e+28,1.521087e+29,2.391881e+29,2.359470e+29,1.561739e+29,7.123666e+28,2.237568e+28,5.333831e+27,9.381846e+26
41,Dusk,2,0.1000,0.2000,3.754350e+25,2.139542e+27,8.354861e+28,3.749628e+29,4.480910e+29,3.065673e+29,1.427042e+29,4.647974e+28,1.038644e+28,1.834210e+27
41,Dusk,3,0.2000,0.3500,5.003268e+25,4.693182e+25,1.837107e+27,4.502996e+28,2.698068e+29,3.145826e+29,1.546753e+29,5.091137e+28,1.180428e+28,1.955396e+27
41,Dusk,4,0.3500,0.5500,1.025699e+25,7.061532e+25,6.277651e+25,1.110306e+27,1.692132e+28,1.033547e+29,1.242082e+29,4.782559e+28,1.143112e+28,1.860252e+27
41,Dusk,5,0.5500,1.0100,1.301966e+25,5.722994e+25,1.523976e+26,2.239833e+26,9.908347e+26,7.471611e+27,3.314549e+28,4.186320e+28,1.708675e+28,3.144389e+27
42,Dawn,0,0.0000,0.0500,1.010082e+29,3.504997e+29,6.633960e+29,8.823539e+29,8.291643e+29,5.531774e+29,2.553226e+29,8.374579e+28,1.979770e+28,3.367774e+27
42,Dawn,1,0.0500,0.1000,6.715321e+26,4.835071e+28,2.526396e+29,3.646364e+29,3.460670e+29,2.249344e+29,1.020229e+29,3.338479e+28,7.452120e+27,1.196492e+27
42,Dawn,2,0.1000,0.2000,2.624452e+25,3.849449e+27,1.490418e+29,6.360495e+29,7.352752e+29,4.877327e+29,2.232407e+29,7.352762e+28,1.651081e+28,2.784247e+27
42,Dawn,3,0.2000,0.3500,4.002992e+25,3.346785e+25,2.733668e+27,7.536695e+28,4.547196e+29,5.078240e+29,2.450890e+29,8.060431e+28,1.833753e+28,3.147652e+27
42,Dawn,4,0.3500,0.5500,1.024536e+25,4.058748e+25,7.197056e+25,1.650696e+27,2.584924e+28,1.497325e+29,1.726321e+29,6.610878e+28,1.531493e+28,2.598022e+27
42,Dawn,5,0.5500,1.0100,5.295231e+25,1.070687e+26,2.021210e+26,1.897610e+26,1.021107e+27,8.042428e+27,3.857782e+28,4.679790e+28,1.742243e+28,3.334657e+27
42,Dusk,0,0.0000,0.0500,5.353066e+28,2.008069e+29,4.016571e+29,5.565206e+29,5.395262e+29,3.714456e+29,1.718691e+29,5.566235e+28,1.272353e+28,2.216929e+27
42,Dusk,1,0.0500,0.1000,6.174055e+26,3.036775e+28,1.522408e+29,2.391901e+29,2.357659e+29,1.560863e+29,7.114346e+28,2.236706e+28,5.340330e+27,9.340459e+26
42,Dusk,2,0.1000,0.2000,1.655830e+25,2.112476e+27,8.386624e+28,3.752113e+29,4.472173e+29,3.059827e+29,1.423660e+29,4.642070e+28,1.034944e+28,1.818750e+27
42,Dusk,3,0.2000,0.3500,3.196998e+22,5.437368e+25,1.819736e+27,4.549378e+28,2.697657e+29,3.134059e+29,1.539069e+29,5.056037e+28,1.174255e+28,1.933970e+27
42,Dusk,4,0.3500,0.5500,1.025255e+25,5.060544e+25,1.215322e+26,1.095782e+27,1.696146e+28,1.030921e+29,1.233834e+29,4.738217e+28,1.133012e+28,1.820028e+27
42,Dusk,5,0.5500,1.0100,6.297902e+25,1.071326e+26,1.722306e+26,2.203013e+26,1.010633e+27,7.172204e+27,3.316480e+28,4.137833e+28,1.672182e+28,3.118769e+27
43,Dawn,0,0.0000,0.0500,1.010694e+29,3.509312e+29,6.641837e+29,8.832096e+29,8.294708e+29,5.532953e+29,2.556451e+29,8.378964e+28,1.979523e+28,3.372346e+27
43,Dawn,1,0.0500,0.1000,7.194418e+26,4.840133e+28,2.524926e+29,3.643816e+29,3.458838e+29,2.247782e+29,1.018832e+29,3.332074e+28,7.427769e+27,1.191024e+27
43,Dawn,2,0.1000,0.2000,2.498297e+25,3.878046e+27,1.487702e+29,6.353100e+29,7.334781e+29,4.867212e+29,2.227360e+29,7.333624e+28,1.651181e+28,2.780601e+27
43,Dawn,3,0.2000,0.3500,2.970805e+22,8.572606e+25,2.876352e+27,7.513892e+28,4.529043e+29,5.049806e+29,2.437571e+29,8.011143e+28,1.825784e+28,3.128158e+27
43,Dawn,4,0.3500,0.5500,1.024301e+25,3.058195e+25,6.658599e+25,1.617051e+27,2.590105e+28,1.484457e+29,1.707201e+29,6.539645e+28,1.514335e+28,2.549605e+27
43,Dawn,5,0.5500,1.0100,3.291925e+25,9.698954e+25,2.119852e+26,2.907615e+26,1.026586e+27,8.203647e+27,3.829790e+28,4.666117e+28,1.717114e+28,3.305897e+27
43,Dusk,0,0.0000,0.0500,5.368668e+28,2.009556e+29,4.020517e+29,5.570180e+29,5.399711e+29,3.716203e+29,1.718437e+29,5.570955e+28,1.273249e+28,2.213320e+27
43,Dusk,1,0.0500,0.1000,6.145759e+26,3.057150e+28,1.524517e+29,2.391909e+29,2.353351e+29,1.559150e+29,7.103335e+28,2.233941e+28,5.356984e+27,9.299618e+26
43,Dusk,2,0.1000,0.2000,2.921289e+25,2.112096e+27,8.470239e+28,3.749753e+29,4.463020e+29,3.052721e+29,1.418005e+29,4.635496e+28,1.035320e+28,1.803541e+27
43,Dusk,3,0.2000,0.3500,3.124814e+22,4.316056e+25,1.786861e+27,4.592473e+28,2.693621e+29,3.118677e+29,1.529394e+29,5.039962e+28,1.164312e+28,1.913067e+27
43,Dusk,4,0.3500,0.5500,1.024806e+25,4.059401e+25,9.524388e+25,1.174653e+27,1.714596e+28,1.028456e+29,1.225587e+29,4.694067e+28,1.128250e+28,1.820563e+27
43,Dusk,5,0.5500,1.0100,3.293805e+25,1.170345e+26,2.320624e+26,2.475473e+26,1.076974e+27,7.640783e+27,3.298112e+28,4.111216e+28,1.661964e+28,3.036635e+27
44,Dawn,0,0.0000,0.0500,1.012282e+29,3.514123e+29,6.649230e+29,8.839907e+29,8.298338e+29,5.535568e+29,2.557197e+29,8.384088e+28,1.979217e+28,3.376805e+27
44,Dawn,1,0.0500,0.1000,6.951839e+26,4.841143e+28,2.525066e+29,3.639566e+29,3.456104e+29,2.246350e+29,1.017806e+29,3.327584e+28,7.423207e+27,1.195482e+27
44,Dawn,2,0.1000,0.2000,2.174049e+25,3.771035e+27,1.488413e+29,6.345243e+29,7.320457e+29,4.856535e+29,2.222641e+29,7.317246e+28,1.649209e+28,2.766930e+27
44,Dawn,3,0.2000,0.3500,2.012418e+25,1.033860e+26,2.825354e+27,7.542808e+28,4.509336e+29,5.020833e+29,2.423090e+29,7.971093e+28,1.825779e+28,3.078959e+27
44,Dawn,4,0.3500,0.5500,2.024066e+25,5.058491e+25,1.214060e+26,1.472661e+27,2.533919e+28,1.476964e+29,1.690979e+29,6.469751e+28,1.499498e+28,2.522400e+27
44,Dawn,5,0.5500,1.0100,5.288591e+25,1.669097e+26,1.618483e+26,2.309865e+26,1.177443e+27,8.332697e+27,3.789808e+28,4.600865e+28,1.686368e+28,3.220096e+27
44,Dusk,0,0.0000,0.0500,5.384835e+28,2.012761e+29,4.025000e+29,5.573318e+29,5.401036e+29,3.715215e+29,1.718815e+29,5.577770e+28,1.273170e+28,2.209756e+27
44,Dusk,1,0.0500,0.1000,6.355333e+26,3.077092e+28,1.526761e+29,2.392040e+29,2.351478e+29,1.557665e+29,7.102435e+28,2.230208e+28,5.333728e+27,9.259063e+26
44,Dusk,2,0.1000,0.2000,5.306402e+24,2.415625e+27,8.501554e+28,3.751586e+29,4.456705e+29,3.046612e+29,1.414106e+29,4.623024e+28,1.031717e+28,1.788485e+27
44,Dusk,3,0.2000,0.3500,3.051203e+22,3.514423e+25,1.788641e+27,4.682301e+28,2.685868e+29,3.105181e+29,1.521356e+29,5.014136e+28,1.159490e+28,1.882628e+27
44,Dusk,4,0.3500,0.5500,3.024348e+25,4.058428e+25,7.534782e+25,1.172116e+27,1.712105e+28,1.027068e+29,1.216951e+29,4.641122e+28,1.120767e+28,1.810932e+27
44,Dusk,5,0.5500,1.0100,3.289640e+25,1.069348e+26,1.618914e+26,2.109373e+26,8.547757e+26,7.670924e+27,3.353470e+28,4.069891e+28,1.642629e+28,2.977707e+27
45,Dawn,0,0.0000,0.0500,1.013930e+29,3.518565e+29,6.655603e+29,8.848253e+29,8.304306e+29,5.539467e+29,2.557989e+29,8.379048e+28,1.977868e+28,3.371194e+27
45,Dawn,1,0.0500,0.1000,6.493097e+26,4.844834e+28,2.523296e+29,3.638314e+29,3.455555e+29,2.246408e+29,1.016880e+29,3.324094e+28,7.408663e+27,1.189958e+27
45,Dawn,2,0.1000,0.2000,4.527383e+25,3.933499e+27,1.491763e+29,6.339124e+29,7.305694e+29,4.842776e+29,2.215679e+29,7.299033e+28,1.649249e+28,2.773380e+27
45,Dawn,3,0.2000,0.3500,2.003308e+25,6.671814e+25,3.024506e+27,7.601796e+28,4.495148e+29,4.994960e+29,2.409902e+29,7.918946e+28,1.815899e+28,3.080363e+27
45,Dawn,4,0.3500,0.5500,2.023836e+25,5.057496e+25,1.348429e+26,1.685195e+27,2.533664e+28,1.470300e+29,1.671430e+29,6.410042e+28,1.478281e+28,2.496046e+27
45,Dawn,5,0.5500,1.0100,1.285263e+25,6.683001e+25,1.417117e+26,1.960346e+26,1.029607e+27,8.529130e+27,3.751415e+28,4.541045e+28,1.667247e+28,3.235903e+27
45,Dusk,0,0.0000,0.0500,5.408124e+28,2.075613e+29,4.167306e+29,5.734025e+29,5.545638e+29,3.809576e+29,1.759814e+29,5.694166e+28,1.306040e+28,2.282586e+27
45,Dusk,1,0.0500,0.1000,4.948133e+26,2.532518e+28,1.462970e+29,2.371268e+29,2.323078e+29,1.539743e+29,6.994835e+28,2.217136e+28,5.271174e+27,8.826709e+26
45,Dusk,2,0.1000,0.2000,3.342549e+25,2.161202e+27,7.830214e+28,3.633571e+29,4.388373e+29,3.003174e+29,1.397574e+29,4.570472e+28,1.014046e+28,1.770930e+27
45,Dusk,3,0.2000,0.3500,2.970587e+22,7.980506e+25,1.980563e+27,4.531518e+28,2.628529e+29,3.053753e+29,1.497505e+29,4.925916e+28,1.144091e+28,1.848129e+27
45,Dusk,4,0.3500,0.5500,1.023886e+25,2.057192e+25,8.110978e+25,1.198916e+27,1.719171e+28,1.022386e+29,1.208696e+29,4.604350e+28,1.109665e+28,1.782003e+27
45,Dusk,5,0.5500,1.0100,2.285448e+25,9.683444e+25,1.417193e+26,2.564808e+26,9.497358e+26,7.646383e+27,3.351017e+28,4.034135e+28,1.615316e+28,2.971253e+27
46,Dawn,0,0.0000,0.0500,1.007890e+29,3.344901e+29,6.311963e+29,8.362922e+29,7.849341e+29,5.251223e+29,2.427039e+29,7.961616e+28,1.872726e+28,3.202807e+27
46,Dawn,1,0.0500,0.1000,1.511684e+27,6.524524e+28,2.626611e+29,3.696665e+29,3.499340e+29,2.280616e+29,1.027581e+29,3.354613e+28,7.504743e+27,1.207389e+27
46,Dawn,2,0.1000,0.2000,5.416114e+25,4.813458e+27,1.736551e+29,6.670124e+29,7.429129e+29,4.893896e+29,2.241224e+29,7.372657e+28,1.678849e+28,2.799380e+27
46,Dawn,3,0.2000,0.3500,3.003089e+25,1.085898e+26,3.163744e+27,8.569747e+28,4.758458e+29,5.162402e+29,2.484390e+29,8.179794e+28,1.869109e+28,3.181595e+27
46,Dawn,4,0.3500,0.5500,1.023608e+25,6.058675e+25,1.216002e+26,1.861793e+27,2.539736e+28,1.458523e+29,1.655503e+29,6.345421e+28,1.457519e+28,2.479724e+27
46,Dawn,5,0.5500,1.0100,4.281914e+25,4.674983e+25,1.215743e+26,2.227741e+26,1.141564e+27,9.153983e+27,3.671807e+28,4.523895e+28,1.646204e+28,3.182418e+27
46,Dusk,0,0.0000,0.0500,5.447308e+28,2.116345e+29,4.263207e+29,5.913535e+29,5.735295e+29,3.929584e+29,1.814353e+29,5.853551e+28,1.355395e+28,2.348348e+27
46,Dusk,1,0.0500,0.1000,3.974945e+26,2.201557e+28,1.433772e+29,2.327159e+29,2.288995e+29,1.517631e+29,6.909060e+28,2.203899e+28,5.158495e+27,8.556134e+26
46,Dusk,2,0.1000,0.2000,1.586522e+25,1.980651e+27,7.277611e+28,3.528014e+29,4.306597e+29,2.965343e+29,1.377247e+29,4.509530e+28,9.923102e+27,1.762362e+27
46,Dusk,3,0.2000,0.3500,2.869019e+22,4.955307e+25,1.768897e+27,4.346032e+28,2.540862e+29,2.973719e+29,1.459385e+29,4.817068e+28,1.119478e+28,1.795853e+27
46,Dusk,4,0.3500,0.5500,4.023416e+25,5.056066e+25,8.137035e+25,1.304762e+27,1.754831e+28,1.024132e+29,1.200119e+29,4.562646e+28,1.099775e+28,1.803630e+27
46,Dusk,5,0.5500,1.0100,3.281197e+25,1.067327e+26,1.815448e+26,3.727312e+26,9.511576e+26,7.672474e+27,3.360283e+28,3.985738e+28,1.596140e+28,2.915763e+27
47,Dawn,0,0.0000,0.0500,1.010145e+29,3.350077e+29,6.323052e+29,8.369854e+29,7.856916e+29,5.256291e+29,2.429836e+29,7.960227e+28,1.876549e+28,3.197469e+27
47,Dawn,1,0.0500,0.1000,1.463715e+27,6.513321e+28,2.625442e+29,3.696754e+29,3.498527e+29,2.279854e+29,1.026402e+29,3.349934e+28,7.482309e+27,1.202191e+27
47,Dawn,2,0.1000,0.2000,7.690845e+25,4.726000e+27,1.736374e+29,6.659439e+29,7.414418e+29,4.882155e+29,2.237235e+29,7.356407e+28,1.674022e+28,2.786090e+27
47,Dawn,3,0.2000,0.3500,2.932463e+22,6.718781e+25,3.275207e+27,8.612753e+28,4.738280e+29,5.137651e+29,2.468782e+29,8.142059e+28,1.857544e+28,3.161469e+27
47,Dawn,4,0.3500,0.5500,1.023382e+25,2.056402e+25,1.099868e+26,1.548618e+27,2.577412e+28,1.450515e+29,1.639941e+29,6.277256e+28,1.444059e+28,2.463338e+27
47,Dawn,5,0.5500,1.0100,3.278551e+25,8.666932e+25,1.814365e+26,3.221488e+26,1.113780e+27,8.590995e+27,3.693911e+28,4.466189e+28,1.634047e+28,3.140180e+27
47,Dusk,0,0.0000,0.0500,5.458326e+28,2.118736e+29,4.267509e+29,5.918319e+29,5.738916e+29,3.930458e+29,1.814792e+29,5.849025e+28,1.356177e+28,2.354540e+27
47,Dusk,1,0.0500,0.1000,4.308451e+26,2.212753e+28,1.434355e+29,2.325967e+29,2.286303e+29,1.515489e+29,6.894068e+28,2.199709e+28,5.154366e+27,8.616080e+26
47,Dusk,2,0.1000,0.2000,4.102696e+25,2.110813e+27,7.326856e+28,3.528193e+29,4.300229e+29,2.960423e+29,1.372407e+29,4.498282e+28,9.938457e+27,1.757178e+27
47,Dusk,3,0.2000,0.3500,2.091429e+23,2.380173e+25,1.833590e+27,4.361463e+28,2.534679e+29,2.957201e+29,1.451157e+29,4.796951e+28,1.107514e+28,1.786981e+27
47,Dusk,4,0.3500,0.5500,3.022939e+25,3.054925e+25,5.553263e+25,1.344188e+27,1.828010e+28,1.019610e+29,1.190217e+29,4.519035e+28,1.092162e+28,1.774738e+27
47,Dusk,5,0.5500,1.0100,3.276896e+25,9.662968e+25,1.813682e+26,2.109924e+26,1.057503e+27,7.827447e+27,3.349389e+28,3.979368e+28,1.564431e+28,2.882200e+27
48,Dawn,0,0.0000,0.0500,1.010806e+29,3.354924e+29,6.330022e+29,8.374099e+29,7.863403e+29,5.262053e+29,2.431438e+29,7.965522e+28,1.875297e+28,3.202019e+27
48,Dawn,1,0.0500,0.1000,1.502216e+27,6.513500e+28,2.625755e+29,3.694016e+29,3.494693e+29,2.277612e+29,1.025486e+29,3.342141e+28,7.469662e+27,1.196969e+27
48,Dawn,2,0.1000,0.2000,7.477268e+25,4.584987e+27,1.734880e+29,6.653630e+29,7.397730e+29,4.875605e+29,2.230460e+29,7.347807e+28,1.669128e+28,2.792735e+27
48,Dawn,3,0.2000,0.3500,3.002915e+25,1.023675e+26,3.262941e+27,8.600223e+28,4.720709e+29,5.112595e+29,2.453925e+29,8.089411e+28,1.839047e+28,3.131555e+27
48,Dawn,4,0.3500,0.5500,2.023160e+25,6.055746e+25,1.616674e+26,1.556546e+27,2.589838e+28,1.438685e+29,1.624281e+29,6.198355e+28,1.429894e+28,2.427732e+27
48,Dawn,5,0.5500,1.0100,8.275181e+25,8.658862e+25,1.712979e+26,2.483367e+26,1.001691e+27,8.583027e+27,3.667415e+28,4.422969e+28,1.611645e+28,3.060577e+27
48,Dusk,0,0.0000,0.0500,5.478873e+28,2.121460e+29,4.271173e+29,5.922506e+29,5.742460e+29,3.931530e+29,1.815279e+29,5.851662e+28,1.355996e+28,2.360780e+27
48,Dusk,1,0.0500,0.1000,4.546113e+26,2.220073e+28,1.435406e+29,2.324022e+29,2.284365e+29,1.514484e+29,6.892256e+28,2.195588e+28,5.140381e+27,8.576022e+26
48,Dusk,2,0.1000,0.2000,1.953283e+24,2.252038e+27,7.385556e+28,3.531428e+29,4.290949e+29,2.954125e+29,1.367744e+29,4.491233e+28,9.903999e+27,1.752115e+27
48,Dusk,3,0.2000,0.3500,3.450739e+22,4.397779e+25,1.993015e+27,4.441122e+28,2.532047e+29,2.945293e+29,1.442798e+29,4.765368e+28,1.096745e+28,1.778210e+27
48,Dusk,4,0.3500,0.5500,2.245703e+23,4.054219e+25,7.385357e+25,1.323222e+27,1.861019e+28,1.020443e+29,1.180691e+29,4.480555e+28,1.082737e+28,1.766669e+27
48,Dusk,5,0.5500,1.0100,7.272551e+25,9.652565e+25,1.111901e+26,2.391097e+26,1.183862e+27,7.838492e+27,3.343315e+28,3.967061e+28,1.555041e+28,2.850306e+27
49,Dawn,0,0.0000,0.0500,1.011134e+29,3.360367e+29,6.337234e+29,8.382230e+29,7.869976e+29,5.267654e+29,2.434464e+29,7.970582e+28,1.879992e+28,3.206482e+27
49,Dawn,1,0.0500,0.1000,1.463018e+27,6.507057e+28,2.624926e+29,3.696039e+29,3.490337e+29,2.276947e+29,1.023666e+29,3.335351e+28,7.467016e+27,1.191755e+27
49,Dawn,2,0.1000,0.2000,4.299705e+25,4.512944e+27,1.732398e+29,6.644736e+29,7.384235e+29,4.867187e+29,2.227418e+29,7.333283e+28,1.670249e+28,2.789239e+27
49,Dawn,3,0.2000,0.3500,4.002900e+25,1.164869e+26,3.227428e+27,8.584396e+28,4.699993e+29,5.085756e+29,2.439383e+29,8.028826e+28,1.827864e+28,3.092255e+27
49,Dawn,4,0.3500,0.5500,3.022942e+25,3.054932e+25,1.094830e+26,1.674656e+27,2.602082e+28,1.434390e+29,1.610080e+29,6.143910e+28,1.409272e+28,2.403145e+27
49,Dawn,5,0.5500,1.0100,3.271820e+25,7.650817e+25,1.311641e+26,2.220051e+26,1.045475e+27,9.001694e+27,3.674244e+28,4.377877e+28,1.594548e+28,3.054285e+27
49,Dusk,0,0.0000,0.0500,5.489991e+28,2.125038e+29,4.274649e+29,5.928367e+29,5.745892e+29,3.932844e+29,1.815435e+29,5.851531e+28,1.355868e+28,2.367093e+27
49,Dusk,1,0.0500,0.1000,5.172325e+26,2.277565e+28,1.480804e+29,2.416082e+29,2.387701e+29,1.593595e+29,7.285131e+28,2.327549e+28,5.441746e+27,9.047967e+26
49,Dusk,2,0.1000,0.2000,1.677140e+25,2.183135e+27,6.982809e+28,3.467984e+29,4.276171e+29,2.944045e+29,1.360784e+29,4.476147e+28,9.868278e+27,1.731048e+27
49,Dusk,3,0.2000,0.3500,2.002809e+25,4.686416e+25,1.909136e+27,4.218207e+28,2.447027e+29,2.896974e+29,1.423280e+29,4.716315e+28,1.069810e+28,1.754302e+27
49,Dusk,4,0.3500,0.5500,2.178588e+23,3.053060e+25,6.727035e+25,1.190863e+27,1.793569e+28,9.780981e+28,1.148125e+29,4.367946e+28,1.051097e+28,1.709902e+27
49,Dusk,5,0.5500,1.0100,6.268188e+25,5.642120e+25,2.210108e+26,2.454208e+26,1.049113e+27,8.120590e+27,3.352666e+28,3.946878e+28,1.545541e+28,2.821335e+27
50,Dawn,0,0.0000,0.0500,9.817439e+28,3.202984e+29,6.040839e+29,7.989913e+29,7.493479e+29,4.981202e+29,2.290475e+29,7.472722e+28,1.765099e+28,3.052472e+27
50,Dawn,1,0.0500,0.1000,4.397244e+27,8.038053e+28,2.770394e+29,3.860627e+29,3.645609e+29,2.404732e+29,1.095828e+29,3.576195e+28,8.077429e+27,1.275871e+27
50,Dawn,2,0.1000,0.2000,8.748106e+25,5.392624e+27,1.884148e+29,6.868417e+29,7.595504e+29,5.018836e+29,2.297045e+29,7.569274e+28,1.720434e+28,2.854546e+27
