TAA,Side,Band_Index,EffCos_Lo,EffCos_Hi,U_1.400eV,U_1.544eV,U_1.689eV,U_1.833eV,U_1.978eV,U_2.122eV,U_2.267eV,U_2.411eV,U_2.556eV,U_2.700eV
1,Dawn,0,0.0000,0.0500,9.551150e+28,3.325975e+29,6.370335e+29,8.550117e+29,8.093803e+29,5.422550e+29,2.515032e+29,8.215150e+28,1.932154e+28,3.321642e+27
1,Dawn,1,0.0500,0.1000,3.454729e+26,4.952970e+28,2.577501e+29,3.712190e+29,3.566841e+29,2.336571e+29,1.053440e+29,3.484538e+28,7.866030e+27,1.315811e+27
1,Dawn,2,0.1000,0.2000,4.893132e+25,2.202749e+27,1.592060e+29,6.794880e+29,7.761582e+29,5.209964e+29,2.387975e+29,7.866830e+28,1.787154e+28,2.925812e+27
1,Dawn,3,0.2000,0.3500,3.004150e+25,1.100088e+26,2.256303e+27,7.326343e+28,5.266431e+29,5.940044e+29,2.838433e+29,9.145858e+28,2.131593e+28,3.363647e+27
1,Dawn,4,0.3500,0.5500,7.033061e+25,1.207916e+26,1.447113e+26,1.683814e+27,2.393643e+28,1.774925e+29,2.076392e+29,7.904803e+28,1.833489e+28,3.099608e+27
1,Dawn,5,0.5500,1.0100,1.038579e+26,1.992370e+26,4.458391e+26,5.700356e+26,1.218060e+27,8.886647e+27,4.103646e+28,5.193633e+28,1.955736e+28,3.722915e+27
1,Dusk,0,0.0000,0.0500,5.316689e+28,1.891118e+29,3.858141e+29,5.428849e+29,5.315894e+29,3.699017e+29,1.710569e+29,5.566474e+28,1.271257e+28,2.226770e+27
1,Dusk,1,0.0500,0.1000,6.824017e+26,3.201080e+28,1.502947e+29,2.403688e+29,2.416962e+29,1.615987e+29,7.380780e+28,2.335480e+28,5.570143e+27,9.386540e+26
1,Dusk,2,0.1000,0.2000,7.759707e+24,1.518825e+27,9.616610e+28,3.866635e+29,4.604614e+29,3.203914e+29,1.511945e+29,4.994352e+28,1.107568e+28,1.864131e+27
1,Dusk,3,0.2000,0.3500,7.004339e+25,6.420479e+25,1.439663e+27,4.814852e+28,2.975654e+29,3.362693e+29,1.651704e+29,5.437204e+28,1.251544e+28,2.071945e+27
1,Dusk,4,0.3500,0.5500,1.033639e+25,5.080542e+25,1.284800e+26,1.062886e+27,1.597962e+28,1.132288e+29,1.288179e+29,5.013374e+28,1.171014e+28,1.786523e+27
1,Dusk,5,0.5500,1.0100,1.038789e+26,2.092872e+26,4.559251e+26,5.100206e+26,1.061996e+27,7.347727e+27,3.574804e+28,4.492731e+28,1.779372e+28,3.099080e+27
2,Dawn,0,0.0000,0.0500,9.552308e+28,3.329925e+29,6.376658e+29,8.553996e+29,8.095951e+29,5.425399e+29,2.514673e+29,8.216620e+28,1.930936e+28,3.316207e+27
2,Dawn,1,0.0500,0.1000,3.506772e+26,4.923763e+28,2.575510e+29,3.707826e+29,3.563562e+29,2.335851e+29,1.053463e+29,3.480372e+28,7.849692e+27,1.319697e+27
2,Dawn,2,0.1000,0.2000,2.022662e+25,2.355383e+27,1.580319e+29,6.777351e+29,7.760292e+29,5.204660e+29,2.384881e+29,7.865760e+28,1.783981e+28,2.930564e+27
2,Dawn,3,0.2000,0.3500,2.004130e+25,6.125595e+25,2.161840e+27,7.291906e+28,5.232352e+29,5.922611e+29,2.832476e+29,9.137851e+28,2.126702e+28,3.379763e+27
2,Dawn,4,0.3500,0.5500,4.032971e+25,7.078941e+25,1.912302e+26,1.569431e+27,2.339178e+28,1.765595e+29,2.076522e+29,7.905622e+28,1.846831e+28,3.068605e+27
2,Dawn,5,0.5500,1.0100,9.385346e+25,2.892263e+26,3.858207e+26,4.896335e+26,1.332687e+27,8.778531e+27,4.077503e+28,5.212328e+28,1.986230e+28,3.792564e+27
2,Dusk,0,0.0000,0.0500,5.317152e+28,1.894291e+29,3.862506e+29,5.432013e+29,5.317424e+29,3.698614e+29,1.711834e+29,5.563214e+28,1.273166e+28,2.233119e+27
2,Dusk,1,0.0500,0.1000,6.694383e+26,3.191038e+28,1.503081e+29,2.403458e+29,2.415506e+29,1.614140e+29,7.380635e+28,2.332282e+28,5.545829e+27,9.445222e+26
2,Dusk,2,0.1000,0.2000,2.037550e+25,1.607979e+27,9.564174e+28,3.863890e+29,4.600663e+29,3.200066e+29,1.508716e+29,4.984644e+28,1.105338e+28,1.868365e+27
2,Dusk,3,0.2000,0.3500,2.004355e+25,6.281989e+25,1.421313e+27,4.757575e+28,2.964958e+29,3.360045e+29,1.647687e+29,5.434474e+28,1.252170e+28,2.078206e+27
2,Dusk,4,0.3500,0.5500,4.033696e+25,8.080679e+25,1.007816e+26,1.075884e+27,1.589220e+28,1.132763e+29,1.291713e+29,5.028777e+28,1.181097e+28,1.787650e+27
2,Dusk,5,0.5500,1.0100,1.638798e+26,2.292893e+26,3.559287e+26,3.666320e+26,1.100012e+27,7.519430e+27,3.530047e+28,4.501813e+28,1.781910e+28,3.119539e+27
3,Dawn,0,0.0000,0.0500,9.551858e+28,3.332613e+29,6.382241e+29,8.558766e+29,8.099694e+29,5.427017e+29,2.514848e+29,8.224203e+28,1.930746e+28,3.310829e+27
3,Dawn,1,0.0500,0.1000,3.332346e+26,4.894414e+28,2.571831e+29,3.706922e+29,3.561840e+29,2.334366e+29,1.053999e+29,3.475275e+28,7.823563e+27,1.313624e+27
3,Dawn,2,0.1000,0.2000,3.983974e+25,2.346308e+27,1.566084e+29,6.763706e+29,7.758007e+29,5.201004e+29,2.384759e+29,7.854848e+28,1.783853e+28,2.945341e+27
3,Dawn,3,0.2000,0.3500,5.004108e+25,1.248861e+26,2.166972e+27,7.155562e+28,5.198839e+29,5.902703e+29,2.824384e+29,9.122354e+28,2.121922e+28,3.385682e+27
3,Dawn,4,0.3500,0.5500,1.032870e+25,1.007870e+26,1.955738e+26,1.404579e+27,2.373929e+28,1.750472e+29,2.065888e+29,7.908375e+28,1.855964e+28,3.068181e+27
3,Dawn,5,0.5500,1.0100,5.384785e+25,1.492129e+26,3.057976e+26,5.377910e+26,1.261505e+27,9.054817e+27,4.135435e+28,5.243463e+28,1.983213e+28,3.820757e+27
3,Dusk,0,0.0000,0.0500,5.317105e+28,1.896845e+29,3.866138e+29,5.432932e+29,5.319002e+29,3.700571e+29,1.712677e+29,5.559899e+28,1.272060e+28,2.229437e+27
3,Dusk,1,0.0500,0.1000,6.835664e+26,3.175315e+28,1.503982e+29,2.405203e+29,2.414834e+29,1.612786e+29,7.373428e+28,2.326085e+28,5.541541e+27,9.403970e+26
3,Dusk,2,0.1000,0.2000,4.394597e+25,1.483274e+27,9.480276e+28,3.863004e+29,4.598270e+29,3.195709e+29,1.508283e+29,4.972974e+28,1.102126e+28,1.862668e+27
3,Dusk,3,0.2000,0.3500,4.369372e+22,5.988541e+25,1.312655e+27,4.688897e+28,2.953988e+29,3.353482e+29,1.644610e+29,5.431810e+28,1.250777e+28,2.064446e+27
3,Dusk,4,0.3500,0.5500,4.033742e+25,9.080788e+25,1.205379e+26,9.653938e+26,1.557194e+28,1.129620e+29,1.297026e+29,5.064407e+28,1.188993e+28,1.876821e+27
3,Dusk,5,0.5500,1.0100,5.387944e+25,1.892885e+26,5.059273e+26,4.906823e+26,1.147531e+27,7.613077e+27,3.568499e+28,4.550363e+28,1.800627e+28,3.226052e+27
4,Dawn,0,0.0000,0.0500,9.561372e+28,3.336001e+29,6.388210e+29,8.561231e+29,8.103236e+29,5.429941e+29,2.514930e+29,8.226796e+28,1.929560e+28,3.315467e+27
4,Dawn,1,0.0500,0.1000,3.437944e+26,4.873347e+28,2.569364e+29,3.706843e+29,3.559855e+29,2.332641e+29,1.051817e+29,3.475132e+28,7.797365e+27,1.317551e+27
4,Dawn,2,0.1000,0.2000,4.828349e+25,2.352867e+27,1.558685e+29,6.748468e+29,7.753663e+29,5.193573e+29,2.379863e+29,7.838705e+28,1.782639e+28,2.939916e+27
4,Dawn,3,0.2000,0.3500,2.004158e+25,5.838278e+25,2.298751e+27,7.102312e+28,5.175596e+29,5.890636e+29,2.821030e+29,9.108375e+28,2.129890e+28,3.421096e+27
4,Dawn,4,0.3500,0.5500,4.032759e+25,1.078434e+25,1.782660e+26,1.549407e+27,2.416045e+28,1.736690e+29,2.061750e+29,7.894070e+28,1.865446e+28,3.077584e+27
4,Dawn,5,0.5500,1.0100,1.738411e+26,1.991966e+26,4.057697e+26,5.260266e+26,1.397985e+27,9.158561e+27,4.128547e+28,5.279082e+28,1.989718e+28,3.904045e+27
4,Dusk,0,0.0000,0.0500,5.313268e+28,1.900159e+29,3.870494e+29,5.433547e+29,5.320769e+29,3.700942e+29,1.712380e+29,5.556463e+28,1.270927e+28,2.235706e+27
4,Dusk,1,0.0500,0.1000,6.388599e+26,3.160839e+28,1.504692e+29,2.404547e+29,2.413865e+29,1.611571e+29,7.360966e+28,2.323797e+28,5.547009e+27,9.362510e+26
4,Dusk,2,0.1000,0.2000,1.329791e+25,1.568287e+27,9.392374e+28,3.858291e+29,4.596640e+29,3.193050e+29,1.508636e+29,4.966020e+28,1.106834e+28,1.856849e+27
4,Dusk,3,0.2000,0.3500,2.004382e+25,1.054890e+26,1.446315e+27,4.616962e+28,2.937759e+29,3.349726e+29,1.645935e+29,5.431500e+28,1.250267e+28,2.050709e+27
4,Dusk,4,0.3500,0.5500,1.033776e+25,3.080869e+25,9.893234e+25,1.215042e+27,1.572971e+28,1.124749e+29,1.299298e+29,5.080239e+28,1.200342e+28,1.845164e+27
4,Dusk,5,0.5500,1.0100,1.138779e+26,1.792849e+26,4.359211e+26,3.972759e+26,1.182235e+27,7.637088e+27,3.576721e+28,4.613680e+28,1.815889e+28,3.307392e+27
5,Dawn,0,0.0000,0.0500,9.564307e+28,3.340270e+29,6.394015e+29,8.566889e+29,8.106169e+29,5.433196e+29,2.515776e+29,8.222598e+28,1.929429e+28,3.320164e+27
5,Dawn,1,0.0500,0.1000,3.972678e+26,4.846493e+28,2.566123e+29,3.704348e+29,3.559244e+29,2.332433e+29,1.051590e+29,3.470161e+28,7.791639e+27,1.311529e+27
5,Dawn,2,0.1000,0.2000,5.371378e+25,2.334999e+27,1.548711e+29,6.730278e+29,7.746560e+29,5.188740e+29,2.380180e+29,7.831366e+28,1.782586e+28,2.934840e+27
5,Dawn,3,0.2000,0.3500,2.004346e+25,6.784846e+25,2.257804e+27,7.030787e+28,5.162803e+29,5.971308e+29,2.878039e+29,9.318564e+28,2.172298e+28,3.510636e+27
5,Dawn,4,0.3500,0.5500,3.032355e+25,1.307747e+26,1.921718e+26,1.472488e+27,2.273346e+28,1.631905e+29,1.989311e+29,7.677772e+28,1.813130e+28,3.022574e+27
5,Dawn,5,0.5500,1.0100,7.383315e+25,2.091777e+26,4.857373e+26,6.098954e+26,1.454251e+27,9.303158e+27,4.158940e+28,5.313610e+28,2.029556e+28,3.907166e+27
5,Dusk,0,0.0000,0.0500,5.311166e+28,1.903176e+29,3.873863e+29,5.436581e+29,5.322245e+29,3.701421e+29,1.711886e+29,5.559036e+28,1.270798e+28,2.251987e+27
5,Dusk,1,0.0500,0.1000,6.317014e+26,3.147163e+28,1.504137e+29,2.403953e+29,2.411761e+29,1.610296e+29,7.343733e+28,2.322573e+28,5.542584e+27,9.421235e+26
5,Dusk,2,0.1000,0.2000,8.623824e+24,1.502289e+27,9.283912e+28,3.853919e+29,4.591883e+29,3.189384e+29,1.507871e+29,4.958352e+28,1.105574e+28,1.851185e+27
5,Dusk,3,0.2000,0.3500,4.393112e+22,5.838211e+25,1.478368e+27,4.546736e+28,2.923074e+29,3.352739e+29,1.643449e+29,5.430628e+28,1.251917e+28,2.037409e+27
5,Dusk,4,0.3500,0.5500,6.033797e+25,1.008092e+26,1.737781e+26,1.240212e+27,1.602546e+28,1.117347e+29,1.304335e+29,5.085684e+28,1.209740e+28,1.814827e+27
5,Dusk,5,0.5500,1.0100,4.387515e+25,2.292782e+26,3.559097e+26,6.284585e+26,1.167704e+27,8.084683e+27,3.649673e+28,4.628420e+28,1.824033e+28,3.375807e+27
6,Dawn,0,0.0000,0.0500,9.578334e+28,3.343774e+29,6.398584e+29,8.574034e+29,8.107698e+29,5.434720e+29,2.517254e+29,8.225515e+28,1.929326e+28,3.314910e+27
6,Dawn,1,0.0500,0.1000,3.346708e+26,4.859623e+28,2.689720e+29,3.914041e+29,3.770478e+29,2.490429e+29,1.126470e+29,3.710306e+28,8.226187e+27,1.364040e+27
6,Dawn,2,0.1000,0.2000,2.508694e+25,2.073348e+27,1.416875e+29,6.562576e+29,7.755274e+29,5.175362e+29,2.377470e+29,7.835959e+28,1.792007e+28,2.980977e+27
6,Dawn,3,0.2000,0.3500,3.004291e+25,8.617514e+25,2.292033e+27,6.466293e+28,4.903758e+29,5.793771e+29,2.796727e+29,9.053117e+28,2.110307e+28,3.434789e+27
6,Dawn,4,0.3500,0.5500,1.032227e+25,8.077161e+25,2.283137e+26,1.565325e+27,2.320852e+28,1.631237e+29,1.989696e+29,7.710539e+28,1.817920e+28,3.003226e+27
6,Dawn,5,0.5500,1.0100,7.382418e+25,2.791562e+26,4.157004e+26,5.250660e+26,1.258703e+27,9.503203e+27,4.146925e+28,5.374768e+28,2.046581e+28,3.948542e+27
6,Dusk,0,0.0000,0.0500,5.310545e+28,1.904575e+29,3.875904e+29,5.438274e+29,5.322377e+29,3.701765e+29,1.712575e+29,5.557544e+28,1.269658e+28,2.248224e+27
6,Dusk,1,0.0500,0.1000,6.265720e+26,3.141353e+28,1.504458e+29,2.402842e+29,2.411543e+29,1.609514e+29,7.342479e+28,2.328318e+28,5.548131e+27,9.579270e+26
6,Dusk,2,0.1000,0.2000,1.124054e+25,1.501275e+27,9.245709e+28,3.847279e+29,4.590110e+29,3.188006e+29,1.505802e+29,4.955686e+28,1.102324e+28,1.845553e+27
6,Dusk,3,0.2000,0.3500,3.004402e+25,8.388663e+25,1.427368e+27,4.519130e+28,2.915003e+29,3.353271e+29,1.642972e+29,5.413896e+28,1.246585e+28,2.044284e+27
6,Dusk,4,0.3500,0.5500,3.033806e+25,6.080941e+25,1.260802e+26,1.076455e+27,1.572804e+28,1.116662e+29,1.309572e+29,5.106874e+28,1.207028e+28,1.834354e+27
6,Dusk,5,0.5500,1.0100,8.387120e+25,2.392688e+26,4.158935e+26,5.433731e+26,1.241729e+27,8.209168e+27,3.617004e+28,4.672668e+28,1.834873e+28,3.401768e+27
7,Dawn,0,0.0000,0.0500,9.586111e+28,3.348774e+29,6.406440e+29,8.579572e+29,8.112030e+29,5.435253e+29,2.518537e+29,8.230443e+28,1.934224e+28,3.319669e+27
7,Dawn,1,0.0500,0.1000,3.588066e+26,4.841699e+28,2.688748e+29,3.910097e+29,3.767921e+29,2.489290e+29,1.124909e+29,3.705927e+28,8.247819e+27,1.357730e+27
7,Dawn,2,0.1000,0.2000,2.064817e+25,2.177011e+27,1.408778e+29,6.538760e+29,7.749521e+29,5.169165e+29,2.372564e+29,7.827985e+28,1.789573e+28,2.974942e+27
7,Dawn,3,0.2000,0.3500,4.569476e+22,6.341908e+25,2.164166e+27,6.393136e+28,4.881680e+29,5.780004e+29,2.793288e+29,9.043794e+28,2.104291e+28,3.439084e+27
7,Dawn,4,0.3500,0.5500,2.032089e+25,1.207683e+26,1.756261e+26,1.671825e+27,2.289319e+28,1.624593e+29,1.989057e+29,7.690850e+28,1.809446e+28,3.033852e+27
7,Dawn,5,0.5500,1.0100,5.381402e+25,2.291319e+26,3.856588e+26,5.088546e+26,1.343079e+27,9.225173e+27,4.163637e+28,5.388851e+28,2.065227e+28,3.968161e+27
7,Dusk,0,0.0000,0.0500,5.304300e+28,1.907634e+29,3.879774e+29,5.440363e+29,5.324602e+29,3.701031e+29,1.712824e+29,5.553929e+28,1.271487e+28,2.254414e+27
7,Dusk,1,0.0500,0.1000,5.847780e+26,3.111890e+28,1.460725e+29,2.316956e+29,2.304287e+29,1.518590e+29,6.877013e+28,2.178752e+28,5.134633e+27,9.079696e+26
7,Dusk,2,0.1000,0.2000,1.011887e+25,1.653360e+27,9.607468e+28,3.926810e+29,4.698747e+29,3.276605e+29,1.550735e+29,5.101931e+28,1.140879e+28,1.915372e+27
7,Dusk,3,0.2000,0.3500,1.004409e+25,5.686212e+25,1.416216e+27,4.461554e+28,2.905778e+29,3.356492e+29,1.640032e+29,5.417587e+28,1.244193e+28,2.050722e+27
7,Dusk,4,0.3500,0.5500,4.033802e+25,1.008093e+26,2.053934e+26,1.198049e+27,1.596921e+28,1.116746e+29,1.316097e+29,5.109608e+28,1.215069e+28,1.872623e+27
7,Dusk,5,0.5500,1.0100,7.386598e+25,2.192563e+26,3.458721e+26,4.520668e+26,1.111587e+27,7.809309e+27,3.596669e+28,4.688504e+28,1.855741e+28,3.454667e+27
8,Dawn,0,0.0000,0.0500,9.597115e+28,3.352749e+29,6.411131e+29,8.583599e+29,8.117448e+29,5.437716e+29,2.519482e+29,8.235567e+28,1.933168e+28,3.324492e+27
8,Dawn,1,0.0500,0.1000,4.160341e+26,4.831793e+28,2.688515e+29,3.910056e+29,3.765958e+29,2.485688e+29,1.124010e+29,3.708739e+28,8.239803e+27,1.351518e+27
8,Dawn,2,0.1000,0.2000,2.254900e+25,2.154236e+27,1.398906e+29,6.517328e+29,7.744750e+29,5.165545e+29,2.369798e+29,7.805866e+28,1.784337e+28,2.959327e+27
8,Dawn,3,0.2000,0.3500,1.004235e+25,1.011589e+26,2.156371e+27,6.402123e+28,4.851810e+29,5.764211e+29,2.785380e+29,9.016013e+28,2.100678e+28,3.414018e+27
8,Dawn,4,0.3500,0.5500,3.031944e+25,8.076483e+25,1.750701e+26,1.596436e+27,2.276868e+28,1.621789e+29,1.984774e+29,7.670498e+28,1.802622e+28,3.044189e+27
8,Dawn,5,0.5500,1.0100,1.038029e+26,2.491052e+26,4.056131e+26,4.849802e+26,1.161876e+27,9.039629e+27,4.169827e+28,5.425911e+28,2.066684e+28,3.988166e+27
8,Dusk,0,0.0000,0.0500,5.298655e+28,1.909798e+29,3.883561e+29,5.444276e+29,5.326646e+29,3.702708e+29,1.713079e+29,5.554334e+28,1.271319e+28,2.250604e+27
8,Dusk,1,0.0500,0.1000,5.804331e+26,3.105788e+28,1.459462e+29,2.316624e+29,2.302066e+29,1.517916e+29,6.875370e+28,2.173329e+28,5.122488e+27,9.140268e+26
8,Dusk,2,0.1000,0.2000,2.310238e+25,1.604962e+27,9.545585e+28,3.924476e+29,4.698247e+29,3.271797e+29,1.548108e+29,5.098333e+28,1.143362e+28,1.909254e+27
8,Dusk,3,0.2000,0.3500,4.004516e+25,3.868390e+25,1.324100e+27,4.410642e+28,2.896822e+29,3.352785e+29,1.642169e+29,5.407018e+28,1.246909e+28,2.057145e+27
8,Dusk,4,0.3500,0.5500,3.033785e+25,1.008089e+26,1.469583e+26,1.193794e+27,1.622499e+28,1.111699e+29,1.322960e+29,5.116509e+28,1.219118e+28,1.880238e+27
8,Dusk,5,0.5500,1.0100,8.385959e+25,2.392410e+26,4.158458e+26,5.580643e+26,1.171750e+27,7.756145e+27,3.644075e+28,4.734702e+28,1.881359e+28,3.476965e+27
9,Dawn,0,0.0000,0.0500,9.605872e+28,3.355425e+29,6.416712e+29,8.591621e+29,8.122265e+29,5.438386e+29,2.521130e+29,8.235705e+28,1.932119e+28,3.319328e+27
9,Dawn,1,0.0500,0.1000,3.835042e+26,4.819603e+28,2.684901e+29,3.908147e+29,3.763739e+29,2.483256e+29,1.122797e+29,3.706485e+28,8.231699e+27,1.345310e+27
9,Dawn,2,0.1000,0.2000,1.039580e+25,2.149209e+27,1.394266e+29,6.502147e+29,7.734175e+29,5.159874e+29,2.366664e+29,7.804543e+28,1.780067e+28,2.953689e+27
9,Dawn,3,0.2000,0.3500,1.004206e+25,1.101007e+26,2.143142e+27,6.416692e+28,4.829077e+29,5.745087e+29,2.775881e+29,9.001922e+28,2.082064e+28,3.398924e+27
9,Dawn,4,0.3500,0.5500,3.031789e+25,1.207611e+26,1.786039e+26,1.607591e+27,2.210826e+28,1.614851e+29,1.983164e+29,7.657466e+28,1.789820e+28,3.033844e+27
9,Dawn,5,0.5500,1.0100,7.379062e+25,2.390758e+26,3.755627e+26,5.337409e+26,1.217062e+27,8.970087e+27,4.186471e+28,5.406755e+28,2.070850e+28,4.034692e+27
9,Dusk,0,0.0000,0.0500,5.267579e+28,1.896960e+29,3.852414e+29,5.388438e+29,5.254794e+29,3.634433e+29,1.674764e+29,5.415207e+28,1.244261e+28,2.219010e+27
9,Dusk,1,0.0500,0.1000,8.811699e+26,3.252891e+28,1.494200e+29,2.375155e+29,2.373257e+29,1.583468e+29,7.251814e+28,2.307251e+28,5.368819e+27,9.477829e+26
9,Dusk,2,0.1000,0.2000,1.186110e+25,1.633513e+27,9.499569e+28,3.917010e+29,4.696346e+29,3.268209e+29,1.547088e+29,5.093471e+28,1.140760e+28,1.903090e+27
9,Dusk,3,0.2000,0.3500,4.420912e+22,4.625614e+25,1.352011e+27,4.376580e+28,2.885885e+29,3.350287e+29,1.642990e+29,5.395826e+28,1.238490e+28,2.063251e+27
9,Dusk,4,0.3500,0.5500,6.033755e+25,5.080819e+25,1.313755e+26,1.075578e+27,1.574770e+28,1.109491e+29,1.325264e+29,5.111137e+28,1.231719e+28,1.858170e+27
9,Dusk,5,0.5500,1.0100,8.385191e+25,1.792226e+26,3.658143e+26,4.726138e+26,1.143403e+27,7.754020e+27,3.596146e+28,4.717111e+28,1.875414e+28,3.497274e+27
10,Dawn,0,0.0000,0.0500,9.618441e+28,3.357938e+29,6.423057e+29,8.597031e+29,8.127972e+29,5.439726e+29,2.521311e+29,8.234957e+28,1.935093e+28,3.324217e+27
10,Dawn,1,0.0500,0.1000,3.441124e+26,4.807264e+28,2.683325e+29,3.906814e+29,3.762189e+29,2.479480e+29,1.122406e+29,3.699317e+28,8.203813e+27,1.339154e+27
10,Dawn,2,0.1000,0.2000,1.345225e+25,2.180231e+27,1.393299e+29,6.544011e+29,7.944765e+29,5.315546e+29,2.437399e+29,8.047181e+28,1.823804e+28,3.025085e+27
10,Dawn,3,0.2000,0.3500,4.339690e+22,1.253350e+26,2.097564e+27,5.812828e+28,4.592072e+29,5.562654e+29,2.697296e+29,8.728710e+28,2.029777e+28,3.277553e+27
10,Dawn,4,0.3500,0.5500,3.162672e+23,1.407572e+26,2.108223e+26,1.516579e+27,2.280394e+28,1.607836e+29,1.980690e+29,7.667894e+28,1.804128e+28,2.994248e+27
10,Dawn,5,0.5500,1.0100,3.377730e+25,2.690440e+26,4.155080e+26,5.091683e+26,1.309365e+27,9.580215e+27,4.243830e+28,5.400340e+28,2.082999e+28,3.972359e+27
10,Dusk,0,0.0000,0.0500,5.225841e+28,1.882787e+29,3.818867e+29,5.332870e+29,5.183206e+29,3.568424e+29,1.638680e+29,5.272486e+28,1.215176e+28,2.164812e+27
10,Dusk,1,0.0500,0.1000,1.221788e+27,3.410394e+28,1.531304e+29,2.433272e+29,2.444941e+29,1.646429e+29,7.597815e+28,2.440732e+28,5.675284e+27,9.941149e+26
10,Dusk,2,0.1000,0.2000,3.500704e+25,1.635479e+27,9.438596e+28,3.912429e+29,4.697629e+29,3.266123e+29,1.544876e+29,5.094612e+28,1.135187e+28,1.887035e+27
10,Dusk,3,0.2000,0.3500,2.004418e+25,8.742690e+25,1.306690e+27,4.347834e+28,2.875056e+29,3.346233e+29,1.641997e+29,5.405622e+28,1.233201e+28,2.069162e+27
10,Dusk,4,0.3500,0.5500,6.033711e+25,8.080714e+25,1.011120e+26,1.085730e+27,1.557935e+28,1.114110e+29,1.325851e+29,5.137631e+28,1.234985e+28,1.925639e+27
10,Dusk,5,0.5500,1.0100,5.384300e+25,2.292013e+26,3.257777e+26,5.823333e+26,1.196019e+27,7.802700e+27,3.605896e+28,4.712007e+28,1.869601e+28,3.506064e+27
11,Dawn,0,0.0000,0.0500,9.623751e+28,3.362188e+29,6.429260e+29,8.601731e+29,8.129972e+29,5.440934e+29,2.522724e+29,8.236321e+28,1.932093e+28,3.319150e+27
11,Dawn,1,0.0500,0.1000,3.238414e+26,4.793600e+28,2.681588e+29,3.905051e+29,3.759406e+29,2.477756e+29,1.122133e+29,3.700214e+28,8.236033e+27,1.343030e+27
11,Dawn,2,0.1000,0.2000,3.692837e+25,2.234951e+27,1.382034e+29,6.533941e+29,7.936235e+29,5.307346e+29,2.433775e+29,8.033473e+28,1.820129e+28,3.008853e+27
11,Dawn,3,0.2000,0.3500,3.004280e+25,8.133110e+25,2.049691e+27,5.793886e+28,4.567693e+29,5.545379e+29,2.691951e+29,8.700892e+28,2.022176e+28,3.254594e+27
11,Dawn,4,0.3500,0.5500,2.031457e+25,4.075317e+25,1.693615e+26,1.563092e+27,2.250619e+28,1.598127e+29,1.976550e+29,7.646549e+28,1.800332e+28,2.965589e+27
11,Dawn,5,0.5500,1.0100,1.037630e+26,2.190096e+26,4.154492e+26,6.215311e+26,1.293306e+27,8.797958e+27,4.181556e+28,5.391730e+28,2.108126e+28,3.981663e+27
11,Dusk,0,0.0000,0.0500,5.225281e+28,1.884896e+29,3.819950e+29,5.334756e+29,5.185300e+29,3.568662e+29,1.638190e+29,5.273499e+28,1.216124e+28,2.161174e+27
11,Dusk,1,0.0500,0.1000,1.167859e+27,3.400564e+28,1.530554e+29,2.433993e+29,2.443804e+29,1.645716e+29,7.595754e+28,2.440437e+28,5.661310e+27,9.998580e+26
11,Dusk,2,0.1000,0.2000,2.455271e+25,1.568254e+27,9.366823e+28,3.910481e+29,4.692322e+29,3.263248e+29,1.542377e+29,5.093741e+28,1.135640e+28,1.881110e+27
11,Dusk,3,0.2000,0.3500,1.004417e+25,3.862790e+25,1.423915e+27,4.291040e+28,2.862320e+29,3.342734e+29,1.641731e+29,5.405266e+28,1.232007e+28,2.074944e+27
11,Dusk,4,0.3500,0.5500,2.033654e+25,2.080577e+25,1.182312e+26,1.210062e+27,1.557521e+28,1.110122e+29,1.327437e+29,5.135732e+28,1.240149e+28,1.921887e+27
11,Dusk,5,0.5500,1.0100,1.238329e+26,3.291770e+26,4.357361e+26,3.883437e+26,1.278862e+27,7.994526e+27,3.646577e+28,4.722517e+28,1.885992e+28,3.534545e+27
12,Dawn,0,0.0000,0.0500,9.627820e+28,3.366773e+29,6.435224e+29,8.607917e+29,8.132363e+29,5.442407e+29,2.523367e+29,8.232786e+28,1.931121e+28,3.314134e+27
12,Dawn,1,0.0500,0.1000,3.947774e+26,4.779588e+28,2.680585e+29,3.905353e+29,3.757993e+29,2.476876e+29,1.119686e+29,3.692190e+28,8.208316e+27,1.336919e+27
12,Dawn,2,0.1000,0.2000,2.255191e+25,2.327755e+27,1.373509e+29,6.520598e+29,7.926632e+29,5.298554e+29,2.430239e+29,8.022050e+28,1.817528e+28,3.022625e+27
12,Dawn,3,0.2000,0.3500,3.004162e+25,1.054215e+26,2.043035e+27,5.711517e+28,4.540248e+29,5.523714e+29,2.684085e+29,8.678783e+28,2.017687e+28,3.262013e+27
12,Dawn,4,0.3500,0.5500,6.031279e+25,1.207489e+26,1.647136e+26,1.641572e+27,2.204046e+28,1.597507e+29,1.967098e+29,7.629955e+28,1.784919e+28,2.947880e+27
12,Dawn,5,0.5500,1.0100,9.374764e+25,2.689729e+26,3.453862e+26,4.862423e+26,1.423027e+27,9.507763e+27,4.146208e+28,5.439512e+28,2.113799e+28,3.941826e+27
12,Dusk,0,0.0000,0.0500,5.200907e+28,1.871451e+29,3.784026e+29,5.276382e+29,5.113109e+29,3.497514e+29,1.598714e+29,5.136977e+28,1.189539e+28,2.104037e+27
12,Dusk,1,0.0500,0.1000,1.457893e+27,3.545630e+28,1.571286e+29,2.495039e+29,2.516815e+29,1.715562e+29,7.980440e+28,2.570637e+28,5.922595e+27,1.059090e+27
