Wavelength(nm) Intensity
5.89097364e+02 6.21671074e+03
5.89100659e+02 8.30437635e+03
5.89103954e+02 1.13493779e+04
5.89107249e+02 1.31813354e+04
5.89110544e+02 1.22082207e+04
5.89113839e+02 1.18069747e+04
5.89117135e+02 1.16843824e+04
5.89120430e+02 1.06859118e+04
5.89123725e+02 9.95271091e+03
5.89127020e+02 1.14998960e+04
5.89130315e+02 1.36270747e+04
5.89133610e+02 1.46472461e+04
5.89136905e+02 1.55406988e+04
5.89140200e+02 1.58147399e+04
5.89143496e+02 1.51485440e+04
5.89146791e+02 1.49051824e+04
5.89150086e+02 1.50982528e+04
5.89153381e+02 1.57235157e+04
5.89156676e+02 1.63380924e+04
5.89159971e+02 1.66749872e+04
5.89163266e+02 1.64921480e+04
5.89166561e+02 1.62025865e+04
5.89169856e+02 1.64227360e+04
5.89173152e+02 1.68930463e+04
5.89176447e+02 1.78213332e+04
5.89179742e+02 1.78468894e+04
5.89183037e+02 1.76952442e+04
5.89186332e+02 1.82323555e+04
5.89189627e+02 1.85637849e+04
5.89192922e+02 1.80365319e+04
5.89196217e+02 1.87187427e+04
5.89199513e+02 1.88808816e+04
5.89202808e+02 1.90633947e+04
5.89206103e+02 1.93846370e+04
5.89209398e+02 1.89243964e+04
5.89212693e+02 1.78617284e+04
5.89215988e+02 1.83717678e+04
5.89219283e+02 1.72162749e+04
5.89222578e+02 1.77899741e+04
5.89225873e+02 1.81043265e+04
5.89229169e+02 1.82422937e+04
5.89232464e+02 1.94813578e+04
5.89235759e+02 2.03616762e+04
5.89239054e+02 1.97291803e+04
5.89242349e+02 2.02770763e+04
5.89245644e+02 2.02656872e+04
5.89248939e+02 2.07079010e+04
5.89252234e+02 2.10095398e+04
5.89255530e+02 2.12111602e+04
5.89258825e+02 2.15246408e+04
5.89262120e+02 2.11862667e+04
5.89265415e+02 2.12325826e+04
5.89268710e+02 2.11012375e+04
5.89272005e+02 2.00395913e+04
5.89275300e+02 1.96564875e+04
5.89278595e+02 1.94220994e+04
5.89281890e+02 2.00220257e+04
5.89285186e+02 2.06142814e+04
5.89288481e+02 2.05430063e+04
5.89291776e+02 2.04351431e+04
5.89295071e+02 2.01558174e+04
5.89298366e+02 2.07196990e+04
5.89301661e+02 2.06615177e+04
5.89304956e+02 2.01663927e+04
5.89308251e+02 1.92037715e+04
5.89311547e+02 1.90350272e+04
5.89314842e+02 1.94488638e+04
5.89318137e+02 1.95504285e+04
5.89321432e+02 1.78554414e+04
5.89324727e+02 1.65518295e+04
5.89328022e+02 1.62135332e+04
5.89331317e+02 1.78107647e+04
5.89334612e+02 2.01316367e+04
5.89337907e+02 2.01998729e+04
5.89341203e+02 2.05260879e+04
5.89344498e+02 2.07094429e+04
5.89347793e+02 2.03885698e+04
5.89351088e+02 2.11189301e+04
5.89354383e+02 2.14223390e+04
5.89357678e+02 2.19224775e+04
5.89360973e+02 2.03007248e+04
5.89364268e+02 1.96285661e+04
5.89367564e+02 1.95304739e+04
5.89370859e+02 1.96048345e+04
5.89374154e+02 1.78585074e+04
5.89377449e+02 1.74388402e+04
5.89380744e+02 1.62695235e+04
5.89384039e+02 1.50838008e+04
5.89387334e+02 1.32180275e+04
5.89390629e+02 1.32134688e+04
5.89393924e+02 1.39638657e+04
5.89397220e+02 1.44188367e+04
5.89400515e+02 1.51403314e+04
5.89403810e+02 1.71765355e+04
5.89407105e+02 1.92944370e+04
5.89410400e+02 1.93610734e+04
5.89413695e+02 2.06155346e+04
5.89416990e+02 2.02173313e+04
5.89420285e+02 1.95785385e+04
5.89423581e+02 1.98809000e+04
5.89426876e+02 1.95619511e+04
5.89430171e+02 1.96126975e+04
5.89433466e+02 1.90868328e+04
5.89436761e+02 1.95981310e+04
5.89440056e+02 1.91645127e+04
5.89443351e+02 1.93191523e+04
5.89446646e+02 1.89646647e+04
5.89449941e+02 1.88206659e+04
5.89453237e+02 1.91803789e+04
5.89456532e+02 1.97971824e+04
5.89459827e+02 1.88117638e+04
5.89463122e+02 1.76713414e+04
5.89466417e+02 1.83711052e+04
5.89469712e+02 1.91810909e+04
5.89473007e+02 1.98778381e+04
5.89476302e+02 2.10861926e+04
5.89479598e+02 2.07983366e+04
5.89482893e+02 2.14253366e+04
5.89486188e+02 2.12216114e+04
5.89489483e+02 2.16541922e+04
5.89492778e+02 2.12752631e+04
5.89496073e+02 2.17226032e+04
5.89499368e+02 2.14615770e+04
5.89502663e+02 2.20682784e+04
5.89505959e+02 1.97879446e+04
5.89509254e+02 1.90506201e+04
5.89512549e+02 1.84400546e+04
5.89515844e+02 1.85551757e+04
5.89519139e+02 1.91777877e+04
5.89522434e+02 1.98283402e+04
5.89525729e+02 1.94008033e+04
5.89529024e+02 1.95143913e+04
5.89532319e+02 1.95409120e+04
5.89535615e+02 1.96236934e+04
5.89538910e+02 1.91708618e+04
5.89542205e+02 1.96580016e+04
5.89545500e+02 1.94154057e+04
5.89548795e+02 1.93649492e+04
5.89552090e+02 1.94772312e+04
5.89555385e+02 1.95807672e+04
5.89558680e+02 1.87682977e+04
5.89561976e+02 1.92163980e+04
5.89565271e+02 1.97784516e+04
5.89568566e+02 2.00406195e+04
5.89571861e+02 2.00213621e+04
5.89575156e+02 1.92763483e+04
5.89578451e+02 1.92964374e+04
5.89581746e+02 1.91799697e+04
5.89585041e+02 1.97942799e+04
5.89588336e+02 1.88700131e+04
5.89591632e+02 1.86590306e+04
5.89594927e+02 1.80724172e+04
5.89598222e+02 1.72506148e+04
5.89601517e+02 1.71378977e+04
5.89604812e+02 1.71438103e+04
5.89608107e+02 1.77076309e+04
5.89611402e+02 1.80386065e+04
5.89614697e+02 1.76439598e+04
5.89617993e+02 1.77745669e+04
5.89621288e+02 1.73004934e+04
5.89624583e+02 1.68915209e+04
5.89627878e+02 1.75801872e+04
5.89631173e+02 1.72761300e+04
5.89634468e+02 1.75516054e+04
5.89637763e+02 1.73021705e+04
5.89641058e+02 1.70868117e+04
5.89644353e+02 1.66190575e+04
5.89647649e+02 1.70181573e+04
5.89650944e+02 1.59012052e+04
5.89654239e+02 1.54626234e+04
5.89657534e+02 1.42539896e+04
5.89660829e+02 1.41102229e+04
5.89664124e+02 1.39719760e+04
5.89667419e+02 1.36710453e+04
5.89670714e+02 1.22785954e+04
5.89674010e+02 1.03728358e+04
5.89677305e+02 8.83541661e+03
5.89680600e+02 7.89837727e+03
5.89683895e+02 6.03449189e+03
5.89687190e+02 4.37844507e+03
5.89690485e+02 2.25859663e+03
5.89693780e+02 1.82574945e+03
5.89697075e+02 2.78057627e+03
5.89700370e+02 4.81996807e+03
5.89703666e+02 7.14023582e+03
5.89706961e+02 8.17025905e+03
5.89710256e+02 8.37602183e+03
5.89713551e+02 8.25534655e+03
5.89716846e+02 8.72024735e+03
5.89720141e+02 1.01349959e+04
5.89723436e+02 1.10622295e+04
5.89726731e+02 1.17313828e+04
5.89730027e+02 1.24740926e+04
5.89733322e+02 1.33014369e+04
5.89736617e+02 1.42112682e+04
5.89739912e+02 1.42125520e+04
5.89743207e+02 1.50959271e+04
5.89746502e+02 1.43424748e+04
5.89749797e+02 1.48810611e+04
5.89753092e+02 1.49384341e+04
5.89756387e+02 1.48530903e+04
5.89759683e+02 1.52042951e+04
5.89762978e+02 1.60337280e+04
5.89766273e+02 1.62715446e+04
5.89769568e+02 1.69476139e+04
5.89772863e+02 1.74573001e+04
5.89776158e+02 1.78723989e+04
5.89779453e+02 1.80856339e+04
5.89782748e+02 1.79393534e+04
5.89786044e+02 1.80268959e+04
5.89789339e+02 1.88775734e+04
5.89792634e+02 1.80641138e+04
5.89795929e+02 1.88972470e+04
5.89799224e+02 1.79794431e+04
5.89802519e+02 1.76572032e+04
5.89805814e+02 1.69902164e+04
5.89809109e+02 1.57138200e+04
5.89812404e+02 1.73318925e+04
5.89815700e+02 1.74905796e+04
5.89818995e+02 1.86840768e+04
5.89822290e+02 1.88571779e+04
5.89825585e+02 1.90463095e+04
5.89828880e+02 1.93796124e+04
5.89832175e+02 2.03271216e+04
5.89835470e+02 1.93367743e+04
5.89838765e+02 1.81534106e+04
5.89842061e+02 1.68163062e+04
5.89845356e+02 1.54090975e+04
5.89848651e+02 1.60768419e+04
5.89851946e+02 1.79285012e+04
5.89855241e+02 1.74991646e+04
5.89858536e+02 1.90650724e+04
5.89861831e+02 1.83157571e+04
5.89865126e+02 1.83058509e+04
5.89868421e+02 1.84276878e+04
5.89871717e+02 1.92730542e+04
5.89875012e+02 1.94626596e+04
5.89878307e+02 1.94341306e+04
5.89881602e+02 1.98884466e+04
5.89884897e+02 1.91003012e+04
5.89888192e+02 1.95950430e+04
5.89891487e+02 1.88786368e+04
5.89894782e+02 1.82852593e+04
5.89898078e+02 1.83083422e+04
5.89901373e+02 1.84857371e+04
5.89904668e+02 1.70953538e+04
5.89907963e+02 1.70418698e+04
5.89911258e+02 1.64430198e+04
5.89914553e+02 1.70026631e+04
5.89917848e+02 1.71095465e+04
5.89921143e+02 1.73939306e+04
5.89924438e+02 1.70243821e+04
5.89927734e+02 1.74530882e+04
5.89931029e+02 1.65966061e+04
5.89934324e+02 1.61808676e+04
5.89937619e+02 1.74981094e+04
5.89940914e+02 1.77716893e+04
5.89944209e+02 1.83740957e+04
5.89947504e+02 1.88243176e+04
5.89950799e+02 1.79502603e+04
5.89954095e+02 1.86853199e+04
5.89957390e+02 1.90787322e+04
5.89960685e+02 1.83817186e+04
5.89963980e+02 1.93408618e+04
5.89967275e+02 1.90554145e+04
5.89970570e+02 1.78675328e+04
5.89973865e+02 1.46632778e+04
5.89977160e+02 1.35673447e+04
5.89980455e+02 1.38953857e+04
5.89983751e+02 1.66146563e+04
5.89987046e+02 1.78078392e+04
5.89990341e+02 1.83915625e+04
5.89993636e+02 1.87381809e+04
5.89996931e+02 1.81808792e+04
5.90000226e+02 1.79070810e+04
5.90003521e+02 1.79476698e+04
5.90006816e+02 1.73927941e+04
5.90010112e+02 1.84062435e+04
5.90013407e+02 1.81657867e+04
5.90016702e+02 1.73313179e+04
5.90019997e+02 1.72292413e+04
5.90023292e+02 1.65176135e+04
5.90026587e+02 1.49331962e+04
5.90029882e+02 1.39086208e+04
5.90033177e+02 1.36277654e+04
5.90036472e+02 1.34113053e+04
5.90039768e+02 1.42398163e+04
5.90043063e+02 1.50654742e+04
5.90046358e+02 1.71769026e+04
5.90049653e+02 1.73363593e+04
5.90052948e+02 1.58962756e+04
5.90056243e+02 1.49261079e+04
5.90059538e+02 1.37944068e+04
5.90062833e+02 1.34949403e+04
5.90066129e+02 1.36760801e+04
5.90069424e+02 1.54786232e+04
5.90072719e+02 1.70570027e+04
5.90076014e+02 1.81995817e+04
5.90079309e+02 1.78962961e+04
5.90082604e+02 1.76265983e+04
5.90085899e+02 1.76880027e+04
5.90089194e+02 1.65629733e+04
5.90092489e+02 1.71580406e+04
5.90095785e+02 1.75816789e+04
5.90099080e+02 1.78575677e+04
5.90102375e+02 1.86248695e+04
5.90105670e+02 1.83539264e+04
5.90108965e+02 1.87597318e+04
5.90112260e+02 1.84941078e+04
5.90115555e+02 1.80007543e+04
5.90118850e+02 1.84074486e+04
5.90122146e+02 1.79723164e+04
5.90125441e+02 1.77595738e+04
5.90128736e+02 1.88339483e+04
5.90132031e+02 1.85097634e+04
5.90135326e+02 1.88910633e+04
5.90138621e+02 1.86378493e+04
5.90141916e+02 1.83538583e+04
5.90145211e+02 1.67457699e+04
5.90148506e+02 1.54419127e+04
5.90151802e+02 1.43764086e+04
5.90155097e+02 1.42814658e+04
5.90158392e+02 1.35480349e+04
5.90161687e+02 1.23446243e+04
5.90164982e+02 1.15845560e+04
5.90168277e+02 1.15676209e+04
5.90171572e+02 1.28536787e+04
5.90174867e+02 1.46665396e+04
5.90178163e+02 1.63984496e+04
5.90181458e+02 1.62039005e+04
5.90184753e+02 1.63946593e+04
5.90188048e+02 1.63340944e+04
5.90191343e+02 1.65984156e+04
5.90194638e+02 1.66448232e+04
5.90197933e+02 1.60986927e+04
5.90201228e+02 1.56182429e+04
5.90204523e+02 1.53483588e+04
5.90207819e+02 1.55747354e+04
5.90211114e+02 1.60155679e+04
5.90214409e+02 1.59143447e+04
5.90217704e+02 1.74172230e+04
5.90220999e+02 1.73568109e+04
5.90224294e+02 1.76803226e+04
5.90227589e+02 1.75712163e+04
5.90230884e+02 1.81383776e+04
5.90234180e+02 1.73220234e+04
5.90237475e+02 1.73057861e+04
5.90240770e+02 1.71444618e+04
5.90244065e+02 1.76954153e+04
5.90247360e+02 1.66418301e+04
5.90250655e+02 1.53566257e+04
5.90253950e+02 1.46304680e+04
5.90257245e+02 1.50047266e+04
5.90260540e+02 1.52329513e+04
5.90263836e+02 1.60988759e+04
5.90267131e+02 1.51788092e+04
5.90270426e+02 1.59067074e+04
5.90273721e+02 1.66987273e+04
5.90277016e+02 1.65524850e+04
5.90280311e+02 1.52626191e+04
5.90283606e+02 1.52839849e+04
5.90286901e+02 1.44667666e+04
5.90290197e+02 1.43886141e+04
5.90293492e+02 1.55318664e+04
5.90296787e+02 1.58296623e+04
5.90300082e+02 1.48821237e+04
5.90303377e+02 1.30198854e+04
5.90306672e+02 1.01522723e+04
5.90309967e+02 9.53545098e+03
5.90313262e+02 1.12295227e+04
5.90316557e+02 1.26295171e+04
5.90319853e+02 1.49660279e+04
5.90323148e+02 1.52992607e+04
5.90326443e+02 1.47555902e+04
5.90329738e+02 1.51732772e+04
5.90333033e+02 1.58726660e+04
5.90336328e+02 1.56231740e+04
5.90339623e+02 1.49528617e+04
5.90342918e+02 1.53425805e+04
5.90346214e+02 1.47371200e+04
5.90349509e+02 1.49889921e+04
5.90352804e+02 1.45471137e+04
5.90356099e+02 1.48961692e+04
5.90359394e+02 1.54890788e+04
5.90362689e+02 1.53396990e+04
5.90365984e+02 1.57836178e+04
5.90369279e+02 1.62049667e+04
5.90372574e+02 1.63473287e+04
5.90375870e+02 1.60086370e+04
5.90379165e+02 1.66297187e+04
5.90382460e+02 1.73550775e+04
5.90385755e+02 1.75231012e+04
5.90389050e+02 1.75609517e+04
5.90392345e+02 1.75857393e+04
5.90395640e+02 1.84534050e+04
5.90398935e+02 1.87384302e+04
5.90402231e+02 1.74733186e+04
5.90405526e+02 1.76013519e+04
5.90408821e+02 1.78750210e+04
5.90412116e+02 1.77478490e+04
5.90415411e+02 1.78667263e+04
