# Wavelength Flux(MR)
5.89097364e+02 -5.48364323e+28
5.89100659e+02 -1.96810902e+28
5.89103954e+02 2.00783255e+28
5.89107249e+02 4.09167632e+28
5.89110544e+02 3.08962710e+28
5.89113839e+02 1.87967762e+28
5.89117135e+02 9.35504245e+27
5.89120430e+02 2.89556912e+27
5.89123725e+02 1.53062224e+27
5.89127020e+02 3.74252502e+27
5.89130315e+02 9.83443440e+27
5.89133610e+02 1.24764512e+28
5.89136905e+02 1.00271774e+28
5.89140200e+02 1.04968947e+28
5.89143496e+02 8.25059864e+27
5.89146791e+02 2.75837920e+27
5.89150086e+02 3.31463784e+27
5.89153381e+02 4.14870792e+27
5.89156676e+02 3.79072722e+27
5.89159971e+02 9.96912181e+26
5.89163266e+02 -2.36613857e+27
5.89166561e+02 -4.03764060e+27
5.89169856e+02 -2.79209918e+27
5.89173152e+02 1.10167102e+27
5.89176447e+02 5.87987185e+27
5.89179742e+02 6.83609473e+27
5.89183037e+02 4.89260432e+27
5.89186332e+02 3.88194786e+27
5.89189627e+02 3.43483718e+27
5.89192922e+02 4.53528718e+27
5.89196217e+02 1.13311845e+27
5.89199513e+02 2.24900972e+27
5.89202808e+02 4.89846311e+26
5.89206103e+02 3.04966953e+26
5.89209398e+02 -1.96812841e+27
5.89212693e+02 -1.85093707e+27
5.89215988e+02 -4.43991081e+27
5.89219283e+02 -6.22097874e+27
5.89222578e+02 -3.49255037e+27
5.89225873e+02 -6.58957531e+26
5.89229169e+02 -1.60873389e+27
5.89232464e+02 3.04654994e+27
5.89235759e+02 4.18356974e+27
5.89239054e+02 2.61131219e+27
5.89242349e+02 3.79996627e+27
5.89245644e+02 2.57024166e+27
5.89248939e+02 3.52746081e+27
5.89252234e+02 2.76357030e+27
5.89255530e+02 -6.26982495e+26
5.89258825e+02 4.42029028e+26
5.89262120e+02 2.88018180e+27
5.89265415e+02 2.37105693e+27
5.89268710e+02 1.96658345e+27
5.89272005e+02 2.22612169e+27
5.89275300e+02 -2.31225297e+27
5.89278595e+02 -2.84120694e+27
5.89281890e+02 2.28670890e+27
5.89285186e+02 3.30748934e+27
5.89288481e+02 3.60748349e+27
5.89291776e+02 1.49151260e+27
5.89295071e+02 1.80465012e+25
5.89298366e+02 2.70304007e+27
5.89301661e+02 3.03137069e+27
5.89304956e+02 -3.34242108e+27
5.89308251e+02 -5.19489006e+27
5.89311547e+02 -5.37508925e+27
5.89314842e+02 -6.47789321e+26
5.89318137e+02 -2.21261980e+27
5.89321432e+02 -4.26744952e+27
5.89324727e+02 -1.04125536e+28
5.89328022e+02 -8.87744246e+27
5.89331317e+02 4.05355996e+27
5.89334612e+02 1.45364271e+28
5.89337907e+02 1.75343607e+28
5.89341203e+02 1.19260672e+28
5.89344498e+02 6.72891897e+27
5.89347793e+02 4.19859556e+27
5.89351088e+02 4.18761298e+27
5.89354383e+02 5.65387673e+27
5.89357678e+02 7.88956088e+27
5.89360973e+02 1.95348873e+27
5.89364268e+02 2.36096035e+26
5.89367564e+02 -4.20201480e+26
5.89370859e+02 -4.10652892e+27
5.89374154e+02 -3.03111133e+27
5.89377449e+02 -1.95094806e+27
5.89380744e+02 -3.63631855e+27
5.89384039e+02 -7.91931451e+27
5.89387334e+02 -1.18017937e+28
5.89390629e+02 -1.28348816e+28
5.89393924e+02 -6.71079821e+27
5.89397220e+02 -1.40735077e+27
5.89400515e+02 2.54908308e+27
5.89403810e+02 8.15378179e+27
5.89407105e+02 1.21661339e+28
5.89410400e+02 1.32127843e+28
5.89413695e+02 1.13847116e+28
5.89416990e+02 6.05629081e+27
5.89420285e+02 1.47063732e+27
5.89423581e+02 -1.24512361e+27
5.89426876e+02 -1.13162223e+27
5.89430171e+02 3.29825674e+27
5.89433466e+02 1.49078445e+27
5.89436761e+02 4.27973847e+26
5.89440056e+02 -6.41192183e+26
5.89443351e+02 -2.06197305e+27
5.89446646e+02 -1.49021796e+27
5.89449941e+02 3.26974683e+27
5.89453237e+02 2.29452006e+27
5.89456532e+02 -2.30087669e+27
5.89459827e+02 -4.23213508e+26
5.89463122e+02 -6.89182879e+27
5.89466417e+02 -6.02297527e+27
5.89469712e+02 5.77735947e+27
5.89473007e+02 8.18077745e+27
5.89476302e+02 7.75832498e+27
5.89479598e+02 6.75370378e+27
5.89482893e+02 7.01725193e+27
5.89486188e+02 1.77623137e+27
5.89489483e+02 5.03595218e+27
5.89492778e+02 3.99363915e+27
5.89496073e+02 3.47941837e+27
5.89499368e+02 2.09863823e+27
5.89502663e+02 5.08939029e+26
5.89505959e+02 -1.49113808e+27
5.89509254e+02 -7.05599682e+27
5.89512549e+02 -5.03587386e+27
5.89515844e+02 -5.21889000e+27
5.89519139e+02 1.91888352e+27
5.89522434e+02 6.13364341e+27
5.89525729e+02 4.06696405e+27
5.89529024e+02 5.83576553e+27
5.89532319e+02 2.76005302e+27
5.89535615e+02 3.03037743e+27
5.89538910e+02 -1.92779667e+27
5.89542205e+02 -2.18547355e+27
5.89545500e+02 -4.05450438e+27
5.89548795e+02 -3.84040134e+26
5.89552090e+02 2.70147996e+27
5.89555385e+02 2.76329251e+27
5.89558680e+02 -1.97025507e+26
5.89561976e+02 -7.28956843e+25
5.89565271e+02 3.12917967e+26
5.89568566e+02 1.61404146e+27
5.89571861e+02 8.51228651e+26
5.89575156e+02 3.44754792e+27
5.89578451e+02 1.93295036e+27
5.89581746e+02 2.92474213e+25
5.89585041e+02 2.24827794e+27
5.89588336e+02 1.48572808e+27
5.89591632e+02 2.02683356e+27
5.89594927e+02 -1.70361632e+27
5.89598222e+02 -6.31071235e+27
5.89601517e+02 -5.29223994e+27
5.89604812e+02 -2.02512179e+26
5.89608107e+02 3.14126088e+27
5.89611402e+02 2.40168010e+27
5.89614697e+02 -2.92982662e+26
5.89617993e+02 3.42813796e+26
5.89621288e+02 -1.33363703e+27
5.89624583e+02 1.77263024e+26
5.89627878e+02 1.51779022e+27
5.89631173e+02 -1.33089838e+27
5.89634468e+02 -1.63276373e+27
5.89637763e+02 1.46520184e+27
5.89641058e+02 1.53892027e+27
5.89644353e+02 9.22541155e+26
5.89647649e+02 -7.73440669e+26
5.89650944e+02 -5.23534199e+27
5.89654239e+02 -3.57399281e+27
5.89657534e+02 -3.20455279e+27
5.89660829e+02 -2.48906863e+26
5.89664124e+02 -1.03777118e+27
5.89667419e+02 -3.12759830e+27
5.89670714e+02 -1.40385869e+27
5.89674010e+02 -4.64172974e+27
5.89677305e+02 -4.36003365e+27
5.89680600e+02 -8.54604123e+27
5.89683895e+02 -9.90489800e+27
5.89687190e+02 -1.28545357e+28
5.89690485e+02 -1.18116845e+28
5.89693780e+02 -8.18434934e+27
5.89697075e+02 6.26986297e+27
