Wavelength(nm) Intensity
5.89097364e+02 3.30899965e+03
5.89100659e+02 4.80415914e+03
5.89103954e+02 7.37572036e+03
5.89107249e+02 9.63378752e+03
5.89110544e+02 8.77220264e+03
5.89113839e+02 8.05707734e+03
5.89117135e+02 7.43081659e+03
5.89120430e+02 7.05945945e+03
5.89123725e+02 7.44415385e+03
5.89127020e+02 7.95763575e+03
5.89130315e+02 8.97229684e+03
5.89133610e+02 1.00723250e+04
5.89136905e+02 1.08015042e+04
5.89140200e+02 1.10057438e+04
5.89143496e+02 1.12035043e+04
5.89146791e+02 1.10862054e+04
5.89150086e+02 1.17489907e+04
5.89153381e+02 1.18680630e+04
5.89156676e+02 1.24000157e+04
5.89159971e+02 1.24750434e+04
5.89163266e+02 1.19595522e+04
5.89166561e+02 1.14147778e+04
5.89169856e+02 1.14937550e+04
5.89173152e+02 1.18649124e+04
5.89176447e+02 1.23710622e+04
5.89179742e+02 1.29579593e+04
5.89183037e+02 1.32337625e+04
5.89186332e+02 1.36575532e+04
5.89189627e+02 1.33752406e+04
5.89192922e+02 1.38540778e+04
5.89196217e+02 1.43758738e+04
5.89199513e+02 1.40080413e+04
5.89202808e+02 1.48764270e+04
5.89206103e+02 1.42063755e+04
5.89209398e+02 1.41435134e+04
5.89212693e+02 1.42579936e+04
5.89215988e+02 1.41142835e+04
5.89219283e+02 1.38816710e+04
5.89222578e+02 1.38618825e+04
5.89225873e+02 1.44584289e+04
5.89229169e+02 1.46098783e+04
5.89232464e+02 1.46605536e+04
5.89235759e+02 1.48487326e+04
5.89239054e+02 1.55901419e+04
5.89242349e+02 1.57529998e+04
5.89245644e+02 1.53492487e+04
5.89248939e+02 1.55891615e+04
5.89252234e+02 1.57949252e+04
5.89255530e+02 1.58633137e+04
5.89258825e+02 1.54981767e+04
5.89262120e+02 1.62587559e+04
5.89265415e+02 1.58745053e+04
5.89268710e+02 1.57200712e+04
5.89272005e+02 1.53620010e+04
5.89275300e+02 1.45668367e+04
5.89278595e+02 1.48819792e+04
5.89281890e+02 1.47533996e+04
5.89285186e+02 1.54377179e+04
5.89288481e+02 1.57368990e+04
5.89291776e+02 1.49136859e+04
5.89295071e+02 1.53677467e+04
5.89298366e+02 1.56747782e+04
5.89301661e+02 1.50654661e+04
5.89304956e+02 1.49894086e+04
5.89308251e+02 1.43227788e+04
5.89311547e+02 1.44234766e+04
5.89314842e+02 1.44685124e+04
5.89318137e+02 1.42323825e+04
5.89321432e+02 1.29034201e+04
5.89324727e+02 1.16256083e+04
5.89328022e+02 1.20952788e+04
5.89331317e+02 1.31914255e+04
5.89334612e+02 1.37919327e+04
5.89337907e+02 1.58343257e+04
5.89341203e+02 1.50232068e+04
5.89344498e+02 1.54677882e+04
5.89347793e+02 1.59650764e+04
5.89351088e+02 1.52307101e+04
5.89354383e+02 1.55638244e+04
5.89357678e+02 1.61989558e+04
5.89360973e+02 1.59337179e+04
5.89364268e+02 1.48387445e+04
5.89367564e+02 1.47532082e+04
5.89370859e+02 1.42820397e+04
5.89374154e+02 1.34983507e+04
5.89377449e+02 1.28556916e+04
5.89380744e+02 1.22124515e+04
5.89384039e+02 1.01983404e+04
5.89387334e+02 9.05460873e+03
5.89390629e+02 8.83514120e+03
5.89393924e+02 9.46430865e+03
5.89397220e+02 1.06086967e+04
5.89400515e+02 1.01863301e+04
5.89403810e+02 1.26008742e+04
5.89407105e+02 1.46203769e+04
5.89410400e+02 1.50497203e+04
5.89413695e+02 1.51375002e+04
5.89416990e+02 1.51466069e+04
5.89420285e+02 1.54664548e+04
5.89423581e+02 1.50455295e+04
5.89426876e+02 1.50440950e+04
5.89430171e+02 1.53628430e+04
5.89433466e+02 1.56371554e+04
5.89436761e+02 1.52268054e+04
5.89440056e+02 1.57398489e+04
5.89443351e+02 1.51132376e+04
5.89446646e+02 1.51972894e+04
5.89449941e+02 1.54406662e+04
5.89453237e+02 1.57567283e+04
5.89456532e+02 1.54709599e+04
5.89459827e+02 1.48668378e+04
5.89463122e+02 1.42241925e+04
5.89466417e+02 1.40593522e+04
5.89469712e+02 1.44381316e+04
5.89473007e+02 1.61016333e+04
5.89476302e+02 1.62657773e+04
5.89479598e+02 1.58983857e+04
5.89482893e+02 1.59310699e+04
5.89486188e+02 1.60318587e+04
5.89489483e+02 1.63915947e+04
5.89492778e+02 1.62042793e+04
5.89496073e+02 1.59904347e+04
5.89499368e+02 1.55557607e+04
5.89502663e+02 1.53940480e+04
5.89505959e+02 1.50879218e+04
5.89509254e+02 1.44933723e+04
5.89512549e+02 1.38320341e+04
5.89515844e+02 1.45489217e+04
5.89519139e+02 1.48133730e+04
5.89522434e+02 1.56801415e+04
5.89525729e+02 1.55449211e+04
5.89529024e+02 1.52464821e+04
5.89532319e+02 1.55181360e+04
5.89535615e+02 1.54249483e+04
5.89538910e+02 1.48457868e+04
5.89542205e+02 1.51219198e+04
5.89545500e+02 1.50961338e+04
5.89548795e+02 1.58546037e+04
5.89552090e+02 1.54070143e+04
5.89555385e+02 1.55528819e+04
5.89558680e+02 1.51370288e+04
5.89561976e+02 1.51019170e+04
5.89565271e+02 1.49815153e+04
5.89568566e+02 1.54435096e+04
5.89571861e+02 1.50920481e+04
5.89575156e+02 1.49756822e+04
5.89578451e+02 1.52611459e+04
5.89581746e+02 1.53874268e+04
5.89585041e+02 1.54244534e+04
5.89588336e+02 1.49910454e+04
5.89591632e+02 1.50635570e+04
5.89594927e+02 1.47115688e+04
5.89598222e+02 1.39682333e+04
5.89601517e+02 1.43979913e+04
5.89604812e+02 1.45788878e+04
5.89608107e+02 1.44739405e+04
5.89611402e+02 1.45494900e+04
5.89614697e+02 1.43316271e+04
5.89617993e+02 1.41080813e+04
5.89621288e+02 1.42267479e+04
5.89624583e+02 1.45055282e+04
5.89627878e+02 1.39016842e+04
5.89631173e+02 1.40683509e+04
5.89634468e+02 1.44748271e+04
5.89637763e+02 1.35808558e+04
5.89641058e+02 1.34298765e+04
5.89644353e+02 1.36950806e+04
5.89647649e+02 1.32589288e+04
5.89650944e+02 1.25264224e+04
5.89654239e+02 1.16749752e+04
5.89657534e+02 1.12241835e+04
5.89660829e+02 1.11534846e+04
5.89664124e+02 1.03520020e+04
5.89667419e+02 9.91764337e+03
5.89670714e+02 9.05718080e+03
5.89674010e+02 7.73274297e+03
5.89677305e+02 7.13766775e+03
5.89680600e+02 6.03948198e+03
5.89683895e+02 4.81717768e+03
5.89687190e+02 3.31223740e+03
5.89690485e+02 1.99374589e+03
5.89693780e+02 1.66171103e+03
5.89697075e+02 2.53810556e+03
5.89700370e+02 4.27498441e+03
