# Wavelength Flux(MR)
5.89097364e+02 -5.49790935e+28
5.89100659e+02 -1.83984017e+28
5.89103954e+02 2.06734081e+28
5.89107249e+02 3.96461773e+28
5.89110544e+02 3.04525363e+28
5.89113839e+02 1.67264744e+28
5.89117135e+02 9.37600975e+27
5.89120430e+02 1.42063914e+27
5.89123725e+02 -3.21532477e+27
5.89127020e+02 2.39042040e+27
5.89130315e+02 9.65628821e+27
5.89133610e+02 1.60293112e+28
5.89136905e+02 1.52294350e+28
5.89140200e+02 1.05644892e+28
5.89143496e+02 6.04820268e+27
5.89146791e+02 3.54787735e+27
5.89150086e+02 4.57476081e+26
5.89153381e+02 2.08799367e+27
5.89156676e+02 2.78297536e+27
5.89159971e+02 1.82488970e+27
5.89163266e+02 -5.43059016e+27
5.89166561e+02 -9.23242067e+27
5.89169856e+02 -7.02654479e+27
5.89173152e+02 1.71126495e+27
5.89176447e+02 7.16856704e+27
5.89179742e+02 7.74091755e+27
5.89183037e+02 6.20327287e+27
5.89186332e+02 4.44458765e+27
5.89189627e+02 2.34067409e+27
5.89192922e+02 2.01073547e+27
5.89196217e+02 -5.61799341e+25
5.89199513e+02 -5.98809397e+26
5.89202808e+02 6.09698049e+26
5.89206103e+02 -8.63949989e+26
5.89209398e+02 -2.55637592e+26
5.89212693e+02 -3.21408811e+27
5.89215988e+02 -8.26394047e+27
5.89219283e+02 -7.31269188e+27
5.89222578e+02 -4.43303717e+27
5.89225873e+02 -4.27538346e+26
5.89229169e+02 2.36336943e+27
5.89232464e+02 2.56894035e+27
5.89235759e+02 -9.54581299e+26
5.89239054e+02 4.78121197e+27
5.89242349e+02 3.09644421e+27
5.89245644e+02 -1.05860998e+26
5.89248939e+02 -2.25339995e+27
5.89252234e+02 3.77899453e+27
5.89255530e+02 4.87789062e+27
5.89258825e+02 -9.77845209e+25
5.89262120e+02 3.18810956e+27
5.89265415e+02 -8.54753875e+24
5.89268710e+02 -3.58799962e+26
5.89272005e+02 -6.11942440e+26
5.89275300e+02 -5.24307081e+27
5.89278595e+02 -7.40685592e+26
5.89281890e+02 1.32111526e+26
5.89285186e+02 9.96804631e+26
5.89288481e+02 2.67650505e+27
5.89291776e+02 -4.24176870e+27
5.89295071e+02 3.43409841e+27
5.89298366e+02 -1.67092656e+27
5.89301661e+02 -5.25273216e+27
5.89304956e+02 -4.20904931e+27
5.89308251e+02 -8.54005707e+27
5.89311547e+02 -6.69300255e+27
