Wavelength(nm) Intensity
5.89097364e+02 3.59435687e+03
5.89100659e+02 5.69612716e+03
5.89103954e+02 8.92541019e+03
5.89107249e+02 1.11108170e+04
5.89110544e+02 1.04171708e+04
5.89113839e+02 9.39880101e+03
5.89117135e+02 8.88170775e+03
5.89120430e+02 8.33696142e+03
5.89123725e+02 8.45893049e+03
5.89127020e+02 9.45335184e+03
5.89130315e+02 1.08432479e+04
5.89133610e+02 1.26968700e+04
5.89136905e+02 1.33931689e+04
5.89140200e+02 1.35923981e+04
5.89143496e+02 1.39643861e+04
5.89146791e+02 1.39086667e+04
5.89150086e+02 1.44010932e+04
5.89153381e+02 1.45965056e+04
5.89156676e+02 1.48240895e+04
5.89159971e+02 1.47538966e+04
5.89163266e+02 1.45173373e+04
5.89166561e+02 1.41122016e+04
5.89169856e+02 1.37030178e+04
5.89173152e+02 1.48540124e+04
5.89176447e+02 1.59115774e+04
5.89179742e+02 1.62850133e+04
5.89183037e+02 1.60105592e+04
5.89186332e+02 1.68904044e+04
5.89189627e+02 1.71983266e+04
5.89192922e+02 1.70942539e+04
5.89196217e+02 1.73744077e+04
5.89199513e+02 1.75280791e+04
5.89202808e+02 1.74883265e+04
5.89206103e+02 1.76907386e+04
5.89209398e+02 1.78348459e+04
5.89212693e+02 1.71938657e+04
5.89215988e+02 1.65768120e+04
5.89219283e+02 1.62891892e+04
5.89222578e+02 1.63038227e+04
5.89225873e+02 1.67489645e+04
5.89229169e+02 1.75812551e+04
5.89232464e+02 1.84359830e+04
5.89235759e+02 1.82366278e+04
5.89239054e+02 1.84802774e+04
5.89242349e+02 1.92773820e+04
5.89245644e+02 1.88990244e+04
5.89248939e+02 1.96440114e+04
5.89252234e+02 1.90581317e+04
5.89255530e+02 1.91488513e+04
5.89258825e+02 1.93804337e+04
5.89262120e+02 1.94412016e+04
5.89265415e+02 1.92843427e+04
5.89268710e+02 1.94931265e+04
5.89272005e+02 1.85830728e+04
5.89275300e+02 1.81799159e+04
5.89278595e+02 1.81333119e+04
5.89281890e+02 1.87337235e+04
5.89285186e+02 1.87512873e+04
5.89288481e+02 1.89077955e+04
5.89291776e+02 1.89907334e+04
5.89295071e+02 1.91300920e+04
5.89298366e+02 1.92680359e+04
5.89301661e+02 1.91569859e+04
5.89304956e+02 1.81698591e+04
5.89308251e+02 1.80455593e+04
5.89311547e+02 1.76159295e+04
5.89314842e+02 1.75939745e+04
5.89318137e+02 1.69949708e+04
5.89321432e+02 1.58962340e+04
5.89324727e+02 1.45418050e+04
5.89328022e+02 1.40820497e+04
5.89331317e+02 1.59262112e+04
5.89334612e+02 1.75523776e+04
5.89337907e+02 1.86917708e+04
5.89341203e+02 1.91496753e+04
5.89344498e+02 1.91217963e+04
5.89347793e+02 1.94176712e+04
5.89351088e+02 1.93683605e+04
5.89354383e+02 1.98987615e+04
5.89357678e+02 1.96593116e+04
