Wavelength(nm) Intensity
5.89097364e+02 4.56893954e+03
5.89100659e+02 7.51337085e+03
5.89103954e+02 1.09181096e+04
5.89107249e+02 1.33647153e+04
5.89110544e+02 1.31761150e+04
5.89113839e+02 1.18022121e+04
5.89117135e+02 1.16967124e+04
5.89120430e+02 1.12594181e+04
5.89123725e+02 1.10737471e+04
5.89127020e+02 1.22699308e+04
5.89130315e+02 1.37586045e+04
5.89133610e+02 1.54310936e+04
5.89136905e+02 1.59923620e+04
5.89140200e+02 1.61147272e+04
5.89143496e+02 1.69323306e+04
5.89146791e+02 1.68473558e+04
5.89150086e+02 1.72094462e+04
5.89153381e+02 1.77492295e+04
5.89156676e+02 1.84757291e+04
5.89159971e+02 1.87231894e+04
5.89163266e+02 1.75830420e+04
5.89166561e+02 1.73052703e+04
5.89169856e+02 1.73134445e+04
5.89173152e+02 1.76651310e+04
5.89176447e+02 1.95835474e+04
5.89179742e+02 1.97901309e+04
5.89183037e+02 1.97103678e+04
5.89186332e+02 1.97580344e+04
5.89189627e+02 2.07436415e+04
5.89192922e+02 2.08756116e+04
5.89196217e+02 2.09826041e+04
5.89199513e+02 2.11920913e+04
5.89202808e+02 2.13905409e+04
5.89206103e+02 2.15295544e+04
5.89209398e+02 2.16958478e+04
5.89212693e+02 2.07343643e+04
5.89215988e+02 1.99609309e+04
5.89219283e+02 1.92799884e+04
5.89222578e+02 1.96400954e+04
5.89225873e+02 2.10439277e+04
5.89229169e+02 2.12556993e+04
5.89232464e+02 2.18540914e+04
5.89235759e+02 2.29162054e+04
5.89239054e+02 2.28154743e+04
5.89242349e+02 2.27644841e+04
5.89245644e+02 2.27765205e+04
5.89248939e+02 2.34050778e+04
5.89252234e+02 2.34046993e+04
5.89255530e+02 2.31511104e+04
5.89258825e+02 2.36945131e+04
5.89262120e+02 2.39222346e+04
5.89265415e+02 2.34084730e+04
5.89268710e+02 2.29298407e+04
5.89272005e+02 2.23484031e+04
5.89275300e+02 2.16202969e+04
5.89278595e+02 2.15163206e+04
5.89281890e+02 2.25605629e+04
5.89285186e+02 2.22876877e+04
5.89288481e+02 2.28111907e+04
5.89291776e+02 2.32280901e+04
5.89295071e+02 2.28799228e+04
5.89298366e+02 2.24857312e+04
5.89301661e+02 2.20628001e+04
5.89304956e+02 2.25442759e+04
5.89308251e+02 2.19379410e+04
5.89311547e+02 2.14332421e+04
5.89314842e+02 2.15163128e+04
5.89318137e+02 2.14937566e+04
5.89321432e+02 1.96974805e+04
5.89324727e+02 1.81752618e+04
5.89328022e+02 1.84110942e+04
5.89331317e+02 1.98090166e+04
5.89334612e+02 2.15350362e+04
5.89337907e+02 2.26534180e+04
5.89341203e+02 2.22955464e+04
5.89344498e+02 2.34506248e+04
5.89347793e+02 2.31909610e+04
5.89351088e+02 2.32395241e+04
5.89354383e+02 2.38406264e+04
5.89357678e+02 2.38509569e+04
5.89360973e+02 2.27073306e+04
5.89364268e+02 2.20351545e+04
5.89367564e+02 2.20161651e+04
5.89370859e+02 2.10455055e+04
5.89374154e+02 1.99175543e+04
5.89377449e+02 1.97463440e+04
5.89380744e+02 1.79081948e+04
5.89384039e+02 1.60620679e+04
5.89387334e+02 1.44206277e+04
5.89390629e+02 1.38480746e+04
5.89393924e+02 1.43804573e+04
5.89397220e+02 1.55158465e+04
5.89400515e+02 1.70398196e+04
5.89403810e+02 1.87105522e+04
5.89407105e+02 2.08510872e+04
5.89410400e+02 2.17434686e+04
5.89413695e+02 2.27905646e+04
5.89416990e+02 2.23345680e+04
5.89420285e+02 2.25799105e+04
5.89423581e+02 2.20463943e+04
5.89426876e+02 2.21495350e+04
5.89430171e+02 2.24058546e+04
5.89433466e+02 2.26916285e+04
5.89436761e+02 2.28242730e+04
5.89440056e+02 2.30362293e+04
5.89443351e+02 2.23641447e+04
5.89446646e+02 2.23257868e+04
5.89449941e+02 2.16818526e+04
5.89453237e+02 2.21345915e+04
5.89456532e+02 2.23440876e+04
5.89459827e+02 2.17644122e+04
5.89463122e+02 2.09625879e+04
5.89466417e+02 2.04910467e+04
5.89469712e+02 2.12165417e+04
5.89473007e+02 2.20633452e+04
5.89476302e+02 2.37113160e+04
5.89479598e+02 2.33925194e+04
5.89482893e+02 2.38378707e+04
5.89486188e+02 2.35607589e+04
5.89489483e+02 2.40027510e+04
5.89492778e+02 2.44861291e+04
5.89496073e+02 2.42780198e+04
5.89499368e+02 2.37001877e+04
5.89502663e+02 2.31296309e+04
5.89505959e+02 2.21072050e+04
5.89509254e+02 2.09199961e+04
5.89512549e+02 2.05411139e+04
5.89515844e+02 2.13601202e+04
5.89519139e+02 2.20827139e+04
5.89522434e+02 2.26620541e+04
5.89525729e+02 2.25777998e+04
5.89529024e+02 2.25136549e+04
5.89532319e+02 2.33856129e+04
5.89535615e+02 2.27925099e+04
5.89538910e+02 2.24969803e+04
5.89542205e+02 2.24789514e+04
5.89545500e+02 2.25684073e+04
5.89548795e+02 2.21758312e+04
5.89552090e+02 2.22014615e+04
5.89555385e+02 2.24213239e+04
5.89558680e+02 2.25067199e+04
5.89561976e+02 2.30322509e+04
5.89565271e+02 2.26383739e+04
5.89568566e+02 2.30789389e+04
5.89571861e+02 2.26567776e+04
5.89575156e+02 2.28940314e+04
5.89578451e+02 2.25042707e+04
5.89581746e+02 2.20424346e+04
5.89585041e+02 2.18634011e+04
5.89588336e+02 2.18695494e+04
5.89591632e+02 2.12608057e+04
5.89594927e+02 2.05353556e+04
5.89598222e+02 2.02930817e+04
5.89601517e+02 1.99987115e+04
5.89604812e+02 2.07290269e+04
5.89608107e+02 2.13271030e+04
5.89611402e+02 2.13992322e+04
5.89614697e+02 2.07612995e+04
5.89617993e+02 2.02645573e+04
5.89621288e+02 2.02068311e+04
5.89624583e+02 1.99993536e+04
5.89627878e+02 1.98174545e+04
5.89631173e+02 2.08159886e+04
5.89634468e+02 2.04581032e+04
5.89637763e+02 2.00718673e+04
5.89641058e+02 1.99857515e+04
5.89644353e+02 1.91380887e+04
5.89647649e+02 1.91111787e+04
5.89650944e+02 1.82348214e+04
5.89654239e+02 1.78095490e+04
5.89657534e+02 1.64545039e+04
5.89660829e+02 1.63198685e+04
5.89664124e+02 1.58653135e+04
5.89667419e+02 1.46295241e+04
5.89670714e+02 1.42368847e+04
5.89674010e+02 1.26104798e+04
5.89677305e+02 1.11231101e+04
5.89680600e+02 9.57060376e+03
5.89683895e+02 6.87080076e+03
5.89687190e+02 4.46563668e+03
5.89690485e+02 2.40900319e+03
5.89693780e+02 2.41642442e+03
5.89697075e+02 3.67664563e+03
5.89700370e+02 6.14509974e+03
5.89703666e+02 8.96419301e+03
5.89706961e+02 1.04869457e+04
5.89710256e+02 1.06422685e+04
5.89713551e+02 1.08879418e+04
5.89716846e+02 1.13372373e+04
5.89720141e+02 1.26840645e+04
5.89723436e+02 1.39859578e+04
5.89726731e+02 1.47029738e+04
