Wavelength(nm) Intensity
5.89097364e+02 2.20065957e+03
5.89100659e+02 4.47879825e+03
5.89103954e+02 7.15101809e+03
5.89107249e+02 8.08568758e+03
5.89110544e+02 7.81111134e+03
5.89113839e+02 6.58953757e+03
5.89117135e+02 6.07908499e+03
5.89120430e+02 5.73352417e+03
5.89123725e+02 5.89063851e+03
5.89127020e+02 6.70535682e+03
5.89130315e+02 8.58823002e+03
5.89133610e+02 9.46746470e+03
5.89136905e+02 1.01447195e+04
5.89140200e+02 1.06296264e+04
5.89143496e+02 1.04489366e+04
5.89146791e+02 1.09459248e+04
5.89150086e+02 1.11587964e+04
5.89153381e+02 1.13297455e+04
5.89156676e+02 1.13464601e+04
5.89159971e+02 1.14231735e+04
5.89163266e+02 1.06506654e+04
5.89166561e+02 9.76164355e+03
5.89169856e+02 1.01154481e+04
5.89173152e+02 1.09370877e+04
5.89176447e+02 1.20211517e+04
5.89179742e+02 1.28385344e+04
5.89183037e+02 1.29087571e+04
5.89186332e+02 1.27747672e+04
5.89189627e+02 1.31148696e+04
5.89192922e+02 1.37341030e+04
5.89196217e+02 1.42464936e+04
5.89199513e+02 1.39310257e+04
5.89202808e+02 1.45530804e+04
5.89206103e+02 1.43327561e+04
5.89209398e+02 1.40159775e+04
5.89212693e+02 1.37250880e+04
5.89215988e+02 1.33522958e+04
5.89219283e+02 1.33431139e+04
5.89222578e+02 1.33694783e+04
5.89225873e+02 1.39629521e+04
5.89229169e+02 1.43003834e+04
5.89232464e+02 1.45548734e+04
5.89235759e+02 1.50423698e+04
5.89239054e+02 1.51531731e+04
5.89242349e+02 1.49520392e+04
5.89245644e+02 1.57254136e+04
5.89248939e+02 1.49768410e+04
5.89252234e+02 1.52027809e+04
5.89255530e+02 1.55326153e+04
5.89258825e+02 1.52951061e+04
5.89262120e+02 1.52735553e+04
5.89265415e+02 1.53446368e+04
5.89268710e+02 1.45458778e+04
5.89272005e+02 1.48201734e+04
5.89275300e+02 1.42900757e+04
5.89278595e+02 1.44547170e+04
5.89281890e+02 1.46670928e+04
5.89285186e+02 1.47704622e+04
5.89288481e+02 1.52524237e+04
5.89291776e+02 1.51427619e+04
5.89295071e+02 1.49938373e+04
5.89298366e+02 1.54180630e+04
5.89301661e+02 1.47689449e+04
5.89304956e+02 1.43382739e+04
5.89308251e+02 1.34606748e+04
5.89311547e+02 1.30414736e+04
5.89314842e+02 1.30945436e+04
5.89318137e+02 1.24947182e+04
5.89321432e+02 1.13168909e+04
5.89324727e+02 1.01986114e+04
5.89328022e+02 1.02776486e+04
5.89331317e+02 1.18126965e+04
5.89334612e+02 1.32260267e+04
5.89337907e+02 1.47085801e+04
5.89341203e+02 1.52698968e+04
5.89344498e+02 1.49337006e+04
5.89347793e+02 1.53561231e+04
5.89351088e+02 1.55940988e+04
5.89354383e+02 1.57274503e+04
5.89357678e+02 1.52691914e+04
5.89360973e+02 1.54628566e+04
5.89364268e+02 1.50070201e+04
5.89367564e+02 1.44636682e+04
5.89370859e+02 1.29312002e+04
5.89374154e+02 1.26085829e+04
5.89377449e+02 1.22619740e+04
5.89380744e+02 1.12352795e+04
5.89384039e+02 9.75120484e+03
5.89387334e+02 8.55699048e+03
5.89390629e+02 8.29780378e+03
5.89393924e+02 8.57410314e+03
5.89397220e+02 9.03034625e+03
5.89400515e+02 1.03746182e+04
5.89403810e+02 1.18196146e+04
5.89407105e+02 1.32470137e+04
5.89410400e+02 1.42312095e+04
5.89413695e+02 1.48436818e+04
5.89416990e+02 1.49547393e+04
5.89420285e+02 1.48639642e+04
5.89423581e+02 1.50390018e+04
5.89426876e+02 1.49026324e+04
5.89430171e+02 1.51262815e+04
5.89433466e+02 1.55356510e+04
5.89436761e+02 1.55337870e+04
5.89440056e+02 1.53022435e+04
5.89443351e+02 1.60463210e+04
5.89446646e+02 1.57353567e+04
5.89449941e+02 1.54604821e+04
5.89453237e+02 1.51678247e+04
5.89456532e+02 1.45115780e+04
5.89459827e+02 1.38823393e+04
5.89463122e+02 1.30768903e+04
5.89466417e+02 1.32367482e+04
5.89469712e+02 1.37834549e+04
5.89473007e+02 1.49690466e+04
5.89476302e+02 1.54733395e+04
5.89479598e+02 1.56361606e+04
5.89482893e+02 1.59781911e+04
5.89486188e+02 1.59060742e+04
5.89489483e+02 1.58044224e+04
5.89492778e+02 1.58699774e+04
5.89496073e+02 1.56784723e+04
5.89499368e+02 1.56163536e+04
5.89502663e+02 1.50012453e+04
5.89505959e+02 1.42471402e+04
5.89509254e+02 1.34442343e+04
5.89512549e+02 1.28879246e+04
5.89515844e+02 1.36834255e+04
5.89519139e+02 1.47597336e+04
5.89522434e+02 1.51057858e+04
5.89525729e+02 1.53413133e+04
5.89529024e+02 1.53455765e+04
5.89532319e+02 1.54831323e+04
5.89535615e+02 1.58324908e+04
5.89538910e+02 1.57701615e+04
5.89542205e+02 1.57561634e+04
5.89545500e+02 1.59102615e+04
5.89548795e+02 1.56106882e+04
5.89552090e+02 1.54208379e+04
5.89555385e+02 1.58450032e+04
5.89558680e+02 1.59041575e+04
5.89561976e+02 1.56442549e+04
5.89565271e+02 1.54966600e+04
5.89568566e+02 1.58437996e+04
5.89571861e+02 1.54762192e+04
5.89575156e+02 1.59393246e+04
5.89578451e+02 1.53461283e+04
5.89581746e+02 1.52432429e+04
5.89585041e+02 1.53230801e+04
5.89588336e+02 1.49097090e+04
5.89591632e+02 1.45342747e+04
5.89594927e+02 1.41473082e+04
5.89598222e+02 1.37525444e+04
5.89601517e+02 1.38879665e+04
5.89604812e+02 1.38101455e+04
5.89608107e+02 1.44786799e+04
5.89611402e+02 1.48222132e+04
5.89614697e+02 1.45708892e+04
5.89617993e+02 1.41411578e+04
5.89621288e+02 1.46457684e+04
5.89624583e+02 1.45669536e+04
5.89627878e+02 1.44218911e+04
5.89631173e+02 1.43541741e+04
5.89634468e+02 1.42357754e+04
5.89637763e+02 1.43986650e+04
5.89641058e+02 1.41132353e+04
5.89644353e+02 1.32176868e+04
5.89647649e+02 1.28057126e+04
5.89650944e+02 1.23663007e+04
5.89654239e+02 1.13264706e+04
5.89657534e+02 1.06370410e+04
5.89660829e+02 1.05325901e+04
5.89664124e+02 1.01633258e+04
5.89667419e+02 9.25831326e+03
5.89670714e+02 8.60483465e+03
5.89674010e+02 8.21289406e+03
5.89677305e+02 7.03088142e+03
5.89680600e+02 6.02447298e+03
5.89683895e+02 4.54065807e+03
5.89687190e+02 3.09158027e+03
5.89690485e+02 1.86942711e+03
5.89693780e+02 2.03410314e+03
5.89697075e+02 3.02012535e+03
5.89700370e+02 5.33426727e+03
5.89703666e+02 7.24469723e+03
5.89706961e+02 8.15425633e+03
5.89710256e+02 8.06995714e+03
5.89713551e+02 8.77940713e+03
5.89716846e+02 9.30237889e+03
5.89720141e+02 9.73937582e+03
5.89723436e+02 1.07055153e+04
5.89726731e+02 1.11053195e+04
5.89730027e+02 1.15858595e+04
5.89733322e+02 1.21040520e+04
5.89736617e+02 1.25008858e+04
5.89739912e+02 1.26769459e+04
5.89743207e+02 1.31879757e+04
5.89746502e+02 1.30301460e+04
5.89749797e+02 1.34884907e+04
5.89753092e+02 1.37730554e+04
5.89756387e+02 1.41907194e+04
5.89759683e+02 1.44085740e+04
5.89762978e+02 1.46542325e+04
5.89766273e+02 1.49993784e+04
5.89769568e+02 1.47707307e+04
5.89772863e+02 1.46900649e+04
5.89776158e+02 1.50920640e+04
5.89779453e+02 1.49029059e+04
5.89782748e+02 1.49114572e+04
5.89786044e+02 1.54574644e+04
5.89789339e+02 1.51175490e+04
5.89792634e+02 1.49888457e+04
5.89795929e+02 1.45210264e+04
5.89799224e+02 1.40578508e+04
5.89802519e+02 1.32067532e+04
5.89805814e+02 1.25812082e+04
5.89809109e+02 1.21923158e+04
5.89812404e+02 1.25958175e+04
5.89815700e+02 1.32678923e+04
5.89818995e+02 1.37014352e+04
5.89822290e+02 1.37818270e+04
5.89825585e+02 1.40534298e+04
5.89828880e+02 1.46169554e+04
5.89832175e+02 1.43753237e+04
5.89835470e+02 1.40862566e+04
5.89838765e+02 1.31037833e+04
5.89842061e+02 1.24036352e+04
5.89845356e+02 1.19158677e+04
5.89848651e+02 1.25915531e+04
5.89851946e+02 1.37366349e+04
5.89855241e+02 1.46566889e+04
5.89858536e+02 1.51340742e+04
5.89861831e+02 1.52557956e+04
5.89865126e+02 1.49149340e+04
5.89868421e+02 1.52251697e+04
5.89871717e+02 1.53076273e+04
5.89875012e+02 1.49744864e+04
5.89878307e+02 1.54033228e+04
5.89881602e+02 1.56853794e+04
5.89884897e+02 1.55378984e+04
5.89888192e+02 1.59641590e+04
5.89891487e+02 1.59110190e+04
5.89894782e+02 1.56885501e+04
5.89898078e+02 1.56071537e+04
5.89901373e+02 1.52752890e+04
5.89904668e+02 1.44991191e+04
5.89907963e+02 1.39992632e+04
5.89911258e+02 1.40038351e+04
5.89914553e+02 1.44490118e+04
5.89917848e+02 1.42112636e+04
5.89921143e+02 1.45533536e+04
5.89924438e+02 1.46441459e+04
5.89927734e+02 1.47889677e+04
5.89931029e+02 1.46583251e+04
5.89934324e+02 1.50906714e+04
5.89937619e+02 1.47640591e+04
5.89940914e+02 1.49650072e+04
5.89944209e+02 1.57278688e+04
5.89947504e+02 1.52394507e+04
5.89950799e+02 1.52461734e+04
5.89954095e+02 1.51295652e+04
5.89957390e+02 1.48167817e+04
5.89960685e+02 1.50188316e+04
5.89963980e+02 1.52302340e+04
5.89967275e+02 1.44492548e+04
5.89970570e+02 1.30341727e+04
5.89973865e+02 1.11543613e+04
5.89977160e+02 1.05524432e+04
5.89980455e+02 1.11164600e+04
5.89983751e+02 1.30489863e+04
5.89987046e+02 1.41088215e+04
5.89990341e+02 1.51243301e+04
5.89993636e+02 1.51633149e+04
5.89996931e+02 1.53192983e+04
5.90000226e+02 1.52532148e+04
5.90003521e+02 1.53049055e+04
5.90006816e+02 1.52848147e+04
5.90010112e+02 1.51064763e+04
5.90013407e+02 1.56822793e+04
5.90016702e+02 1.60218373e+04
5.90019997e+02 1.54192438e+04
5.90023292e+02 1.45421740e+04
5.90026587e+02 1.34974543e+04
5.90029882e+02 1.27022155e+04
5.90033177e+02 1.24270603e+04
5.90036472e+02 1.28984843e+04
5.90039768e+02 1.32413358e+04
5.90043063e+02 1.41134127e+04
5.90046358e+02 1.41602035e+04
5.90049653e+02 1.36954416e+04
5.90052948e+02 1.31823224e+04
5.90056243e+02 1.22217076e+04
5.90059538e+02 1.17700573e+04
5.90062833e+02 1.18569274e+04
5.90066129e+02 1.25330058e+04
5.90069424e+02 1.37400868e+04
5.90072719e+02 1.48342805e+04
5.90076014e+02 1.54367241e+04
5.90079309e+02 1.56879380e+04
5.90082604e+02 1.56739777e+04
5.90085899e+02 1.58467413e+04
5.90089194e+02 1.59218971e+04
5.90092489e+02 1.60557968e+04
5.90095785e+02 1.60822691e+04
5.90099080e+02 1.61182189e+04
5.90102375e+02 1.62463971e+04
5.90105670e+02 1.62717223e+04
5.90108965e+02 1.62645650e+04
5.90112260e+02 1.60479855e+04
5.90115555e+02 1.61771461e+04
5.90118850e+02 1.63240480e+04
5.90122146e+02 1.59389906e+04
5.90125441e+02 1.65519526e+04
5.90128736e+02 1.61417914e+04
5.90132031e+02 1.59038864e+04
5.90135326e+02 1.60561220e+04
5.90138621e+02 1.55208299e+04
5.90141916e+02 1.47492081e+04
5.90145211e+02 1.41363948e+04
5.90148506e+02 1.29919800e+04
5.90151802e+02 1.15619628e+04
5.90155097e+02 1.10560088e+04
5.90158392e+02 1.04178520e+04
5.90161687e+02 1.00735005e+04
5.90164982e+02 9.63943730e+03
5.90168277e+02 1.01599042e+04
