Wavelength(nm) Intensity
5.89097364e+02 3.28222081e+03
5.89100659e+02 5.45256518e+03
5.89103954e+02 8.84198778e+03
5.89107249e+02 1.12042227e+04
5.89110544e+02 1.02514663e+04
5.89113839e+02 8.59878283e+03
5.89117135e+02 8.34581195e+03
5.89120430e+02 8.10799211e+03
5.89123725e+02 7.97706166e+03
5.89127020e+02 9.11104757e+03
5.89130315e+02 1.11087662e+04
5.89133610e+02 1.17177836e+04
5.89136905e+02 1.31547910e+04
5.89140200e+02 1.32689629e+04
5.89143496e+02 1.32305742e+04
5.89146791e+02 1.38175969e+04
5.89150086e+02 1.39046725e+04
5.89153381e+02 1.44194548e+04
5.89156676e+02 1.50343601e+04
5.89159971e+02 1.47537369e+04
5.89163266e+02 1.41233498e+04
5.89166561e+02 1.38118617e+04
5.89169856e+02 1.38050987e+04
5.89173152e+02 1.48181156e+04
5.89176447e+02 1.54363136e+04
5.89179742e+02 1.62137924e+04
5.89183037e+02 1.65038815e+04
5.89186332e+02 1.64317967e+04
5.89189627e+02 1.65751514e+04
5.89192922e+02 1.72275181e+04
5.89196217e+02 1.77621412e+04
5.89199513e+02 1.75254058e+04
5.89202808e+02 1.80688796e+04
5.89206103e+02 1.80618352e+04
5.89209398e+02 1.82157360e+04
5.89212693e+02 1.71665252e+04
5.89215988e+02 1.66754231e+04
5.89219283e+02 1.63614291e+04
5.89222578e+02 1.69764111e+04
5.89225873e+02 1.74625815e+04
5.89229169e+02 1.73733749e+04
5.89232464e+02 1.84280186e+04
5.89235759e+02 1.81553283e+04
5.89239054e+02 1.86604710e+04
5.89242349e+02 1.88839896e+04
5.89245644e+02 1.88934077e+04
5.89248939e+02 1.95084264e+04
5.89252234e+02 1.92024126e+04
5.89255530e+02 1.91575695e+04
5.89258825e+02 1.97154772e+04
5.89262120e+02 1.95312979e+04
5.89265415e+02 1.91892789e+04
5.89268710e+02 1.91534339e+04
5.89272005e+02 1.84712572e+04
5.89275300e+02 1.82003254e+04
5.89278595e+02 1.82569325e+04
5.89281890e+02 1.86004268e+04
5.89285186e+02 1.87999159e+04
5.89288481e+02 1.87838678e+04
5.89291776e+02 1.90242941e+04
5.89295071e+02 1.89156905e+04
5.89298366e+02 1.88489846e+04
5.89301661e+02 1.86248861e+04
5.89304956e+02 1.82699603e+04
5.89308251e+02 1.76442710e+04
5.89311547e+02 1.74174679e+04
5.89314842e+02 1.69649888e+04
5.89318137e+02 1.66135531e+04
5.89321432e+02 1.54298129e+04
5.89324727e+02 1.41751067e+04
5.89328022e+02 1.38789970e+04
5.89331317e+02 1.55090870e+04
5.89334612e+02 1.78046425e+04
5.89337907e+02 1.87235038e+04
5.89341203e+02 1.86834951e+04
5.89344498e+02 1.89030750e+04
5.89347793e+02 1.90759500e+04
5.89351088e+02 1.93091915e+04
5.89354383e+02 1.91003022e+04
5.89357678e+02 1.96807448e+04
5.89360973e+02 1.90080014e+04
5.89364268e+02 1.87104602e+04
5.89367564e+02 1.79550753e+04
5.89370859e+02 1.68339336e+04
5.89374154e+02 1.60098290e+04
5.89377449e+02 1.53073675e+04
5.89380744e+02 1.46957606e+04
5.89384039e+02 1.29738215e+04
5.89387334e+02 1.12435898e+04
5.89390629e+02 1.09687012e+04
5.89393924e+02 1.12163840e+04
5.89397220e+02 1.19203733e+04
5.89400515e+02 1.36387450e+04
5.89403810e+02 1.54501703e+04
5.89407105e+02 1.69084579e+04
5.89410400e+02 1.83885373e+04
5.89413695e+02 1.91614725e+04
5.89416990e+02 1.91982848e+04
5.89420285e+02 1.81489943e+04
5.89423581e+02 1.87090365e+04
5.89426876e+02 1.90792455e+04
5.89430171e+02 1.92152521e+04
5.89433466e+02 1.92997461e+04
5.89436761e+02 1.93178766e+04
5.89440056e+02 1.93090210e+04
5.89443351e+02 1.88712088e+04
5.89446646e+02 1.85203034e+04
5.89449941e+02 1.88414632e+04
5.89453237e+02 1.92600222e+04
5.89456532e+02 1.83645211e+04
5.89459827e+02 1.80167555e+04
5.89463122e+02 1.73139045e+04
5.89466417e+02 1.71414391e+04
5.89469712e+02 1.76501428e+04
5.89473007e+02 1.89955729e+04
5.89476302e+02 1.95178600e+04
5.89479598e+02 1.92456503e+04
5.89482893e+02 2.03754798e+04
5.89486188e+02 2.04267572e+04
5.89489483e+02 1.98390660e+04
5.89492778e+02 1.96971870e+04
5.89496073e+02 1.98871037e+04
5.89499368e+02 2.01522904e+04
5.89502663e+02 1.91019822e+04
5.89505959e+02 1.82048548e+04
5.89509254e+02 1.76262411e+04
5.89512549e+02 1.73513789e+04
5.89515844e+02 1.76803396e+04
5.89519139e+02 1.85700088e+04
5.89522434e+02 1.91139767e+04
5.89525729e+02 1.90547672e+04
5.89529024e+02 1.92216435e+04
5.89532319e+02 1.91287011e+04
5.89535615e+02 1.92532882e+04
5.89538910e+02 1.92213944e+04
5.89542205e+02 1.93047300e+04
5.89545500e+02 1.92149373e+04
5.89548795e+02 1.94753607e+04
5.89552090e+02 1.92321698e+04
5.89555385e+02 1.98108748e+04
5.89558680e+02 1.94411210e+04
5.89561976e+02 1.98541529e+04
5.89565271e+02 1.95037865e+04
5.89568566e+02 1.91812925e+04
5.89571861e+02 1.93849091e+04
5.89575156e+02 1.92929489e+04
5.89578451e+02 1.93574955e+04
5.89581746e+02 1.92893259e+04
5.89585041e+02 1.89352104e+04
5.89588336e+02 1.84025615e+04
5.89591632e+02 1.84573904e+04
5.89594927e+02 1.78090515e+04
5.89598222e+02 1.72355766e+04
5.89601517e+02 1.75112827e+04
5.89604812e+02 1.76894061e+04
5.89608107e+02 1.79718030e+04
5.89611402e+02 1.83839472e+04
5.89614697e+02 1.82849972e+04
5.89617993e+02 1.75421948e+04
5.89621288e+02 1.79877714e+04
5.89624583e+02 1.80052742e+04
5.89627878e+02 1.80020772e+04
5.89631173e+02 1.79532507e+04
5.89634468e+02 1.72401440e+04
5.89637763e+02 1.69065214e+04
5.89641058e+02 1.66747778e+04
5.89644353e+02 1.63319654e+04
5.89647649e+02 1.59570491e+04
5.89650944e+02 1.52072507e+04
5.89654239e+02 1.44651424e+04
5.89657534e+02 1.37003452e+04
5.89660829e+02 1.35146256e+04
5.89664124e+02 1.34000662e+04
5.89667419e+02 1.20213540e+04
5.89670714e+02 1.15457555e+04
5.89674010e+02 1.05913425e+04
5.89677305e+02 9.07321468e+03
5.89680600e+02 7.18181169e+03
5.89683895e+02 5.73537103e+03
5.89687190e+02 3.48709119e+03
5.89690485e+02 2.42773035e+03
5.89693780e+02 2.36503938e+03
5.89697075e+02 3.20696245e+03
5.89700370e+02 5.80172813e+03
5.89703666e+02 8.81383030e+03
5.89706961e+02 1.01521381e+04
5.89710256e+02 9.61048103e+03
5.89713551e+02 1.02399642e+04
5.89716846e+02 1.12136320e+04
5.89720141e+02 1.17545019e+04
5.89723436e+02 1.30965201e+04
5.89726731e+02 1.34163010e+04
5.89730027e+02 1.41586772e+04
5.89733322e+02 1.47903902e+04
5.89736617e+02 1.49319361e+04
5.89739912e+02 1.50960032e+04
5.89743207e+02 1.55483459e+04
5.89746502e+02 1.59005811e+04
5.89749797e+02 1.63302511e+04
5.89753092e+02 1.65112460e+04
5.89756387e+02 1.69419916e+04
5.89759683e+02 1.71637561e+04
5.89762978e+02 1.76656321e+04
5.89766273e+02 1.78772296e+04
5.89769568e+02 1.82289252e+04
5.89772863e+02 1.86246832e+04
5.89776158e+02 1.84859073e+04
5.89779453e+02 1.87322469e+04
5.89782748e+02 1.84545966e+04
5.89786044e+02 1.88985281e+04
5.89789339e+02 1.86727599e+04
5.89792634e+02 1.84311425e+04
5.89795929e+02 1.84938873e+04
5.89799224e+02 1.81826946e+04
