TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,2.2000e+27,3.0000e+25,1.5500e+27,7.0000e+25,2.6863e+32,1.6672e+32,136
0,1,0.0500,0.1000,5.8500e+27,1.1600e+27,3.0900e+27,5.0000e+26,1.9019e+32,1.0185e+32,136
0,2,0.1000,0.2000,1.4720e+28,1.0740e+28,7.4500e+27,6.5500e+27,2.5746e+32,1.2271e+32,136
0,3,0.2000,0.3500,1.7320e+28,3.9310e+28,8.4400e+27,2.1640e+28,1.6147e+32,7.0620e+31,136
0,4,0.3500,0.5500,9.9000e+27,7.5650e+28,5.8300e+27,5.1930e+28,5.5528e+31,3.1244e+31,136
0,5,0.5500,1.0100,4.5000e+27,2.0027e+29,3.8000e+27,1.9141e+29,1.5902e+31,1.4003e+31,136
1,0,0.0000,0.0500,2.5100e+27,1.5000e+26,1.7200e+27,7.0000e+25,2.6886e+32,1.6682e+32,136
1,1,0.0500,0.1000,6.0300e+27,9.6000e+26,3.1400e+27,6.0000e+26,1.9204e+32,1.0165e+32,136
1,2,0.1000,0.2000,1.6150e+28,1.1170e+28,7.5600e+27,6.2200e+27,2.5641e+32,1.2291e+32,136
1,3,0.2000,0.3500,1.7990e+28,3.6340e+28,7.3100e+27,2.1350e+28,1.6015e+32,7.0279e+31,136
1,4,0.3500,0.5500,9.9000e+27,7.1230e+28,5.3900e+27,5.4000e+28,5.4720e+31,3.1601e+31,136
1,5,0.5500,1.0100,4.6800e+27,1.9484e+29,4.3100e+27,1.9593e+29,1.6068e+31,1.4154e+31,136
2,0,0.0000,0.0500,2.7800e+27,8.0000e+25,1.6900e+27,3.0000e+25,2.6914e+32,1.6693e+32,136
2,1,0.0500,0.1000,5.6200e+27,1.0500e+27,3.1600e+27,6.4000e+26,1.9379e+32,1.0098e+32,136
2,2,0.1000,0.2000,1.6330e+28,1.1580e+28,7.3900e+27,5.9700e+27,2.5592e+32,1.2300e+32,136
2,3,0.2000,0.3500,1.7930e+28,3.6360e+28,7.9700e+27,2.0700e+28,1.5770e+32,7.0551e+31,136
2,4,0.3500,0.5500,9.6900e+27,6.8310e+28,5.9000e+27,5.1200e+28,5.4662e+31,3.1674e+31,136
2,5,0.5500,1.0100,4.6600e+27,1.9310e+29,4.2000e+27,1.8615e+29,1.5917e+31,1.4265e+31,136
3,0,0.0000,0.0500,2.7200e+27,9.0000e+25,1.5800e+27,5.0000e+25,2.7356e+32,1.6730e+32,137
3,1,0.0500,0.1000,6.0300e+27,1.1100e+27,2.7500e+27,8.5000e+26,1.9515e+32,1.0268e+32,137
3,2,0.1000,0.2000,1.5550e+28,1.0920e+28,7.5800e+27,5.6100e+27,2.5624e+32,1.2362e+32,137
3,3,0.2000,0.3500,1.7390e+28,3.7730e+28,8.0700e+27,2.1380e+28,1.5722e+32,7.1098e+31,137
3,4,0.3500,0.5500,9.7700e+27,7.1600e+28,5.6200e+27,5.1110e+28,5.4857e+31,3.1889e+31,137
3,5,0.5500,1.0100,4.3400e+27,1.9339e+29,4.6000e+27,1.8913e+29,1.6069e+31,1.4464e+31,137
4,0,0.0000,0.0500,2.5100e+27,6.0000e+25,1.5000e+27,7.0000e+25,2.7206e+32,1.6457e+32,136
4,1,0.0500,0.1000,5.8700e+27,1.1400e+27,3.1800e+27,6.8000e+26,1.9475e+32,1.0352e+32,136
4,2,0.1000,0.2000,1.5920e+28,1.1050e+28,7.7400e+27,5.8100e+27,2.5413e+32,1.2259e+32,136
4,3,0.2000,0.3500,1.7090e+28,3.7650e+28,7.8100e+27,2.1180e+28,1.5454e+32,7.0240e+31,136
4,4,0.3500,0.5500,9.1800e+27,7.0760e+28,5.6700e+27,4.9320e+28,5.3741e+31,3.1866e+31,136
4,5,0.5500,1.0100,4.9100e+27,1.9373e+29,4.3100e+27,1.8171e+29,1.6040e+31,1.4419e+31,136
5,0,0.0000,0.0500,2.5000e+27,9.0000e+25,1.4600e+27,5.0000e+25,2.7257e+32,1.6406e+32,136
5,1,0.0500,0.1000,5.8300e+27,1.1000e+27,3.3200e+27,5.5000e+26,1.9628e+32,1.0412e+32,136
5,2,0.1000,0.2000,1.5510e+28,1.1300e+28,7.5200e+27,5.3800e+27,2.5314e+32,1.2242e+32,136
5,3,0.2000,0.3500,1.7050e+28,3.6920e+28,8.0700e+27,2.0860e+28,1.5270e+32,6.9955e+31,136
5,4,0.3500,0.5500,9.2200e+27,6.9560e+28,6.3400e+27,4.9830e+28,5.3531e+31,3.2057e+31,136
5,5,0.5500,1.0100,4.4700e+27,1.9655e+29,4.3200e+27,1.8702e+29,1.6161e+31,1.4466e+31,136
6,0,0.0000,0.0500,2.5600e+27,1.1000e+26,1.4400e+27,6.0000e+25,2.7815e+32,1.6537e+32,137
6,1,0.0500,0.1000,5.9300e+27,1.3000e+27,3.3200e+27,6.9000e+26,1.9596e+32,1.0435e+32,137
6,2,0.1000,0.2000,1.5710e+28,1.0550e+28,7.3100e+27,5.6400e+27,2.5350e+32,1.2306e+32,137
6,3,0.2000,0.3500,1.6690e+28,3.6370e+28,8.0300e+27,1.9710e+28,1.5267e+32,7.0855e+31,137
6,4,0.3500,0.5500,9.5000e+27,6.7920e+28,5.9500e+27,4.8190e+28,5.3891e+31,3.2458e+31,137
6,5,0.5500,1.0100,5.2900e+27,2.0224e+29,4.3700e+27,1.8633e+29,1.6318e+31,1.4723e+31,137
7,0,0.0000,0.0500,2.5700e+27,1.0000e+26,1.3500e+27,6.0000e+25,2.7760e+32,1.6423e+32,136
7,1,0.0500,0.1000,5.7900e+27,1.2500e+27,3.1200e+27,7.1000e+26,1.9514e+32,1.0322e+32,136
7,2,0.1000,0.2000,1.5240e+28,1.0870e+28,7.4400e+27,5.7400e+27,2.4946e+32,1.2179e+32,136
7,3,0.2000,0.3500,1.7040e+28,3.6190e+28,8.1100e+27,2.0670e+28,1.5104e+32,7.0738e+31,136
7,4,0.3500,0.5500,9.2100e+27,7.0070e+28,6.0900e+27,5.0520e+28,5.3345e+31,3.2327e+31,136
7,5,0.5500,1.0100,4.7900e+27,1.9589e+29,4.0300e+27,1.8779e+29,1.6148e+31,1.4595e+31,136
8,0,0.0000,0.0500,2.5400e+27,7.0000e+25,1.4700e+27,8.0000e+25,2.7985e+32,1.6556e+32,137
8,1,0.0500,0.1000,5.8500e+27,9.4000e+26,3.3400e+27,6.0000e+26,1.9863e+32,1.0396e+32,137
8,2,0.1000,0.2000,1.5100e+28,9.8600e+27,7.4900e+27,5.7600e+27,2.4879e+32,1.2214e+32,137
8,3,0.2000,0.3500,1.7110e+28,3.5690e+28,8.4500e+27,2.1900e+28,1.5220e+32,7.1697e+31,137
8,4,0.3500,0.5500,9.0900e+27,6.9060e+28,5.8400e+27,5.1540e+28,5.3022e+31,3.2609e+31,137
8,5,0.5500,1.0100,4.8300e+27,1.9445e+29,4.5100e+27,1.8366e+29,1.6329e+31,1.4774e+31,137
9,0,0.0000,0.0500,2.3500e+27,7.0000e+25,1.4100e+27,7.0000e+25,2.8084e+32,1.6532e+32,137
9,1,0.0500,0.1000,6.2000e+27,1.0600e+27,3.1000e+27,7.9000e+26,1.9851e+32,1.0424e+32,137
9,2,0.1000,0.2000,1.4750e+28,1.0740e+28,7.4400e+27,6.0000e+27,2.4777e+32,1.2189e+32,137
9,3,0.2000,0.3500,1.6890e+28,3.5450e+28,8.0200e+27,1.9740e+28,1.5163e+32,7.1793e+31,137
9,4,0.3500,0.5500,9.6300e+27,6.6880e+28,5.6800e+27,4.9360e+28,5.2969e+31,3.2578e+31,137
9,5,0.5500,1.0100,4.7700e+27,1.9586e+29,4.4600e+27,1.8680e+29,1.6246e+31,1.4906e+31,137
10,0,0.0000,0.0500,2.4200e+27,3.0000e+25,1.9300e+27,5.0000e+25,2.8293e+32,1.6465e+32,137
10,1,0.0500,0.1000,6.4900e+27,1.1600e+27,3.4200e+27,6.4000e+26,1.9941e+32,1.0500e+32,137
10,2,0.1000,0.2000,1.4770e+28,9.7800e+27,7.9600e+27,5.6000e+27,2.4468e+32,1.2159e+32,137
10,3,0.2000,0.3500,1.6520e+28,3.5210e+28,7.6500e+27,2.1220e+28,1.5109e+32,7.1562e+31,137
10,4,0.3500,0.5500,9.6600e+27,6.7720e+28,6.3700e+27,4.8310e+28,5.2766e+31,3.2853e+31,137
10,5,0.5500,1.0100,4.5900e+27,1.8997e+29,4.3500e+27,1.8605e+29,1.6285e+31,1.5029e+31,137
11,0,0.0000,0.0500,2.5600e+27,1.1000e+26,1.7100e+27,3.0000e+25,2.8319e+32,1.6369e+32,137
11,1,0.0500,0.1000,6.1000e+27,1.0500e+27,3.0300e+27,6.8000e+26,2.0342e+32,1.0553e+32,137
11,2,0.1000,0.2000,1.5020e+28,9.6100e+27,7.4500e+27,5.3100e+27,2.4027e+32,1.2153e+32,137
