TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.9840e+29,8.4650e+28,5.9926e+29,7.7000e+27,6.7900e+27,5.4490e+28,3.0160e+28,3.2716e+29,2.7210e+29,4.0700e+27,3.6300e+27,3.5500e+27,3.2400e+27,1.5640e+28,5.4100e+27,1.4600e+08,4.3290e+05,4.5404e+09,1.2394e-11,9.2453e+07,1.9958e+05,6.6625e+05,6.6622e+05,12.1,85.8,1.1,1.0,6.9828e+29,6.7620e+29,2.0880e+28,1.2000e+27,2.4900e+28,0.0000e+00,96.8,3.0,0.2
1,6.9441e+29,8.6690e+28,5.9286e+29,8.0800e+27,6.7800e+27,5.7260e+28,2.9430e+28,3.1469e+29,2.7817e+29,4.3600e+27,3.7200e+27,3.2300e+27,3.5500e+27,1.7280e+28,5.2300e+27,1.4537e+08,3.9905e+05,4.5394e+09,9.1966e-12,9.0610e+07,1.8378e+05,6.6622e+05,6.6612e+05,12.5,85.4,1.2,1.0,6.9505e+29,6.7240e+29,2.1210e+28,1.4400e+27,2.4893e+28,0.0000e+00,96.7,3.1,0.2
2,6.7645e+29,8.7320e+28,5.7517e+29,7.1700e+27,6.7900e+27,5.7010e+28,3.0310e+28,3.1048e+29,2.6469e+29,3.9100e+27,3.2600e+27,3.3500e+27,3.4400e+27,1.7500e+28,5.6000e+27,1.4473e+08,3.9789e+05,4.6357e+09,6.7703e-12,8.9129e+07,2.1006e+05,6.6611e+05,6.6595e+05,12.9,85.0,1.1,1.0,6.7677e+29,6.5475e+29,2.0610e+28,1.4100e+27,2.4877e+28,0.0000e+00,96.7,3.0,0.2
3,6.8297e+29,8.6000e+28,5.8297e+29,7.1900e+27,6.8100e+27,5.5800e+28,3.0200e+28,3.1484e+29,2.6813e+29,3.8700e+27,3.3200e+27,3.6100e+27,3.2000e+27,1.7140e+28,5.1000e+27,1.4443e+08,3.0926e+05,4.5622e+09,4.9369e-12,8.8026e+07,2.3423e+05,6.6595e+05,6.6572e+05,12.6,85.4,1.1,1.0,6.8304e+29,6.6075e+29,2.1070e+28,1.2200e+27,2.5037e+28,0.0000e+00,96.7,3.1,0.2
4,6.7289e+29,8.5690e+28,5.7316e+29,7.2600e+27,6.7800e+27,5.5480e+28,3.0210e+28,3.1439e+29,2.5877e+29,3.9700e+27,3.2900e+27,3.2200e+27,3.5600e+27,1.7070e+28,5.2900e+27,1.4415e+08,3.5585e+05,4.5355e+09,3.5848e-12,8.6710e+07,1.7990e+05,6.6572e+05,6.6543e+05,12.7,85.2,1.1,1.0,6.7373e+29,6.5178e+29,2.0470e+28,1.4800e+27,2.4824e+28,0.0000e+00,96.7,3.0,0.2
5,6.7873e+29,8.5610e+28,5.7921e+29,7.1300e+27,6.7800e+27,5.4580e+28,3.1030e+28,3.1552e+29,2.6369e+29,3.9800e+27,3.1500e+27,3.5100e+27,3.2700e+27,1.6420e+28,5.4500e+27,1.4382e+08,4.4324e+05,4.6302e+09,2.5886e-12,8.6162e+07,2.3598e+05,6.6542e+05,6.6507e+05,12.6,85.3,1.1,1.0,6.7750e+29,6.5542e+29,2.0720e+28,1.3600e+27,2.4785e+28,0.0000e+00,96.7,3.1,0.2
6,6.7963e+29,8.6100e+28,5.7911e+29,7.6100e+27,6.8100e+27,5.5680e+28,3.0420e+28,3.1849e+29,2.6062e+29,4.2900e+27,3.3200e+27,3.3800e+27,3.4300e+27,1.6640e+28,5.2300e+27,1.4358e+08,4.5340e+05,5.4996e+09,1.8562e-12,8.4703e+07,3.0558e+05,6.6506e+05,6.6464e+05,12.7,85.2,1.1,1.0,6.7917e+29,6.5694e+29,2.0950e+28,1.2800e+27,2.4921e+28,0.0000e+00,96.7,3.1,0.2
7,6.7829e+29,8.4780e+28,5.7986e+29,6.9000e+27,6.7500e+27,5.4640e+28,3.0140e+28,3.1437e+29,2.6549e+29,3.8300e+27,3.0700e+27,3.2800e+27,3.4700e+27,1.5800e+28,5.1900e+27,1.4321e+08,3.7637e+05,4.6718e+09,1.3296e-12,8.3785e+07,2.7105e+05,6.6464e+05,6.6415e+05,12.5,85.5,1.0,1.0,6.7938e+29,6.5704e+29,2.0970e+28,1.3700e+27,2.4686e+28,0.0000e+00,96.7,3.1,0.2
8,6.7311e+29,8.5620e+28,5.7361e+29,7.0700e+27,6.8100e+27,5.4520e+28,3.1100e+28,3.1007e+29,2.6354e+29,4.0800e+27,2.9900e+27,3.2400e+27,3.5700e+27,1.6010e+28,4.4500e+27,1.4270e+08,5.7672e+05,5.5232e+09,9.4791e-13,8.2330e+07,2.5394e+05,6.6415e+05,6.6359e+05,12.7,85.2,1.1,1.0,6.7263e+29,6.5044e+29,2.0870e+28,1.3200e+27,2.4806e+28,0.0000e+00,96.7,3.1,0.2
9,6.7205e+29,8.4700e+28,5.7282e+29,7.7300e+27,6.8000e+27,5.4590e+28,3.0110e+28,3.1006e+29,2.6276e+29,4.2500e+27,3.4800e+27,3.4400e+27,3.3600e+27,1.5990e+28,4.9800e+27,1.4209e+08,5.5881e+05,4.5732e+09,6.7529e-13,8.2478e+07,2.3222e+05,6.6359e+05,6.6297e+05,12.6,85.2,1.2,1.0,6.7286e+29,6.5128e+29,2.0190e+28,1.3900e+27,2.4737e+28,0.0000e+00,96.8,3.0,0.2
