TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,2.0565e+29,1.9799e+29,0.0000e+00,8.7000e+26,6.7900e+27,1.3473e+29,6.3260e+28,0.0000e+00,0.0000e+00,4.6000e+26,4.1000e+26,3.5500e+27,3.2400e+27,6.0790e+28,0.0000e+00,4.8462e+08,6.7355e+06,0.0000e+00,0.0000e+00,6.8897e+06,8.5262e+04,6.6625e+05,6.6622e+05,96.3,0.0,0.4,3.3,2.1197e+29,2.0578e+29,5.9300e+27,2.6000e+26,2.4894e+28,0.0000e+00,97.1,2.8,0.1
1,2.1051e+29,2.0278e+29,0.0000e+00,9.5000e+26,6.7800e+27,1.3756e+29,6.5220e+28,0.0000e+00,0.0000e+00,5.0000e+26,4.5000e+26,3.2300e+27,3.5500e+27,6.0400e+28,0.0000e+00,4.8303e+08,1.1783e+07,0.0000e+00,0.0000e+00,6.7652e+06,1.5522e+05,6.6622e+05,6.6612e+05,96.3,0.0,0.5,3.2,2.1022e+29,2.0416e+29,5.8000e+27,2.6000e+26,2.4887e+28,0.0000e+00,97.1,2.8,0.1
2,2.1942e+29,2.1159e+29,0.0000e+00,1.0400e+27,6.7900e+27,1.3941e+29,7.2180e+28,0.0000e+00,0.0000e+00,5.9000e+26,4.5000e+26,3.3500e+27,3.4400e+27,5.8400e+28,0.0000e+00,4.7843e+08,1.2542e+07,0.0000e+00,0.0000e+00,6.6627e+06,1.8798e+05,6.6611e+05,6.6595e+05,96.4,0.0,0.5,3.1,2.1898e+29,2.1191e+29,6.7200e+27,3.5000e+26,2.4871e+28,0.0000e+00,96.8,3.1,0.2
3,2.2476e+29,2.1701e+29,0.0000e+00,9.4000e+26,6.8100e+27,1.4290e+29,7.4110e+28,0.0000e+00,0.0000e+00,4.2000e+26,5.2000e+26,3.6100e+27,3.2000e+27,5.7300e+28,0.0000e+00,4.7571e+08,1.2724e+07,0.0000e+00,0.0000e+00,6.8058e+06,2.3870e+05,6.6595e+05,6.6572e+05,96.6,0.0,0.4,3.0,2.2487e+29,2.1813e+29,6.4700e+27,2.7000e+26,2.5031e+28,0.0000e+00,97.0,2.9,0.1
4,2.3209e+29,2.2448e+29,0.0000e+00,8.3000e+26,6.7800e+27,1.4608e+29,7.8400e+28,0.0000e+00,0.0000e+00,4.0000e+26,4.3000e+26,3.2200e+27,3.5600e+27,5.7510e+28,0.0000e+00,4.7256e+08,1.2886e+07,0.0000e+00,0.0000e+00,6.9040e+06,2.8501e+05,6.6572e+05,6.6543e+05,96.7,0.0,0.4,2.9,2.3132e+29,2.2404e+29,7.0500e+27,2.3000e+26,2.4818e+28,0.0000e+00,96.9,3.0,0.1
5,2.3600e+29,2.2817e+29,0.0000e+00,1.0500e+27,6.7800e+27,1.4720e+29,8.0970e+28,0.0000e+00,0.0000e+00,6.2000e+26,4.3000e+26,3.5100e+27,3.2700e+27,5.4730e+28,0.0000e+00,4.6759e+08,1.3148e+07,0.0000e+00,0.0000e+00,7.0271e+06,3.1933e+05,6.6542e+05,6.6507e+05,96.7,0.0,0.4,2.9,2.3583e+29,2.2868e+29,6.8100e+27,3.4000e+26,2.4779e+28,0.0000e+00,97.0,2.9,0.1
6,2.4624e+29,2.3794e+29,0.0000e+00,1.4900e+27,6.8100e+27,1.5295e+29,8.4990e+28,0.0000e+00,0.0000e+00,7.2000e+26,7.7000e+26,3.3800e+27,3.4300e+27,5.5710e+28,0.0000e+00,4.6486e+08,1.3245e+07,0.0000e+00,0.0000e+00,6.9896e+06,3.2430e+05,6.6506e+05,6.6464e+05,96.6,0.0,0.6,2.8,2.4552e+29,2.3819e+29,6.9800e+27,3.5000e+26,2.4915e+28,0.0000e+00,97.0,2.8,0.1
7,2.5064e+29,2.4265e+29,0.0000e+00,1.2400e+27,6.7500e+27,1.5568e+29,8.6970e+28,0.0000e+00,0.0000e+00,6.0000e+26,6.4000e+26,3.2800e+27,3.4700e+27,5.4850e+28,0.0000e+00,4.6025e+08,1.3440e+07,0.0000e+00,0.0000e+00,6.8798e+06,3.6487e+05,6.6464e+05,6.6415e+05,96.8,0.0,0.5,2.7,2.4996e+29,2.4195e+29,7.6200e+27,3.9000e+26,2.4680e+28,0.0000e+00,96.8,3.0,0.2
8,2.5728e+29,2.4929e+29,0.0000e+00,1.1800e+27,6.8100e+27,1.5706e+29,9.2230e+28,0.0000e+00,0.0000e+00,6.8000e+26,5.0000e+26,3.2400e+27,3.5700e+27,5.3570e+28,0.0000e+00,4.5641e+08,1.3455e+07,0.0000e+00,0.0000e+00,6.9209e+06,3.7097e+05,6.6415e+05,6.6359e+05,96.9,0.0,0.5,2.6,2.5695e+29,2.4905e+29,7.4200e+27,4.8000e+26,2.4800e+28,0.0000e+00,96.9,2.9,0.2
9,2.6252e+29,2.5436e+29,0.0000e+00,1.3600e+27,6.8000e+27,1.5872e+29,9.5640e+28,0.0000e+00,0.0000e+00,7.6000e+26,6.0000e+26,3.4400e+27,3.3600e+27,5.2110e+28,0.0000e+00,4.5145e+08,1.3656e+07,0.0000e+00,0.0000e+00,6.8441e+06,3.9551e+05,6.6359e+05,6.6297e+05,96.9,0.0,0.5,2.6,2.6265e+29,2.5401e+29,8.0000e+27,6.4000e+26,2.4731e+28,0.0000e+00,96.7,3.0,0.2
