TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,2.6820e+28,0.0000e+00,4.8700e+27,0.0000e+00,3.1772e+32,6.6284e+31,136
0,1,0.0500,0.1000,1.4250e+28,0.0000e+00,3.0400e+27,0.0000e+00,5.9598e+31,1.3408e+31,136
0,2,0.1000,0.2000,2.9510e+28,0.0000e+00,9.3200e+27,0.0000e+00,6.8906e+31,2.1267e+31,136
0,3,0.2000,0.3500,2.5080e+28,0.0000e+00,1.3500e+28,0.0000e+00,3.1499e+31,1.6533e+31,136
0,4,0.3500,0.5500,1.8840e+28,0.0000e+00,1.3730e+28,0.0000e+00,1.3428e+31,9.8938e+30,136
0,5,0.5500,1.0100,2.0230e+28,0.0000e+00,1.8800e+28,0.0000e+00,8.5480e+30,7.8587e+30,136
1,0,0.0000,0.0500,2.5810e+28,0.0000e+00,5.4800e+27,0.0000e+00,3.1601e+32,6.6115e+31,136
1,1,0.0500,0.1000,1.5030e+28,0.0000e+00,2.8700e+27,0.0000e+00,5.8782e+31,1.3297e+31,136
1,2,0.1000,0.2000,2.8900e+28,0.0000e+00,8.8800e+27,0.0000e+00,6.7890e+31,2.1099e+31,136
1,3,0.2000,0.3500,2.5000e+28,0.0000e+00,1.3410e+28,0.0000e+00,3.1495e+31,1.6412e+31,136
1,4,0.3500,0.5500,1.8510e+28,0.0000e+00,1.3500e+28,0.0000e+00,1.3779e+31,9.9466e+30,136
1,5,0.5500,1.0100,2.4310e+28,0.0000e+00,2.1080e+28,0.0000e+00,1.0102e+31,9.3111e+30,136
2,0,0.0000,0.0500,2.5080e+28,0.0000e+00,5.6500e+27,0.0000e+00,3.1440e+32,6.5964e+31,136
2,1,0.0500,0.1000,1.3890e+28,0.0000e+00,3.2400e+27,0.0000e+00,5.7887e+31,1.3192e+31,136
