TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,5.2800e+27,1.0200e+27,2.5300e+27,3.4000e+26,4.2636e+32,2.3645e+32,136
0,1,0.0500,0.1000,4.9600e+27,3.5100e+27,2.3000e+27,1.6300e+27,1.4860e+32,7.3884e+31,136
0,2,0.1000,0.2000,1.3500e+28,2.5940e+28,4.8700e+27,1.1350e+28,2.2247e+32,9.0290e+31,136
0,3,0.2000,0.3500,9.2300e+27,5.2280e+28,3.6900e+27,3.0540e+28,8.5998e+31,3.4244e+31,136
0,4,0.3500,0.5500,2.7300e+27,7.6880e+28,1.8500e+27,5.8360e+28,1.5470e+31,9.4217e+30,136
0,5,0.5500,1.0100,8.7000e+26,1.7490e+29,8.4000e+26,1.5720e+29,3.0822e+30,2.8191e+30,136
1,0,0.0000,0.0500,5.0900e+27,9.5000e+26,2.5400e+27,4.0000e+26,4.2671e+32,2.3658e+32,136
1,1,0.0500,0.1000,4.8000e+27,3.7200e+27,2.1700e+27,1.4800e+27,1.4847e+32,7.3832e+31,136
1,2,0.1000,0.2000,1.3230e+28,2.4580e+28,5.4900e+27,1.1070e+28,2.2178e+32,9.0234e+31,136
1,3,0.2000,0.3500,8.4200e+27,5.1670e+28,3.6500e+27,3.2000e+28,8.5477e+31,3.4221e+31,136
1,4,0.3500,0.5500,2.8300e+27,7.2660e+28,1.6800e+27,5.6320e+28,1.5430e+31,9.4565e+30,136
1,5,0.5500,1.0100,7.9000e+26,1.6937e+29,8.9000e+26,1.6521e+29,3.0890e+30,2.8827e+30,136
2,0,0.0000,0.0500,4.7500e+27,8.6000e+26,2.7300e+27,5.2000e+26,4.2702e+32,2.3672e+32,136
2,1,0.0500,0.1000,4.8700e+27,3.1300e+27,2.1700e+27,1.2100e+27,1.4832e+32,7.3792e+31,136
2,2,0.1000,0.2000,1.2690e+28,2.4170e+28,5.4100e+27,1.0950e+28,2.2109e+32,9.0161e+31,136
2,3,0.2000,0.3500,9.4300e+27,5.0170e+28,3.7200e+27,3.1670e+28,8.5020e+31,3.4212e+31,136
2,4,0.3500,0.5500,2.7300e+27,7.4450e+28,1.6300e+27,5.6110e+28,1.5400e+31,9.4443e+30,136
2,5,0.5500,1.0100,8.4000e+26,1.6633e+29,8.4000e+26,1.6129e+29,3.0517e+30,2.8714e+30,136
3,0,0.0000,0.0500,4.9100e+27,6.8000e+26,2.7500e+27,4.8000e+26,4.3046e+32,2.3859e+32,137
3,1,0.0500,0.1000,4.8800e+27,3.3200e+27,2.3500e+27,1.7000e+27,1.4927e+32,7.4323e+31,137
3,2,0.1000,0.2000,1.3230e+28,2.4160e+28,4.8800e+27,1.2170e+28,2.2214e+32,9.0786e+31,137
3,3,0.2000,0.3500,8.5500e+27,5.2240e+28,3.2000e+27,3.3800e+28,8.5226e+31,3.4487e+31,137
3,4,0.3500,0.5500,2.7100e+27,7.3310e+28,1.6800e+27,5.6630e+28,1.5463e+31,9.5823e+30,137
3,5,0.5500,1.0100,7.2000e+26,1.7192e+29,8.7000e+26,1.6424e+29,3.1148e+30,2.8796e+30,137
4,0,0.0000,0.0500,4.8600e+27,8.0000e+26,2.6000e+27,6.9000e+26,4.2760e+32,2.3700e+32,136
4,1,0.0500,0.1000,4.8800e+27,3.3000e+27,2.1400e+27,1.5000e+27,1.4805e+32,7.3752e+31,136
4,2,0.1000,0.2000,1.2410e+28,2.2590e+28,5.1400e+27,1.0920e+28,2.1983e+32,9.0085e+31,136
4,3,0.2000,0.3500,8.4600e+27,5.2080e+28,3.9400e+27,3.1460e+28,8.4647e+31,3.4203e+31,136
4,4,0.3500,0.5500,2.4700e+27,6.9410e+28,1.6300e+27,5.3740e+28,1.4845e+31,9.4781e+30,136
4,5,0.5500,1.0100,9.5000e+26,1.6758e+29,7.2000e+26,1.5978e+29,3.1031e+30,2.8513e+30,136
5,0,0.0000,0.0500,5.0400e+27,5.9000e+26,2.6100e+27,6.5000e+26,4.2792e+32,2.3711e+32,136
5,1,0.0500,0.1000,5.5800e+27,3.6700e+27,2.3100e+27,1.7400e+27,1.5594e+32,7.3740e+31,136
5,2,0.1000,0.2000,1.2480e+28,2.2390e+28,5.1300e+27,1.1090e+28,2.1197e+32,8.9995e+31,136
5,3,0.2000,0.3500,9.1500e+27,5.1250e+28,3.7600e+27,3.1140e+28,8.3762e+31,3.4190e+31,136
5,4,0.3500,0.5500,2.5700e+27,7.2580e+28,1.5000e+27,5.5120e+28,1.4496e+31,9.4976e+30,136
5,5,0.5500,1.0100,8.8000e+26,1.6804e+29,8.8000e+26,1.6576e+29,3.1029e+30,2.8536e+30,136
6,0,0.0000,0.0500,5.2300e+27,6.3000e+26,2.6600e+27,4.9000e+26,4.3132e+32,2.3898e+32,137
6,1,0.0500,0.1000,5.1000e+27,3.4400e+27,2.2300e+27,1.4100e+27,1.5782e+32,7.2716e+31,137
6,2,0.1000,0.2000,1.2010e+28,2.2620e+28,5.2800e+27,1.2430e+28,2.1510e+32,9.2172e+31,137
6,3,0.2000,0.3500,9.2800e+27,5.0260e+28,3.7600e+27,3.1200e+28,8.0997e+31,3.4397e+31,137
6,4,0.3500,0.5500,2.5000e+27,7.0820e+28,1.8300e+27,5.5580e+28,1.4615e+31,9.6209e+30,137
6,5,0.5500,1.0100,8.1000e+26,1.6992e+29,8.9000e+26,1.7459e+29,3.1556e+30,2.8863e+30,137
7,0,0.0000,0.0500,4.8200e+27,7.6000e+26,2.9100e+27,4.9000e+26,4.2844e+32,2.3734e+32,136
7,1,0.0500,0.1000,5.4800e+27,3.4500e+27,2.1600e+27,1.4800e+27,1.5650e+32,7.1579e+31,136
7,2,0.1000,0.2000,1.2280e+28,2.1690e+28,5.6100e+27,1.2050e+28,2.1286e+32,9.2046e+31,136
7,3,0.2000,0.3500,8.4900e+27,4.8680e+28,3.5800e+27,3.0340e+28,8.0025e+31,3.4102e+31,136
7,4,0.3500,0.5500,2.3700e+27,7.1720e+28,2.0000e+27,5.7820e+28,1.4449e+31,9.6475e+30,136
7,5,0.5500,1.0100,8.3000e+26,1.7534e+29,6.5000e+26,1.6885e+29,3.1404e+30,2.9296e+30,136
8,0,0.0000,0.0500,5.1800e+27,5.8000e+26,2.8300e+27,5.5000e+26,4.3187e+32,2.3868e+32,137
8,1,0.0500,0.1000,5.3200e+27,3.3500e+27,2.3700e+27,1.4600e+27,1.5749e+32,7.2592e+31,137
8,2,0.1000,0.2000,1.2420e+28,2.2280e+28,5.0300e+27,1.1860e+28,2.1379e+32,9.2703e+31,137
8,3,0.2000,0.3500,8.3700e+27,4.7500e+28,3.5000e+27,3.1220e+28,8.0147e+31,3.4350e+31,137
8,4,0.3500,0.5500,2.5400e+27,6.9600e+28,1.7100e+27,5.6480e+28,1.4562e+31,9.7320e+30,137
8,5,0.5500,1.0100,9.0000e+26,1.6979e+29,8.0000e+26,1.6974e+29,3.1925e+30,2.9738e+30,137
9,0,0.0000,0.0500,4.8000e+27,5.6000e+26,2.7600e+27,4.8000e+26,4.3214e+32,2.3626e+32,137
9,1,0.0500,0.1000,5.5000e+27,3.4700e+27,2.3100e+27,1.4300e+27,1.5732e+32,7.5128e+31,137
9,2,0.1000,0.2000,1.2120e+28,2.1620e+28,5.6500e+27,1.1830e+28,2.1466e+32,9.2640e+31,137
9,3,0.2000,0.3500,8.5600e+27,4.5870e+28,3.5700e+27,3.2120e+28,7.8431e+31,3.4369e+31,137
9,4,0.3500,0.5500,2.6400e+27,7.0270e+28,1.6900e+27,5.5890e+28,1.4594e+31,9.7965e+30,137
9,5,0.5500,1.0100,7.8000e+26,1.6406e+29,1.0200e+27,1.6586e+29,3.1799e+30,2.9629e+30,137
10,0,0.0000,0.0500,4.2300e+27,5.1000e+26,2.6500e+27,3.8000e+26,4.3244e+32,2.3533e+32,137
10,1,0.0500,0.1000,5.3400e+27,3.4500e+27,2.3000e+27,1.6300e+27,1.5720e+32,7.6162e+31,137
10,2,0.1000,0.2000,1.2860e+28,2.1850e+28,5.2900e+27,1.0380e+28,2.1658e+32,9.2543e+31,137
10,3,0.2000,0.3500,8.0400e+27,4.6140e+28,3.9000e+27,3.1990e+28,7.5543e+31,3.4435e+31,137
10,4,0.3500,0.5500,2.5100e+27,6.8540e+28,1.9000e+27,5.7370e+28,1.4564e+31,9.7991e+30,137
10,5,0.5500,1.0100,7.1000e+26,1.6297e+29,8.1000e+26,1.6595e+29,3.1621e+30,2.9452e+30,137
11,0,0.0000,0.0500,4.5100e+27,5.5000e+26,2.7500e+27,4.8000e+26,4.3272e+32,2.3362e+32,137
11,1,0.0500,0.1000,4.9000e+27,3.5800e+27,2.5100e+27,1.5800e+27,1.5707e+32,7.7981e+31,137
11,2,0.1000,0.2000,1.2520e+28,2.2020e+28,5.2100e+27,1.0990e+28,2.1607e+32,9.2427e+31,137
11,3,0.2000,0.3500,8.1900e+27,4.5530e+28,3.8400e+27,3.0300e+28,7.5205e+31,3.4463e+31,137
11,4,0.3500,0.5500,2.8600e+27,6.8820e+28,1.8200e+27,5.6660e+28,1.4551e+31,9.7884e+30,137
11,5,0.5500,1.0100,7.8000e+26,1.5931e+29,6.9000e+26,1.6023e+29,3.1731e+30,2.9337e+30,137
12,0,0.0000,0.0500,4.7300e+27,5.3000e+26,2.4500e+27,5.1000e+26,4.3301e+32,2.3339e+32,137
12,1,0.0500,0.1000,5.2500e+27,3.1500e+27,2.3100e+27,1.8000e+27,1.5692e+32,7.8262e+31,137
12,2,0.1000,0.2000,1.2620e+28,2.2000e+28,5.5200e+27,1.0740e+28,2.1549e+32,9.2397e+31,137
12,3,0.2000,0.3500,8.0400e+27,4.4810e+28,3.9700e+27,3.1350e+28,7.4813e+31,3.4531e+31,137
12,4,0.3500,0.5500,2.6200e+27,6.6860e+28,1.9100e+27,5.6480e+28,1.4536e+31,9.7997e+30,137
12,5,0.5500,1.0100,9.9000e+26,1.6805e+29,8.5000e+26,1.5867e+29,3.2231e+30,2.9352e+30,137
13,0,0.0000,0.0500,4.7000e+27,4.2000e+26,2.6200e+27,6.4000e+26,4.3329e+32,2.3336e+32,137
13,1,0.0500,0.1000,5.2300e+27,3.0900e+27,2.3700e+27,1.5600e+27,1.5681e+32,7.8342e+31,137
13,2,0.1000,0.2000,1.2180e+28,2.1240e+28,5.0600e+27,1.1530e+28,2.1496e+32,9.2379e+31,137
13,3,0.2000,0.3500,7.7600e+27,4.4070e+28,3.7500e+27,3.1630e+28,7.4501e+31,3.4607e+31,137
13,4,0.3500,0.5500,2.6000e+27,6.8120e+28,1.7300e+27,5.5940e+28,1.4504e+31,9.8302e+30,137
13,5,0.5500,1.0100,6.7000e+26,1.6086e+29,7.9000e+26,1.5411e+29,3.2415e+30,2.9224e+30,137
14,0,0.0000,0.0500,4.3400e+27,5.0000e+26,2.6000e+27,4.2000e+26,4.3671e+32,2.3302e+32,138
14,1,0.0500,0.1000,5.1400e+27,3.3400e+27,2.3900e+27,1.7500e+27,1.5787e+32,8.1056e+31,138
14,2,0.1000,0.2000,1.2710e+28,2.1230e+28,5.2600e+27,1.2990e+28,2.1598e+32,9.3091e+31,138
14,3,0.2000,0.3500,7.5200e+27,4.3280e+28,3.6100e+27,3.2090e+28,7.4682e+31,3.4865e+31,138
14,4,0.3500,0.5500,2.7400e+27,6.8290e+28,1.9500e+27,5.8120e+28,1.4614e+31,9.9274e+30,138
14,5,0.5500,1.0100,9.1000e+26,1.6314e+29,8.1000e+26,1.5341e+29,3.2794e+30,2.8955e+30,138
15,0,0.0000,0.0500,4.6900e+27,4.9000e+26,2.6100e+27,4.6000e+26,4.3697e+32,2.3308e+32,138
15,1,0.0500,0.1000,5.3500e+27,3.0300e+27,2.3800e+27,1.4700e+27,1.5780e+32,8.1069e+31,138
15,2,0.1000,0.2000,1.2720e+28,1.9300e+28,5.0800e+27,1.0820e+28,2.1539e+32,9.1959e+31,138
15,3,0.2000,0.3500,7.8900e+27,4.2410e+28,3.7600e+27,3.0500e+28,7.4314e+31,3.5992e+31,138
15,4,0.3500,0.5500,2.5700e+27,6.5110e+28,1.4000e+27,5.3800e+28,1.4537e+31,9.8983e+30,138
15,5,0.5500,1.0100,9.8000e+26,1.6529e+29,8.5000e+26,1.5367e+29,3.2865e+30,2.9067e+30,138
16,0,0.0000,0.0500,4.4500e+27,5.0000e+26,2.3900e+27,4.9000e+26,4.3725e+32,2.3314e+32,138
16,1,0.0500,0.1000,4.8700e+27,3.1200e+27,2.4000e+27,1.5900e+27,1.5766e+32,8.1106e+31,138
16,2,0.1000,0.2000,1.2800e+28,2.0010e+28,5.1500e+27,1.0910e+28,2.1483e+32,9.1727e+31,138
16,3,0.2000,0.3500,7.7500e+27,4.4460e+28,3.7300e+27,3.0250e+28,7.3997e+31,3.6066e+31,138
