TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.5671e+29,5.2650e+28,5.9395e+29,3.3200e+27,6.7900e+27,3.6570e+28,1.6080e+28,3.3453e+29,2.5942e+29,1.9000e+27,1.4200e+27,3.5500e+27,3.2400e+27,1.9170e+28,1.8090e+28,1.9030e+08,1.2711e+05,1.6473e+09,9.1634e-05,6.3032e+07,4.8563e+04,6.6625e+05,6.6621e+05,8.0,90.4,0.5,1.0,6.5579e+29,6.3381e+29,2.1370e+28,6.1000e+26,2.4895e+28,0.0000e+00,96.6,3.3,0.1
1,6.5108e+29,5.1580e+28,5.8943e+29,3.2900e+27,6.7800e+27,3.5160e+28,1.6420e+28,3.2295e+29,2.6648e+29,1.9300e+27,1.3600e+27,3.2300e+27,3.5500e+27,1.8540e+28,1.7590e+28,1.9012e+08,1.2571e+05,2.1291e+09,7.9755e-05,6.2597e+07,4.8608e+04,6.6621e+05,6.6612e+05,7.9,90.5,0.5,1.0,6.5060e+29,6.2861e+29,2.1420e+28,5.7000e+26,2.4887e+28,0.0000e+00,96.6,3.3,0.1
2,6.4264e+29,5.1810e+28,5.8086e+29,3.1800e+27,6.7900e+27,3.5310e+28,1.6500e+28,3.1911e+29,2.6175e+29,1.7500e+27,1.4300e+27,3.3500e+27,3.4400e+27,1.8020e+28,1.6540e+28,1.8990e+08,1.2860e+05,1.6076e+09,6.9268e-05,6.1912e+07,4.4391e+04,6.6611e+05,6.6595e+05,8.1,90.4,0.5,1.1,6.4176e+29,6.1872e+29,2.2380e+28,6.6000e+26,2.4871e+28,0.0000e+00,96.4,3.5,0.1
3,6.5549e+29,5.0730e+28,5.9465e+29,3.3000e+27,6.8100e+27,3.5000e+28,1.5730e+28,3.2563e+29,2.6902e+29,1.9100e+27,1.3900e+27,3.6100e+27,3.2000e+27,1.8540e+28,1.6380e+28,1.8940e+08,1.4736e+05,2.1034e+09,5.9906e-05,6.0514e+07,5.4203e+04,6.6595e+05,6.6572e+05,7.7,90.7,0.5,1.0,6.5684e+29,6.3373e+29,2.2390e+28,7.2000e+26,2.5031e+28,0.0000e+00,96.5,3.4,0.1
4,6.3428e+29,5.0200e+28,5.7385e+29,3.4500e+27,6.7800e+27,3.4030e+28,1.6170e+28,3.1576e+29,2.5809e+29,1.9800e+27,1.4700e+27,3.2200e+27,3.5600e+27,1.7830e+28,1.5810e+28,1.8906e+08,1.4762e+05,1.6963e+09,5.1877e-05,5.9562e+07,5.1772e+04,6.6572e+05,6.6543e+05,7.9,90.5,0.5,1.1,6.3486e+29,6.1240e+29,2.1790e+28,6.7000e+26,2.4818e+28,0.0000e+00,96.5,3.4,0.1
5,6.4552e+29,5.1890e+28,5.8402e+29,2.8300e+27,6.7800e+27,3.5700e+28,1.6190e+28,3.1852e+29,2.6550e+29,1.6900e+27,1.1400e+27,3.5100e+27,3.2700e+27,1.8900e+28,1.5460e+28,1.8903e+08,1.4305e+05,1.6668e+09,4.4826e-05,5.8305e+07,5.1258e+04,6.6542e+05,6.6507e+05,8.0,90.5,0.4,1.1,6.4387e+29,6.2194e+29,2.1240e+28,6.9000e+26,2.4779e+28,0.0000e+00,96.6,3.3,0.1
6,6.5487e+29,5.1580e+28,5.9339e+29,3.0900e+27,6.8100e+27,3.4930e+28,1.6650e+28,3.1769e+29,2.7570e+29,1.8700e+27,1.2200e+27,3.3800e+27,3.4300e+27,1.7450e+28,1.4770e+28,1.8903e+08,1.2984e+05,1.5924e+09,3.8683e-05,5.7215e+07,4.8350e+04,6.6506e+05,6.6464e+05,7.9,90.6,0.5,1.0,6.5570e+29,6.3352e+29,2.1520e+28,6.6000e+26,2.4915e+28,0.0000e+00,96.6,3.3,0.1
7,6.5368e+29,5.1180e+28,5.9267e+29,3.0800e+27,6.7500e+27,3.4270e+28,1.6910e+28,3.2164e+29,2.7103e+29,1.7400e+27,1.3400e+27,3.2800e+27,3.4700e+27,1.8330e+28,1.4180e+28,1.8863e+08,1.3607e+05,2.0576e+09,3.3428e-05,5.6419e+07,5.6384e+04,6.6464e+05,6.6415e+05,7.8,90.7,0.5,1.0,6.5310e+29,6.3028e+29,2.2080e+28,7.4000e+26,2.4680e+28,0.0000e+00,96.5,3.4,0.1
8,6.4558e+29,5.0970e+28,5.8441e+29,3.3900e+27,6.8100e+27,3.4730e+28,1.6240e+28,3.1310e+29,2.7131e+29,1.9900e+27,1.4000e+27,3.2400e+27,3.5700e+27,1.8250e+28,1.4680e+28,1.8831e+08,1.2878e+05,1.6328e+09,2.8883e-05,5.5428e+07,4.9941e+04,6.6415e+05,6.6359e+05,7.9,90.5,0.5,1.1,6.4665e+29,6.2451e+29,2.1380e+28,7.6000e+26,2.4800e+28,0.0000e+00,96.6,3.3,0.1
9,6.3497e+29,5.1400e+28,5.7346e+29,3.3100e+27,6.8000e+27,3.4400e+28,1.7000e+28,3.0585e+29,2.6761e+29,1.7100e+27,1.6000e+27,3.4400e+27,3.3600e+27,1.8050e+28,1.4410e+28,1.8762e+08,1.4007e+05,2.1348e+09,2.4995e-05,5.4887e+07,4.8373e+04,6.6359e+05,6.6297e+05,8.1,90.3,0.5,1.1,6.3537e+29,6.1344e+29,2.1200e+28,7.3000e+26,2.4731e+28,0.0000e+00,96.5,3.3,0.1
